epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527167430,2024-09-28T15.39.27.430,0.000,0.183,-7.500,104.573
1727527167440,2024-09-28T15.39.27.440,0.010,0.793,-7.012,106.463
1727527167450,2024-09-28T15.39.27.450,0.020,3.171,-6.098,114.329
1727527167460,2024-09-28T15.39.27.460,0.030,6.646,-7.195,124.451
1727527167470,2024-09-28T15.39.27.470,0.040,10.427,-9.573,132.500
1727527167480,2024-09-28T15.39.27.480,0.050,13.963,-12.683,140.671
1727527167490,2024-09-28T15.39.27.490,0.060,17.195,-15.488,148.780
1727527167500,2024-09-28T15.39.27.500,0.070,20.549,-15.671,155.976
1727527167510,2024-09-28T15.39.27.510,0.080,23.537,-11.524,163.232
1727527167520,2024-09-28T15.39.27.520,0.090,25.610,-3.415,170.488
1727527167530,2024-09-28T15.39.27.530,0.100,27.378,6.159,176.220
1727527167540,2024-09-28T15.39.27.540,0.110,29.756,13.293,181.890
1727527167550,2024-09-28T15.39.27.550,0.120,32.744,15.183,187.988
1727527167560,2024-09-28T15.39.27.560,0.130,35.915,12.988,192.561
1727527167570,2024-09-28T15.39.27.570,0.140,38.659,8.780,196.707
1727527167580,2024-09-28T15.39.27.580,0.150,40.915,4.817,201.402
1727527167590,2024-09-28T15.39.27.590,0.160,43.049,2.683,206.037
1727527167600,2024-09-28T15.39.27.600,0.170,44.939,3.415,210.488
1727527167610,2024-09-28T15.39.27.610,0.180,47.622,6.098,214.085
1727527167620,2024-09-28T15.39.27.620,0.190,50.671,9.878,215.366
1727527167630,2024-09-28T15.39.27.630,0.200,52.378,12.134,215.427
1727527167640,2024-09-28T15.39.27.640,0.210,52.317,11.829,213.415
1727527167650,2024-09-28T15.39.27.650,0.220,51.098,10.305,208.110
1727527167660,2024-09-28T15.39.27.660,0.230,49.939,7.683,202.683
1727527167670,2024-09-28T15.39.27.670,0.240,49.512,5.305,197.744
1727527167680,2024-09-28T15.39.27.680,0.250,50.366,4.451,193.354
1727527167690,2024-09-28T15.39.27.690,0.260,53.171,5.610,191.341
1727527167700,2024-09-28T15.39.27.700,0.270,57.805,9.512,190.671
1727527167710,2024-09-28T15.39.27.710,0.280,62.683,14.451,190.366
1727527167720,2024-09-28T15.39.27.720,0.290,66.890,18.171,190.915
1727527167730,2024-09-28T15.39.27.730,0.300,69.756,20.915,191.341
1727527167740,2024-09-28T15.39.27.740,0.310,70.183,21.951,192.439
1727527167750,2024-09-28T15.39.27.750,0.320,67.256,21.890,191.159
1727527167760,2024-09-28T15.39.27.760,0.330,60.976,23.659,183.780
1727527167770,2024-09-28T15.39.27.770,0.340,54.451,26.402,176.220
1727527167780,2024-09-28T15.39.27.780,0.350,50.000,27.866,173.110
1727527167790,2024-09-28T15.39.27.790,0.360,46.829,26.646,169.634
1727527167800,2024-09-28T15.39.27.800,0.370,44.451,24.451,161.890
1727527167810,2024-09-28T15.39.27.810,0.380,42.256,19.939,150.976
1727527167820,2024-09-28T15.39.27.820,0.390,39.390,12.378,137.500
1727527167830,2024-09-28T15.39.27.830,0.400,34.939,5.854,120.732
1727527167840,2024-09-28T15.39.27.840,0.410,29.512,3.110,104.878
1727527167850,2024-09-28T15.39.27.850,0.420,26.463,4.817,91.646
1727527167860,2024-09-28T15.39.27.860,0.430,23.537,7.012,79.573
1727527167870,2024-09-28T15.39.27.870,0.440,19.634,7.561,70.000
1727527167880,2024-09-28T15.39.27.880,0.450,15.488,6.585,63.232
1727527167890,2024-09-28T15.39.27.890,0.460,12.500,4.939,57.500
1727527167900,2024-09-28T15.39.27.900,0.470,10.000,4.146,50.366
1727527167910,2024-09-28T15.39.27.910,0.480,8.354,2.988,41.890
1727527167920,2024-09-28T15.39.27.920,0.490,7.744,-0.366,32.073
1727527167930,2024-09-28T15.39.27.930,0.500,7.256,-2.927,19.695
1727527167940,2024-09-28T15.39.27.940,0.510,5.610,-4.634,4.878
1727527167950,2024-09-28T15.39.27.950,0.520,1.463,-6.402,-12.317
1727527167960,2024-09-28T15.39.27.960,0.530,-5.549,-10.061,-30.793
1727527167970,2024-09-28T15.39.27.970,0.540,-13.232,-13.841,-47.500
1727527167980,2024-09-28T15.39.27.980,0.550,-20.549,-17.622,-59.634
1727527167990,2024-09-28T15.39.27.990,0.560,-26.402,-19.817,-69.146
1727527168000,2024-09-28T15.39.28.000,0.570,-30.671,-20.610,-77.256
1727527168010,2024-09-28T15.39.28.010,0.580,-34.573,-20.610,-85.793
1727527168020,2024-09-28T15.39.28.020,0.590,-36.707,-19.573,-97.134
1727527168030,2024-09-28T15.39.28.030,0.600,-38.049,-19.146,-109.390
1727527168040,2024-09-28T15.39.28.040,0.610,-40.854,-21.463,-120.488
