epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527264300,2024-09-28T15.41.04.300,0.000,-23.902,17.805,-131.098
1727527264310,2024-09-28T15.41.04.310,0.010,-21.951,23.537,-127.927
1727527264320,2024-09-28T15.41.04.320,0.020,-12.073,43.963,-113.110
1727527264330,2024-09-28T15.41.04.330,0.030,0.122,55.244,-96.402
1727527264340,2024-09-28T15.41.04.340,0.040,6.220,46.037,-80.122
1727527264350,2024-09-28T15.41.04.350,0.050,5.976,23.354,-60.366
1727527264360,2024-09-28T15.41.04.360,0.060,3.659,-1.098,-43.902
1727527264370,2024-09-28T15.41.04.370,0.070,2.317,-15.732,-30.122
1727527264380,2024-09-28T15.41.04.380,0.080,2.988,-17.256,-17.500
1727527264390,2024-09-28T15.41.04.390,0.090,4.756,-5.793,-8.963
1727527264400,2024-09-28T15.41.04.400,0.100,4.939,10.366,0.732
1727527264410,2024-09-28T15.41.04.410,0.110,5.000,18.720,10.488
1727527264420,2024-09-28T15.41.04.420,0.120,6.707,16.220,17.744
1727527264430,2024-09-28T15.41.04.430,0.130,9.634,6.890,26.463
1727527264440,2024-09-28T15.41.04.440,0.140,13.110,-3.049,34.268
1727527264450,2024-09-28T15.41.04.450,0.150,16.220,-8.841,40.549
1727527264460,2024-09-28T15.41.04.460,0.160,18.293,-12.622,49.878
1727527264470,2024-09-28T15.41.04.470,0.170,20.488,-16.768,58.537
1727527264480,2024-09-28T15.41.04.480,0.180,22.622,-18.537,67.195
1727527264490,2024-09-28T15.41.04.490,0.190,24.207,-15.549,77.805
1727527264500,2024-09-28T15.41.04.500,0.200,25.000,-7.012,88.110
1727527264510,2024-09-28T15.41.04.510,0.210,26.098,3.476,97.988
1727527264520,2024-09-28T15.41.04.520,0.220,27.744,9.573,109.390
1727527264530,2024-09-28T15.41.04.530,0.230,29.878,7.988,119.817
1727527264540,2024-09-28T15.41.04.540,0.240,32.561,2.866,127.012
1727527264550,2024-09-28T15.41.04.550,0.250,34.390,-1.524,133.354
1727527264560,2024-09-28T15.41.04.560,0.260,35.061,-3.659,139.024
1727527264570,2024-09-28T15.41.04.570,0.270,34.085,-2.744,142.622
1727527264580,2024-09-28T15.41.04.580,0.280,31.890,1.159,145.488
1727527264590,2024-09-28T15.41.04.590,0.290,29.390,3.537,149.024
1727527264600,2024-09-28T15.41.04.600,0.300,28.476,0.854,152.805
1727527264610,2024-09-28T15.41.04.610,0.310,28.780,-7.439,156.402
1727527264620,2024-09-28T15.41.04.620,0.320,29.024,-21.402,158.659
1727527264630,2024-09-28T15.41.04.630,0.330,29.390,-39.268,159.207
1727527264640,2024-09-28T15.41.04.640,0.340,31.463,-62.439,161.220
1727527264650,2024-09-28T15.41.04.650,0.350,36.585,-93.659,166.159
1727527264660,2024-09-28T15.41.04.660,0.360,44.024,-125.183,170.549
1727527264670,2024-09-28T15.41.04.670,0.370,50.793,-135.427,172.622
1727527264680,2024-09-28T15.41.04.680,0.380,53.659,-110.549,177.134
1727527264690,2024-09-28T15.41.04.690,0.390,53.171,-61.524,185.122
1727527264700,2024-09-28T15.41.04.700,0.400,50.305,-12.134,193.415
1727527264710,2024-09-28T15.41.04.710,0.410,47.073,12.988,199.817
1727527264720,2024-09-28T15.41.04.720,0.420,45.732,3.415,200.732
1727527264730,2024-09-28T15.41.04.730,0.430,47.561,-29.085,194.695
1727527264740,2024-09-28T15.41.04.740,0.440,52.317,-57.744,186.463
1727527264750,2024-09-28T15.41.04.750,0.450,57.805,-71.220,178.110
1727527264760,2024-09-28T15.41.04.760,0.460,61.220,-67.622,167.622
1727527264770,2024-09-28T15.41.04.770,0.470,59.207,-44.207,156.951
1727527264780,2024-09-28T15.41.04.780,0.480,53.110,-8.293,148.720
1727527264790,2024-09-28T15.41.04.790,0.490,46.159,19.390,142.500
1727527264800,2024-09-28T15.41.04.800,0.500,43.476,25.488,136.159
1727527264810,2024-09-28T15.41.04.810,0.510,46.585,17.561,131.037
1727527264820,2024-09-28T15.41.04.820,0.520,53.232,12.256,127.927
1727527264830,2024-09-28T15.41.04.830,0.530,60.305,17.805,125.610
1727527264840,2024-09-28T15.41.04.840,0.540,67.500,27.195,124.024
1727527264850,2024-09-28T15.41.04.850,0.550,74.695,33.110,121.402
1727527264860,2024-09-28T15.41.04.860,0.560,81.646,36.524,117.500
1727527264870,2024-09-28T15.41.04.870,0.570,88.354,40.915,112.561
