epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527198721,2024-09-28T15.39.58.721,0.000,-47.012,34.085,-176.585
1727527198731,2024-09-28T15.39.58.731,0.010,-47.500,38.415,-176.463
1727527198741,2024-09-28T15.39.58.741,0.020,-49.024,57.012,-175.122
1727527198751,2024-09-28T15.39.58.751,0.030,-47.256,70.122,-173.354
1727527198761,2024-09-28T15.39.58.761,0.040,-42.195,60.732,-171.646
1727527198771,2024-09-28T15.39.58.771,0.050,-36.220,36.463,-168.049
1727527198781,2024-09-28T15.39.58.781,0.060,-30.183,11.585,-164.634
1727527198791,2024-09-28T15.39.58.791,0.070,-24.817,-2.805,-161.280
1727527198801,2024-09-28T15.39.58.801,0.080,-21.524,-3.720,-154.451
1727527198811,2024-09-28T15.39.58.811,0.090,-19.390,3.659,-143.354
1727527198821,2024-09-28T15.39.58.821,0.100,-17.622,15.244,-131.951
1727527198831,2024-09-28T15.39.58.831,0.110,-15.854,27.134,-119.329
1727527198841,2024-09-28T15.39.58.841,0.120,-14.329,34.146,-107.195
1727527198851,2024-09-28T15.39.58.851,0.130,-14.512,32.500,-98.171
1727527198861,2024-09-28T15.39.58.861,0.140,-15.061,24.817,-88.232
1727527198871,2024-09-28T15.39.58.871,0.150,-14.756,15.671,-76.585
1727527198881,2024-09-28T15.39.58.881,0.160,-13.476,9.329,-64.817
1727527198891,2024-09-28T15.39.58.891,0.170,-11.524,8.780,-52.561
1727527198901,2024-09-28T15.39.58.901,0.180,-8.476,12.988,-38.720
1727527198911,2024-09-28T15.39.58.911,0.190,-3.659,16.646,-24.695
1727527198921,2024-09-28T15.39.58.921,0.200,3.293,16.768,-12.073
1727527198931,2024-09-28T15.39.58.931,0.210,10.061,13.902,0.915
1727527198941,2024-09-28T15.39.58.941,0.220,15.244,9.634,14.024
1727527198951,2024-09-28T15.39.58.951,0.230,19.573,4.085,24.817
1727527198961,2024-09-28T15.39.58.961,0.240,22.805,-2.317,32.988
1727527198971,2024-09-28T15.39.58.971,0.250,24.268,-7.500,40.915
1727527198981,2024-09-28T15.39.58.981,0.260,23.963,-10.061,48.110
1727527198991,2024-09-28T15.39.58.991,0.270,22.073,-11.768,54.634
1727527199001,2024-09-28T15.39.59.001,0.280,19.390,-14.512,60.549
1727527199011,2024-09-28T15.39.59.011,0.290,16.890,-17.500,65.122
1727527199021,2024-09-28T15.39.59.021,0.300,14.756,-21.402,69.817
1727527199031,2024-09-28T15.39.59.031,0.310,12.805,-25.183,75.366
1727527199041,2024-09-28T15.39.59.041,0.320,11.402,-28.049,81.463
1727527199051,2024-09-28T15.39.59.051,0.330,11.220,-30.061,88.232
1727527199061,2024-09-28T15.39.59.061,0.340,12.439,-31.890,96.707
1727527199071,2024-09-28T15.39.59.071,0.350,14.878,-30.793,106.585
1727527199081,2024-09-28T15.39.59.081,0.360,17.378,-24.573,116.463
1727527199091,2024-09-28T15.39.59.091,0.370,19.390,-14.695,125.732
1727527199101,2024-09-28T15.39.59.101,0.380,20.427,-6.829,134.878
1727527199111,2024-09-28T15.39.59.111,0.390,21.220,-3.293,142.927
1727527199121,2024-09-28T15.39.59.121,0.400,22.073,-2.439,149.634
1727527199131,2024-09-28T15.39.59.131,0.410,22.317,-1.524,155.366
1727527199141,2024-09-28T15.39.59.141,0.420,21.280,0.549,159.573
1727527199151,2024-09-28T15.39.59.151,0.430,19.390,4.390,161.890
1727527199161,2024-09-28T15.39.59.161,0.440,18.049,6.646,164.085
1727527199171,2024-09-28T15.39.59.171,0.450,17.866,4.451,167.134
1727527199181,2024-09-28T15.39.59.181,0.460,18.232,0.061,169.756
1727527199191,2024-09-28T15.39.59.191,0.470,19.268,-3.293,172.805
1727527199201,2024-09-28T15.39.59.201,0.480,20.915,-5.610,176.585
1727527199211,2024-09-28T15.39.59.211,0.490,23.110,-7.256,179.634
1727527199221,2024-09-28T15.39.59.221,0.500,24.695,-7.988,182.012
1727527199231,2024-09-28T15.39.59.231,0.510,26.098,-6.585,182.500
1727527199241,2024-09-28T15.39.59.241,0.520,27.317,-3.232,182.073
1727527199251,2024-09-28T15.39.59.251,0.530,27.683,1.280,183.171
1727527199261,2024-09-28T15.39.59.261,0.540,28.049,4.878,184.329
1727527199271,2024-09-28T15.39.59.271,0.550,29.329,5.915,184.756
1727527199281,2024-09-28T15.39.59.281,0.560,31.341,4.085,186.159
1727527199291,2024-09-28T15.39.59.291,0.570,32.927,0.793,187.927
1727527199301,2024-09-28T15.39.59.301,0.580,33.902,-2.012,189.024
1727527199311,2024-09-28T15.39.59.311,0.590,34.207,-4.939,188.659
1727527199321,2024-09-28T15.39.59.321,0.600,34.634,-7.317,185.488
1727527199331,2024-09-28T15.39.59.331,0.610,34.390,-6.098,181.524
1727527199341,2024-09-28T15.39.59.341,0.620,33.841,-2.195,177.683
1727527199351,2024-09-28T15.39.59.351,0.630,33.902,0.671,174.390
1727527199361,2024-09-28T15.39.59.361,0.640,35.061,-0.610,172.256
1727527199371,2024-09-28T15.39.59.371,0.650,37.683,-5.183,170.305
1727527199381,2024-09-28T15.39.59.381,0.660,41.951,-9.939,168.537
1727527199391,2024-09-28T15.39.59.391,0.670,47.439,-12.378,167.012
1727527199401,2024-09-28T15.39.59.401,0.680,51.524,-12.988,164.695
1727527199411,2024-09-28T15.39.59.411,0.690,52.988,-10.732,159.878
1727527199421,2024-09-28T15.39.59.421,0.700,52.744,-4.817,154.817
1727527199431,2024-09-28T15.39.59.431,0.710,51.159,2.012,150.122
