epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.38.27.849;0.000;0.124;0.035;0.915;12.622;6.098;111.890
1,72753E+12;2024-09-28T15.38.27.859;0.010;0.115;0.015;0.935;12.988;6.829;111.829
1,72753E+12;2024-09-28T15.38.27.869;0.020;0.090;-0.012;0.955;15.244;8.476;110.610
1,72753E+12;2024-09-28T15.38.27.879;0.030;0.096;-0.018;0.981;21.098;5.488;108.598
1,72753E+12;2024-09-28T15.38.27.889;0.040;0.108;-0.011;0.997;28.354;-0.183;105.854
1,72753E+12;2024-09-28T15.38.27.899;0.050;0.057;-0.001;1.013;33.902;-5.000;103.659
1,72753E+12;2024-09-28T15.38.27.909;0.060;-0.015;-0.002;1.010;34.512;-10.122;100.061
1,72753E+12;2024-09-28T15.38.27.919;0.070;-0.005;0.003;0.995;31.585;-13.232;91.037
1,72753E+12;2024-09-28T15.38.27.929;0.080;0.010;0.004;0.985;26.098;-11.341;80.549
1,72753E+12;2024-09-28T15.38.27.939;0.090;0.008;-0.003;0.970;19.756;-5.854;72.561
1,72753E+12;2024-09-28T15.38.27.949;0.100;0.018;-0.012;0.972;14.085;2.012;66.159
1,72753E+12;2024-09-28T15.38.27.959;0.110;0.041;-0.032;0.988;11.524;8.232;61.098
1,72753E+12;2024-09-28T15.38.27.969;0.120;0.054;-0.046;0.994;12.683;9.390;55.732
1,72753E+12;2024-09-28T15.38.27.979;0.130;0.044;-0.062;0.996;15.732;5.854;50.793
1,72753E+12;2024-09-28T15.38.27.989;0.140;0.011;-0.069;1.010;19.756;0.427;47.012
1,72753E+12;2024-09-28T15.38.27.999;0.150;-0.040;-0.074;1.022;22.439;-3.963;42.134
1,72753E+12;2024-09-28T15.38.28.009;0.160;-0.076;-0.073;1.023;22.256;-6.098;33.902
1,72753E+12;2024-09-28T15.38.28.019;0.170;-0.085;-0.065;1.021;19.634;-5.305;22.500
