epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527293610,2024-09-28T15.41.33.610,0.000,-0.109,0.233,1.090
1727527293620,2024-09-28T15.41.33.620,0.010,-0.114,0.241,1.083
1727527293630,2024-09-28T15.41.33.630,0.020,-0.089,0.238,1.066
1727527293640,2024-09-28T15.41.33.640,0.030,-0.067,0.233,1.050
1727527293650,2024-09-28T15.41.33.650,0.040,-0.066,0.234,1.039
1727527293660,2024-09-28T15.41.33.660,0.050,-0.052,0.240,1.024
1727527293670,2024-09-28T15.41.33.670,0.060,-0.016,0.250,1.019
1727527293680,2024-09-28T15.41.33.680,0.070,0.025,0.270,1.031
1727527293690,2024-09-28T15.41.33.690,0.080,0.095,0.307,1.035
1727527293700,2024-09-28T15.41.33.700,0.090,0.163,0.347,1.010
1727527293710,2024-09-28T15.41.33.710,0.100,0.223,0.372,0.978
1727527293720,2024-09-28T15.41.33.720,0.110,0.262,0.384,0.957
1727527293730,2024-09-28T15.41.33.730,0.120,0.290,0.383,0.950
1727527293740,2024-09-28T15.41.33.740,0.130,0.310,0.368,0.948
1727527293750,2024-09-28T15.41.33.750,0.140,0.321,0.346,0.954
1727527293760,2024-09-28T15.41.33.760,0.150,0.299,0.331,0.948
1727527293770,2024-09-28T15.41.33.770,0.160,0.307,0.316,0.939
1727527293780,2024-09-28T15.41.33.780,0.170,0.325,0.317,0.923
1727527293790,2024-09-28T15.41.33.790,0.180,0.355,0.315,0.904
1727527293800,2024-09-28T15.41.33.800,0.190,0.413,0.323,0.887
1727527293810,2024-09-28T15.41.33.810,0.200,0.434,0.314,0.871
1727527293820,2024-09-28T15.41.33.820,0.210,0.424,0.303,0.854
1727527293830,2024-09-28T15.41.33.830,0.220,0.469,0.312,0.838
1727527293840,2024-09-28T15.41.33.840,0.230,0.502,0.312,0.823
1727527293850,2024-09-28T15.41.33.850,0.240,0.525,0.312,0.796
1727527293860,2024-09-28T15.41.33.860,0.250,0.553,0.312,0.793
1727527293870,2024-09-28T15.41.33.870,0.260,0.579,0.312,0.814
1727527293880,2024-09-28T15.41.33.880,0.270,0.636,0.320,0.820
1727527293890,2024-09-28T15.41.33.890,0.280,0.688,0.314,0.820
1727527293900,2024-09-28T15.41.33.900,0.290,0.684,0.307,0.817
1727527293910,2024-09-28T15.41.33.910,0.300,0.653,0.311,0.813
1727527293920,2024-09-28T15.41.33.920,0.310,0.634,0.315,0.846
1727527293930,2024-09-28T15.41.33.930,0.320,0.632,0.303,0.902
1727527293940,2024-09-28T15.41.33.940,0.330,0.648,0.296,0.909
1727527293950,2024-09-28T15.41.33.950,0.340,0.695,0.286,0.856
1727527293960,2024-09-28T15.41.33.960,0.350,0.770,0.245,0.802
1727527293970,2024-09-28T15.41.33.970,0.360,0.854,0.177,0.766
1727527293980,2024-09-28T15.41.33.980,0.370,0.969,0.119,0.735
1727527293990,2024-09-28T15.41.33.990,0.380,1.060,0.065,0.724
1727527294000,2024-09-28T15.41.34.000,0.390,1.096,0.031,0.726
1727527294010,2024-09-28T15.41.34.010,0.400,1.083,0.014,0.735
1727527294020,2024-09-28T15.41.34.020,0.410,1.051,-0.004,0.750
1727527294030,2024-09-28T15.41.34.030,0.420,1.040,-0.011,0.746
1727527294040,2024-09-28T15.41.34.040,0.430,1.034,-0.024,0.743
1727527294050,2024-09-28T15.41.34.050,0.440,0.998,-0.043,0.740
1727527294060,2024-09-28T15.41.34.060,0.450,0.955,-0.056,0.732
1727527294070,2024-09-28T15.41.34.070,0.460,0.916,-0.059,0.740
1727527294080,2024-09-28T15.41.34.080,0.470,0.925,-0.057,0.779
1727527294090,2024-09-28T15.41.34.090,0.480,0.903,-0.052,0.834
1727527294100,2024-09-28T15.41.34.100,0.490,0.833,-0.050,0.871
1727527294110,2024-09-28T15.41.34.110,0.500,0.753,-0.045,0.892
1727527294120,2024-09-28T15.41.34.120,0.510,0.683,-0.042,0.921
1727527294130,2024-09-28T15.41.34.130,0.520,0.644,-0.036,0.943
1727527294140,2024-09-28T15.41.34.140,0.530,0.616,-0.020,0.949
1727527294150,2024-09-28T15.41.34.150,0.540,0.605,-0.000,0.932
1727527294160,2024-09-28T15.41.34.160,0.550,0.611,0.022,0.926
1727527294170,2024-09-28T15.41.34.170,0.560,0.613,0.045,0.935
1727527294180,2024-09-28T15.41.34.180,0.570,0.647,0.070,0.936
1727527294190,2024-09-28T15.41.34.190,0.580,0.716,0.095,0.941
1727527294200,2024-09-28T15.41.34.200,0.590,0.760,0.121,0.955
1727527294210,2024-09-28T15.41.34.210,0.600,0.745,0.149,0.957
1727527294220,2024-09-28T15.41.34.220,0.610,0.726,0.182,0.950
1727527294230,2024-09-28T15.41.34.230,0.620,0.718,0.211,0.939
