epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.42.05.950;0.000;0.387;0.224;0.870;51.951;21.829;194.634
1,72753E+12;2024-09-28T15.42.05.960;0.010;0.369;0.214;0.902;52.317;22.744;194.268
1,72753E+12;2024-09-28T15.42.05.970;0.020;0.358;0.217;0.932;52.866;23.780;191.463
1,72753E+12;2024-09-28T15.42.05.980;0.030;0.336;0.215;0.962;52.561;21.829;188.293
1,72753E+12;2024-09-28T15.42.05.990;0.040;0.274;0.204;0.977;49.634;15.549;186.159
1,72753E+12;2024-09-28T15.42.06.000;0.050;0.199;0.203;0.969;45.488;12.012;184.268
1,72753E+12;2024-09-28T15.42.06.010;0.060;0.162;0.189;0.955;40.610;16.707;182.927
1,72753E+12;2024-09-28T15.42.06.020;0.070;0.186;0.184;0.935;35.610;26.768;180.671
1,72753E+12;2024-09-28T15.42.06.030;0.080;0.233;0.185;0.917;33.354;36.402;177.683
1,72753E+12;2024-09-28T15.42.06.040;0.090;0.240;0.185;0.901;33.232;40.610;177.195
1,72753E+12;2024-09-28T15.42.06.050;0.100;0.193;0.182;0.880;35.000;37.561;178.415
1,72753E+12;2024-09-28T15.42.06.060;0.110;0.149;0.171;0.869;39.695;29.573;177.500
1,72753E+12;2024-09-28T15.42.06.070;0.120;0.147;0.168;0.862;47.195;21.463;175.488
1,72753E+12;2024-09-28T15.42.06.080;0.130;0.149;0.156;0.868;56.646;14.329;175.793
1,72753E+12;2024-09-28T15.42.06.090;0.140;0.139;0.145;0.900;67.439;6.463;174.390
1,72753E+12;2024-09-28T15.42.06.100;0.150;0.167;0.159;0.936;76.890;-1.646;169.024
1,72753E+12;2024-09-28T15.42.06.110;0.160;0.193;0.163;0.955;83.232;-9.512;164.085
1,72753E+12;2024-09-28T15.42.06.120;0.170;0.163;0.156;0.947;84.268;-17.195;161.463
1,72753E+12;2024-09-28T15.42.06.130;0.180;0.109;0.163;0.932;79.329;-20.854;158.171
1,72753E+12;2024-09-28T15.42.06.140;0.190;0.072;0.169;0.925;69.573;-17.134;152.988
1,72753E+12;2024-09-28T15.42.06.150;0.200;0.072;0.164;0.923;57.134;-6.646;147.988
1,72753E+12;2024-09-28T15.42.06.160;0.210;0.058;0.151;0.943;46.037;6.098;141.159
1,72753E+12;2024-09-28T15.42.06.170;0.220;0.036;0.133;0.998;39.207;17.683;130.488
1,72753E+12;2024-09-28T15.42.06.180;0.230;0.004;0.092;1.047;36.098;23.598;119.146
1,72753E+12;2024-09-28T15.42.06.190;0.240;-0.071;0.047;1.070;34.390;21.098;108.902
1,72753E+12;2024-09-28T15.42.06.200;0.250;-0.212;0.019;1.073;33.598;11.707;97.683
1,72753E+12;2024-09-28T15.42.06.210;0.260;-0.334;-0.000;1.073;33.841;-0.244;82.500
1,72753E+12;2024-09-28T15.42.06.220;0.270;-0.383;-0.012;1.094;35.122;-11.220;63.720
1,72753E+12;2024-09-28T15.42.06.230;0.280;-0.418;-0.027;1.116;36.280;-19.695;43.720
1,72753E+12;2024-09-28T15.42.06.240;0.290;-0.423;-0.043;1.133;35.793;-23.963;24.695
1,72753E+12;2024-09-28T15.42.06.250;0.300;-0.401;-0.030;1.143;32.500;-22.927;8.659
1,72753E+12;2024-09-28T15.42.06.260;0.310;-0.361;-0.004;1.130;25.488;-15.244;-5.122
1,72753E+12;2024-09-28T15.42.06.270;0.320;-0.296;0.021;1.117;16.037;-1.280;-17.927
1,72753E+12;2024-09-28T15.42.06.280;0.330;-0.200;0.051;1.118;6.951;14.207;-29.512
1,72753E+12;2024-09-28T15.42.06.290;0.340;-0.114;0.075;1.124;-1.098;23.415;-39.329
