epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527167430,2024-09-28T15.39.27.430,0.000,0.658,0.013,0.934
1727527167440,2024-09-28T15.39.27.440,0.010,0.669,0.032,0.927
1727527167450,2024-09-28T15.39.27.450,0.020,0.640,0.045,0.904
1727527167460,2024-09-28T15.39.27.460,0.030,0.625,0.059,0.892
1727527167470,2024-09-28T15.39.27.470,0.040,0.620,0.080,0.882
1727527167480,2024-09-28T15.39.27.480,0.050,0.604,0.090,0.862
1727527167490,2024-09-28T15.39.27.490,0.060,0.589,0.096,0.842
1727527167500,2024-09-28T15.39.27.500,0.070,0.582,0.106,0.831
1727527167510,2024-09-28T15.39.27.510,0.080,0.579,0.116,0.822
1727527167520,2024-09-28T15.39.27.520,0.090,0.583,0.132,0.813
1727527167530,2024-09-28T15.39.27.530,0.100,0.586,0.142,0.815
1727527167540,2024-09-28T15.39.27.540,0.110,0.555,0.146,0.823
1727527167550,2024-09-28T15.39.27.550,0.120,0.509,0.150,0.833
1727527167560,2024-09-28T15.39.27.560,0.130,0.481,0.167,0.840
1727527167570,2024-09-28T15.39.27.570,0.140,0.457,0.180,0.837
1727527167580,2024-09-28T15.39.27.580,0.150,0.436,0.191,0.831
1727527167590,2024-09-28T15.39.27.590,0.160,0.419,0.199,0.829
1727527167600,2024-09-28T15.39.27.600,0.170,0.407,0.205,0.827
1727527167610,2024-09-28T15.39.27.610,0.180,0.398,0.207,0.841
1727527167620,2024-09-28T15.39.27.620,0.190,0.351,0.199,0.879
1727527167630,2024-09-28T15.39.27.630,0.200,0.260,0.181,0.901
1727527167640,2024-09-28T15.39.27.640,0.210,0.202,0.165,0.908
1727527167650,2024-09-28T15.39.27.650,0.220,0.154,0.161,0.906
1727527167660,2024-09-28T15.39.27.660,0.230,0.113,0.158,0.898
1727527167670,2024-09-28T15.39.27.670,0.240,0.090,0.144,0.886
1727527167680,2024-09-28T15.39.27.680,0.250,0.078,0.134,0.886
1727527167690,2024-09-28T15.39.27.690,0.260,0.099,0.140,0.904
1727527167700,2024-09-28T15.39.27.700,0.270,0.123,0.159,0.937
1727527167710,2024-09-28T15.39.27.710,0.280,0.131,0.172,0.960
1727527167720,2024-09-28T15.39.27.720,0.290,0.131,0.186,0.970
1727527167730,2024-09-28T15.39.27.730,0.300,0.111,0.203,0.990
1727527167740,2024-09-28T15.39.27.740,0.310,0.078,0.209,0.996
1727527167750,2024-09-28T15.39.27.750,0.320,0.105,0.222,0.986
1727527167760,2024-09-28T15.39.27.760,0.330,0.151,0.243,0.974
