epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.41.04.298;0.000;0.838;0.129;0.739;-23.902;17.805;-131.098
1,72753E+12;2024-09-28T15.41.04.308;0.010;1.001;0.106;0.755;-21.951;23.537;-127.927
1,72753E+12;2024-09-28T15.41.04.318;0.020;1.044;0.088;0.785;-12.073;43.963;-113.110
1,72753E+12;2024-09-28T15.41.04.328;0.030;1.017;0.101;0.799;0.122;55.244;-96.402
1,72753E+12;2024-09-28T15.41.04.338;0.040;0.912;0.129;0.772;6.220;46.037;-80.122
1,72753E+12;2024-09-28T15.41.04.348;0.050;0.814;0.150;0.760;5.976;23.354;-60.366
1,72753E+12;2024-09-28T15.41.04.358;0.060;0.798;0.159;0.775;3.659;-1.098;-43.902
1,72753E+12;2024-09-28T15.41.04.368;0.070;0.818;0.144;0.813;2.317;-15.732;-30.122
1,72753E+12;2024-09-28T15.41.04.378;0.080;0.866;0.116;0.844;2.988;-17.256;-17.500
1,72753E+12;2024-09-28T15.41.04.388;0.090;0.911;0.092;0.853;4.756;-5.793;-8.963
1,72753E+12;2024-09-28T15.41.04.398;0.100;0.899;0.070;0.847;4.939;10.366;0.732
1,72753E+12;2024-09-28T15.41.04.408;0.110;0.854;0.059;0.836;5.000;18.720;10.488
1,72753E+12;2024-09-28T15.41.04.418;0.120;0.770;0.038;0.846;6.707;16.220;17.744
1,72753E+12;2024-09-28T15.41.04.428;0.130;0.699;0.016;0.861;9.634;6.890;26.463
1,72753E+12;2024-09-28T15.41.04.438;0.140;0.699;0.007;0.865;13.110;-3.049;34.268
1,72753E+12;2024-09-28T15.41.04.448;0.150;0.711;0.009;0.874;16.220;-8.841;40.549
1,72753E+12;2024-09-28T15.41.04.458;0.160;0.693;0.014;0.869;18.293;-12.622;49.878
1,72753E+12;2024-09-28T15.41.04.468;0.170;0.688;0.028;0.876;20.488;-16.768;58.537
1,72753E+12;2024-09-28T15.41.04.478;0.180;0.690;0.037;0.888;22.622;-18.537;67.195
1,72753E+12;2024-09-28T15.41.04.488;0.190;0.715;0.049;0.889;24.207;-15.549;77.805
1,72753E+12;2024-09-28T15.41.04.498;0.200;0.763;0.072;0.884;25.000;-7.012;88.110
1,72753E+12;2024-09-28T15.41.04.508;0.210;0.790;0.087;0.885;26.098;3.476;97.988
1,72753E+12;2024-09-28T15.41.04.518;0.220;0.740;0.088;0.897;27.744;9.573;109.390
1,72753E+12;2024-09-28T15.41.04.528;0.230;0.666;0.088;0.914;29.878;7.988;119.817
1,72753E+12;2024-09-28T15.41.04.538;0.240;0.623;0.103;0.936;32.561;2.866;127.012
1,72753E+12;2024-09-28T15.41.04.548;0.250;0.586;0.117;0.952;34.390;-1.524;133.354
1,72753E+12;2024-09-28T15.41.04.558;0.260;0.546;0.131;0.962;35.061;-3.659;139.024
1,72753E+12;2024-09-28T15.41.04.568;0.270;0.524;0.142;0.964;34.085;-2.744;142.622
1,72753E+12;2024-09-28T15.41.04.578;0.280;0.521;0.148;0.967;31.890;1.159;145.488
1,72753E+12;2024-09-28T15.41.04.588;0.290;0.506;0.157;0.975;29.390;3.537;149.024
1,72753E+12;2024-09-28T15.41.04.598;0.300;0.487;0.165;1.000;28.476;0.854;152.805
1,72753E+12;2024-09-28T15.41.04.608;0.310;0.452;0.163;1.032;28.780;-7.439;156.402
1,72753E+12;2024-09-28T15.41.04.618;0.320;0.440;0.167;1.055;29.024;-21.402;158.659
1,72753E+12;2024-09-28T15.41.04.628;0.330;0.446;0.187;1.062;29.390;-39.268;159.207
1,72753E+12;2024-09-28T15.41.04.638;0.340;0.430;0.197;1.060;31.463;-62.439;161.220
1,72753E+12;2024-09-28T15.41.04.648;0.350;0.404;0.188;1.062;36.585;-93.659;166.159
1,72753E+12;2024-09-28T15.41.04.658;0.360;0.413;0.179;1.053;44.024;-125.183;170.549
1,72753E+12;2024-09-28T15.41.04.668;0.370;0.518;0.182;1.015;50.793;-135.427;172.622
1,72753E+12;2024-09-28T15.41.04.678;0.380;0.687;0.201;0.948;53.659;-110.549;177.134
1,72753E+12;2024-09-28T15.41.04.688;0.390;0.831;0.224;0.876;53.171;-61.524;185.122
1,72753E+12;2024-09-28T15.41.04.698;0.400;0.825;0.252;0.834;50.305;-12.134;193.415
1,72753E+12;2024-09-28T15.41.04.708;0.410;0.675;0.259;0.841;47.073;12.988;199.817
1,72753E+12;2024-09-28T15.41.04.718;0.420;0.402;0.228;0.884;45.732;3.415;200.732
1,72753E+12;2024-09-28T15.41.04.728;0.430;0.142;0.166;0.911;47.561;-29.085;194.695
1,72753E+12;2024-09-28T15.41.04.738;0.440;0.031;0.097;0.920;52.317;-57.744;186.463
1,72753E+12;2024-09-28T15.41.04.748;0.450;0.055;0.044;0.897;57.805;-71.220;178.110
1,72753E+12;2024-09-28T15.41.04.758;0.460;0.100;0.015;0.847;61.220;-67.622;167.622
1,72753E+12;2024-09-28T15.41.04.768;0.470;0.158;0.011;0.782;59.207;-44.207;156.951
1,72753E+12;2024-09-28T15.41.04.778;0.480;0.269;0.019;0.735;53.110;-8.293;148.720
1,72753E+12;2024-09-28T15.41.04.788;0.490;0.286;0.028;0.712;46.159;19.390;142.500
1,72753E+12;2024-09-28T15.41.04.798;0.500;0.198;0.022;0.716;43.476;25.488;136.159
1,72753E+12;2024-09-28T15.41.04.808;0.510;0.119;-0.004;0.723;46.585;17.561;131.037
1,72753E+12;2024-09-28T15.41.04.818;0.520;0.145;-0.018;0.728;53.232;12.256;127.927
1,72753E+12;2024-09-28T15.41.04.828;0.530;0.233;0.003;0.717;60.305;17.805;125.610
1,72753E+12;2024-09-28T15.41.04.838;0.540;0.268;0.008;0.703;67.500;27.195;124.024
1,72753E+12;2024-09-28T15.41.04.848;0.550;0.237;0.014;0.710;74.695;33.110;121.402
1,72753E+12;2024-09-28T15.41.04.858;0.560;0.221;0.047;0.759;81.646;36.524;117.500
1,72753E+12;2024-09-28T15.41.04.868;0.570;0.261;0.083;0.812;88.354;40.915;112.561
1,72753E+12;2024-09-28T15.41.04.878;0.580;0.289;0.116;0.834;91.646;47.378;106.707
1,72753E+12;2024-09-28T15.41.04.888;0.590;0.274;0.138;0.846;90.183;52.012;103.415
1,72753E+12;2024-09-28T15.41.04.898;0.600;0.264;0.156;0.875;86.463;54.390;101.037
1,72753E+12;2024-09-28T15.41.04.908;0.610;0.253;0.159;0.934;82.134;56.098;97.805
1,72753E+12;2024-09-28T15.41.04.918;0.620;0.210;0.143;0.998;78.293;54.207;93.232
1,72753E+12;2024-09-28T15.41.04.928;0.630;0.139;0.119;1.047;73.902;46.585;85.366
1,72753E+12;2024-09-28T15.41.04.938;0.640;0.062;0.100;1.078;68.171;34.756;76.707
1,72753E+12;2024-09-28T15.41.04.948;0.650;0.035;0.089;1.085;61.463;24.329;67.439
1,72753E+12;2024-09-28T15.41.04.958;0.660;0.055;0.068;1.084;54.329;21.402;57.134
1,72753E+12;2024-09-28T15.41.04.968;0.670;0.068;0.049;1.086;47.988;23.293;48.963
