epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527198659,2024-09-28T15.39.58.659,0.000,0.421,0.167,0.915
1727527198669,2024-09-28T15.39.58.669,0.010,0.388,0.163,0.925
1727527198679,2024-09-28T15.39.58.679,0.020,0.316,0.145,0.930
1727527198689,2024-09-28T15.39.58.689,0.030,0.255,0.126,0.939
1727527198699,2024-09-28T15.39.58.699,0.040,0.246,0.124,0.948
1727527198709,2024-09-28T15.39.58.709,0.050,0.308,0.126,0.939
1727527198719,2024-09-28T15.39.58.719,0.060,0.388,0.126,0.938
1727527198729,2024-09-28T15.39.58.729,0.070,0.424,0.118,0.950
1727527198739,2024-09-28T15.39.58.739,0.080,0.394,0.105,0.966
1727527198749,2024-09-28T15.39.58.749,0.090,0.294,0.085,0.971
1727527198759,2024-09-28T15.39.58.759,0.100,0.206,0.064,0.978
1727527198769,2024-09-28T15.39.58.769,0.110,0.241,0.055,0.978
1727527198779,2024-09-28T15.39.58.779,0.120,0.361,0.062,0.968
1727527198789,2024-09-28T15.39.58.789,0.130,0.480,0.061,0.940
1727527198799,2024-09-28T15.39.58.799,0.140,0.574,0.052,0.923
1727527198809,2024-09-28T15.39.58.809,0.150,0.618,0.042,0.927
1727527198819,2024-09-28T15.39.58.819,0.160,0.656,0.044,0.942
1727527198829,2024-09-28T15.39.58.829,0.170,0.709,0.045,0.945
1727527198839,2024-09-28T15.39.58.839,0.180,0.733,0.041,0.940
1727527198849,2024-09-28T15.39.58.849,0.190,0.725,0.031,0.934
1727527198859,2024-09-28T15.39.58.859,0.200,0.737,0.025,0.927
1727527198869,2024-09-28T15.39.58.869,0.210,0.777,0.015,0.919
1727527198879,2024-09-28T15.39.58.879,0.220,0.815,-0.000,0.897
1727527198889,2024-09-28T15.39.58.889,0.230,0.843,-0.017,0.869
1727527198899,2024-09-28T15.39.58.899,0.240,0.866,-0.041,0.843
1727527198909,2024-09-28T15.39.58.909,0.250,0.879,-0.062,0.829
1727527198919,2024-09-28T15.39.58.919,0.260,0.855,-0.096,0.819
1727527198929,2024-09-28T15.39.58.929,0.270,0.838,-0.118,0.811
1727527198939,2024-09-28T15.39.58.939,0.280,0.861,-0.117,0.815
1727527198949,2024-09-28T15.39.58.949,0.290,0.842,-0.115,0.841
1727527198959,2024-09-28T15.39.58.959,0.300,0.790,-0.114,0.871
1727527198969,2024-09-28T15.39.58.969,0.310,0.771,-0.105,0.903
1727527198979,2024-09-28T15.39.58.979,0.320,0.735,-0.092,0.932
1727527198989,2024-09-28T15.39.58.989,0.330,0.681,-0.087,0.964
1727527198999,2024-09-28T15.39.58.999,0.340,0.638,-0.079,0.989
1727527199009,2024-09-28T15.39.59.009,0.350,0.602,-0.072,1.003
1727527199019,2024-09-28T15.39.59.019,0.360,0.566,-0.063,1.010
1727527199029,2024-09-28T15.39.59.029,0.370,0.561,-0.054,1.007
1727527199039,2024-09-28T15.39.59.039,0.380,0.569,-0.042,0.999
1727527199049,2024-09-28T15.39.59.049,0.390,0.553,-0.033,0.994
1727527199059,2024-09-28T15.39.59.059,0.400,0.554,-0.014,0.990
1727527199069,2024-09-28T15.39.59.069,0.410,0.584,0.017,0.988
1727527199079,2024-09-28T15.39.59.079,0.420,0.587,0.050,0.984
1727527199089,2024-09-28T15.39.59.089,0.430,0.552,0.072,0.980
1727527199099,2024-09-28T15.39.59.099,0.440,0.500,0.094,0.978
1727527199109,2024-09-28T15.39.59.109,0.450,0.457,0.118,0.983
1727527199119,2024-09-28T15.39.59.119,0.460,0.409,0.132,0.994
1727527199129,2024-09-28T15.39.59.129,0.470,0.376,0.137,0.994
1727527199139,2024-09-28T15.39.59.139,0.480,0.376,0.144,0.990
1727527199149,2024-09-28T15.39.59.149,0.490,0.366,0.147,0.991
1727527199159,2024-09-28T15.39.59.159,0.500,0.330,0.144,0.989
1727527199169,2024-09-28T15.39.59.169,0.510,0.311,0.141,0.976
1727527199179,2024-09-28T15.39.59.179,0.520,0.322,0.141,0.956
1727527199189,2024-09-28T15.39.59.189,0.530,0.325,0.138,0.944
1727527199199,2024-09-28T15.39.59.199,0.540,0.292,0.131,0.935
1727527199209,2024-09-28T15.39.59.209,0.550,0.272,0.124,0.926
1727527199219,2024-09-28T15.39.59.219,0.560,0.293,0.131,0.929
1727527199229,2024-09-28T15.39.59.229,0.570,0.290,0.139,0.917
1727527199239,2024-09-28T15.39.59.239,0.580,0.271,0.131,0.905
1727527199249,2024-09-28T15.39.59.249,0.590,0.273,0.132,0.900
1727527199259,2024-09-28T15.39.59.259,0.600,0.265,0.140,0.906
1727527199269,2024-09-28T15.39.59.269,0.610,0.246,0.141,0.907
1727527199279,2024-09-28T15.39.59.279,0.620,0.223,0.140,0.900
1727527199289,2024-09-28T15.39.59.289,0.630,0.203,0.136,0.902
1727527199299,2024-09-28T15.39.59.299,0.640,0.180,0.123,0.913
1727527199309,2024-09-28T15.39.59.309,0.650,0.168,0.113,0.917
1727527199319,2024-09-28T15.39.59.319,0.660,0.164,0.104,0.909
1727527199329,2024-09-28T15.39.59.329,0.670,0.171,0.095,0.892
1727527199339,2024-09-28T15.39.59.339,0.680,0.152,0.085,0.883
1727527199349,2024-09-28T15.39.59.349,0.690,0.112,0.071,0.880
1727527199359,2024-09-28T15.39.59.359,0.700,0.070,0.059,0.882
1727527199369,2024-09-28T15.39.59.369,0.710,0.053,0.049,0.905
1727527199379,2024-09-28T15.39.59.379,0.720,0.036,0.055,0.945
1727527199389,2024-09-28T15.39.59.389,0.730,0.011,0.062,0.956
1727527199399,2024-09-28T15.39.59.399,0.740,0.003,0.073,0.960
1727527199409,2024-09-28T15.39.59.409,0.750,-0.000,0.080,0.972
1727527199419,2024-09-28T15.39.59.419,0.760,-0.005,0.080,0.968
1727527199429,2024-09-28T15.39.59.429,0.770,-0.037,0.079,0.952
1727527199439,2024-09-28T15.39.59.439,0.780,-0.063,0.078,0.969
1727527199449,2024-09-28T15.39.59.449,0.790,-0.080,0.074,1.010
1727527199459,2024-09-28T15.39.59.459,0.800,-0.093,0.061,1.055
1727527199469,2024-09-28T15.39.59.469,0.810,-0.117,0.051,1.092
1727527199479,2024-09-28T15.39.59.479,0.820,-0.161,0.032,1.112
1727527199489,2024-09-28T15.39.59.489,0.830,-0.197,0.017,1.120
1727527199499,2024-09-28T15.39.59.499,0.840,-0.216,-0.006,1.127
1727527199509,2024-09-28T15.39.59.509,0.850,-0.231,-0.027,1.124
1727527199519,2024-09-28T15.39.59.519,0.860,-0.250,-0.035,1.110
1727527199529,2024-09-28T15.39.59.529,0.870,-0.257,-0.036,1.100
1727527199539,2024-09-28T15.39.59.539,0.880,-0.270,-0.041,1.104
1727527199549,2024-09-28T15.39.59.549,0.890,-0.305,-0.062,1.118
1727527199559,2024-09-28T15.39.59.559,0.900,-0.337,-0.086,1.138
1727527199569,2024-09-28T15.39.59.569,0.910,-0.354,-0.097,1.153
1727527199579,2024-09-28T15.39.59.579,0.920,-0.355,-0.094,1.159
1727527199589,2024-09-28T15.39.59.589,0.930,-0.360,-0.091,1.157
1727527199599,2024-09-28T15.39.59.599,0.940,-0.338,-0.074,1.147
1727527199609,2024-09-28T15.39.59.609,0.950,-0.289,-0.045,1.128
1727527199619,2024-09-28T15.39.59.619,0.960,-0.247,-0.030,1.108
1727527199629,2024-09-28T15.39.59.629,0.970,-0.234,-0.018,1.089
1727527199639,2024-09-28T15.39.59.639,0.980,-0.246,-0.008,1.079
1727527199649,2024-09-28T15.39.59.649,0.990,-0.236,-0.007,1.081
1727527199659,2024-09-28T15.39.59.659,1.000,-0.199,-0.002,1.099
1727527199669,2024-09-28T15.39.59.669,1.010,-0.183,0.014,1.116
1727527199679,2024-09-28T15.39.59.679,1.020,-0.184,0.027,1.103
1727527199689,2024-09-28T15.39.59.689,1.030,-0.148,0.041,1.077
1727527199699,2024-09-28T15.39.59.699,1.040,-0.101,0.052,1.058
1727527199709,2024-09-28T15.39.59.709,1.050,-0.080,0.059,1.047
1727527199719,2024-09-28T15.39.59.719,1.060,-0.069,0.071,1.029
1727527199729,2024-09-28T15.39.59.729,1.070,-0.059,0.084,1.020
1727527199739,2024-09-28T15.39.59.739,1.080,-0.041,0.091,1.033
1727527199749,2024-09-28T15.39.59.749,1.090,-0.027,0.108,1.043
1727527199759,2024-09-28T15.39.59.759,1.100,-0.028,0.110,1.036
1727527199769,2024-09-28T15.39.59.769,1.110,-0.033,0.116,1.029
1727527199779,2024-09-28T15.39.59.779,1.120,-0.009,0.132,1.024
