epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527264298,2024-09-28T15.41.04.298,0.000,0.838,0.129,0.739
1727527264308,2024-09-28T15.41.04.308,0.010,1.001,0.106,0.755
1727527264318,2024-09-28T15.41.04.318,0.020,1.044,0.088,0.785
1727527264328,2024-09-28T15.41.04.328,0.030,1.017,0.101,0.799
1727527264338,2024-09-28T15.41.04.338,0.040,0.912,0.129,0.772
1727527264348,2024-09-28T15.41.04.348,0.050,0.814,0.150,0.760
1727527264358,2024-09-28T15.41.04.358,0.060,0.798,0.159,0.775
1727527264368,2024-09-28T15.41.04.368,0.070,0.818,0.144,0.813
1727527264378,2024-09-28T15.41.04.378,0.080,0.866,0.116,0.844
1727527264388,2024-09-28T15.41.04.388,0.090,0.911,0.092,0.853
1727527264398,2024-09-28T15.41.04.398,0.100,0.899,0.070,0.847
1727527264408,2024-09-28T15.41.04.408,0.110,0.854,0.059,0.836
1727527264418,2024-09-28T15.41.04.418,0.120,0.770,0.038,0.846
1727527264428,2024-09-28T15.41.04.428,0.130,0.699,0.016,0.861
1727527264438,2024-09-28T15.41.04.438,0.140,0.699,0.007,0.865
1727527264448,2024-09-28T15.41.04.448,0.150,0.711,0.009,0.874
1727527264458,2024-09-28T15.41.04.458,0.160,0.693,0.014,0.869
1727527264468,2024-09-28T15.41.04.468,0.170,0.688,0.028,0.876
1727527264478,2024-09-28T15.41.04.478,0.180,0.690,0.037,0.888
1727527264488,2024-09-28T15.41.04.488,0.190,0.715,0.049,0.889
1727527264498,2024-09-28T15.41.04.498,0.200,0.763,0.072,0.884
1727527264508,2024-09-28T15.41.04.508,0.210,0.790,0.087,0.885
1727527264518,2024-09-28T15.41.04.518,0.220,0.740,0.088,0.897
1727527264528,2024-09-28T15.41.04.528,0.230,0.666,0.088,0.914
1727527264538,2024-09-28T15.41.04.538,0.240,0.623,0.103,0.936
1727527264548,2024-09-28T15.41.04.548,0.250,0.586,0.117,0.952
1727527264558,2024-09-28T15.41.04.558,0.260,0.546,0.131,0.962
1727527264568,2024-09-28T15.41.04.568,0.270,0.524,0.142,0.964
1727527264578,2024-09-28T15.41.04.578,0.280,0.521,0.148,0.967
1727527264588,2024-09-28T15.41.04.588,0.290,0.506,0.157,0.975
1727527264598,2024-09-28T15.41.04.598,0.300,0.487,0.165,1.000
1727527264608,2024-09-28T15.41.04.608,0.310,0.452,0.163,1.032
1727527264618,2024-09-28T15.41.04.618,0.320,0.440,0.167,1.055
1727527264628,2024-09-28T15.41.04.628,0.330,0.446,0.187,1.062
1727527264638,2024-09-28T15.41.04.638,0.340,0.430,0.197,1.060
1727527264648,2024-09-28T15.41.04.648,0.350,0.404,0.188,1.062
1727527264658,2024-09-28T15.41.04.658,0.360,0.413,0.179,1.053
1727527264668,2024-09-28T15.41.04.668,0.370,0.518,0.182,1.015
1727527264678,2024-09-28T15.41.04.678,0.380,0.687,0.201,0.948
1727527264688,2024-09-28T15.41.04.688,0.390,0.831,0.224,0.876
1727527264698,2024-09-28T15.41.04.698,0.400,0.825,0.252,0.834
1727527264708,2024-09-28T15.41.04.708,0.410,0.675,0.259,0.841
1727527264718,2024-09-28T15.41.04.718,0.420,0.402,0.228,0.884
1727527264728,2024-09-28T15.41.04.728,0.430,0.142,0.166,0.911
1727527264738,2024-09-28T15.41.04.738,0.440,0.031,0.097,0.920
1727527264748,2024-09-28T15.41.04.748,0.450,0.055,0.044,0.897
1727527264758,2024-09-28T15.41.04.758,0.460,0.100,0.015,0.847
1727527264768,2024-09-28T15.41.04.768,0.470,0.158,0.011,0.782
1727527264778,2024-09-28T15.41.04.778,0.480,0.269,0.019,0.735
1727527264788,2024-09-28T15.41.04.788,0.490,0.286,0.028,0.712
1727527264798,2024-09-28T15.41.04.798,0.500,0.198,0.022,0.716
1727527264808,2024-09-28T15.41.04.808,0.510,0.119,-0.004,0.723
1727527264818,2024-09-28T15.41.04.818,0.520,0.145,-0.018,0.728
1727527264828,2024-09-28T15.41.04.828,0.530,0.233,0.003,0.717
1727527264838,2024-09-28T15.41.04.838,0.540,0.268,0.008,0.703
1727527264848,2024-09-28T15.41.04.848,0.550,0.237,0.014,0.710
1727527264858,2024-09-28T15.41.04.858,0.560,0.221,0.047,0.759
1727527264868,2024-09-28T15.41.04.868,0.570,0.261,0.083,0.812
1727527264878,2024-09-28T15.41.04.878,0.580,0.289,0.116,0.834
1727527264888,2024-09-28T15.41.04.888,0.590,0.274,0.138,0.846
1727527264898,2024-09-28T15.41.04.898,0.600,0.264,0.156,0.875
1727527264908,2024-09-28T15.41.04.908,0.610,0.253,0.159,0.934
1727527264918,2024-09-28T15.41.04.918,0.620,0.210,0.143,0.998
1727527264928,2024-09-28T15.41.04.928,0.630,0.139,0.119,1.047
1727527264938,2024-09-28T15.41.04.938,0.640,0.062,0.100,1.078
1727527264948,2024-09-28T15.41.04.948,0.650,0.035,0.089,1.085
1727527264958,2024-09-28T15.41.04.958,0.660,0.055,0.068,1.084
1727527264968,2024-09-28T15.41.04.968,0.670,0.068,0.049,1.086
1727527264978,2024-09-28T15.41.04.978,0.680,0.061,0.034,1.096
1727527264988,2024-09-28T15.41.04.988,0.690,0.046,0.032,1.136
1727527264998,2024-09-28T15.41.04.998,0.700,0.009,0.038,1.202
1727527265008,2024-09-28T15.41.05.008,0.710,-0.042,0.046,1.253
1727527265018,2024-09-28T15.41.05.018,0.720,-0.077,0.054,1.271
1727527265028,2024-09-28T15.41.05.028,0.730,-0.092,0.055,1.281
1727527265038,2024-09-28T15.41.05.038,0.740,-0.059,0.057,1.275
1727527265048,2024-09-28T15.41.05.048,0.750,0.050,0.073,1.257
1727527265058,2024-09-28T15.41.05.058,0.760,0.151,0.075,1.229
1727527265068,2024-09-28T15.41.05.068,0.770,0.108,0.062,1.216
1727527265078,2024-09-28T15.41.05.078,0.780,-0.022,0.042,1.209
1727527265088,2024-09-28T15.41.05.088,0.790,-0.124,0.026,1.209
1727527265098,2024-09-28T15.41.05.098,0.800,-0.129,0.016,1.209
1727527265108,2024-09-28T15.41.05.108,0.810,-0.095,0.018,1.198
1727527265118,2024-09-28T15.41.05.118,0.820,-0.031,0.031,1.181
1727527265128,2024-09-28T15.41.05.128,0.830,-0.003,0.057,1.156
1727527265138,2024-09-28T15.41.05.138,0.840,-0.010,0.083,1.122
1727527265148,2024-09-28T15.41.05.148,0.850,0.040,0.109,1.087
