epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527136380,2024-09-28T15.38.56.380,0.000,0.916,-0.043,0.841
1727527136390,2024-09-28T15.38.56.390,0.010,0.902,-0.042,0.853
1727527136400,2024-09-28T15.38.56.400,0.020,0.863,-0.052,0.851
1727527136410,2024-09-28T15.38.56.410,0.030,0.849,-0.064,0.855
1727527136420,2024-09-28T15.38.56.420,0.040,0.816,-0.090,0.865
1727527136430,2024-09-28T15.38.56.430,0.050,0.766,-0.124,0.865
1727527136440,2024-09-28T15.38.56.440,0.060,0.748,-0.146,0.871
1727527136450,2024-09-28T15.38.56.450,0.070,0.740,-0.161,0.869
1727527136460,2024-09-28T15.38.56.460,0.080,0.714,-0.178,0.852
1727527136470,2024-09-28T15.38.56.470,0.090,0.677,-0.192,0.855
1727527136480,2024-09-28T15.38.56.480,0.100,0.644,-0.204,0.876
1727527136490,2024-09-28T15.38.56.490,0.110,0.620,-0.208,0.901
1727527136500,2024-09-28T15.38.56.500,0.120,0.603,-0.203,0.926
1727527136510,2024-09-28T15.38.56.510,0.130,0.591,-0.187,0.950
1727527136520,2024-09-28T15.38.56.520,0.140,0.565,-0.169,0.981
1727527136530,2024-09-28T15.38.56.530,0.150,0.547,-0.145,1.015
1727527136540,2024-09-28T15.38.56.540,0.160,0.524,-0.124,1.039
1727527136550,2024-09-28T15.38.56.550,0.170,0.484,-0.113,1.056
1727527136560,2024-09-28T15.38.56.560,0.180,0.447,-0.106,1.054
1727527136570,2024-09-28T15.38.56.570,0.190,0.422,-0.097,1.045
1727527136580,2024-09-28T15.38.56.580,0.200,0.403,-0.092,1.032
1727527136590,2024-09-28T15.38.56.590,0.210,0.410,-0.088,1.016
1727527136600,2024-09-28T15.38.56.600,0.220,0.450,-0.085,1.008
1727527136610,2024-09-28T15.38.56.610,0.230,0.490,-0.079,0.998
1727527136620,2024-09-28T15.38.56.620,0.240,0.528,-0.073,0.976
1727527136630,2024-09-28T15.38.56.630,0.250,0.571,-0.068,0.944
1727527136640,2024-09-28T15.38.56.640,0.260,0.609,-0.054,0.911
1727527136650,2024-09-28T15.38.56.650,0.270,0.643,-0.042,0.881
