epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525879732,2024-09-28T15.17.59.732,0.000,0.396,1.193,0.799
1727525879742,2024-09-28T15.17.59.742,0.010,0.510,1.172,0.835
1727525879752,2024-09-28T15.17.59.752,0.020,0.568,1.107,0.793
1727525879762,2024-09-28T15.17.59.762,0.030,0.574,1.036,0.729
1727525879772,2024-09-28T15.17.59.772,0.040,0.456,0.955,0.684
1727525879782,2024-09-28T15.17.59.782,0.050,0.228,0.897,0.628
1727525879792,2024-09-28T15.17.59.792,0.060,0.065,0.861,0.555
1727525879802,2024-09-28T15.17.59.802,0.070,0.048,0.853,0.516
1727525879812,2024-09-28T15.17.59.812,0.080,0.070,0.852,0.517
1727525879822,2024-09-28T15.17.59.822,0.090,0.109,0.865,0.550
1727525879832,2024-09-28T15.17.59.832,0.100,0.181,0.873,0.637
1727525879842,2024-09-28T15.17.59.842,0.110,0.248,0.889,0.749
1727525879852,2024-09-28T15.17.59.852,0.120,0.286,0.937,0.840
1727525879862,2024-09-28T15.17.59.862,0.130,0.280,0.997,0.891
1727525879872,2024-09-28T15.17.59.872,0.140,0.233,1.032,0.904
1727525879882,2024-09-28T15.17.59.882,0.150,0.186,1.048,0.893
1727525879892,2024-09-28T15.17.59.892,0.160,0.219,1.079,0.866
1727525879902,2024-09-28T15.17.59.902,0.170,0.346,1.130,0.825
1727525879912,2024-09-28T15.17.59.912,0.180,0.434,1.141,0.818
1727525879922,2024-09-28T15.17.59.922,0.190,0.405,1.135,0.815
1727525879932,2024-09-28T15.17.59.932,0.200,0.366,1.150,0.785
1727525879942,2024-09-28T15.17.59.942,0.210,0.346,1.168,0.775
1727525879952,2024-09-28T15.17.59.952,0.220,0.334,1.183,0.774
1727525879962,2024-09-28T15.17.59.962,0.230,0.325,1.208,0.761
1727525879972,2024-09-28T15.17.59.972,0.240,0.342,1.243,0.794
1727525879982,2024-09-28T15.17.59.982,0.250,0.347,1.271,0.849
1727525879992,2024-09-28T15.17.59.992,0.260,0.300,1.291,0.852
1727525880002,2024-09-28T15.18.00.002,0.270,0.228,1.326,0.826
1727525880012,2024-09-28T15.18.00.012,0.280,0.163,1.351,0.812
1727525880022,2024-09-28T15.18.00.022,0.290,0.174,1.348,0.825
1727525880032,2024-09-28T15.18.00.032,0.300,0.259,1.346,0.850
1727525880042,2024-09-28T15.18.00.042,0.310,0.281,1.336,0.861
1727525880052,2024-09-28T15.18.00.052,0.320,0.187,1.291,0.859
1727525880062,2024-09-28T15.18.00.062,0.330,0.109,1.236,0.837
1727525880072,2024-09-28T15.18.00.072,0.340,0.078,1.185,0.835
1727525880082,2024-09-28T15.18.00.082,0.350,0.026,1.132,0.838
1727525880092,2024-09-28T15.18.00.092,0.360,-0.016,1.100,0.849
1727525880102,2024-09-28T15.18.00.102,0.370,0.007,1.085,0.870
1727525880112,2024-09-28T15.18.00.112,0.380,0.090,1.081,0.876
1727525880122,2024-09-28T15.18.00.122,0.390,0.144,1.074,0.867
1727525880132,2024-09-28T15.18.00.132,0.400,0.135,1.030,0.844
1727525880142,2024-09-28T15.18.00.142,0.410,0.152,0.963,0.818
1727525880152,2024-09-28T15.18.00.152,0.420,0.184,0.892,0.822
1727525880162,2024-09-28T15.18.00.162,0.430,0.172,0.798,0.803
1727525880172,2024-09-28T15.18.00.172,0.440,0.132,0.703,0.781
1727525880182,2024-09-28T15.18.00.182,0.450,0.144,0.629,0.758
1727525880192,2024-09-28T15.18.00.192,0.460,0.198,0.573,0.723
1727525880202,2024-09-28T15.18.00.202,0.470,0.216,0.534,0.708
1727525880212,2024-09-28T15.18.00.212,0.480,0.164,0.495,0.624
1727525880222,2024-09-28T15.18.00.222,0.490,0.091,0.431,0.528
1727525880232,2024-09-28T15.18.00.232,0.500,0.042,0.354,0.445
1727525880242,2024-09-28T15.18.00.242,0.510,0.019,0.265,0.390
1727525880252,2024-09-28T15.18.00.252,0.520,0.021,0.167,0.367
1727525880262,2024-09-28T15.18.00.262,0.530,0.050,0.076,0.385
1727525880272,2024-09-28T15.18.00.272,0.540,0.058,-0.004,0.439
1727525880282,2024-09-28T15.18.00.282,0.550,0.064,-0.071,0.502
1727525880292,2024-09-28T15.18.00.292,0.560,0.061,-0.106,0.469
1727525880302,2024-09-28T15.18.00.302,0.570,0.009,-0.147,0.361
1727525880312,2024-09-28T15.18.00.312,0.580,-0.072,-0.191,0.281
1727525880322,2024-09-28T15.18.00.322,0.590,-0.112,-0.236,0.245
1727525880332,2024-09-28T15.18.00.332,0.600,-0.071,-0.297,0.243
1727525880342,2024-09-28T15.18.00.342,0.610,-0.020,-0.355,0.262
1727525880352,2024-09-28T15.18.00.352,0.620,0.006,-0.412,0.308
1727525880362,2024-09-28T15.18.00.362,0.630,-0.011,-0.464,0.376
1727525880372,2024-09-28T15.18.00.372,0.640,-0.030,-0.501,0.412
1727525880382,2024-09-28T15.18.00.382,0.650,-0.033,-0.525,0.421
1727525880392,2024-09-28T15.18.00.392,0.660,-0.049,-0.536,0.410
1727525880402,2024-09-28T15.18.00.402,0.670,-0.077,-0.549,0.400
1727525880412,2024-09-28T15.18.00.412,0.680,-0.090,-0.554,0.381
1727525880422,2024-09-28T15.18.00.422,0.690,-0.083,-0.536,0.368
1727525880432,2024-09-28T15.18.00.432,0.700,-0.037,-0.518,0.358
1727525880442,2024-09-28T15.18.00.442,0.710,-0.006,-0.514,0.360
1727525880452,2024-09-28T15.18.00.452,0.720,-0.019,-0.522,0.400
1727525880462,2024-09-28T15.18.00.462,0.730,-0.008,-0.523,0.475
1727525880472,2024-09-28T15.18.00.472,0.740,0.022,-0.521,0.552
1727525880482,2024-09-28T15.18.00.482,0.750,0.028,-0.508,0.556
1727525880492,2024-09-28T15.18.00.492,0.760,0.034,-0.496,0.505
1727525880502,2024-09-28T15.18.00.502,0.770,0.019,-0.467,0.431
1727525880512,2024-09-28T15.18.00.512,0.780,-0.019,-0.403,0.362
1727525880522,2024-09-28T15.18.00.522,0.790,-0.047,-0.353,0.314
1727525880532,2024-09-28T15.18.00.532,0.800,-0.036,-0.306,0.304
1727525880542,2024-09-28T15.18.00.542,0.810,0.016,-0.261,0.324
1727525880552,2024-09-28T15.18.00.552,0.820,0.054,-0.223,0.357
1727525880562,2024-09-28T15.18.00.562,0.830,0.055,-0.188,0.407
1727525880572,2024-09-28T15.18.00.572,0.840,0.013,-0.144,0.427
1727525880582,2024-09-28T15.18.00.582,0.850,-0.014,-0.107,0.411
1727525880592,2024-09-28T15.18.00.592,0.860,0.017,-0.033,0.427
1727525880602,2024-09-28T15.18.00.602,0.870,0.093,0.055,0.453
1727525880612,2024-09-28T15.18.00.612,0.880,0.141,0.146,0.453
1727525880622,2024-09-28T15.18.00.622,0.890,0.138,0.248,0.457
1727525880632,2024-09-28T15.18.00.632,0.900,0.167,0.336,0.484
1727525880642,2024-09-28T15.18.00.642,0.910,0.180,0.405,0.544
1727525880652,2024-09-28T15.18.00.652,0.920,0.133,0.444,0.630
1727525880662,2024-09-28T15.18.00.662,0.930,0.074,0.484,0.702
1727525880672,2024-09-28T15.18.00.672,0.940,0.064,0.526,0.815
1727525880682,2024-09-28T15.18.00.682,0.950,0.117,0.601,0.905
1727525880692,2024-09-28T15.18.00.692,0.960,0.204,0.704,0.912
1727525880702,2024-09-28T15.18.00.702,0.970,0.251,0.796,0.832
1727525880712,2024-09-28T15.18.00.712,0.980,0.100,0.883,0.685
1727525880722,2024-09-28T15.18.00.722,0.990,-0.083,0.954,0.562
1727525880732,2024-09-28T15.18.00.732,1.000,-0.094,1.016,0.585
1727525880742,2024-09-28T15.18.00.742,1.010,0.069,1.043,0.720
1727525880752,2024-09-28T15.18.00.752,1.020,0.181,1.063,0.880
1727525880762,2024-09-28T15.18.00.762,1.030,0.173,1.081,0.968
1727525880772,2024-09-28T15.18.00.772,1.040,0.064,1.109,0.963
1727525880782,2024-09-28T15.18.00.782,1.050,-0.028,1.156,0.914
1727525880792,2024-09-28T15.18.00.792,1.060,-0.009,1.275,0.837
1727525880802,2024-09-28T15.18.00.802,1.070,0.055,1.391,0.788
1727525880812,2024-09-28T15.18.00.812,1.080,0.048,1.447,0.793
1727525880822,2024-09-28T15.18.00.822,1.090,0.050,1.469,0.829
1727525880832,2024-09-28T15.18.00.832,1.100,0.142,1.479,0.863
1727525880842,2024-09-28T15.18.00.842,1.110,0.215,1.476,0.899
1727525880852,2024-09-28T15.18.00.852,1.120,0.215,1.431,0.940
1727525880862,2024-09-28T15.18.00.862,1.130,0.229,1.384,0.973
1727525880872,2024-09-28T15.18.00.872,1.140,0.241,1.356,0.989
1727525880882,2024-09-28T15.18.00.882,1.150,0.206,1.320,0.975
1727525880892,2024-09-28T15.18.00.892,1.160,0.186,1.301,0.954
1727525880902,2024-09-28T15.18.00.902,1.170,0.200,1.298,0.935
1727525880912,2024-09-28T15.18.00.912,1.180,0.260,1.274,0.917
1727525880922,2024-09-28T15.18.00.922,1.190,0.281,1.201,0.956
1727525880932,2024-09-28T15.18.00.932,1.200,0.259,1.102,1.009
1727525880942,2024-09-28T15.18.00.942,1.210,0.281,1.035,1.029
1727525880952,2024-09-28T15.18.00.952,1.220,0.310,0.996,1.028
1727525880962,2024-09-28T15.18.00.962,1.230,0.298,0.971,1.016
1727525880972,2024-09-28T15.18.00.972,1.240,0.236,0.955,0.981
1727525880982,2024-09-28T15.18.00.982,1.250,0.156,0.954,0.903
1727525880992,2024-09-28T15.18.00.992,1.260,0.097,0.970,0.807
1727525881002,2024-09-28T15.18.01.002,1.270,0.157,0.981,0.766
1727525881012,2024-09-28T15.18.01.012,1.280,0.279,0.966,0.793
1727525881022,2024-09-28T15.18.01.022,1.290,0.338,0.937,0.828
1727525881032,2024-09-28T15.18.01.032,1.300,0.300,0.912,0.838
1727525881042,2024-09-28T15.18.01.042,1.310,0.210,0.902,0.864
1727525881052,2024-09-28T15.18.01.052,1.320,0.160,0.920,0.884
1727525881062,2024-09-28T15.18.01.062,1.330,0.168,0.969,0.871
1727525881072,2024-09-28T15.18.01.072,1.340,0.183,1.023,0.841
1727525881082,2024-09-28T15.18.01.082,1.350,0.167,1.074,0.811
1727525881092,2024-09-28T15.18.01.092,1.360,0.126,1.119,0.796
1727525881102,2024-09-28T15.18.01.102,1.370,0.143,1.164,0.796
1727525881112,2024-09-28T15.18.01.112,1.380,0.160,1.197,0.785
1727525881122,2024-09-28T15.18.01.122,1.390,0.140,1.225,0.762
1727525881132,2024-09-28T15.18.01.132,1.400,0.124,1.232,0.766
1727525881142,2024-09-28T15.18.01.142,1.410,0.081,1.227,0.791
1727525881152,2024-09-28T15.18.01.152,1.420,0.057,1.240,0.806
1727525881162,2024-09-28T15.18.01.162,1.430,0.068,1.264,0.807
1727525881172,2024-09-28T15.18.01.172,1.440,0.067,1.290,0.798
1727525881182,2024-09-28T15.18.01.182,1.450,0.086,1.306,0.781
1727525881192,2024-09-28T15.18.01.192,1.460,0.107,1.310,0.763
1727525881202,2024-09-28T15.18.01.202,1.470,0.135,1.290,0.761
1727525881212,2024-09-28T15.18.01.212,1.480,0.168,1.244,0.784
1727525881222,2024-09-28T15.18.01.222,1.490,0.155,1.206,0.814
1727525881232,2024-09-28T15.18.01.232,1.500,0.157,1.182,0.833
1727525881242,2024-09-28T15.18.01.242,1.510,0.142,1.148,0.853
1727525881252,2024-09-28T15.18.01.252,1.520,0.093,1.102,0.833
1727525881262,2024-09-28T15.18.01.262,1.530,0.080,1.046,0.794
1727525881272,2024-09-28T15.18.01.272,1.540,0.103,0.983,0.754
1727525881282,2024-09-28T15.18.01.282,1.550,0.141,0.902,0.732
1727525881292,2024-09-28T15.18.01.292,1.560,0.162,0.840,0.730
1727525881302,2024-09-28T15.18.01.302,1.570,0.189,0.795,0.748
1727525881312,2024-09-28T15.18.01.312,1.580,0.184,0.765,0.753
1727525881322,2024-09-28T15.18.01.322,1.590,0.162,0.731,0.737
1727525881332,2024-09-28T15.18.01.332,1.600,0.162,0.694,0.710
1727525881342,2024-09-28T15.18.01.342,1.610,0.170,0.649,0.694
1727525881352,2024-09-28T15.18.01.352,1.620,0.176,0.604,0.683
1727525881362,2024-09-28T15.18.01.362,1.630,0.144,0.555,0.679
1727525881372,2024-09-28T15.18.01.372,1.640,0.096,0.490,0.720
1727525881382,2024-09-28T15.18.01.382,1.650,0.096,0.450,0.769
1727525881392,2024-09-28T15.18.01.392,1.660,0.128,0.433,0.752
1727525881402,2024-09-28T15.18.01.402,1.670,0.139,0.386,0.729
1727525881412,2024-09-28T15.18.01.412,1.680,0.136,0.346,0.727
1727525881422,2024-09-28T15.18.01.422,1.690,0.129,0.304,0.642
1727525881432,2024-09-28T15.18.01.432,1.700,0.121,0.215,0.568
1727525881442,2024-09-28T15.18.01.442,1.710,0.133,0.134,0.569
1727525881452,2024-09-28T15.18.01.452,1.720,0.159,0.074,0.538
1727525881462,2024-09-28T15.18.01.462,1.730,0.153,-0.021,0.502
1727525881472,2024-09-28T15.18.01.472,1.740,0.107,-0.113,0.531
1727525881482,2024-09-28T15.18.01.482,1.750,0.074,-0.162,0.566
1727525881492,2024-09-28T15.18.01.492,1.760,0.089,-0.186,0.617
1727525881502,2024-09-28T15.18.01.502,1.770,0.112,-0.184,0.650
1727525881512,2024-09-28T15.18.01.512,1.780,0.119,-0.183,0.634
1727525881522,2024-09-28T15.18.01.522,1.790,0.116,-0.214,0.593
1727525881532,2024-09-28T15.18.01.532,1.800,0.078,-0.253,0.522
1727525881542,2024-09-28T15.18.01.542,1.810,0.061,-0.305,0.458
1727525881552,2024-09-28T15.18.01.552,1.820,0.098,-0.351,0.442
1727525881562,2024-09-28T15.18.01.562,1.830,0.135,-0.401,0.448
1727525881572,2024-09-28T15.18.01.572,1.840,0.126,-0.450,0.498
1727525881582,2024-09-28T15.18.01.582,1.850,0.090,-0.481,0.496
1727525881592,2024-09-28T15.18.01.592,1.860,0.069,-0.516,0.481
1727525881602,2024-09-28T15.18.01.602,1.870,0.066,-0.543,0.491
