epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526252817,2024-09-28T15.24.12.817,0.000,148.476,25.793,-91.524
1727526252827,2024-09-28T15.24.12.827,0.010,150.732,23.110,-91.037
1727526252837,2024-09-28T15.24.12.837,0.020,165.305,13.720,-90.488
1727526252847,2024-09-28T15.24.12.847,0.030,192.622,10.427,-95.427
1727526252857,2024-09-28T15.24.12.857,0.040,228.232,14.451,-107.500
1727526252867,2024-09-28T15.24.12.867,0.050,271.037,17.073,-125.305
1727526252877,2024-09-28T15.24.12.877,0.060,309.329,8.049,-141.159
1727526252887,2024-09-28T15.24.12.887,0.070,327.927,-3.354,-142.378
1727526252897,2024-09-28T15.24.12.897,0.080,322.866,-4.390,-122.134
1727526252907,2024-09-28T15.24.12.907,0.090,304.024,1.646,-101.037
1727526252917,2024-09-28T15.24.12.917,0.100,282.805,9.512,-100.366
1727526252927,2024-09-28T15.24.12.927,0.110,267.256,23.049,-108.537
1727526252937,2024-09-28T15.24.12.937,0.120,263.415,37.439,-111.159
1727526252947,2024-09-28T15.24.12.947,0.130,268.415,50.183,-111.768
1727526252957,2024-09-28T15.24.12.957,0.140,278.537,55.610,-112.073
1727526252967,2024-09-28T15.24.12.967,0.150,290.793,46.220,-110.122
1727526252977,2024-09-28T15.24.12.977,0.160,295.610,27.744,-102.927
1727526252987,2024-09-28T15.24.12.987,0.170,287.866,19.878,-86.585
1727526252997,2024-09-28T15.24.12.997,0.180,274.024,26.280,-67.866
1727526253007,2024-09-28T15.24.13.007,0.190,261.829,37.683,-58.963
1727526253017,2024-09-28T15.24.13.017,0.200,256.220,44.634,-59.634
1727526253027,2024-09-28T15.24.13.027,0.210,252.439,44.695,-61.280
1727526253037,2024-09-28T15.24.13.037,0.220,249.817,37.317,-57.195
1727526253047,2024-09-28T15.24.13.047,0.230,251.341,27.866,-52.012
1727526253057,2024-09-28T15.24.13.057,0.240,256.829,25.000,-50.244
1727526253067,2024-09-28T15.24.13.067,0.250,264.573,29.634,-49.817
1727526253077,2024-09-28T15.24.13.077,0.260,271.341,37.744,-48.293
1727526253087,2024-09-28T15.24.13.087,0.270,275.305,42.805,-44.695
1727526253097,2024-09-28T15.24.13.097,0.280,275.122,41.098,-37.744
1727526253107,2024-09-28T15.24.13.107,0.290,267.805,32.561,-33.476
1727526253117,2024-09-28T15.24.13.117,0.300,257.195,21.037,-31.524
1727526253127,2024-09-28T15.24.13.127,0.310,246.098,10.671,-32.134
1727526253137,2024-09-28T15.24.13.137,0.320,235.793,6.646,-35.000
1727526253147,2024-09-28T15.24.13.147,0.330,226.463,13.049,-37.378
1727526253157,2024-09-28T15.24.13.157,0.340,218.537,27.561,-37.500
1727526253167,2024-09-28T15.24.13.167,0.350,215.000,37.622,-35.305
1727526253177,2024-09-28T15.24.13.177,0.360,212.134,36.159,-30.793
1727526253187,2024-09-28T15.24.13.187,0.370,201.951,22.683,-26.646
1727526253197,2024-09-28T15.24.13.197,0.380,178.171,2.439,-21.585
1727526253207,2024-09-28T15.24.13.207,0.390,142.439,-18.598,-14.085
1727526253217,2024-09-28T15.24.13.217,0.400,103.780,-30.427,-10.305
1727526253227,2024-09-28T15.24.13.227,0.410,70.427,-22.744,-11.341
1727526253237,2024-09-28T15.24.13.237,0.420,45.732,-1.159,-10.732
1727526253247,2024-09-28T15.24.13.247,0.430,28.659,16.098,-6.707
1727526253257,2024-09-28T15.24.13.257,0.440,14.695,17.988,-1.768
1727526253267,2024-09-28T15.24.13.267,0.450,-0.122,4.268,3.902
1727526253277,2024-09-28T15.24.13.277,0.460,-15.793,-17.927,7.805
1727526253287,2024-09-28T15.24.13.287,0.470,-30.610,-37.500,8.659
1727526253297,2024-09-28T15.24.13.297,0.480,-43.841,-48.049,10.610
1727526253307,2024-09-28T15.24.13.307,0.490,-55.976,-47.378,13.171
1727526253317,2024-09-28T15.24.13.317,0.500,-66.463,-39.695,16.402
1727526253327,2024-09-28T15.24.13.327,0.510,-75.061,-30.793,19.390
1727526253337,2024-09-28T15.24.13.337,0.520,-82.500,-24.146,21.829
1727526253347,2024-09-28T15.24.13.347,0.530,-89.451,-22.256,24.146
1727526253357,2024-09-28T15.24.13.357,0.540,-97.317,-25.488,26.524
1727526253367,2024-09-28T15.24.13.367,0.550,-107.744,-32.866,29.817
1727526253377,2024-09-28T15.24.13.377,0.560,-121.220,-40.061,34.878
1727526253387,2024-09-28T15.24.13.387,0.570,-135.610,-43.171,41.159
1727526253397,2024-09-28T15.24.13.397,0.580,-150.610,-39.817,48.232
1727526253407,2024-09-28T15.24.13.407,0.590,-165.976,-33.902,56.524
1727526253417,2024-09-28T15.24.13.417,0.600,-180.793,-30.671,65.366
1727526253427,2024-09-28T15.24.13.427,0.610,-195.732,-29.756,73.780
1727526253437,2024-09-28T15.24.13.437,0.620,-210.488,-27.988,79.939
1727526253447,2024-09-28T15.24.13.447,0.630,-224.634,-25.000,81.829
1727526253457,2024-09-28T15.24.13.457,0.640,-238.293,-22.988,82.927
1727526253467,2024-09-28T15.24.13.467,0.650,-250.915,-18.963,84.451
1727526253477,2024-09-28T15.24.13.477,0.660,-262.134,-4.512,87.134
1727526253487,2024-09-28T15.24.13.487,0.670,-269.634,12.134,91.585
1727526253497,2024-09-28T15.24.13.497,0.680,-271.524,22.134,94.878
1727526253507,2024-09-28T15.24.13.507,0.690,-271.098,28.659,97.012
1727526253517,2024-09-28T15.24.13.517,0.700,-266.037,26.341,100.976
1727526253527,2024-09-28T15.24.13.527,0.710,-261.890,22.256,103.110
1727526253537,2024-09-28T15.24.13.537,0.720,-263.049,13.659,105.854
1727526253547,2024-09-28T15.24.13.547,0.730,-273.293,3.902,110.549
1727526253557,2024-09-28T15.24.13.557,0.740,-292.134,-8.049,117.622
1727526253567,2024-09-28T15.24.13.567,0.750,-312.012,-26.220,122.622
1727526253577,2024-09-28T15.24.13.577,0.760,-326.402,-43.598,119.817
1727526253587,2024-09-28T15.24.13.587,0.770,-336.098,-49.390,115.366
1727526253597,2024-09-28T15.24.13.597,0.780,-341.890,-40.244,113.720
1727526253607,2024-09-28T15.24.13.607,0.790,-344.024,-23.232,115.793
1727526253617,2024-09-28T15.24.13.617,0.800,-342.012,-5.915,116.098
1727526253627,2024-09-28T15.24.13.627,0.810,-335.671,6.159,115.122
1727526253637,2024-09-28T15.24.13.637,0.820,-326.402,8.841,116.159
1727526253647,2024-09-28T15.24.13.647,0.830,-314.573,4.268,118.476
1727526253657,2024-09-28T15.24.13.657,0.840,-300.244,-0.610,121.707
1727526253667,2024-09-28T15.24.13.667,0.850,-283.841,-3.963,124.390
1727526253677,2024-09-28T15.24.13.677,0.860,-265.671,-6.463,123.841
1727526253687,2024-09-28T15.24.13.687,0.870,-245.549,-8.110,120.305
1727526253697,2024-09-28T15.24.13.697,0.880,-223.902,-8.720,115.488
1727526253707,2024-09-28T15.24.13.707,0.890,-200.549,-9.512,108.841
1727526253717,2024-09-28T15.24.13.717,0.900,-176.402,-10.122,99.146
1727526253727,2024-09-28T15.24.13.727,0.910,-152.561,-7.073,85.854
1727526253737,2024-09-28T15.24.13.737,0.920,-129.268,0.183,70.854
1727526253747,2024-09-28T15.24.13.747,0.930,-106.280,10.122,54.939
1727526253757,2024-09-28T15.24.13.757,0.940,-83.110,20.793,38.537
1727526253767,2024-09-28T15.24.13.767,0.950,-57.805,28.476,22.073
1727526253777,2024-09-28T15.24.13.777,0.960,-28.841,31.463,5.732
1727526253787,2024-09-28T15.24.13.787,0.970,3.780,28.171,-9.695
1727526253797,2024-09-28T15.24.13.797,0.980,39.329,17.500,-27.622
1727526253807,2024-09-28T15.24.13.807,0.990,77.317,3.171,-47.622
1727526253817,2024-09-28T15.24.13.817,1.000,117.256,-9.939,-65.610
1727526253827,2024-09-28T15.24.13.827,1.010,156.463,-17.622,-80.793
1727526253837,2024-09-28T15.24.13.837,1.020,190.671,-20.244,-92.317
1727526253847,2024-09-28T15.24.13.847,1.030,218.049,-18.415,-98.171
1727526253857,2024-09-28T15.24.13.857,1.040,236.159,-9.512,-98.293
1727526253867,2024-09-28T15.24.13.867,1.050,245.854,1.829,-93.598
1727526253877,2024-09-28T15.24.13.877,1.060,251.829,11.463,-88.171
1727526253887,2024-09-28T15.24.13.887,1.070,257.256,14.390,-86.707
1727526253897,2024-09-28T15.24.13.897,1.080,263.598,8.293,-90.427
1727526253907,2024-09-28T15.24.13.907,1.090,269.329,0.732,-94.085
1727526253917,2024-09-28T15.24.13.917,1.100,277.439,-2.805,-94.939
1727526253927,2024-09-28T15.24.13.927,1.110,296.220,3.720,-97.378
1727526253937,2024-09-28T15.24.13.937,1.120,326.829,22.988,-107.500
1727526253947,2024-09-28T15.24.13.947,1.130,359.634,44.024,-125.122
1727526253957,2024-09-28T15.24.13.957,1.140,374.756,57.988,-137.439
1727526253967,2024-09-28T15.24.13.967,1.150,358.354,71.220,-121.707
