epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526129697,2024-09-28T15.22.09.697,0.000,-100.061,-1.463,53.476
1727526129707,2024-09-28T15.22.09.707,0.010,-95.976,-2.073,52.378
1727526129717,2024-09-28T15.22.09.717,0.020,-77.561,-4.573,47.500
1727526129727,2024-09-28T15.22.09.727,0.030,-54.817,-9.817,39.756
1727526129737,2024-09-28T15.22.09.737,0.040,-34.878,-14.390,29.634
1727526129747,2024-09-28T15.22.09.747,0.050,-15.244,-15.610,19.268
1727526129757,2024-09-28T15.22.09.757,0.060,4.573,-13.780,10.061
1727526129767,2024-09-28T15.22.09.767,0.070,23.659,-10.610,1.890
1727526129777,2024-09-28T15.22.09.777,0.080,41.829,-8.049,-7.073
1727526129787,2024-09-28T15.22.09.787,0.090,59.024,-4.146,-18.110
1727526129797,2024-09-28T15.22.09.797,0.100,75.183,1.098,-29.024
1727526129807,2024-09-28T15.22.09.807,0.110,90.183,5.854,-37.744
1727526129817,2024-09-28T15.22.09.817,0.120,103.720,9.329,-45.183
1727526129827,2024-09-28T15.22.09.827,0.130,116.098,10.732,-51.159
1727526129837,2024-09-28T15.22.09.837,0.140,128.354,8.354,-52.012
1727526129847,2024-09-28T15.22.09.847,0.150,142.927,-1.402,-49.756
1727526129857,2024-09-28T15.22.09.857,0.160,160.061,-12.561,-49.573
1727526129867,2024-09-28T15.22.09.867,0.170,177.683,-17.927,-51.768
1727526129877,2024-09-28T15.22.09.877,0.180,193.537,-16.951,-57.927
1727526129887,2024-09-28T15.22.09.887,0.190,204.695,-7.805,-70.610
1727526129897,2024-09-28T15.22.09.897,0.200,209.512,7.195,-82.622
1727526129907,2024-09-28T15.22.09.907,0.210,208.659,22.561,-85.305
1727526129917,2024-09-28T15.22.09.917,0.220,203.598,32.744,-79.146
1727526129927,2024-09-28T15.22.09.927,0.230,197.622,33.963,-69.573
1727526129937,2024-09-28T15.22.09.937,0.240,195.488,25.000,-61.341
1727526129947,2024-09-28T15.22.09.947,0.250,202.195,9.024,-57.012
1727526129957,2024-09-28T15.22.09.957,0.260,222.317,-4.207,-58.659
1727526129967,2024-09-28T15.22.09.967,0.270,241.159,-1.280,-67.866
1727526129977,2024-09-28T15.22.09.977,0.280,249.512,17.622,-81.220
1727526129987,2024-09-28T15.22.09.987,0.290,250.305,35.366,-87.561
1727526129997,2024-09-28T15.22.09.997,0.300,244.939,38.720,-84.939
1727526130007,2024-09-28T15.22.10.007,0.310,234.878,32.256,-78.293
1727526130017,2024-09-28T15.22.10.017,0.320,226.829,22.439,-71.951
1727526130027,2024-09-28T15.22.10.027,0.330,226.463,15.061,-71.524
1727526130037,2024-09-28T15.22.10.037,0.340,236.159,14.634,-74.756
1727526130047,2024-09-28T15.22.10.047,0.350,258.902,21.037,-75.122
1727526130057,2024-09-28T15.22.10.057,0.360,292.378,33.171,-76.402
1727526130067,2024-09-28T15.22.10.067,0.370,323.049,50.427,-81.463
1727526130077,2024-09-28T15.22.10.077,0.380,332.561,63.354,-83.720
1727526130087,2024-09-28T15.22.10.087,0.390,316.585,52.622,-77.866
1727526130097,2024-09-28T15.22.10.097,0.400,281.159,22.073,-66.524
1727526130107,2024-09-28T15.22.10.107,0.410,246.159,-8.476,-54.146
1727526130117,2024-09-28T15.22.10.117,0.420,230.793,-17.378,-49.695
1727526130127,2024-09-28T15.22.10.127,0.430,240.732,1.524,-54.634
1727526130137,2024-09-28T15.22.10.137,0.440,268.110,31.646,-61.098
1727526130147,2024-09-28T15.22.10.147,0.450,297.622,59.390,-64.390
1727526130157,2024-09-28T15.22.10.157,0.460,317.012,72.622,-60.000
1727526130167,2024-09-28T15.22.10.167,0.470,320.488,52.988,-53.780
1727526130177,2024-09-28T15.22.10.177,0.480,309.146,-0.244,-53.841
1727526130187,2024-09-28T15.22.10.187,0.490,287.256,-56.585,-56.098
1727526130197,2024-09-28T15.22.10.197,0.500,255.305,-81.341,-56.585
1727526130207,2024-09-28T15.22.10.207,0.510,217.134,-66.280,-52.378
1727526130217,2024-09-28T15.22.10.217,0.520,184.268,-35.061,-41.524
1727526130227,2024-09-28T15.22.10.227,0.530,162.317,-10.244,-31.890
1727526130237,2024-09-28T15.22.10.237,0.540,148.354,5.854,-26.220
1727526130247,2024-09-28T15.22.10.247,0.550,135.122,18.963,-18.415
1727526130257,2024-09-28T15.22.10.257,0.560,121.220,28.720,-8.780
1727526130267,2024-09-28T15.22.10.267,0.570,104.756,28.049,-1.220
1727526130277,2024-09-28T15.22.10.277,0.580,82.683,16.524,1.707
1727526130287,2024-09-28T15.22.10.287,0.590,56.159,1.707,0.976
1727526130297,2024-09-28T15.22.10.297,0.600,27.378,-9.268,-0.366
1727526130307,2024-09-28T15.22.10.307,0.610,-1.220,-14.634,2.561
1727526130317,2024-09-28T15.22.10.317,0.620,-27.195,-15.732,5.183
1727526130327,2024-09-28T15.22.10.327,0.630,-53.598,-12.683,2.012
1727526130337,2024-09-28T15.22.10.337,0.640,-80.366,-14.024,2.256
1727526130347,2024-09-28T15.22.10.347,0.650,-106.646,-24.939,10.793
1727526130357,2024-09-28T15.22.10.357,0.660,-130.610,-36.402,22.744
1727526130367,2024-09-28T15.22.10.367,0.670,-150.244,-41.524,36.098
1727526130377,2024-09-28T15.22.10.377,0.680,-164.573,-40.244,48.476
1727526130387,2024-09-28T15.22.10.387,0.690,-174.573,-32.073,56.341
1727526130397,2024-09-28T15.22.10.397,0.700,-179.878,-18.963,61.341
1727526130407,2024-09-28T15.22.10.407,0.710,-182.744,-8.049,64.878
