epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526129664,2024-09-28T15.22.09.664,0.000,-0.087,-0.383,0.032
1727526129674,2024-09-28T15.22.09.674,0.010,-0.111,-0.436,0.035
1727526129684,2024-09-28T15.22.09.684,0.020,-0.122,-0.475,0.035
1727526129694,2024-09-28T15.22.09.694,0.030,-0.126,-0.498,0.028
1727526129704,2024-09-28T15.22.09.704,0.040,-0.139,-0.532,0.013
1727526129714,2024-09-28T15.22.09.714,0.050,-0.140,-0.572,0.018
1727526129724,2024-09-28T15.22.09.724,0.060,-0.108,-0.598,0.054
1727526129734,2024-09-28T15.22.09.734,0.070,-0.083,-0.614,0.094
1727526129744,2024-09-28T15.22.09.744,0.080,-0.080,-0.633,0.137
1727526129754,2024-09-28T15.22.09.754,0.090,-0.086,-0.642,0.186
1727526129764,2024-09-28T15.22.09.764,0.100,-0.069,-0.631,0.210
1727526129774,2024-09-28T15.22.09.774,0.110,-0.042,-0.624,0.229
1727526129784,2024-09-28T15.22.09.784,0.120,-0.040,-0.620,0.229
1727526129794,2024-09-28T15.22.09.794,0.130,-0.050,-0.604,0.196
1727526129804,2024-09-28T15.22.09.804,0.140,-0.058,-0.592,0.146
1727526129814,2024-09-28T15.22.09.814,0.150,-0.083,-0.568,0.114
1727526129824,2024-09-28T15.22.09.824,0.160,-0.141,-0.517,0.150
1727526129834,2024-09-28T15.22.09.834,0.170,-0.166,-0.411,0.280
1727526129844,2024-09-28T15.22.09.844,0.180,-0.135,-0.280,0.427
1727526129854,2024-09-28T15.22.09.854,0.190,-0.053,-0.201,0.522
1727526129864,2024-09-28T15.22.09.864,0.200,0.063,-0.167,0.558
1727526129874,2024-09-28T15.22.09.874,0.210,0.152,-0.134,0.526
1727526129884,2024-09-28T15.22.09.884,0.220,0.156,-0.106,0.423
1727526129894,2024-09-28T15.22.09.894,0.230,0.073,-0.085,0.307
1727526129904,2024-09-28T15.22.09.904,0.240,-0.029,-0.046,0.265
1727526129914,2024-09-28T15.22.09.914,0.250,-0.086,0.056,0.320
1727526129924,2024-09-28T15.22.09.924,0.260,-0.066,0.207,0.483
1727526129934,2024-09-28T15.22.09.934,0.270,-0.016,0.367,0.742
1727526129944,2024-09-28T15.22.09.944,0.280,0.051,0.440,0.975
1727526129954,2024-09-28T15.22.09.954,0.290,0.193,0.419,1.022
1727526129964,2024-09-28T15.22.09.964,0.300,0.318,0.401,0.930
1727526129974,2024-09-28T15.22.09.974,0.310,0.273,0.395,0.799
1727526129984,2024-09-28T15.22.09.984,0.320,0.103,0.401,0.673
1727526129994,2024-09-28T15.22.09.994,0.330,-0.046,0.438,0.585
1727526130004,2024-09-28T15.22.10.004,0.340,-0.072,0.522,0.576
1727526130014,2024-09-28T15.22.10.014,0.350,-0.001,0.628,0.643
1727526130024,2024-09-28T15.22.10.024,0.360,0.054,0.712,0.758
1727526130034,2024-09-28T15.22.10.034,0.370,0.071,0.752,0.953
1727526130044,2024-09-28T15.22.10.044,0.380,0.155,0.821,1.234
1727526130054,2024-09-28T15.22.10.054,0.390,0.299,0.929,1.332
1727526130064,2024-09-28T15.22.10.064,0.400,0.319,0.990,1.194
1727526130074,2024-09-28T15.22.10.074,0.410,0.119,1.024,0.953
1727526130084,2024-09-28T15.22.10.084,0.420,-0.160,1.108,0.682
1727526130094,2024-09-28T15.22.10.094,0.430,-0.202,1.169,0.573
1727526130104,2024-09-28T15.22.10.104,0.440,0.024,1.158,0.731
1727526130114,2024-09-28T15.22.10.114,0.450,0.205,1.133,1.034
1727526130124,2024-09-28T15.22.10.124,0.460,0.270,1.122,1.274
1727526130134,2024-09-28T15.22.10.134,0.470,0.297,1.093,1.359
1727526130144,2024-09-28T15.22.10.144,0.480,0.255,1.057,1.262
1727526130154,2024-09-28T15.22.10.154,0.490,0.093,1.028,1.067
1727526130164,2024-09-28T15.22.10.164,0.500,-0.133,1.050,0.917
1727526130174,2024-09-28T15.22.10.174,0.510,-0.232,1.123,0.789
1727526130184,2024-09-28T15.22.10.184,0.520,-0.088,1.208,0.701
1727526130194,2024-09-28T15.22.10.194,0.530,0.147,1.252,0.708
1727526130204,2024-09-28T15.22.10.204,0.540,0.290,1.236,0.788
1727526130214,2024-09-28T15.22.10.214,0.550,0.313,1.207,0.909
1727526130224,2024-09-28T15.22.10.224,0.560,0.267,1.165,0.992
1727526130234,2024-09-28T15.22.10.234,0.570,0.226,1.150,1.002
