epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.24.12.815;0.000;-0.077;-0.515;-0.108;148.476;25.793;-91.524
1,72753E+12;2024-09-28T15.24.12.825;0.010;-0.212;-0.476;-0.097;150.732;23.110;-91.037
1,72753E+12;2024-09-28T15.24.12.835;0.020;-0.280;-0.438;-0.038;165.305;13.720;-90.488
1,72753E+12;2024-09-28T15.24.12.845;0.030;-0.171;-0.406;0.071;192.622;10.427;-95.427
1,72753E+12;2024-09-28T15.24.12.855;0.040;0.028;-0.397;0.202;228.232;14.451;-107.500
1,72753E+12;2024-09-28T15.24.12.865;0.050;0.093;-0.400;0.313;271.037;17.073;-125.305
1,72753E+12;2024-09-28T15.24.12.875;0.060;-0.016;-0.362;0.363;309.329;8.049;-141.159
1,72753E+12;2024-09-28T15.24.12.885;0.070;-0.198;-0.226;0.319;327.927;-3.354;-142.378
1,72753E+12;2024-09-28T15.24.12.895;0.080;-0.204;0.020;0.287;322.866;-4.390;-122.134
1,72753E+12;2024-09-28T15.24.12.905;0.090;0.063;0.254;0.375;304.024;1.646;-101.037
1,72753E+12;2024-09-28T15.24.12.915;0.100;0.333;0.404;0.566;282.805;9.512;-100.366
1,72753E+12;2024-09-28T15.24.12.925;0.110;0.366;0.473;0.766;267.256;23.049;-108.537
1,72753E+12;2024-09-28T15.24.12.935;0.120;0.334;0.458;0.911;263.415;37.439;-111.159
1,72753E+12;2024-09-28T15.24.12.945;0.130;0.347;0.423;0.978;268.415;50.183;-111.768
1,72753E+12;2024-09-28T15.24.12.955;0.140;0.319;0.410;0.976;278.537;55.610;-112.073
1,72753E+12;2024-09-28T15.24.12.965;0.150;0.231;0.436;0.964;290.793;46.220;-110.122
1,72753E+12;2024-09-28T15.24.12.975;0.160;0.139;0.529;0.947;295.610;27.744;-102.927
1,72753E+12;2024-09-28T15.24.12.985;0.170;0.100;0.723;0.933;287.866;19.878;-86.585
1,72753E+12;2024-09-28T15.24.12.995;0.180;0.246;0.872;0.975;274.024;26.280;-67.866
1,72753E+12;2024-09-28T15.24.13.005;0.190;0.401;0.912;1.084;261.829;37.683;-58.963
1,72753E+12;2024-09-28T15.24.13.015;0.200;0.452;0.920;1.144;256.220;44.634;-59.634
1,72753E+12;2024-09-28T15.24.13.025;0.210;0.404;0.910;1.108;252.439;44.695;-61.280
1,72753E+12;2024-09-28T15.24.13.035;0.220;0.252;0.867;1.026;249.817;37.317;-57.195
1,72753E+12;2024-09-28T15.24.13.045;0.230;0.185;0.836;0.969;251.341;27.866;-52.012
1,72753E+12;2024-09-28T15.24.13.055;0.240;0.224;0.836;0.941;256.829;25.000;-50.244
1,72753E+12;2024-09-28T15.24.13.065;0.250;0.242;0.856;0.935;264.573;29.634;-49.817
1,72753E+12;2024-09-28T15.24.13.075;0.260;0.222;0.911;0.983;271.341;37.744;-48.293
1,72753E+12;2024-09-28T15.24.13.085;0.270;0.182;1.000;1.028;275.305;42.805;-44.695
1,72753E+12;2024-09-28T15.24.13.095;0.280;0.150;1.073;1.035;275.122;41.098;-37.744
1,72753E+12;2024-09-28T15.24.13.105;0.290;0.153;1.100;1.009;267.805;32.561;-33.476
1,72753E+12;2024-09-28T15.24.13.115;0.300;0.165;1.118;0.979;257.195;21.037;-31.524
1,72753E+12;2024-09-28T15.24.13.125;0.310;0.201;1.124;0.967;246.098;10.671;-32.134
1,72753E+12;2024-09-28T15.24.13.135;0.320;0.245;1.123;0.966;235.793;6.646;-35.000
1,72753E+12;2024-09-28T15.24.13.145;0.330;0.298;1.107;0.970;226.463;13.049;-37.378
1,72753E+12;2024-09-28T15.24.13.155;0.340;0.327;1.082;1.021;218.537;27.561;-37.500
1,72753E+12;2024-09-28T15.24.13.165;0.350;0.290;1.062;1.127;215.000;37.622;-35.305
1,72753E+12;2024-09-28T15.24.13.175;0.360;0.211;1.033;1.190;212.134;36.159;-30.793
1,72753E+12;2024-09-28T15.24.13.185;0.370;0.149;1.031;1.176;201.951;22.683;-26.646
1,72753E+12;2024-09-28T15.24.13.195;0.380;0.100;1.069;1.077;178.171;2.439;-21.585
1,72753E+12;2024-09-28T15.24.13.205;0.390;0.094;1.119;0.971;142.439;-18.598;-14.085
1,72753E+12;2024-09-28T15.24.13.215;0.400;0.185;1.139;0.948;103.780;-30.427;-10.305
1,72753E+12;2024-09-28T15.24.13.225;0.410;0.326;1.104;1.034;70.427;-22.744;-11.341
1,72753E+12;2024-09-28T15.24.13.235;0.420;0.414;1.031;1.177;45.732;-1.159;-10.732
1,72753E+12;2024-09-28T15.24.13.245;0.430;0.378;0.960;1.288;28.659;16.098;-6.707
1,72753E+12;2024-09-28T15.24.13.255;0.440;0.251;0.917;1.292;14.695;17.988;-1.768
1,72753E+12;2024-09-28T15.24.13.265;0.450;0.160;0.892;1.225;-0.122;4.268;3.902
1,72753E+12;2024-09-28T15.24.13.275;0.460;0.138;0.864;1.142;-15.793;-17.927;7.805
1,72753E+12;2024-09-28T15.24.13.285;0.470;0.146;0.837;1.095;-30.610;-37.500;8.659
1,72753E+12;2024-09-28T15.24.13.295;0.480;0.179;0.809;1.057;-43.841;-48.049;10.610
1,72753E+12;2024-09-28T15.24.13.305;0.490;0.220;0.792;1.026;-55.976;-47.378;13.171
1,72753E+12;2024-09-28T15.24.13.315;0.500;0.253;0.781;1.018;-66.463;-39.695;16.402
1,72753E+12;2024-09-28T15.24.13.325;0.510;0.258;0.778;1.022;-75.061;-30.793;19.390
1,72753E+12;2024-09-28T15.24.13.335;0.520;0.250;0.787;1.033;-82.500;-24.146;21.829
1,72753E+12;2024-09-28T15.24.13.345;0.530;0.244;0.811;1.043;-89.451;-22.256;24.146
1,72753E+12;2024-09-28T15.24.13.355;0.540;0.234;0.846;1.048;-97.317;-25.488;26.524
1,72753E+12;2024-09-28T15.24.13.365;0.550;0.227;0.895;1.026;-107.744;-32.866;29.817
1,72753E+12;2024-09-28T15.24.13.375;0.560;0.237;0.939;0.998;-121.220;-40.061;34.878
1,72753E+12;2024-09-28T15.24.13.385;0.570;0.273;0.976;1.009;-135.610;-43.171;41.159
1,72753E+12;2024-09-28T15.24.13.395;0.580;0.323;1.022;1.025;-150.610;-39.817;48.232
1,72753E+12;2024-09-28T15.24.13.405;0.590;0.357;1.074;1.050;-165.976;-33.902;56.524
1,72753E+12;2024-09-28T15.24.13.415;0.600;0.352;1.129;1.078;-180.793;-30.671;65.366
1,72753E+12;2024-09-28T15.24.13.425;0.610;0.348;1.183;1.108;-195.732;-29.756;73.780
1,72753E+12;2024-09-28T15.24.13.435;0.620;0.395;1.237;1.131;-210.488;-27.988;79.939
1,72753E+12;2024-09-28T15.24.13.445;0.630;0.450;1.273;1.151;-224.634;-25.000;81.829
1,72753E+12;2024-09-28T15.24.13.455;0.640;0.430;1.280;1.143;-238.293;-22.988;82.927
1,72753E+12;2024-09-28T15.24.13.465;0.650;0.419;1.266;1.101;-250.915;-18.963;84.451
1,72753E+12;2024-09-28T15.24.13.475;0.660;0.434;1.216;1.091;-262.134;-4.512;87.134
1,72753E+12;2024-09-28T15.24.13.485;0.670;0.459;1.157;1.126;-269.634;12.134;91.585
1,72753E+12;2024-09-28T15.24.13.495;0.680;0.462;1.125;1.135;-271.524;22.134;94.878
1,72753E+12;2024-09-28T15.24.13.505;0.690;0.387;1.099;1.182;-271.098;28.659;97.012
1,72753E+12;2024-09-28T15.24.13.515;0.700;0.364;1.084;1.224;-266.037;26.341;100.976
1,72753E+12;2024-09-28T15.24.13.525;0.710;0.344;1.076;1.252;-261.890;22.256;103.110
1,72753E+12;2024-09-28T15.24.13.535;0.720;0.346;1.078;1.241;-263.049;13.659;105.854
1,72753E+12;2024-09-28T15.24.13.545;0.730;0.331;1.102;1.149;-273.293;3.902;110.549
1,72753E+12;2024-09-28T15.24.13.555;0.740;0.309;1.099;1.039;-292.134;-8.049;117.622
1,72753E+12;2024-09-28T15.24.13.565;0.750;0.310;1.039;0.986;-312.012;-26.220;122.622
1,72753E+12;2024-09-28T15.24.13.575;0.760;0.325;0.949;0.966;-326.402;-43.598;119.817
1,72753E+12;2024-09-28T15.24.13.585;0.770;0.367;0.836;0.907;-336.098;-49.390;115.366
