epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727525970155,2024-09-28T15.19.30.155,0.000,-120.671,2.439,63.354
1727525970165,2024-09-28T15.19.30.165,0.010,-120.305,0.549,62.683
1727525970175,2024-09-28T15.19.30.175,0.020,-119.634,-8.415,55.488
1727525970185,2024-09-28T15.19.30.185,0.030,-116.646,-17.012,43.963
1727525970195,2024-09-28T15.19.30.195,0.040,-111.585,-20.610,34.512
1727525970205,2024-09-28T15.19.30.205,0.050,-101.890,-23.049,27.256
1727525970215,2024-09-28T15.19.30.215,0.060,-87.256,-21.646,18.598
1727525970225,2024-09-28T15.19.30.225,0.070,-67.866,-17.622,9.268
1727525970235,2024-09-28T15.19.30.235,0.080,-45.915,-12.866,-0.366
1727525970245,2024-09-28T15.19.30.245,0.090,-23.293,-7.073,-9.878
1727525970255,2024-09-28T15.19.30.255,0.100,-1.524,-3.659,-17.744
1727525970265,2024-09-28T15.19.30.265,0.110,19.817,-3.841,-25.549
1727525970275,2024-09-28T15.19.30.275,0.120,40.671,-4.878,-34.634
1727525970285,2024-09-28T15.19.30.285,0.130,59.939,-4.939,-44.695
1727525970295,2024-09-28T15.19.30.295,0.140,78.232,-4.024,-54.878
1727525970305,2024-09-28T15.19.30.305,0.150,96.220,-2.439,-65.488
1727525970315,2024-09-28T15.19.30.315,0.160,113.659,-0.122,-75.183
1727525970325,2024-09-28T15.19.30.325,0.170,134.085,1.341,-83.659
1727525970335,2024-09-28T15.19.30.335,0.180,160.305,1.585,-91.098
1727525970345,2024-09-28T15.19.30.345,0.190,191.341,2.927,-97.622
1727525970355,2024-09-28T15.19.30.355,0.200,222.073,6.402,-105.244
1727525970365,2024-09-28T15.19.30.365,0.210,247.805,9.390,-115.671
1727525970375,2024-09-28T15.19.30.375,0.220,264.573,11.463,-125.671
1727525970385,2024-09-28T15.19.30.385,0.230,267.317,16.646,-131.707
1727525970395,2024-09-28T15.19.30.395,0.240,257.317,23.537,-129.756
1727525970405,2024-09-28T15.19.30.405,0.250,246.585,27.683,-121.341
1727525970415,2024-09-28T15.19.30.415,0.260,248.354,30.549,-116.768
1727525970425,2024-09-28T15.19.30.425,0.270,270.305,36.220,-121.280
1727525970435,2024-09-28T15.19.30.435,0.280,301.280,47.256,-130.366
1727525970445,2024-09-28T15.19.30.445,0.290,323.598,56.707,-139.390
1727525970455,2024-09-28T15.19.30.455,0.300,326.768,49.634,-140.671
1727525970465,2024-09-28T15.19.30.465,0.310,307.012,30.915,-127.500
1727525970475,2024-09-28T15.19.30.475,0.320,276.280,1.585,-106.341
1727525970485,2024-09-28T15.19.30.485,0.330,252.378,-28.171,-95.610
1727525970495,2024-09-28T15.19.30.495,0.340,240.427,-37.378,-99.024
1727525970505,2024-09-28T15.19.30.505,0.350,241.463,-21.829,-106.646
1727525970515,2024-09-28T15.19.30.515,0.360,251.585,8.720,-111.890
1727525970525,2024-09-28T15.19.30.525,0.370,266.098,42.927,-110.427
1727525970535,2024-09-28T15.19.30.535,0.380,282.805,70.305,-102.683
1727525970545,2024-09-28T15.19.30.545,0.390,299.390,79.512,-93.720
1727525970555,2024-09-28T15.19.30.555,0.400,312.256,62.744,-88.598
1727525970565,2024-09-28T15.19.30.565,0.410,315.183,27.500,-86.341
1727525970575,2024-09-28T15.19.30.575,0.420,308.232,-12.195,-85.671
1727525970585,2024-09-28T15.19.30.585,0.430,297.744,-42.195,-92.439
1727525970595,2024-09-28T15.19.30.595,0.440,289.268,-54.268,-104.451
1727525970605,2024-09-28T15.19.30.605,0.450,282.195,-50.793,-113.476
1727525970615,2024-09-28T15.19.30.615,0.460,274.390,-39.268,-117.439
1727525970625,2024-09-28T15.19.30.625,0.470,266.402,-24.512,-115.915
1727525970635,2024-09-28T15.19.30.635,0.480,258.232,-8.171,-110.122
1727525970645,2024-09-28T15.19.30.645,0.490,247.317,7.195,-101.768
1727525970655,2024-09-28T15.19.30.655,0.500,233.171,18.354,-89.512
1727525970665,2024-09-28T15.19.30.665,0.510,214.329,24.024,-71.524
1727525970675,2024-09-28T15.19.30.675,0.520,190.366,21.341,-51.463
1727525970685,2024-09-28T15.19.30.685,0.530,163.720,10.366,-35.915
1727525970695,2024-09-28T15.19.30.695,0.540,135.427,-7.073,-31.768
1727525970705,2024-09-28T15.19.30.705,0.550,104.207,-25.549,-36.585
1727525970715,2024-09-28T15.19.30.715,0.560,74.573,-41.220,-39.634
1727525970725,2024-09-28T15.19.30.725,0.570,48.841,-48.902,-37.439
1727525970735,2024-09-28T15.19.30.735,0.580,28.841,-44.634,-31.829
1727525970745,2024-09-28T15.19.30.745,0.590,15.976,-35.122,-22.805
1727525970755,2024-09-28T15.19.30.755,0.600,8.537,-27.073,-11.220
1727525970765,2024-09-28T15.19.30.765,0.610,2.500,-20.488,-0.732
1727525970775,2024-09-28T15.19.30.775,0.620,-5.305,-12.317,8.963
1727525970785,2024-09-28T15.19.30.785,0.630,-14.939,-3.659,16.402
1727525970795,2024-09-28T15.19.30.795,0.640,-26.037,1.524,20.549
1727525970805,2024-09-28T15.19.30.805,0.650,-38.171,4.451,22.256
