epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526162306,2024-09-28T15.22.42.306,0.000,0.028,0.474,0.387
1727526162316,2024-09-28T15.22.42.316,0.010,0.053,0.407,0.307
1727526162326,2024-09-28T15.22.42.326,0.020,0.068,0.347,0.263
1727526162336,2024-09-28T15.22.42.336,0.030,0.075,0.303,0.203
1727526162346,2024-09-28T15.22.42.346,0.040,0.086,0.233,0.138
1727526162356,2024-09-28T15.22.42.356,0.050,0.044,0.140,0.080
1727526162366,2024-09-28T15.22.42.366,0.060,-0.068,0.021,0.033
1727526162376,2024-09-28T15.22.42.376,0.070,-0.159,-0.109,-0.002
1727526162386,2024-09-28T15.22.42.386,0.080,-0.195,-0.241,-0.004
1727526162396,2024-09-28T15.22.42.396,0.090,-0.232,-0.357,0.014
1727526162406,2024-09-28T15.22.42.406,0.100,-0.273,-0.454,-0.009
1727526162416,2024-09-28T15.22.42.416,0.110,-0.307,-0.521,0.029
1727526162426,2024-09-28T15.22.42.426,0.120,-0.350,-0.565,0.068
1727526162436,2024-09-28T15.22.42.436,0.130,-0.248,-0.586,0.044
1727526162446,2024-09-28T15.22.42.446,0.140,-0.043,-0.584,0.015
1727526162456,2024-09-28T15.22.42.456,0.150,0.057,-0.585,0.015
1727526162466,2024-09-28T15.22.42.466,0.160,-0.016,-0.625,0.044
1727526162476,2024-09-28T15.22.42.476,0.170,-0.179,-0.659,0.064
1727526162486,2024-09-28T15.22.42.486,0.180,-0.331,-0.682,0.050
1727526162496,2024-09-28T15.22.42.496,0.190,-0.406,-0.723,0.047
1727526162506,2024-09-28T15.22.42.506,0.200,-0.361,-0.744,0.056
1727526162516,2024-09-28T15.22.42.516,0.210,-0.258,-0.737,0.068
1727526162526,2024-09-28T15.22.42.526,0.220,-0.198,-0.721,0.094
1727526162536,2024-09-28T15.22.42.536,0.230,-0.186,-0.708,0.116
1727526162546,2024-09-28T15.22.42.546,0.240,-0.214,-0.692,0.104
1727526162556,2024-09-28T15.22.42.556,0.250,-0.281,-0.651,0.064
