epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727525855341,2024-09-28T15.17.35.341,0.000,-121.280,-10.976,37.317
1727525855351,2024-09-28T15.17.35.351,0.010,-123.293,-10.793,37.866
1727525855361,2024-09-28T15.17.35.361,0.020,-131.402,-16.951,37.134
1727525855371,2024-09-28T15.17.35.371,0.030,-143.354,-20.427,34.512
1727525855381,2024-09-28T15.17.35.381,0.040,-153.963,-26.768,37.805
1727525855391,2024-09-28T15.17.35.391,0.050,-164.695,-44.939,40.244
1727525855401,2024-09-28T15.17.35.401,0.060,-178.354,-45.610,43.354
1727525855411,2024-09-28T15.17.35.411,0.070,-198.415,-32.988,58.841
1727525855421,2024-09-28T15.17.35.421,0.080,-218.110,-33.232,67.561
1727525855431,2024-09-28T15.17.35.431,0.090,-237.439,-32.500,70.366
1727525855441,2024-09-28T15.17.35.441,0.100,-249.573,-9.085,81.951
1727525855451,2024-09-28T15.17.35.451,0.110,-256.341,0.305,81.159
1727525855461,2024-09-28T15.17.35.461,0.120,-263.780,-3.415,73.720
1727525855471,2024-09-28T15.17.35.471,0.130,-270.000,-11.220,74.085
1727525855481,2024-09-28T15.17.35.481,0.140,-275.122,-18.171,74.695
1727525855491,2024-09-28T15.17.35.491,0.150,-278.049,-23.963,75.366
1727525855501,2024-09-28T15.17.35.501,0.160,-278.841,-25.122,78.537
1727525855511,2024-09-28T15.17.35.511,0.170,-280.122,-20.732,84.451
1727525855521,2024-09-28T15.17.35.521,0.180,-281.585,-16.220,92.744
1727525855531,2024-09-28T15.17.35.531,0.190,-281.341,-13.841,98.720
1727525855541,2024-09-28T15.17.35.541,0.200,-278.720,-14.939,101.037
1727525855551,2024-09-28T15.17.35.551,0.210,-273.293,-14.146,97.561
1727525855561,2024-09-28T15.17.35.561,0.220,-269.939,-8.476,92.134
1727525855571,2024-09-28T15.17.35.571,0.230,-269.207,-3.902,88.354
1727525855581,2024-09-28T15.17.35.581,0.240,-269.939,-4.085,84.390
1727525855591,2024-09-28T15.17.35.591,0.250,-270.244,-8.354,81.585
1727525855601,2024-09-28T15.17.35.601,0.260,-265.732,-13.049,80.854
1727525855611,2024-09-28T15.17.35.611,0.270,-256.098,-13.415,83.476
1727525855621,2024-09-28T15.17.35.621,0.280,-243.780,-10.183,90.122
1727525855631,2024-09-28T15.17.35.631,0.290,-227.256,-4.878,97.012
1727525855641,2024-09-28T15.17.35.641,0.300,-209.146,2.988,100.244
1727525855651,2024-09-28T15.17.35.651,0.310,-196.768,11.037,96.951
1727525855661,2024-09-28T15.17.35.661,0.320,-192.195,16.829,89.207
1727525855671,2024-09-28T15.17.35.671,0.330,-191.463,17.805,77.683
1727525855681,2024-09-28T15.17.35.681,0.340,-192.073,14.695,63.780
1727525855691,2024-09-28T15.17.35.691,0.350,-191.707,9.329,53.415
1727525855701,2024-09-28T15.17.35.701,0.360,-187.805,1.341,52.744
1727525855711,2024-09-28T15.17.35.711,0.370,-178.415,-6.890,56.951
1727525855721,2024-09-28T15.17.35.721,0.380,-163.293,-9.512,58.598
1727525855731,2024-09-28T15.17.35.731,0.390,-143.720,-7.561,58.720
1727525855741,2024-09-28T15.17.35.741,0.400,-124.024,-5.793,57.439
1727525855751,2024-09-28T15.17.35.751,0.410,-103.354,-5.732,51.585
1727525855761,2024-09-28T15.17.35.761,0.420,-81.768,-7.195,44.268
1727525855771,2024-09-28T15.17.35.771,0.430,-61.402,-11.646,36.951
1727525855781,2024-09-28T15.17.35.781,0.440,-42.317,-18.232,27.805
1727525855791,2024-09-28T15.17.35.791,0.450,-25.000,-24.573,18.841
1727525855801,2024-09-28T15.17.35.801,0.460,-9.695,-29.207,12.622
1727525855811,2024-09-28T15.17.35.811,0.470,3.110,-27.500,8.659
