epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526189817,2024-09-28T15.23.09.817,0.000,0.024,1.212,0.635
1727526189827,2024-09-28T15.23.09.827,0.010,0.099,1.289,0.692
1727526189837,2024-09-28T15.23.09.837,0.020,0.160,1.313,0.808
1727526189847,2024-09-28T15.23.09.847,0.030,0.141,1.338,0.912
1727526189857,2024-09-28T15.23.09.857,0.040,0.123,1.385,0.991
1727526189867,2024-09-28T15.23.09.867,0.050,0.214,1.438,1.025
1727526189877,2024-09-28T15.23.09.877,0.060,0.279,1.459,1.037
1727526189887,2024-09-28T15.23.09.887,0.070,0.207,1.468,1.002
1727526189897,2024-09-28T15.23.09.897,0.080,0.035,1.476,0.918
1727526189907,2024-09-28T15.23.09.907,0.090,-0.068,1.477,0.879
1727526189917,2024-09-28T15.23.09.917,0.100,0.007,1.444,0.927
1727526189927,2024-09-28T15.23.09.927,0.110,0.140,1.385,1.022
1727526189937,2024-09-28T15.23.09.937,0.120,0.195,1.312,1.093
1727526189947,2024-09-28T15.23.09.947,0.130,0.228,1.241,1.091
1727526189957,2024-09-28T15.23.09.957,0.140,0.298,1.190,1.047
1727526189967,2024-09-28T15.23.09.967,0.150,0.332,1.134,1.013
1727526189977,2024-09-28T15.23.09.977,0.160,0.286,1.088,0.987
1727526189987,2024-09-28T15.23.09.987,0.170,0.198,1.026,0.982
1727526189997,2024-09-28T15.23.09.997,0.180,0.158,0.970,0.979
1727526190007,2024-09-28T15.23.10.007,0.190,0.122,0.915,0.980
1727526190017,2024-09-28T15.23.10.017,0.200,0.099,0.866,0.988
1727526190027,2024-09-28T15.23.10.027,0.210,0.153,0.843,1.000
1727526190037,2024-09-28T15.23.10.037,0.220,0.206,0.853,1.029
1727526190047,2024-09-28T15.23.10.047,0.230,0.224,0.862,1.066
1727526190057,2024-09-28T15.23.10.057,0.240,0.259,0.887,1.053
1727526190067,2024-09-28T15.23.10.067,0.250,0.262,0.955,1.025
1727526190077,2024-09-28T15.23.10.077,0.260,0.225,1.005,1.028
1727526190087,2024-09-28T15.23.10.087,0.270,0.235,1.061,0.995
1727526190097,2024-09-28T15.23.10.097,0.280,0.204,1.111,0.942
1727526190107,2024-09-28T15.23.10.107,0.290,0.210,1.142,0.928
1727526190117,2024-09-28T15.23.10.117,0.300,0.220,1.164,0.952
1727526190127,2024-09-28T15.23.10.127,0.310,0.205,1.189,0.941
1727526190137,2024-09-28T15.23.10.137,0.320,0.268,1.218,0.950
1727526190147,2024-09-28T15.23.10.147,0.330,0.304,1.233,0.979
1727526190157,2024-09-28T15.23.10.157,0.340,0.267,1.272,1.017
1727526190167,2024-09-28T15.23.10.167,0.350,0.213,1.329,1.030
1727526190177,2024-09-28T15.23.10.177,0.360,0.207,1.405,0.998
1727526190187,2024-09-28T15.23.10.187,0.370,0.242,1.472,0.956
1727526190197,2024-09-28T15.23.10.197,0.380,0.299,1.510,0.957
1727526190207,2024-09-28T15.23.10.207,0.390,0.384,1.542,0.991
1727526190217,2024-09-28T15.23.10.217,0.400,0.458,1.568,1.029
1727526190227,2024-09-28T15.23.10.227,0.410,0.470,1.576,1.012
1727526190237,2024-09-28T15.23.10.237,0.420,0.439,1.539,0.955
1727526190247,2024-09-28T15.23.10.247,0.430,0.368,1.452,0.972
1727526190257,2024-09-28T15.23.10.257,0.440,0.330,1.368,0.940
1727526190267,2024-09-28T15.23.10.267,0.450,0.232,1.288,0.904
1727526190277,2024-09-28T15.23.10.277,0.460,0.165,1.187,0.882
1727526190287,2024-09-28T15.23.10.287,0.470,0.187,1.106,0.868
1727526190297,2024-09-28T15.23.10.297,0.480,0.267,1.047,0.819
1727526190307,2024-09-28T15.23.10.307,0.490,0.330,0.968,0.727
1727526190317,2024-09-28T15.23.10.317,0.500,0.394,0.876,0.642
1727526190327,2024-09-28T15.23.10.327,0.510,0.436,0.795,0.593
1727526190337,2024-09-28T15.23.10.337,0.520,0.396,0.704,0.545
1727526190347,2024-09-28T15.23.10.347,0.530,0.317,0.602,0.516
1727526190357,2024-09-28T15.23.10.357,0.540,0.250,0.520,0.487
1727526190367,2024-09-28T15.23.10.367,0.550,0.193,0.436,0.516
1727526190377,2024-09-28T15.23.10.377,0.560,0.147,0.378,0.522
1727526190387,2024-09-28T15.23.10.387,0.570,0.122,0.317,0.516
1727526190397,2024-09-28T15.23.10.397,0.580,0.140,0.261,0.512
1727526190407,2024-09-28T15.23.10.407,0.590,0.140,0.214,0.458
1727526190417,2024-09-28T15.23.10.417,0.600,0.110,0.154,0.336
1727526190427,2024-09-28T15.23.10.427,0.610,0.064,0.057,0.196
