epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525970154,2024-09-28T15.19.30.154,0.000,-0.058,-0.070,0.280
1727525970164,2024-09-28T15.19.30.164,0.010,-0.044,-0.147,0.209
1727525970174,2024-09-28T15.19.30.174,0.020,0.030,-0.216,0.199
1727525970184,2024-09-28T15.19.30.184,0.030,0.052,-0.282,0.185
1727525970194,2024-09-28T15.19.30.194,0.040,0.042,-0.346,0.178
1727525970204,2024-09-28T15.19.30.204,0.050,0.029,-0.405,0.180
1727525970214,2024-09-28T15.19.30.214,0.060,0.012,-0.460,0.185
1727525970224,2024-09-28T15.19.30.224,0.070,0.029,-0.518,0.190
1727525970234,2024-09-28T15.19.30.234,0.080,0.029,-0.553,0.181
1727525970244,2024-09-28T15.19.30.244,0.090,0.010,-0.580,0.138
1727525970254,2024-09-28T15.19.30.254,0.100,-0.028,-0.602,0.085
1727525970264,2024-09-28T15.19.30.264,0.110,-0.058,-0.599,0.047
1727525970274,2024-09-28T15.19.30.274,0.120,-0.084,-0.584,0.017
1727525970284,2024-09-28T15.19.30.284,0.130,-0.106,-0.561,-0.004
1727525970294,2024-09-28T15.19.30.294,0.140,-0.116,-0.530,-0.013
1727525970304,2024-09-28T15.19.30.304,0.150,-0.125,-0.494,-0.023
1727525970314,2024-09-28T15.19.30.314,0.160,-0.144,-0.449,-0.027
1727525970324,2024-09-28T15.19.30.324,0.170,-0.144,-0.393,0.015
1727525970334,2024-09-28T15.19.30.334,0.180,-0.135,-0.323,0.108
1727525970344,2024-09-28T15.19.30.344,0.190,-0.107,-0.238,0.215
1727525970354,2024-09-28T15.19.30.354,0.200,-0.054,-0.167,0.300
1727525970364,2024-09-28T15.19.30.364,0.210,-0.012,-0.085,0.344
1727525970374,2024-09-28T15.19.30.374,0.220,-0.001,0.019,0.311
1727525970384,2024-09-28T15.19.30.384,0.230,-0.026,0.129,0.242
1727525970394,2024-09-28T15.19.30.394,0.240,-0.070,0.249,0.182
1727525970404,2024-09-28T15.19.30.404,0.250,-0.075,0.354,0.213
1727525970414,2024-09-28T15.19.30.414,0.260,0.023,0.450,0.484
1727525970424,2024-09-28T15.19.30.424,0.270,0.193,0.569,0.895
1727525970434,2024-09-28T15.19.30.434,0.280,0.354,0.672,1.215
1727525970444,2024-09-28T15.19.30.444,0.290,0.382,0.744,1.303
1727525970454,2024-09-28T15.19.30.454,0.300,0.258,0.797,1.135
1727525970464,2024-09-28T15.19.30.464,0.310,0.074,0.894,0.864
1727525970474,2024-09-28T15.19.30.474,0.320,-0.015,0.996,0.715
1727525970484,2024-09-28T15.19.30.484,0.330,0.056,1.028,0.710
1727525970494,2024-09-28T15.19.30.494,0.340,0.242,1.007,0.789
1727525970504,2024-09-28T15.19.30.504,0.350,0.444,0.994,0.887
1727525970514,2024-09-28T15.19.30.514,0.360,0.523,1.007,0.961
1727525970524,2024-09-28T15.19.30.524,0.370,0.475,1.035,1.004
1727525970534,2024-09-28T15.19.30.534,0.380,0.379,1.077,1.043
1727525970544,2024-09-28T15.19.30.544,0.390,0.278,1.129,1.062
1727525970554,2024-09-28T15.19.30.554,0.400,0.195,1.189,1.027
1727525970564,2024-09-28T15.19.30.564,0.410,0.077,1.269,0.946
1727525970574,2024-09-28T15.19.30.574,0.420,0.027,1.350,0.881
1727525970584,2024-09-28T15.19.30.584,0.430,0.108,1.416,0.879
1727525970594,2024-09-28T15.19.30.594,0.440,0.201,1.449,0.917
1727525970604,2024-09-28T15.19.30.604,0.450,0.257,1.436,0.951
1727525970614,2024-09-28T15.19.30.614,0.460,0.277,1.404,0.961
1727525970624,2024-09-28T15.19.30.624,0.470,0.304,1.369,0.952
1727525970634,2024-09-28T15.19.30.634,0.480,0.360,1.328,0.949
1727525970644,2024-09-28T15.19.30.644,0.490,0.384,1.274,0.947
1727525970654,2024-09-28T15.19.30.654,0.500,0.348,1.238,0.926
1727525970664,2024-09-28T15.19.30.664,0.510,0.271,1.217,0.895
1727525970674,2024-09-28T15.19.30.674,0.520,0.211,1.206,0.883
