epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.23.36.336;0.000;0.078;0.378;0.363;-263.415;1.524;142.317
1,72753E+12;2024-09-28T15.23.36.346;0.010;0.026;0.276;0.334;-260.915;1.280;141.585
1,72753E+12;2024-09-28T15.23.36.356;0.020;-0.015;0.172;0.275;-247.012;-0.305;138.232
1,72753E+12;2024-09-28T15.23.36.366;0.030;-0.040;0.063;0.255;-226.463;-2.622;132.805
1,72753E+12;2024-09-28T15.23.36.376;0.040;-0.039;-0.016;0.264;-205.183;-2.927;125.854
1,72753E+12;2024-09-28T15.23.36.386;0.050;-0.034;-0.057;0.214;-185.000;0.305;117.927
1,72753E+12;2024-09-28T15.23.36.396;0.060;-0.071;-0.114;0.136;-169.878;5.732;112.378
1,72753E+12;2024-09-28T15.23.36.406;0.070;-0.129;-0.179;0.098;-157.744;7.134;107.683
1,72753E+12;2024-09-28T15.23.36.416;0.080;-0.181;-0.233;0.101;-145.610;6.341;101.646
1,72753E+12;2024-09-28T15.23.36.426;0.090;-0.176;-0.288;0.130;-130.976;5.732;94.878
1,72753E+12;2024-09-28T15.23.36.436;0.100;-0.138;-0.344;0.172;-113.902;7.134;85.000
1,72753E+12;2024-09-28T15.23.36.446;0.110;-0.082;-0.405;0.219;-94.634;9.573;70.427
1,72753E+12;2024-09-28T15.23.36.456;0.120;-0.034;-0.461;0.256;-73.963;13.902;51.646
1,72753E+12;2024-09-28T15.23.36.466;0.130;-0.010;-0.508;0.264;-53.780;20.366;32.439
1,72753E+12;2024-09-28T15.23.36.476;0.140;-0.012;-0.548;0.244;-35.305;26.098;15.000
1,72753E+12;2024-09-28T15.23.36.486;0.150;-0.018;-0.577;0.224;-18.476;30.305;0.610
1,72753E+12;2024-09-28T15.23.36.496;0.160;-0.008;-0.597;0.224;-2.500;32.866;-11.159
1,72753E+12;2024-09-28T15.23.36.506;0.170;0.015;-0.606;0.224;13.659;34.390;-22.195
1,72753E+12;2024-09-28T15.23.36.516;0.180;0.034;-0.616;0.194;29.085;34.512;-32.073
1,72753E+12;2024-09-28T15.23.36.526;0.190;0.017;-0.629;0.166;43.415;32.195;-39.451
1,72753E+12;2024-09-28T15.23.36.536;0.200;0.007;-0.623;0.164;58.537;28.902;-44.817
1,72753E+12;2024-09-28T15.23.36.546;0.210;0.038;-0.602;0.192;75.244;28.232;-49.085
1,72753E+12;2024-09-28T15.23.36.556;0.220;0.096;-0.572;0.236;93.720;29.146;-53.232
1,72753E+12;2024-09-28T15.23.36.566;0.230;0.110;-0.550;0.251;112.927;29.024;-58.415
