epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526216336,2024-09-28T15.23.36.336,0.000,0.078,0.378,0.363
1727526216346,2024-09-28T15.23.36.346,0.010,0.026,0.276,0.334
1727526216356,2024-09-28T15.23.36.356,0.020,-0.015,0.172,0.275
1727526216366,2024-09-28T15.23.36.366,0.030,-0.040,0.063,0.255
1727526216376,2024-09-28T15.23.36.376,0.040,-0.039,-0.016,0.264
1727526216386,2024-09-28T15.23.36.386,0.050,-0.034,-0.057,0.214
1727526216396,2024-09-28T15.23.36.396,0.060,-0.071,-0.114,0.136
1727526216406,2024-09-28T15.23.36.406,0.070,-0.129,-0.179,0.098
1727526216416,2024-09-28T15.23.36.416,0.080,-0.181,-0.233,0.101
1727526216426,2024-09-28T15.23.36.426,0.090,-0.176,-0.288,0.130
1727526216436,2024-09-28T15.23.36.436,0.100,-0.138,-0.344,0.172
1727526216446,2024-09-28T15.23.36.446,0.110,-0.082,-0.405,0.219
1727526216456,2024-09-28T15.23.36.456,0.120,-0.034,-0.461,0.256
1727526216466,2024-09-28T15.23.36.466,0.130,-0.010,-0.508,0.264
1727526216476,2024-09-28T15.23.36.476,0.140,-0.012,-0.548,0.244
1727526216486,2024-09-28T15.23.36.486,0.150,-0.018,-0.577,0.224
1727526216496,2024-09-28T15.23.36.496,0.160,-0.008,-0.597,0.224
1727526216506,2024-09-28T15.23.36.506,0.170,0.015,-0.606,0.224
1727526216516,2024-09-28T15.23.36.516,0.180,0.034,-0.616,0.194
1727526216526,2024-09-28T15.23.36.526,0.190,0.017,-0.629,0.166
1727526216536,2024-09-28T15.23.36.536,0.200,0.007,-0.623,0.164
1727526216546,2024-09-28T15.23.36.546,0.210,0.038,-0.602,0.192
1727526216556,2024-09-28T15.23.36.556,0.220,0.096,-0.572,0.236
1727526216566,2024-09-28T15.23.36.566,0.230,0.110,-0.550,0.251
1727526216576,2024-09-28T15.23.36.576,0.240,0.057,-0.536,0.241
1727526216586,2024-09-28T15.23.36.586,0.250,-0.007,-0.506,0.209
1727526216596,2024-09-28T15.23.36.596,0.260,-0.025,-0.451,0.162
1727526216606,2024-09-28T15.23.36.606,0.270,0.014,-0.376,0.119
1727526216616,2024-09-28T15.23.36.616,0.280,0.093,-0.286,0.089
1727526216626,2024-09-28T15.23.36.626,0.290,0.158,-0.195,0.075
1727526216636,2024-09-28T15.23.36.636,0.300,0.117,-0.117,0.089
1727526216646,2024-09-28T15.23.36.646,0.310,0.009,-0.044,0.133
1727526216656,2024-09-28T15.23.36.656,0.320,-0.073,0.020,0.191
1727526216666,2024-09-28T15.23.36.666,0.330,-0.103,0.066,0.301
1727526216676,2024-09-28T15.23.36.676,0.340,-0.053,0.142,0.531
1727526216686,2024-09-28T15.23.36.686,0.350,0.071,0.257,0.724
1727526216696,2024-09-28T15.23.36.696,0.360,0.216,0.378,0.741
1727526216706,2024-09-28T15.23.36.706,0.370,0.253,0.483,0.649
1727526216716,2024-09-28T15.23.36.716,0.380,0.157,0.592,0.527
