epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.29.54.550;0.000;0.514;-0.011;0.958;14.451;-9.695;85.976
1,72753E+12;2024-09-28T15.29.54.560;0.010;0.508;-0.024;0.962;14.146;-9.207;88.171
1,72753E+12;2024-09-28T15.29.54.570;0.020;0.523;-0.027;0.964;13.659;-7.744;94.024
1,72753E+12;2024-09-28T15.29.54.580;0.030;0.534;-0.026;0.959;13.415;-4.695;101.585
1,72753E+12;2024-09-28T15.29.54.590;0.040;0.533;-0.024;0.953;14.207;-1.646;107.744
1,72753E+12;2024-09-28T15.29.54.600;0.050;0.487;-0.020;0.951;15.305;-0.183;113.232
1,72753E+12;2024-09-28T15.29.54.610;0.060;0.432;-0.015;0.938;15.915;-0.732;119.207
1,72753E+12;2024-09-28T15.29.54.620;0.070;0.423;-0.010;0.920;15.549;-2.500;123.780
1,72753E+12;2024-09-28T15.29.54.630;0.080;0.450;-0.002;0.930;15.183;-3.476;123.537
1,72753E+12;2024-09-28T15.29.54.640;0.090;0.435;0.006;0.960;15.854;-2.805;120.732
1,72753E+12;2024-09-28T15.29.54.650;0.100;0.372;0.006;0.985;17.561;-3.537;122.195
1,72753E+12;2024-09-28T15.29.54.660;0.110;0.356;0.018;1.008;18.780;-5.671;126.220
1,72753E+12;2024-09-28T15.29.54.670;0.120;0.375;0.029;1.018;19.085;-7.439;128.537
1,72753E+12;2024-09-28T15.29.54.680;0.130;0.373;0.033;1.003;17.683;-9.146;130.122
1,72753E+12;2024-09-28T15.29.54.690;0.140;0.361;0.032;0.993;15.610;-11.951;134.024
1,72753E+12;2024-09-28T15.29.54.700;0.150;0.355;0.028;0.987;14.390;-14.939;137.012
1,72753E+12;2024-09-28T15.29.54.710;0.160;0.357;0.034;0.971;13.293;-16.463;139.268
1,72753E+12;2024-09-28T15.29.54.720;0.170;0.382;0.046;0.953;11.829;-13.415;141.037
1,72753E+12;2024-09-28T15.29.54.730;0.180;0.401;0.053;0.934;10.549;-7.622;143.049
1,72753E+12;2024-09-28T15.29.54.740;0.190;0.376;0.051;0.928;10.793;-2.927;144.268
1,72753E+12;2024-09-28T15.29.54.750;0.200;0.318;0.037;0.925;12.622;-1.890;142.256
1,72753E+12;2024-09-28T15.29.54.760;0.210;0.249;0.040;0.922;14.573;-3.476;140.488
1,72753E+12;2024-09-28T15.29.54.770;0.220;0.185;0.044;0.911;17.805;-5.488;142.378
1,72753E+12;2024-09-28T15.29.54.780;0.230;0.163;0.048;0.890;22.317;-8.780;146.585
1,72753E+12;2024-09-28T15.29.54.790;0.240;0.166;0.039;0.870;27.195;-12.439;147.500
1,72753E+12;2024-09-28T15.29.54.800;0.250;0.154;0.045;0.850;30.305;-14.695;146.402
1,72753E+12;2024-09-28T15.29.54.810;0.260;0.149;0.069;0.849;33.110;-13.354;144.390
1,72753E+12;2024-09-28T15.29.54.820;0.270;0.140;0.081;0.868;35.366;-6.585;140.366
1,72753E+12;2024-09-28T15.29.54.830;0.280;0.108;0.093;0.899;36.463;2.012;136.341
1,72753E+12;2024-09-28T15.29.54.840;0.290;0.067;0.114;0.901;36.890;7.988;133.110
1,72753E+12;2024-09-28T15.29.54.850;0.300;0.017;0.120;0.898;36.159;9.634;128.963
1,72753E+12;2024-09-28T15.29.54.860;0.310;-0.033;0.111;0.908;35.366;6.341;126.524
1,72753E+12;2024-09-28T15.29.54.870;0.320;-0.061;0.096;0.943;37.256;-0.305;125.183
1,72753E+12;2024-09-28T15.29.54.880;0.330;-0.057;0.075;1.010;42.927;-4.451;121.524
1,72753E+12;2024-09-28T15.29.54.890;0.340;-0.058;0.061;1.068;50.488;-3.659;117.744
1,72753E+12;2024-09-28T15.29.54.900;0.350;-0.066;0.073;1.083;53.963;-1.280;113.598
1,72753E+12;2024-09-28T15.29.54.910;0.360;-0.079;0.110;1.070;51.707;-1.829;105.488
1,72753E+12;2024-09-28T15.29.54.920;0.370;-0.116;0.119;1.063;46.220;-5.305;92.866
1,72753E+12;2024-09-28T15.29.54.930;0.380;-0.169;0.077;1.075;38.841;-5.915;79.939
1,72753E+12;2024-09-28T15.29.54.940;0.390;-0.204;-0.016;1.106;31.098;-2.439;69.085
1,72753E+12;2024-09-28T15.29.54.950;0.400;-0.213;-0.091;1.139;24.878;2.012;58.110
1,72753E+12;2024-09-28T15.29.54.960;0.410;-0.217;-0.146;1.152;20.427;4.024;45.549
1,72753E+12;2024-09-28T15.29.54.970;0.420;-0.234;-0.186;1.152;15.854;2.988;33.110
1,72753E+12;2024-09-28T15.29.54.980;0.430;-0.233;-0.203;1.158;11.463;-0.305;21.280
1,72753E+12;2024-09-28T15.29.54.990;0.440;-0.212;-0.200;1.158;7.256;-3.659;10.061
