epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526819038,2024-09-28T15.33.39.038,0.000,12.012,-3.537,15.610
1727526819048,2024-09-28T15.33.39.048,0.010,12.256,-4.939,16.463
1727526819058,2024-09-28T15.33.39.058,0.020,11.280,-10.976,19.756
1727526819068,2024-09-28T15.33.39.068,0.030,10.122,-15.793,23.720
1727526819078,2024-09-28T15.33.39.078,0.040,10.305,-15.061,25.793
1727526819088,2024-09-28T15.33.39.088,0.050,11.707,-9.146,26.890
1727526819098,2024-09-28T15.33.39.098,0.060,13.232,-0.122,28.476
1727526819108,2024-09-28T15.33.39.108,0.070,13.780,9.451,29.817
1727526819118,2024-09-28T15.33.39.118,0.080,12.744,16.220,31.585
1727526819128,2024-09-28T15.33.39.128,0.090,11.220,18.232,35.000
1727526819138,2024-09-28T15.33.39.138,0.100,9.329,14.756,40.549
1727526819148,2024-09-28T15.33.39.148,0.110,6.646,7.744,48.476
1727526819158,2024-09-28T15.33.39.158,0.120,3.841,1.280,57.988
1727526819168,2024-09-28T15.33.39.168,0.130,1.951,-1.159,67.744
1727526819178,2024-09-28T15.33.39.178,0.140,1.646,0.183,77.744
1727526819188,2024-09-28T15.33.39.188,0.150,3.293,4.024,86.890
1727526819198,2024-09-28T15.33.39.198,0.160,6.707,9.512,94.451
1727526819208,2024-09-28T15.33.39.208,0.170,10.610,14.878,101.829
1727526819218,2024-09-28T15.33.39.218,0.180,13.598,18.049,109.451
1727526819228,2024-09-28T15.33.39.228,0.190,15.610,16.280,116.951
1727526819238,2024-09-28T15.33.39.238,0.200,16.524,8.598,122.439
1727526819248,2024-09-28T15.33.39.248,0.210,16.646,-1.341,123.659
1727526819258,2024-09-28T15.33.39.258,0.220,16.768,-8.354,122.805
1727526819268,2024-09-28T15.33.39.268,0.230,16.341,-11.890,124.634
1727526819278,2024-09-28T15.33.39.278,0.240,15.427,-12.256,127.500
1727526819288,2024-09-28T15.33.39.288,0.250,15.000,-9.329,129.390
1727526819298,2024-09-28T15.33.39.298,0.260,15.427,-4.329,131.829
1727526819308,2024-09-28T15.33.39.308,0.270,16.220,0.854,135.976
1727526819318,2024-09-28T15.33.39.318,0.280,17.744,5.610,140.061
1727526819328,2024-09-28T15.33.39.328,0.290,19.451,10.122,144.146
1727526819338,2024-09-28T15.33.39.338,0.300,21.402,13.476,148.659
1727526819348,2024-09-28T15.33.39.348,0.310,24.512,14.756,152.500
1727526819358,2024-09-28T15.33.39.358,0.320,27.988,13.110,156.463
1727526819368,2024-09-28T15.33.39.368,0.330,31.463,8.659,158.963
1727526819378,2024-09-28T15.33.39.378,0.340,34.024,4.390,159.451
1727526819388,2024-09-28T15.33.39.388,0.350,35.793,0.122,159.939
1727526819398,2024-09-28T15.33.39.398,0.360,37.378,-3.232,159.512
1727526819408,2024-09-28T15.33.39.408,0.370,38.598,-4.634,158.537
1727526819418,2024-09-28T15.33.39.418,0.380,39.939,-5.183,157.378
