epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.32.45.217;0.000;0.400;0.003;0.956;7.134;4.146;38.171
1,72753E+12;2024-09-28T15.32.45.227;0.010;0.418;0.003;0.975;7.439;3.537;39.207
1,72753E+12;2024-09-28T15.32.45.237;0.020;0.436;-0.002;0.989;9.024;2.439;43.049
1,72753E+12;2024-09-28T15.32.45.247;0.030;0.487;0.011;1.012;11.098;1.220;48.293
1,72753E+12;2024-09-28T15.32.45.257;0.040;0.539;0.037;1.022;12.744;1.159;51.951
1,72753E+12;2024-09-28T15.32.45.267;0.050;0.554;0.044;1.015;13.598;1.402;57.134
1,72753E+12;2024-09-28T15.32.45.277;0.060;0.558;0.041;0.998;13.476;-0.488;64.939
1,72753E+12;2024-09-28T15.32.45.287;0.070;0.564;0.050;0.985;12.378;-3.232;72.805
1,72753E+12;2024-09-28T15.32.45.297;0.080;0.572;0.063;0.977;10.488;-5.122;82.073
1,72753E+12;2024-09-28T15.32.45.307;0.090;0.585;0.077;0.967;8.293;-6.341;93.110
1,72753E+12;2024-09-28T15.32.45.317;0.100;0.590;0.079;0.963;6.220;-8.963;103.963
1,72753E+12;2024-09-28T15.32.45.327;0.110;0.595;0.075;0.954;5.183;-12.866;112.805
1,72753E+12;2024-09-28T15.32.45.337;0.120;0.582;0.073;0.950;5.244;-16.037;120.366
1,72753E+12;2024-09-28T15.32.45.347;0.130;0.549;0.069;0.955;6.646;-17.134;129.146
1,72753E+12;2024-09-28T15.32.45.357;0.140;0.529;0.061;0.952;8.841;-15.183;138.659
1,72753E+12;2024-09-28T15.32.45.367;0.150;0.545;0.062;0.951;12.134;-9.390;145.488
1,72753E+12;2024-09-28T15.32.45.377;0.160;0.558;0.075;0.941;15.183;-0.671;149.207
1,72753E+12;2024-09-28T15.32.45.387;0.170;0.526;0.076;0.917;17.805;7.500;153.659
1,72753E+12;2024-09-28T15.32.45.397;0.180;0.480;0.076;0.898;20.305;12.622;159.695
1,72753E+12;2024-09-28T15.32.45.407;0.190;0.445;0.078;0.897;22.988;15.122;164.939
1,72753E+12;2024-09-28T15.32.45.417;0.200;0.418;0.091;0.906;25.976;16.037;170.000
1,72753E+12;2024-09-28T15.32.45.427;0.210;0.403;0.111;0.906;28.171;16.890;175.061
1,72753E+12;2024-09-28T15.32.45.437;0.220;0.405;0.130;0.905;28.963;19.817;178.720
1,72753E+12;2024-09-28T15.32.45.447;0.230;0.422;0.148;0.918;28.476;26.585;181.829
1,72753E+12;2024-09-28T15.32.45.457;0.240;0.466;0.177;0.932;27.500;36.037;183.171
1,72753E+12;2024-09-28T15.32.45.467;0.250;0.488;0.202;0.938;26.402;46.159;180.549
1,72753E+12;2024-09-28T15.32.45.477;0.260;0.436;0.213;0.923;24.756;51.463;178.110
1,72753E+12;2024-09-28T15.32.45.487;0.270;0.293;0.216;0.909;22.805;48.537;177.744
