epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526624279,2024-09-28T15.30.24.279,0.000,-9.451,-21.890,-55.854
1727526624289,2024-09-28T15.30.24.289,0.010,-10.305,-19.268,-57.012
1727526624299,2024-09-28T15.30.24.299,0.020,-15.488,-6.524,-63.354
1727526624309,2024-09-28T15.30.24.309,0.030,-21.707,7.134,-70.244
1727526624319,2024-09-28T15.30.24.319,0.040,-25.427,11.585,-77.073
1727526624329,2024-09-28T15.30.24.329,0.050,-26.951,7.195,-82.866
1727526624339,2024-09-28T15.30.24.339,0.060,-27.805,-4.756,-88.415
1727526624349,2024-09-28T15.30.24.349,0.070,-27.866,-20.305,-97.134
1727526624359,2024-09-28T15.30.24.359,0.080,-28.232,-32.317,-107.012
1727526624369,2024-09-28T15.30.24.369,0.090,-30.793,-36.890,-112.500
1727526624379,2024-09-28T15.30.24.379,0.100,-35.061,-34.024,-114.695
1727526624389,2024-09-28T15.30.24.389,0.110,-40.610,-26.829,-116.768
1727526624399,2024-09-28T15.30.24.399,0.120,-44.878,-17.256,-119.390
1727526624409,2024-09-28T15.30.24.409,0.130,-45.854,-7.073,-122.439
1727526624419,2024-09-28T15.30.24.419,0.140,-45.244,0.610,-125.549
1727526624429,2024-09-28T15.30.24.429,0.150,-45.000,5.244,-129.268
1727526624439,2024-09-28T15.30.24.439,0.160,-43.720,5.488,-134.512
1727526624449,2024-09-28T15.30.24.449,0.170,-39.756,0.732,-142.134
1727526624459,2024-09-28T15.30.24.459,0.180,-34.573,-8.780,-145.793
1727526624469,2024-09-28T15.30.24.469,0.190,-28.354,-21.402,-144.329
1727526624479,2024-09-28T15.30.24.479,0.200,-21.280,-34.268,-140.427
1727526624489,2024-09-28T15.30.24.489,0.210,-14.756,-45.061,-135.061
1727526624499,2024-09-28T15.30.24.499,0.220,-11.463,-50.061,-130.732
1727526624509,2024-09-28T15.30.24.509,0.230,-11.280,-44.817,-129.390
1727526624519,2024-09-28T15.30.24.519,0.240,-11.829,-24.573,-132.134
1727526624529,2024-09-28T15.30.24.529,0.250,-12.317,5.915,-135.122
1727526624539,2024-09-28T15.30.24.539,0.260,-12.561,30.061,-134.939
1727526624549,2024-09-28T15.30.24.549,0.270,-14.146,37.195,-134.634
1727526624559,2024-09-28T15.30.24.559,0.280,-17.012,27.073,-136.098
1727526624569,2024-09-28T15.30.24.569,0.290,-19.085,6.098,-137.622
1727526624579,2024-09-28T15.30.24.579,0.300,-20.305,-17.622,-137.134
1727526624589,2024-09-28T15.30.24.589,0.310,-22.378,-35.854,-135.366
