epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526735937,2024-09-28T15.32.15.937,0.000,0.302,0.210,0.741
1727526735947,2024-09-28T15.32.15.947,0.010,0.338,0.232,0.756
1727526735957,2024-09-28T15.32.15.957,0.020,0.358,0.249,0.759
1727526735967,2024-09-28T15.32.15.967,0.030,0.353,0.260,0.773
1727526735977,2024-09-28T15.32.15.977,0.040,0.271,0.276,0.815
1727526735987,2024-09-28T15.32.15.987,0.050,0.126,0.283,0.856
1727526735997,2024-09-28T15.32.15.997,0.060,-0.002,0.286,0.889
1727526736007,2024-09-28T15.32.16.007,0.070,-0.102,0.295,0.919
1727526736017,2024-09-28T15.32.16.017,0.080,-0.217,0.284,0.967
1727526736027,2024-09-28T15.32.16.027,0.090,-0.368,0.243,1.026
1727526736037,2024-09-28T15.32.16.037,0.100,-0.519,0.191,1.110
1727526736047,2024-09-28T15.32.16.047,0.110,-0.608,0.179,1.208
1727526736057,2024-09-28T15.32.16.057,0.120,-0.605,0.196,1.247
1727526736067,2024-09-28T15.32.16.067,0.130,-0.533,0.231,1.256
1727526736077,2024-09-28T15.32.16.077,0.140,-0.460,0.253,1.272
1727526736087,2024-09-28T15.32.16.087,0.150,-0.454,0.236,1.289
1727526736097,2024-09-28T15.32.16.097,0.160,-0.491,0.209,1.289
1727526736107,2024-09-28T15.32.16.107,0.170,-0.531,0.177,1.283
1727526736117,2024-09-28T15.32.16.117,0.180,-0.536,0.142,1.266
1727526736127,2024-09-28T15.32.16.127,0.190,-0.477,0.133,1.222
1727526736137,2024-09-28T15.32.16.137,0.200,-0.388,0.126,1.173
1727526736147,2024-09-28T15.32.16.147,0.210,-0.265,0.115,1.120
1727526736157,2024-09-28T15.32.16.157,0.220,-0.143,0.118,1.071
1727526736167,2024-09-28T15.32.16.167,0.230,-0.072,0.112,1.039
1727526736177,2024-09-28T15.32.16.177,0.240,-0.046,0.099,1.015
1727526736187,2024-09-28T15.32.16.187,0.250,-0.034,0.101,0.992
1727526736197,2024-09-28T15.32.16.197,0.260,-0.053,0.096,0.987
1727526736207,2024-09-28T15.32.16.207,0.270,-0.087,0.074,0.981
1727526736217,2024-09-28T15.32.16.217,0.280,-0.094,0.078,0.971
1727526736227,2024-09-28T15.32.16.227,0.290,-0.061,0.095,0.959
1727526736237,2024-09-28T15.32.16.237,0.300,-0.021,0.105,0.951
1727526736247,2024-09-28T15.32.16.247,0.310,0.006,0.122,0.939
1727526736257,2024-09-28T15.32.16.257,0.320,0.043,0.156,0.913
1727526736267,2024-09-28T15.32.16.267,0.330,0.111,0.187,0.898
1727526736277,2024-09-28T15.32.16.277,0.340,0.174,0.204,0.898
1727526736287,2024-09-28T15.32.16.287,0.350,0.186,0.197,0.907
1727526736297,2024-09-28T15.32.16.297,0.360,0.122,0.163,0.919
1727526736307,2024-09-28T15.32.16.307,0.370,0.036,0.113,0.935
1727526736317,2024-09-28T15.32.16.317,0.380,-0.035,0.078,0.960
1727526736327,2024-09-28T15.32.16.327,0.390,-0.031,0.095,0.994
1727526736337,2024-09-28T15.32.16.337,0.400,0.009,0.130,1.008
1727526736347,2024-09-28T15.32.16.347,0.410,0.043,0.148,1.010
1727526736357,2024-09-28T15.32.16.357,0.420,0.071,0.173,0.984
1727526736367,2024-09-28T15.32.16.367,0.430,0.101,0.188,0.944
1727526736377,2024-09-28T15.32.16.377,0.440,0.166,0.179,0.928
