epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526677860,2024-09-28T15.31.17.860,0.000,-5.549,-14.817,-120.671
1727526677870,2024-09-28T15.31.17.870,0.010,-4.146,-12.439,-120.610
1727526677880,2024-09-28T15.31.17.880,0.020,-0.427,-1.524,-122.744
1727526677890,2024-09-28T15.31.17.890,0.030,1.707,12.866,-125.793
1727526677900,2024-09-28T15.31.17.900,0.040,0.610,19.329,-124.756
1727526677910,2024-09-28T15.31.17.910,0.050,-2.927,14.878,-118.049
1727526677920,2024-09-28T15.31.17.920,0.060,-6.463,4.329,-109.939
1727526677930,2024-09-28T15.31.17.930,0.070,-8.232,-6.829,-104.634
1727526677940,2024-09-28T15.31.17.940,0.080,-8.963,-13.293,-100.061
1727526677950,2024-09-28T15.31.17.950,0.090,-9.024,-11.159,-94.207
1727526677960,2024-09-28T15.31.17.960,0.100,-7.256,-0.793,-87.927
1727526677970,2024-09-28T15.31.17.970,0.110,-3.902,12.500,-82.195
1727526677980,2024-09-28T15.31.17.980,0.120,1.220,21.707,-76.159
1727526677990,2024-09-28T15.31.17.990,0.130,6.037,22.134,-67.927
1727526678000,2024-09-28T15.31.18.000,0.140,8.902,13.171,-60.000
1727526678010,2024-09-28T15.31.18.010,0.150,8.415,1.402,-53.659
1727526678020,2024-09-28T15.31.18.020,0.160,5.549,-8.720,-46.280
1727526678030,2024-09-28T15.31.18.030,0.170,1.280,-15.854,-39.207
1727526678040,2024-09-28T15.31.18.040,0.180,-4.207,-17.439,-35.549
1727526678050,2024-09-28T15.31.18.050,0.190,-8.171,-12.439,-32.927
1727526678060,2024-09-28T15.31.18.060,0.200,-9.939,-4.939,-27.805
1727526678070,2024-09-28T15.31.18.070,0.210,-9.878,0.061,-22.256
1727526678080,2024-09-28T15.31.18.080,0.220,-8.354,0.793,-18.354
1727526678090,2024-09-28T15.31.18.090,0.230,-6.402,-1.098,-14.634
1727526678100,2024-09-28T15.31.18.100,0.240,-4.939,-5.244,-9.634
1727526678110,2024-09-28T15.31.18.110,0.250,-4.207,-9.695,-6.037
1727526678120,2024-09-28T15.31.18.120,0.260,-4.512,-12.744,-3.293
1727526678130,2024-09-28T15.31.18.130,0.270,-4.939,-12.256,-0.427
1727526678140,2024-09-28T15.31.18.140,0.280,-5.244,-8.354,1.402
1727526678150,2024-09-28T15.31.18.150,0.290,-5.000,-2.439,2.134
1727526678160,2024-09-28T15.31.18.160,0.300,-4.146,2.866,1.829
1727526678170,2024-09-28T15.31.18.170,0.310,-3.415,5.549,1.646
1727526678180,2024-09-28T15.31.18.180,0.320,-2.134,4.451,2.927
1727526678190,2024-09-28T15.31.18.190,0.330,-0.427,2.622,3.963
1727526678200,2024-09-28T15.31.18.200,0.340,1.280,0.854,5.671
1727526678210,2024-09-28T15.31.18.210,0.350,3.049,-2.378,8.659
