epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526566918,2024-09-28T15.29.26.918,0.000,0.472,-0.033,0.943
1727526566928,2024-09-28T15.29.26.928,0.010,0.493,-0.033,0.939
1727526566938,2024-09-28T15.29.26.938,0.020,0.513,-0.036,0.933
1727526566948,2024-09-28T15.29.26.948,0.030,0.553,-0.028,0.934
1727526566958,2024-09-28T15.29.26.958,0.040,0.598,-0.016,0.934
1727526566968,2024-09-28T15.29.26.968,0.050,0.633,0.001,0.944
1727526566978,2024-09-28T15.29.26.978,0.060,0.643,0.009,0.945
1727526566988,2024-09-28T15.29.26.988,0.070,0.633,0.006,0.938
1727526566998,2024-09-28T15.29.26.998,0.080,0.641,0.005,0.937
1727526567008,2024-09-28T15.29.27.008,0.090,0.658,0.005,0.933
1727526567018,2024-09-28T15.29.27.018,0.100,0.658,0.006,0.923
1727526567028,2024-09-28T15.29.27.028,0.110,0.652,0.009,0.886
1727526567038,2024-09-28T15.29.27.038,0.120,0.663,0.028,0.844
1727526567048,2024-09-28T15.29.27.048,0.130,0.695,0.060,0.845
1727526567058,2024-09-28T15.29.27.058,0.140,0.710,0.095,0.859
1727526567068,2024-09-28T15.29.27.068,0.150,0.684,0.122,0.865
1727526567078,2024-09-28T15.29.27.078,0.160,0.637,0.131,0.872
1727526567088,2024-09-28T15.29.27.088,0.170,0.594,0.140,0.878
1727526567098,2024-09-28T15.29.27.098,0.180,0.570,0.146,0.882
1727526567108,2024-09-28T15.29.27.108,0.190,0.567,0.145,0.889
1727526567118,2024-09-28T15.29.27.118,0.200,0.584,0.143,0.890
1727526567128,2024-09-28T15.29.27.128,0.210,0.588,0.148,0.878
1727526567138,2024-09-28T15.29.27.138,0.220,0.576,0.153,0.856
1727526567148,2024-09-28T15.29.27.148,0.230,0.555,0.158,0.848
1727526567158,2024-09-28T15.29.27.158,0.240,0.524,0.162,0.848
1727526567168,2024-09-28T15.29.27.168,0.250,0.507,0.177,0.851
1727526567178,2024-09-28T15.29.27.178,0.260,0.507,0.194,0.868
1727526567188,2024-09-28T15.29.27.188,0.270,0.524,0.211,0.885
1727526567198,2024-09-28T15.29.27.198,0.280,0.518,0.227,0.899
1727526567208,2024-09-28T15.29.27.208,0.290,0.473,0.235,0.911
1727526567218,2024-09-28T15.29.27.218,0.300,0.408,0.233,0.916
1727526567228,2024-09-28T15.29.27.228,0.310,0.344,0.228,0.922
1727526567238,2024-09-28T15.29.27.238,0.320,0.307,0.208,0.917
1727526567248,2024-09-28T15.29.27.248,0.330,0.308,0.197,0.912
1727526567258,2024-09-28T15.29.27.258,0.340,0.306,0.201,0.928
1727526567268,2024-09-28T15.29.27.268,0.350,0.305,0.204,0.936
1727526567278,2024-09-28T15.29.27.278,0.360,0.322,0.213,0.937
1727526567288,2024-09-28T15.29.27.288,0.370,0.326,0.221,0.930
1727526567298,2024-09-28T15.29.27.298,0.380,0.332,0.222,0.919
1727526567308,2024-09-28T15.29.27.308,0.390,0.295,0.212,0.919
1727526567318,2024-09-28T15.29.27.318,0.400,0.208,0.189,0.914
1727526567328,2024-09-28T15.29.27.328,0.410,0.145,0.172,0.923
1727526567338,2024-09-28T15.29.27.338,0.420,0.119,0.168,0.943
1727526567348,2024-09-28T15.29.27.348,0.430,0.098,0.165,0.960
1727526567358,2024-09-28T15.29.27.358,0.440,0.099,0.166,0.970
1727526567368,2024-09-28T15.29.27.368,0.450,0.116,0.167,0.968
1727526567378,2024-09-28T15.29.27.378,0.460,0.134,0.167,0.967
1727526567388,2024-09-28T15.29.27.388,0.470,0.150,0.180,0.965
1727526567398,2024-09-28T15.29.27.398,0.480,0.155,0.189,0.963
1727526567408,2024-09-28T15.29.27.408,0.490,0.142,0.185,0.980
1727526567418,2024-09-28T15.29.27.418,0.500,0.100,0.161,1.017
1727526567428,2024-09-28T15.29.27.428,0.510,0.028,0.130,1.071
1727526567438,2024-09-28T15.29.27.438,0.520,-0.016,0.105,1.091
1727526567448,2024-09-28T15.29.27.448,0.530,0.027,0.093,1.065
1727526567458,2024-09-28T15.29.27.458,0.540,0.081,0.104,1.051
1727526567468,2024-09-28T15.29.27.468,0.550,0.003,0.104,1.021
1727526567478,2024-09-28T15.29.27.478,0.560,-0.103,0.083,0.978
1727526567488,2024-09-28T15.29.27.488,0.570,-0.103,0.091,0.979
1727526567498,2024-09-28T15.29.27.498,0.580,-0.052,0.103,1.004
1727526567508,2024-09-28T15.29.27.508,0.590,-0.015,0.086,1.045
1727526567518,2024-09-28T15.29.27.518,0.600,0.011,0.062,1.092
1727526567528,2024-09-28T15.29.27.528,0.610,0.016,0.050,1.106
1727526567538,2024-09-28T15.29.27.538,0.620,0.017,0.039,1.109
1727526567548,2024-09-28T15.29.27.548,0.630,0.038,0.031,1.103
1727526567558,2024-09-28T15.29.27.558,0.640,0.038,0.034,1.083
1727526567568,2024-09-28T15.29.27.568,0.650,0.028,0.031,1.062
