epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526594550,2024-09-28T15.29.54.550,0.000,0.514,-0.011,0.958
1727526594560,2024-09-28T15.29.54.560,0.010,0.508,-0.024,0.962
1727526594570,2024-09-28T15.29.54.570,0.020,0.523,-0.027,0.964
1727526594580,2024-09-28T15.29.54.580,0.030,0.534,-0.026,0.959
1727526594590,2024-09-28T15.29.54.590,0.040,0.533,-0.024,0.953
1727526594600,2024-09-28T15.29.54.600,0.050,0.487,-0.020,0.951
1727526594610,2024-09-28T15.29.54.610,0.060,0.432,-0.015,0.938
1727526594620,2024-09-28T15.29.54.620,0.070,0.423,-0.010,0.920
1727526594630,2024-09-28T15.29.54.630,0.080,0.450,-0.002,0.930
1727526594640,2024-09-28T15.29.54.640,0.090,0.435,0.006,0.960
1727526594650,2024-09-28T15.29.54.650,0.100,0.372,0.006,0.985
1727526594660,2024-09-28T15.29.54.660,0.110,0.356,0.018,1.008
1727526594670,2024-09-28T15.29.54.670,0.120,0.375,0.029,1.018
1727526594680,2024-09-28T15.29.54.680,0.130,0.373,0.033,1.003
1727526594690,2024-09-28T15.29.54.690,0.140,0.361,0.032,0.993
1727526594700,2024-09-28T15.29.54.700,0.150,0.355,0.028,0.987
1727526594710,2024-09-28T15.29.54.710,0.160,0.357,0.034,0.971
1727526594720,2024-09-28T15.29.54.720,0.170,0.382,0.046,0.953
1727526594730,2024-09-28T15.29.54.730,0.180,0.401,0.053,0.934
1727526594740,2024-09-28T15.29.54.740,0.190,0.376,0.051,0.928
1727526594750,2024-09-28T15.29.54.750,0.200,0.318,0.037,0.925
1727526594760,2024-09-28T15.29.54.760,0.210,0.249,0.040,0.922
1727526594770,2024-09-28T15.29.54.770,0.220,0.185,0.044,0.911
1727526594780,2024-09-28T15.29.54.780,0.230,0.163,0.048,0.890
1727526594790,2024-09-28T15.29.54.790,0.240,0.166,0.039,0.870
1727526594800,2024-09-28T15.29.54.800,0.250,0.154,0.045,0.850
1727526594810,2024-09-28T15.29.54.810,0.260,0.149,0.069,0.849
1727526594820,2024-09-28T15.29.54.820,0.270,0.140,0.081,0.868
1727526594830,2024-09-28T15.29.54.830,0.280,0.108,0.093,0.899
1727526594840,2024-09-28T15.29.54.840,0.290,0.067,0.114,0.901
