epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526677859,2024-09-28T15.31.17.859,0.000,0.449,0.074,0.879
1727526677869,2024-09-28T15.31.17.869,0.010,0.510,0.091,0.945
1727526677879,2024-09-28T15.31.17.879,0.020,0.637,0.115,0.961
1727526677889,2024-09-28T15.31.17.889,0.030,0.670,0.130,0.953
1727526677899,2024-09-28T15.31.17.899,0.040,0.571,0.125,0.933
1727526677909,2024-09-28T15.31.17.909,0.050,0.452,0.118,0.925
1727526677919,2024-09-28T15.31.17.919,0.060,0.414,0.110,0.937
1727526677929,2024-09-28T15.31.17.929,0.070,0.427,0.099,0.958
1727526677939,2024-09-28T15.31.17.939,0.080,0.457,0.079,0.966
1727526677949,2024-09-28T15.31.17.949,0.090,0.500,0.060,0.965
1727526677959,2024-09-28T15.31.17.959,0.100,0.567,0.035,0.966
1727526677969,2024-09-28T15.31.17.969,0.110,0.614,0.013,0.993
1727526677979,2024-09-28T15.31.17.979,0.120,0.606,0.005,1.025
1727526677989,2024-09-28T15.31.17.989,0.130,0.542,0.009,1.042
1727526677999,2024-09-28T15.31.17.999,0.140,0.479,0.017,1.030
1727526678009,2024-09-28T15.31.18.009,0.150,0.451,0.033,1.025
1727526678019,2024-09-28T15.31.18.019,0.160,0.448,0.046,1.011
1727526678029,2024-09-28T15.31.18.029,0.170,0.477,0.061,0.994
1727526678039,2024-09-28T15.31.18.039,0.180,0.522,0.073,0.985
1727526678049,2024-09-28T15.31.18.049,0.190,0.565,0.062,0.993
1727526678059,2024-09-28T15.31.18.059,0.200,0.569,0.043,0.997
1727526678069,2024-09-28T15.31.18.069,0.210,0.543,0.025,0.997
1727526678079,2024-09-28T15.31.18.079,0.220,0.510,0.014,0.994
1727526678089,2024-09-28T15.31.18.089,0.230,0.473,0.007,0.989
1727526678099,2024-09-28T15.31.18.099,0.240,0.442,0.002,0.966
1727526678109,2024-09-28T15.31.18.109,0.250,0.427,0.011,0.946
1727526678119,2024-09-28T15.31.18.119,0.260,0.421,0.017,0.927
1727526678129,2024-09-28T15.31.18.129,0.270,0.414,0.017,0.907
1727526678139,2024-09-28T15.31.18.139,0.280,0.421,0.015,0.905
1727526678149,2024-09-28T15.31.18.149,0.290,0.421,0.017,0.914
1727526678159,2024-09-28T15.31.18.159,0.300,0.418,0.021,0.926
1727526678169,2024-09-28T15.31.18.169,0.310,0.391,0.030,0.935
1727526678179,2024-09-28T15.31.18.179,0.320,0.352,0.029,0.940
1727526678189,2024-09-28T15.31.18.189,0.330,0.348,0.040,0.943
1727526678199,2024-09-28T15.31.18.199,0.340,0.356,0.044,0.940
1727526678209,2024-09-28T15.31.18.209,0.350,0.353,0.035,0.924
1727526678219,2024-09-28T15.31.18.219,0.360,0.356,0.028,0.911
1727526678229,2024-09-28T15.31.18.229,0.370,0.378,0.031,0.906
1727526678239,2024-09-28T15.31.18.239,0.380,0.401,0.038,0.905
1727526678249,2024-09-28T15.31.18.249,0.390,0.422,0.044,0.917
1727526678259,2024-09-28T15.31.18.259,0.400,0.459,0.056,0.940
1727526678269,2024-09-28T15.31.18.269,0.410,0.505,0.078,0.964
1727526678279,2024-09-28T15.31.18.279,0.420,0.559,0.096,0.976
1727526678289,2024-09-28T15.31.18.289,0.430,0.586,0.104,0.976
1727526678299,2024-09-28T15.31.18.299,0.440,0.591,0.098,0.970
1727526678309,2024-09-28T15.31.18.309,0.450,0.588,0.084,0.954
1727526678319,2024-09-28T15.31.18.319,0.460,0.573,0.068,0.930
1727526678329,2024-09-28T15.31.18.329,0.470,0.560,0.047,0.904
1727526678339,2024-09-28T15.31.18.339,0.480,0.586,0.031,0.891
1727526678349,2024-09-28T15.31.18.349,0.490,0.638,0.028,0.900
1727526678359,2024-09-28T15.31.18.359,0.500,0.675,0.028,0.904
1727526678369,2024-09-28T15.31.18.369,0.510,0.699,0.023,0.899
1727526678379,2024-09-28T15.31.18.379,0.520,0.716,0.028,0.898
1727526678389,2024-09-28T15.31.18.389,0.530,0.718,0.040,0.902
1727526678399,2024-09-28T15.31.18.399,0.540,0.708,0.067,0.905
1727526678409,2024-09-28T15.31.18.409,0.550,0.683,0.089,0.910
1727526678419,2024-09-28T15.31.18.419,0.560,0.629,0.102,0.908
1727526678429,2024-09-28T15.31.18.429,0.570,0.569,0.122,0.891
1727526678439,2024-09-28T15.31.18.439,0.580,0.546,0.135,0.882
1727526678449,2024-09-28T15.31.18.449,0.590,0.527,0.145,0.886
1727526678459,2024-09-28T15.31.18.459,0.600,0.503,0.151,0.890
1727526678469,2024-09-28T15.31.18.469,0.610,0.503,0.158,0.903
1727526678479,2024-09-28T15.31.18.479,0.620,0.533,0.185,0.925
1727526678489,2024-09-28T15.31.18.489,0.630,0.583,0.222,0.933
1727526678499,2024-09-28T15.31.18.499,0.640,0.569,0.245,0.923
1727526678509,2024-09-28T15.31.18.509,0.650,0.478,0.235,0.894
1727526678519,2024-09-28T15.31.18.519,0.660,0.392,0.225,0.867
1727526678529,2024-09-28T15.31.18.529,0.670,0.357,0.227,0.850
1727526678539,2024-09-28T15.31.18.539,0.680,0.333,0.218,0.838
1727526678549,2024-09-28T15.31.18.549,0.690,0.320,0.203,0.842
1727526678559,2024-09-28T15.31.18.559,0.700,0.299,0.189,0.865
1727526678569,2024-09-28T15.31.18.569,0.710,0.266,0.176,0.882
1727526678579,2024-09-28T15.31.18.579,0.720,0.283,0.184,0.895
1727526678589,2024-09-28T15.31.18.589,0.730,0.347,0.198,0.891
1727526678599,2024-09-28T15.31.18.599,0.740,0.383,0.215,0.872
1727526678609,2024-09-28T15.31.18.609,0.750,0.361,0.226,0.853
1727526678619,2024-09-28T15.31.18.619,0.760,0.305,0.222,0.844
1727526678629,2024-09-28T15.31.18.629,0.770,0.242,0.213,0.865
1727526678639,2024-09-28T15.31.18.639,0.780,0.186,0.213,0.913
1727526678649,2024-09-28T15.31.18.649,0.790,0.123,0.207,0.948
1727526678659,2024-09-28T15.31.18.659,0.800,0.055,0.185,0.961
1727526678669,2024-09-28T15.31.18.669,0.810,0.005,0.162,0.964
1727526678679,2024-09-28T15.31.18.679,0.820,0.005,0.158,0.963
1727526678689,2024-09-28T15.31.18.689,0.830,0.030,0.167,0.955
1727526678699,2024-09-28T15.31.18.699,0.840,0.032,0.156,0.958
1727526678709,2024-09-28T15.31.18.709,0.850,0.007,0.141,0.985
1727526678719,2024-09-28T15.31.18.719,0.860,-0.051,0.127,1.028
1727526678729,2024-09-28T15.31.18.729,0.870,-0.088,0.123,1.062
1727526678739,2024-09-28T15.31.18.739,0.880,-0.110,0.144,1.094
1727526678749,2024-09-28T15.31.18.749,0.890,-0.171,0.156,1.117
1727526678759,2024-09-28T15.31.18.759,0.900,-0.235,0.153,1.139
1727526678769,2024-09-28T15.31.18.769,0.910,-0.275,0.158,1.167
1727526678779,2024-09-28T15.31.18.779,0.920,-0.291,0.151,1.185
1727526678789,2024-09-28T15.31.18.789,0.930,-0.308,0.131,1.192
