epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727526735937,2024-09-28T15.32.15.937,0.000,59.939,7.378,206.707
1727526735947,2024-09-28T15.32.15.947,0.010,60.915,10.122,206.768
1727526735957,2024-09-28T15.32.15.957,0.020,62.927,24.756,207.134
1727526735967,2024-09-28T15.32.15.967,0.030,64.817,44.573,206.037
1727526735977,2024-09-28T15.32.15.977,0.040,67.378,58.598,203.171
1727526735987,2024-09-28T15.32.15.987,0.050,71.341,63.476,199.390
1727526735997,2024-09-28T15.32.15.997,0.060,74.329,61.037,194.878
1727526736007,2024-09-28T15.32.16.007,0.070,77.134,54.939,189.817
1727526736017,2024-09-28T15.32.16.017,0.080,80.122,42.073,185.061
1727526736027,2024-09-28T15.32.16.027,0.090,83.293,21.159,179.939
1727526736037,2024-09-28T15.32.16.037,0.100,87.317,-2.317,173.841
1727526736047,2024-09-28T15.32.16.047,0.110,91.280,-21.524,163.476
1727526736057,2024-09-28T15.32.16.057,0.120,92.378,-30.549,148.171
1727526736067,2024-09-28T15.32.16.067,0.130,86.402,-25.183,131.951
1727526736077,2024-09-28T15.32.16.077,0.140,74.512,-10.732,112.866
1727526736087,2024-09-28T15.32.16.087,0.150,60.732,0.976,89.878
1727526736097,2024-09-28T15.32.16.097,0.160,45.732,3.963,67.988
1727526736107,2024-09-28T15.32.16.107,0.170,31.829,-0.915,45.915
1727526736117,2024-09-28T15.32.16.117,0.180,20.244,-10.122,28.415
1727526736127,2024-09-28T15.32.16.127,0.190,8.232,-20.610,12.195
1727526736137,2024-09-28T15.32.16.137,0.200,-4.390,-27.378,-8.171
1727526736147,2024-09-28T15.32.16.147,0.210,-16.707,-24.207,-29.695
1727526736157,2024-09-28T15.32.16.157,0.220,-29.512,-10.854,-49.268
1727526736167,2024-09-28T15.32.16.167,0.230,-40.671,6.463,-67.317
1727526736177,2024-09-28T15.32.16.177,0.240,-47.988,19.329,-80.549
1727526736187,2024-09-28T15.32.16.187,0.250,-52.805,23.476,-91.524
1727526736197,2024-09-28T15.32.16.197,0.260,-55.244,19.024,-101.951
1727526736207,2024-09-28T15.32.16.207,0.270,-55.427,7.073,-109.695
1727526736217,2024-09-28T15.32.16.217,0.280,-54.695,-8.232,-115.610
1727526736227,2024-09-28T15.32.16.227,0.290,-54.146,-20.793,-120.427
1727526736237,2024-09-28T15.32.16.237,0.300,-53.720,-28.963,-124.451
1727526736247,2024-09-28T15.32.16.247,0.310,-53.293,-33.780,-128.720
1727526736257,2024-09-28T15.32.16.257,0.320,-54.634,-33.780,-133.476
1727526736267,2024-09-28T15.32.16.267,0.330,-57.683,-24.268,-137.866
1727526736277,2024-09-28T15.32.16.277,0.340,-59.390,-7.683,-140.732
1727526736287,2024-09-28T15.32.16.287,0.350,-59.085,7.561,-143.049
1727526736297,2024-09-28T15.32.16.297,0.360,-56.037,13.841,-145.610
1727526736307,2024-09-28T15.32.16.307,0.370,-50.000,9.024,-147.622
1727526736317,2024-09-28T15.32.16.317,0.380,-41.951,-1.768,-148.720
1727526736327,2024-09-28T15.32.16.327,0.390,-33.841,-14.085,-148.902
1727526736337,2024-09-28T15.32.16.337,0.400,-26.768,-23.720,-149.512
1727526736347,2024-09-28T15.32.16.347,0.410,-21.768,-29.634,-151.341
1727526736357,2024-09-28T15.32.16.357,0.420,-19.817,-31.463,-153.841
1727526736367,2024-09-28T15.32.16.367,0.430,-22.439,-27.378,-155.366
1727526736377,2024-09-28T15.32.16.377,0.440,-27.439,-19.329,-156.524
1727526736387,2024-09-28T15.32.16.387,0.450,-31.098,-9.146,-160.976
1727526736397,2024-09-28T15.32.16.397,0.460,-33.720,3.049,-164.939
1727526736407,2024-09-28T15.32.16.407,0.470,-34.878,14.939,-165.732
