epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727526765217,2024-09-28T15.32.45.217,0.000,0.400,0.003,0.956
1727526765227,2024-09-28T15.32.45.227,0.010,0.418,0.003,0.975
1727526765237,2024-09-28T15.32.45.237,0.020,0.436,-0.002,0.989
1727526765247,2024-09-28T15.32.45.247,0.030,0.487,0.011,1.012
1727526765257,2024-09-28T15.32.45.257,0.040,0.539,0.037,1.022
1727526765267,2024-09-28T15.32.45.267,0.050,0.554,0.044,1.015
1727526765277,2024-09-28T15.32.45.277,0.060,0.558,0.041,0.998
1727526765287,2024-09-28T15.32.45.287,0.070,0.564,0.050,0.985
1727526765297,2024-09-28T15.32.45.297,0.080,0.572,0.063,0.977
1727526765307,2024-09-28T15.32.45.307,0.090,0.585,0.077,0.967
1727526765317,2024-09-28T15.32.45.317,0.100,0.590,0.079,0.963
1727526765327,2024-09-28T15.32.45.327,0.110,0.595,0.075,0.954
1727526765337,2024-09-28T15.32.45.337,0.120,0.582,0.073,0.950
1727526765347,2024-09-28T15.32.45.347,0.130,0.549,0.069,0.955
1727526765357,2024-09-28T15.32.45.357,0.140,0.529,0.061,0.952
1727526765367,2024-09-28T15.32.45.367,0.150,0.545,0.062,0.951
1727526765377,2024-09-28T15.32.45.377,0.160,0.558,0.075,0.941
1727526765387,2024-09-28T15.32.45.387,0.170,0.526,0.076,0.917
1727526765397,2024-09-28T15.32.45.397,0.180,0.480,0.076,0.898
1727526765407,2024-09-28T15.32.45.407,0.190,0.445,0.078,0.897
1727526765417,2024-09-28T15.32.45.417,0.200,0.418,0.091,0.906
1727526765427,2024-09-28T15.32.45.427,0.210,0.403,0.111,0.906
1727526765437,2024-09-28T15.32.45.437,0.220,0.405,0.130,0.905
1727526765447,2024-09-28T15.32.45.447,0.230,0.422,0.148,0.918
1727526765457,2024-09-28T15.32.45.457,0.240,0.466,0.177,0.932
1727526765467,2024-09-28T15.32.45.467,0.250,0.488,0.202,0.938
1727526765477,2024-09-28T15.32.45.477,0.260,0.436,0.213,0.923
1727526765487,2024-09-28T15.32.45.487,0.270,0.293,0.216,0.909
1727526765497,2024-09-28T15.32.45.497,0.280,0.113,0.209,0.922
1727526765507,2024-09-28T15.32.45.507,0.290,-0.001,0.193,0.929
1727526765517,2024-09-28T15.32.45.517,0.300,-0.025,0.178,0.935
1727526765527,2024-09-28T15.32.45.527,0.310,0.024,0.166,0.952
1727526765537,2024-09-28T15.32.45.537,0.320,0.080,0.179,0.967
1727526765547,2024-09-28T15.32.45.547,0.330,0.121,0.193,0.971
1727526765557,2024-09-28T15.32.45.557,0.340,0.155,0.186,0.974
1727526765567,2024-09-28T15.32.45.567,0.350,0.179,0.191,0.965
1727526765577,2024-09-28T15.32.45.577,0.360,0.160,0.203,0.948
1727526765587,2024-09-28T15.32.45.587,0.370,0.085,0.221,0.951
1727526765597,2024-09-28T15.32.45.597,0.380,-0.003,0.233,0.984
1727526765607,2024-09-28T15.32.45.607,0.390,-0.023,0.236,1.006
1727526765617,2024-09-28T15.32.45.617,0.400,-0.019,0.228,1.016
1727526765627,2024-09-28T15.32.45.627,0.410,-0.033,0.203,1.008
1727526765637,2024-09-28T15.32.45.637,0.420,-0.051,0.174,1.005
1727526765647,2024-09-28T15.32.45.647,0.430,-0.081,0.151,1.008
1727526765657,2024-09-28T15.32.45.657,0.440,-0.100,0.130,1.008
1727526765667,2024-09-28T15.32.45.667,0.450,-0.141,0.110,1.005
1727526765677,2024-09-28T15.32.45.677,0.460,-0.218,0.104,1.013
1727526765687,2024-09-28T15.32.45.687,0.470,-0.294,0.102,1.005
1727526765697,2024-09-28T15.32.45.697,0.480,-0.318,0.092,0.986
1727526765707,2024-09-28T15.32.45.707,0.490,-0.256,0.091,0.970
1727526765717,2024-09-28T15.32.45.717,0.500,-0.185,0.096,0.974
1727526765727,2024-09-28T15.32.45.727,0.510,-0.167,0.098,0.998
1727526765737,2024-09-28T15.32.45.737,0.520,-0.171,0.092,1.029
1727526765747,2024-09-28T15.32.45.747,0.530,-0.237,0.088,1.068
1727526765757,2024-09-28T15.32.45.757,0.540,-0.346,0.079,1.109
1727526765767,2024-09-28T15.32.45.767,0.550,-0.397,0.049,1.113
1727526765777,2024-09-28T15.32.45.777,0.560,-0.406,0.035,1.087
1727526765787,2024-09-28T15.32.45.787,0.570,-0.382,0.029,1.064
1727526765797,2024-09-28T15.32.45.797,0.580,-0.331,0.011,1.045
1727526765807,2024-09-28T15.32.45.807,0.590,-0.270,-0.003,1.028
1727526765817,2024-09-28T15.32.45.817,0.600,-0.198,-0.002,1.022
1727526765827,2024-09-28T15.32.45.827,0.610,-0.114,0.018,1.031
1727526765837,2024-09-28T15.32.45.837,0.620,-0.035,0.047,1.039
1727526765847,2024-09-28T15.32.45.847,0.630,0.029,0.067,1.054
1727526765857,2024-09-28T15.32.45.857,0.640,0.048,0.085,1.077
1727526765867,2024-09-28T15.32.45.867,0.650,0.034,0.099,1.078
1727526765877,2024-09-28T15.32.45.877,0.660,-0.006,0.101,1.053
1727526765887,2024-09-28T15.32.45.887,0.670,-0.050,0.091,1.035
1727526765897,2024-09-28T15.32.45.897,0.680,-0.077,0.087,1.022
1727526765907,2024-09-28T15.32.45.907,0.690,-0.105,0.099,1.003
1727526765917,2024-09-28T15.32.45.917,0.700,-0.111,0.116,0.973
1727526765927,2024-09-28T15.32.45.927,0.710,-0.100,0.138,0.954
1727526765937,2024-09-28T15.32.45.937,0.720,-0.050,0.149,0.932
1727526765947,2024-09-28T15.32.45.947,0.730,0.024,0.150,0.912
1727526765957,2024-09-28T15.32.45.957,0.740,0.113,0.157,0.936
1727526765967,2024-09-28T15.32.45.967,0.750,0.190,0.179,0.972
1727526765977,2024-09-28T15.32.45.977,0.760,0.208,0.181,0.996
1727526765987,2024-09-28T15.32.45.987,0.770,0.180,0.170,1.017
1727526765997,2024-09-28T15.32.45.997,0.780,0.140,0.173,1.013
1727526766007,2024-09-28T15.32.46.007,0.790,0.094,0.174,0.993
1727526766017,2024-09-28T15.32.46.017,0.800,0.010,0.163,0.974
1727526766027,2024-09-28T15.32.46.027,0.810,-0.036,0.147,0.950
1727526766037,2024-09-28T15.32.46.037,0.820,-0.003,0.155,0.928
1727526766047,2024-09-28T15.32.46.047,0.830,0.086,0.162,0.946
1727526766057,2024-09-28T15.32.46.057,0.840,0.198,0.177,1.009
1727526766067,2024-09-28T15.32.46.067,0.850,0.291,0.203,1.062
1727526766077,2024-09-28T15.32.46.077,0.860,0.389,0.201,1.079
1727526766087,2024-09-28T15.32.46.087,0.870,0.443,0.177,1.065
1727526766097,2024-09-28T15.32.46.097,0.880,0.422,0.153,1.033
1727526766107,2024-09-28T15.32.46.107,0.890,0.377,0.133,0.999
1727526766117,2024-09-28T15.32.46.117,0.900,0.339,0.123,0.962
1727526766127,2024-09-28T15.32.46.127,0.910,0.345,0.133,0.953
1727526766137,2024-09-28T15.32.46.137,0.920,0.387,0.146,0.968
1727526766147,2024-09-28T15.32.46.147,0.930,0.410,0.154,0.979
1727526766157,2024-09-28T15.32.46.157,0.940,0.407,0.143,0.969
1727526766167,2024-09-28T15.32.46.167,0.950,0.373,0.124,0.935
1727526766177,2024-09-28T15.32.46.177,0.960,0.326,0.094,0.911
1727526766187,2024-09-28T15.32.46.187,0.970,0.286,0.056,0.883
1727526766197,2024-09-28T15.32.46.197,0.980,0.325,0.024,0.855
1727526766207,2024-09-28T15.32.46.207,0.990,0.407,0.005,0.852
1727526766217,2024-09-28T15.32.46.217,1.000,0.436,-0.011,0.844
1727526766227,2024-09-28T15.32.46.227,1.010,0.453,-0.028,0.825
1727526766237,2024-09-28T15.32.46.237,1.020,0.479,-0.031,0.817
1727526766247,2024-09-28T15.32.46.247,1.030,0.466,-0.031,0.831
1727526766257,2024-09-28T15.32.46.257,1.040,0.429,-0.031,0.871
1727526766267,2024-09-28T15.32.46.267,1.050,0.392,-0.018,0.922
1727526766277,2024-09-28T15.32.46.277,1.060,0.380,-0.012,0.949
1727526766287,2024-09-28T15.32.46.287,1.070,0.384,-0.017,0.952
1727526766297,2024-09-28T15.32.46.297,1.080,0.412,-0.023,0.948
1727526766307,2024-09-28T15.32.46.307,1.090,0.473,-0.024,0.950
1727526766317,2024-09-28T15.32.46.317,1.100,0.515,-0.029,0.965
1727526766327,2024-09-28T15.32.46.327,1.110,0.516,-0.037,0.975
1727526766337,2024-09-28T15.32.46.337,1.120,0.491,-0.043,0.989
1727526766347,2024-09-28T15.32.46.347,1.130,0.466,-0.044,1.000
1727526766357,2024-09-28T15.32.46.357,1.140,0.448,-0.046,1.006
1727526766367,2024-09-28T15.32.46.367,1.150,0.438,-0.042,1.000
1727526766377,2024-09-28T15.32.46.377,1.160,0.430,-0.036,1.003
1727526766387,2024-09-28T15.32.46.387,1.170,0.418,-0.028,1.007
1727526766397,2024-09-28T15.32.46.397,1.180,0.392,-0.022,1.007
1727526766407,2024-09-28T15.32.46.407,1.190,0.357,-0.033,0.989
1727526766417,2024-09-28T15.32.46.417,1.200,0.343,-0.037,0.968
1727526766427,2024-09-28T15.32.46.427,1.210,0.363,-0.037,0.958
1727526766437,2024-09-28T15.32.46.437,1.220,0.384,-0.042,0.965
1727526766447,2024-09-28T15.32.46.447,1.230,0.357,-0.047,0.989
1727526766457,2024-09-28T15.32.46.457,1.240,0.309,-0.058,1.015
1727526766467,2024-09-28T15.32.46.467,1.250,0.289,-0.050,1.026
1727526766477,2024-09-28T15.32.46.477,1.260,0.291,-0.032,1.019
1727526766487,2024-09-28T15.32.46.487,1.270,0.287,-0.030,0.993
1727526766497,2024-09-28T15.32.46.497,1.280,0.294,-0.038,0.977
1727526766507,2024-09-28T15.32.46.507,1.290,0.300,-0.043,0.960
1727526766517,2024-09-28T15.32.46.517,1.300,0.296,-0.050,0.953
1727526766527,2024-09-28T15.32.46.527,1.310,0.304,-0.059,0.963
1727526766537,2024-09-28T15.32.46.537,1.320,0.331,-0.059,0.990
1727526766547,2024-09-28T15.32.46.547,1.330,0.370,-0.046,1.018
1727526766557,2024-09-28T15.32.46.557,1.340,0.397,-0.033,1.038
1727526766567,2024-09-28T15.32.46.567,1.350,0.408,-0.015,1.041
1727526766577,2024-09-28T15.32.46.577,1.360,0.428,-0.001,1.029
1727526766587,2024-09-28T15.32.46.587,1.370,0.447,-0.003,1.013
1727526766597,2024-09-28T15.32.46.597,1.380,0.452,-0.014,0.995
1727526766607,2024-09-28T15.32.46.607,1.390,0.450,-0.019,0.973
1727526766617,2024-09-28T15.32.46.617,1.400,0.477,-0.018,0.963
1727526766627,2024-09-28T15.32.46.627,1.410,0.529,-0.004,0.970
1727526766637,2024-09-28T15.32.46.637,1.420,0.578,0.015,0.996
1727526766647,2024-09-28T15.32.46.647,1.430,0.626,0.032,1.014
1727526766657,2024-09-28T15.32.46.657,1.440,0.644,0.051,1.012
1727526766667,2024-09-28T15.32.46.667,1.450,0.618,0.061,0.995
1727526766677,2024-09-28T15.32.46.677,1.460,0.574,0.063,0.964
1727526766687,2024-09-28T15.32.46.687,1.470,0.524,0.062,0.927
1727526766697,2024-09-28T15.32.46.697,1.480,0.481,0.051,0.903
1727526766707,2024-09-28T15.32.46.707,1.490,0.452,0.036,0.890
1727526766717,2024-09-28T15.32.46.717,1.500,0.440,0.028,0.883
1727526766727,2024-09-28T15.32.46.727,1.510,0.452,0.031,0.889
1727526766737,2024-09-28T15.32.46.737,1.520,0.479,0.044,0.890
1727526766747,2024-09-28T15.32.46.747,1.530,0.532,0.058,0.904
1727526766757,2024-09-28T15.32.46.757,1.540,0.587,0.082,0.920
1727526766767,2024-09-28T15.32.46.767,1.550,0.596,0.104,0.924
1727526766777,2024-09-28T15.32.46.777,1.560,0.579,0.118,0.912
1727526766787,2024-09-28T15.32.46.787,1.570,0.520,0.130,0.883
1727526766797,2024-09-28T15.32.46.797,1.580,0.441,0.130,0.859
1727526766807,2024-09-28T15.32.46.807,1.590,0.380,0.138,0.860
1727526766817,2024-09-28T15.32.46.817,1.600,0.341,0.153,0.877
1727526766827,2024-09-28T15.32.46.827,1.610,0.329,0.171,0.895
1727526766837,2024-09-28T15.32.46.837,1.620,0.324,0.183,0.911
1727526766847,2024-09-28T15.32.46.847,1.630,0.310,0.187,0.932
1727526766857,2024-09-28T15.32.46.857,1.640,0.260,0.184,0.966
1727526766867,2024-09-28T15.32.46.867,1.650,0.175,0.174,0.995
1727526766877,2024-09-28T15.32.46.877,1.660,0.084,0.161,0.997
1727526766887,2024-09-28T15.32.46.887,1.670,-0.030,0.147,0.985
1727526766897,2024-09-28T15.32.46.897,1.680,-0.076,0.128,0.968
1727526766907,2024-09-28T15.32.46.907,1.690,-0.050,0.133,0.968
1727526766917,2024-09-28T15.32.46.917,1.700,-0.076,0.163,0.992
1727526766927,2024-09-28T15.32.46.927,1.710,-0.130,0.162,1.052
1727526766937,2024-09-28T15.32.46.937,1.720,-0.143,0.137,1.125
1727526766947,2024-09-28T15.32.46.947,1.730,-0.109,0.125,1.161
1727526766957,2024-09-28T15.32.46.957,1.740,-0.014,0.115,1.142
1727526766967,2024-09-28T15.32.46.967,1.750,0.181,0.108,1.080
1727526766977,2024-09-28T15.32.46.977,1.760,0.404,0.102,1.008
1727526766987,2024-09-28T15.32.46.987,1.770,0.532,0.114,0.959
1727526766997,2024-09-28T15.32.46.997,1.780,0.501,0.128,0.918
1727526767007,2024-09-28T15.32.47.007,1.790,0.325,0.114,0.887
1727526767017,2024-09-28T15.32.47.017,1.800,0.123,0.085,0.878
1727526767027,2024-09-28T15.32.47.027,1.810,0.004,0.070,0.912
1727526767037,2024-09-28T15.32.47.037,1.820,0.002,0.087,0.955
1727526767047,2024-09-28T15.32.47.047,1.830,0.033,0.099,0.965
1727526767057,2024-09-28T15.32.47.057,1.840,0.048,0.093,0.964
1727526767067,2024-09-28T15.32.47.067,1.850,0.039,0.090,0.944
1727526767077,2024-09-28T15.32.47.077,1.860,0.013,0.083,0.934
