epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525106501,2024-09-28T15.05.06.501,0.000,0.429,0.234,0.958
1727525106511,2024-09-28T15.05.06.511,0.010,0.363,0.157,1.037
1727525106521,2024-09-28T15.05.06.521,0.020,0.361,0.072,1.065
1727525106531,2024-09-28T15.05.06.531,0.030,0.396,0.036,1.072
1727525106541,2024-09-28T15.05.06.541,0.040,0.393,0.016,1.026
1727525106551,2024-09-28T15.05.06.551,0.050,0.352,-0.007,1.000
1727525106561,2024-09-28T15.05.06.561,0.060,0.363,-0.025,0.981
1727525106571,2024-09-28T15.05.06.571,0.070,0.373,-0.035,0.888
1727525106581,2024-09-28T15.05.06.581,0.080,0.353,-0.058,0.797
1727525106591,2024-09-28T15.05.06.591,0.090,0.297,-0.098,0.701
1727525106601,2024-09-28T15.05.06.601,0.100,0.230,-0.128,0.643
1727525106611,2024-09-28T15.05.06.611,0.110,0.198,-0.176,0.632
1727525106621,2024-09-28T15.05.06.621,0.120,0.160,-0.234,0.595
1727525106631,2024-09-28T15.05.06.631,0.130,0.119,-0.266,0.540
1727525106641,2024-09-28T15.05.06.641,0.140,0.091,-0.299,0.518
1727525106651,2024-09-28T15.05.06.651,0.150,0.067,-0.350,0.474
1727525106661,2024-09-28T15.05.06.661,0.160,0.059,-0.372,0.425
1727525106671,2024-09-28T15.05.06.671,0.170,0.086,-0.391,0.402
1727525106681,2024-09-28T15.05.06.681,0.180,0.111,-0.422,0.373
1727525106691,2024-09-28T15.05.06.691,0.190,0.095,-0.444,0.315
1727525106701,2024-09-28T15.05.06.701,0.200,0.078,-0.460,0.296
1727525106711,2024-09-28T15.05.06.711,0.210,0.067,-0.490,0.302
1727525106721,2024-09-28T15.05.06.721,0.220,0.045,-0.531,0.268
1727525106731,2024-09-28T15.05.06.731,0.230,0.003,-0.548,0.217
1727525106741,2024-09-28T15.05.06.741,0.240,-0.031,-0.570,0.213
1727525106751,2024-09-28T15.05.06.751,0.250,-0.037,-0.601,0.193
1727525106761,2024-09-28T15.05.06.761,0.260,-0.031,-0.614,0.154
1727525106771,2024-09-28T15.05.06.771,0.270,-0.017,-0.628,0.128
1727525106781,2024-09-28T15.05.06.781,0.280,0.031,-0.645,0.119
1727525106791,2024-09-28T15.05.06.791,0.290,0.084,-0.659,0.092
1727525106801,2024-09-28T15.05.06.801,0.300,0.099,-0.682,0.050
1727525106811,2024-09-28T15.05.06.811,0.310,0.095,-0.708,0.000
1727525106821,2024-09-28T15.05.06.821,0.320,0.069,-0.738,-0.051
1727525106831,2024-09-28T15.05.06.831,0.330,0.038,-0.763,-0.113
1727525106841,2024-09-28T15.05.06.841,0.340,0.029,-0.797,-0.193
1727525106851,2024-09-28T15.05.06.851,0.350,0.038,-0.829,-0.263
1727525106861,2024-09-28T15.05.06.861,0.360,0.055,-0.874,-0.326
1727525106871,2024-09-28T15.05.06.871,0.370,0.082,-0.915,-0.355
1727525106881,2024-09-28T15.05.06.881,0.380,0.145,-0.921,-0.349
1727525106891,2024-09-28T15.05.06.891,0.390,0.234,-0.905,-0.342
1727525106901,2024-09-28T15.05.06.901,0.400,0.253,-0.865,-0.306
1727525106911,2024-09-28T15.05.06.911,0.410,0.188,-0.812,-0.210
1727525106921,2024-09-28T15.05.06.921,0.420,0.137,-0.737,-0.115
1727525106931,2024-09-28T15.05.06.931,0.430,0.100,-0.632,-0.017
1727525106941,2024-09-28T15.05.06.941,0.440,0.071,-0.529,0.063
1727525106951,2024-09-28T15.05.06.951,0.450,0.092,-0.394,0.117
1727525106961,2024-09-28T15.05.06.961,0.460,0.191,-0.267,0.174
1727525106971,2024-09-28T15.05.06.971,0.470,0.313,-0.179,0.262
1727525106981,2024-09-28T15.05.06.981,0.480,0.309,-0.126,0.433
1727525106991,2024-09-28T15.05.06.991,0.490,0.194,-0.142,0.626
1727525107001,2024-09-28T15.05.07.001,0.500,0.095,-0.157,0.706
1727525107011,2024-09-28T15.05.07.011,0.510,0.094,-0.117,0.706
1727525107021,2024-09-28T15.05.07.021,0.520,0.148,-0.068,0.699
1727525107031,2024-09-28T15.05.07.031,0.530,0.180,-0.018,0.719
1727525107041,2024-09-28T15.05.07.041,0.540,0.204,0.015,0.776
1727525107051,2024-09-28T15.05.07.051,0.550,0.189,0.056,0.833
1727525107061,2024-09-28T15.05.07.061,0.560,0.220,0.131,0.893
1727525107071,2024-09-28T15.05.07.071,0.570,0.405,0.210,0.958
1727525107081,2024-09-28T15.05.07.081,0.580,0.490,0.245,1.028
1727525107091,2024-09-28T15.05.07.091,0.590,0.328,0.209,1.052
1727525107101,2024-09-28T15.05.07.101,0.600,0.093,0.203,1.041
1727525107111,2024-09-28T15.05.07.111,0.610,0.004,0.231,1.089
1727525107121,2024-09-28T15.05.07.121,0.620,0.094,0.236,1.180
1727525107131,2024-09-28T15.05.07.131,0.630,0.219,0.256,1.231
1727525107141,2024-09-28T15.05.07.141,0.640,0.281,0.314,1.234
1727525107151,2024-09-28T15.05.07.151,0.650,0.257,0.388,1.164
1727525107161,2024-09-28T15.05.07.161,0.660,0.218,0.492,1.090
1727525107171,2024-09-28T15.05.07.171,0.670,0.264,0.541,1.092
1727525107181,2024-09-28T15.05.07.181,0.680,0.239,0.560,1.136
1727525107191,2024-09-28T15.05.07.191,0.690,0.117,0.540,1.182
1727525107201,2024-09-28T15.05.07.201,0.700,0.057,0.524,1.215
1727525107211,2024-09-28T15.05.07.211,0.710,0.157,0.521,1.246
1727525107221,2024-09-28T15.05.07.221,0.720,0.346,0.538,1.305
1727525107231,2024-09-28T15.05.07.231,0.730,0.517,0.548,1.412
1727525107241,2024-09-28T15.05.07.241,0.740,0.544,0.562,1.573
1727525107251,2024-09-28T15.05.07.251,0.750,0.396,0.605,1.641
1727525107261,2024-09-28T15.05.07.261,0.760,0.228,0.676,1.650
1727525107271,2024-09-28T15.05.07.271,0.770,0.117,0.737,1.672
1727525107281,2024-09-28T15.05.07.281,0.780,-0.025,0.802,1.686
1727525107291,2024-09-28T15.05.07.291,0.790,-0.128,0.828,1.657
1727525107301,2024-09-28T15.05.07.301,0.800,-0.132,0.805,1.619
1727525107311,2024-09-28T15.05.07.311,0.810,-0.042,0.785,1.608
1727525107321,2024-09-28T15.05.07.321,0.820,0.130,0.753,1.648
1727525107331,2024-09-28T15.05.07.331,0.830,0.303,0.716,1.664
1727525107341,2024-09-28T15.05.07.341,0.840,0.385,0.694,1.619
1727525107351,2024-09-28T15.05.07.351,0.850,0.384,0.671,1.554
1727525107361,2024-09-28T15.05.07.361,0.860,0.364,0.638,1.495
1727525107371,2024-09-28T15.05.07.371,0.870,0.366,0.623,1.441
1727525107381,2024-09-28T15.05.07.381,0.880,0.367,0.615,1.398
1727525107391,2024-09-28T15.05.07.391,0.890,0.374,0.603,1.346
1727525107401,2024-09-28T15.05.07.401,0.900,0.401,0.602,1.294
1727525107411,2024-09-28T15.05.07.411,0.910,0.438,0.604,1.264
1727525107421,2024-09-28T15.05.07.421,0.920,0.461,0.590,1.267
1727525107431,2024-09-28T15.05.07.431,0.930,0.448,0.558,1.294
1727525107441,2024-09-28T15.05.07.441,0.940,0.450,0.534,1.347
1727525107451,2024-09-28T15.05.07.451,0.950,0.482,0.523,1.359
1727525107461,2024-09-28T15.05.07.461,0.960,0.480,0.515,1.330
1727525107471,2024-09-28T15.05.07.471,0.970,0.394,0.482,1.289
1727525107481,2024-09-28T15.05.07.481,0.980,0.273,0.462,1.235
1727525107491,2024-09-28T15.05.07.491,0.990,0.215,0.436,1.175
1727525107501,2024-09-28T15.05.07.501,1.000,0.250,0.397,1.148
1727525107511,2024-09-28T15.05.07.511,1.010,0.355,0.351,1.158
1727525107521,2024-09-28T15.05.07.521,1.020,0.462,0.292,1.151
1727525107531,2024-09-28T15.05.07.531,1.030,0.538,0.248,1.101
1727525107541,2024-09-28T15.05.07.541,1.040,0.549,0.212,1.050
1727525107551,2024-09-28T15.05.07.551,1.050,0.538,0.167,0.995
1727525107561,2024-09-28T15.05.07.561,1.060,0.502,0.135,0.922
1727525107571,2024-09-28T15.05.07.571,1.070,0.438,0.089,0.839
1727525107581,2024-09-28T15.05.07.581,1.080,0.350,0.047,0.742
1727525107591,2024-09-28T15.05.07.591,1.090,0.249,0.015,0.637
1727525107601,2024-09-28T15.05.07.601,1.100,0.236,-0.028,0.585
1727525107611,2024-09-28T15.05.07.611,1.110,0.307,-0.073,0.622
1727525107621,2024-09-28T15.05.07.621,1.120,0.355,-0.120,0.653
1727525107631,2024-09-28T15.05.07.631,1.130,0.386,-0.146,0.667
1727525107641,2024-09-28T15.05.07.641,1.140,0.374,-0.166,0.669
1727525107651,2024-09-28T15.05.07.651,1.150,0.324,-0.197,0.635
1727525107661,2024-09-28T15.05.07.661,1.160,0.228,-0.219,0.554
1727525107671,2024-09-28T15.05.07.671,1.170,0.120,-0.263,0.500
1727525107681,2024-09-28T15.05.07.681,1.180,0.079,-0.316,0.499
1727525107691,2024-09-28T15.05.07.691,1.190,0.134,-0.362,0.514
1727525107701,2024-09-28T15.05.07.701,1.200,0.218,-0.396,0.557
