epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525175832,2024-09-28T15.06.15.832,0.000,0.240,-0.449,0.119
1727525175842,2024-09-28T15.06.15.842,0.010,0.257,-0.489,0.060
1727525175852,2024-09-28T15.06.15.852,0.020,0.227,-0.514,-0.018
1727525175862,2024-09-28T15.06.15.862,0.030,0.189,-0.539,-0.080
1727525175872,2024-09-28T15.06.15.872,0.040,0.149,-0.589,-0.116
1727525175882,2024-09-28T15.06.15.882,0.050,0.129,-0.650,-0.133
1727525175892,2024-09-28T15.06.15.892,0.060,0.115,-0.688,-0.151
1727525175902,2024-09-28T15.06.15.902,0.070,0.093,-0.720,-0.186
1727525175912,2024-09-28T15.06.15.912,0.080,0.040,-0.747,-0.222
1727525175922,2024-09-28T15.06.15.922,0.090,0.017,-0.752,-0.264
1727525175932,2024-09-28T15.06.15.932,0.100,0.077,-0.762,-0.298
1727525175942,2024-09-28T15.06.15.942,0.110,0.131,-0.785,-0.323
1727525175952,2024-09-28T15.06.15.952,0.120,0.148,-0.807,-0.345
1727525175962,2024-09-28T15.06.15.962,0.130,0.149,-0.845,-0.359
1727525175972,2024-09-28T15.06.15.972,0.140,0.125,-0.890,-0.362
1727525175982,2024-09-28T15.06.15.982,0.150,0.085,-0.920,-0.355
1727525175992,2024-09-28T15.06.15.992,0.160,0.044,-0.938,-0.345
1727525176002,2024-09-28T15.06.16.002,0.170,0.023,-0.948,-0.325
1727525176012,2024-09-28T15.06.16.012,0.180,0.005,-0.948,-0.305
1727525176022,2024-09-28T15.06.16.022,0.190,-0.041,-0.937,-0.290
1727525176032,2024-09-28T15.06.16.032,0.200,-0.058,-0.926,-0.264
1727525176042,2024-09-28T15.06.16.042,0.210,-0.059,-0.918,-0.251
1727525176052,2024-09-28T15.06.16.052,0.220,-0.102,-0.912,-0.233
1727525176062,2024-09-28T15.06.16.062,0.230,-0.165,-0.914,-0.218
1727525176072,2024-09-28T15.06.16.072,0.240,-0.228,-0.898,-0.210
1727525176082,2024-09-28T15.06.16.082,0.250,-0.260,-0.874,-0.193
1727525176092,2024-09-28T15.06.16.092,0.260,-0.245,-0.853,-0.172
1727525176102,2024-09-28T15.06.16.102,0.270,-0.223,-0.821,-0.130
1727525176112,2024-09-28T15.06.16.112,0.280,-0.197,-0.791,-0.074
1727525176122,2024-09-28T15.06.16.122,0.290,-0.167,-0.762,-0.029
1727525176132,2024-09-28T15.06.16.132,0.300,-0.116,-0.720,0.002
1727525176142,2024-09-28T15.06.16.142,0.310,-0.054,-0.670,0.007
1727525176152,2024-09-28T15.06.16.152,0.320,-0.034,-0.616,0.011
1727525176162,2024-09-28T15.06.16.162,0.330,-0.054,-0.569,0.023
1727525176172,2024-09-28T15.06.16.172,0.340,-0.072,-0.535,0.056
1727525176182,2024-09-28T15.06.16.182,0.350,-0.026,-0.510,0.134
1727525176192,2024-09-28T15.06.16.192,0.360,0.042,-0.484,0.253
1727525176202,2024-09-28T15.06.16.202,0.370,0.082,-0.470,0.356
1727525176212,2024-09-28T15.06.16.212,0.380,0.129,-0.443,0.440
1727525176222,2024-09-28T15.06.16.222,0.390,0.217,-0.413,0.475
1727525176232,2024-09-28T15.06.16.232,0.400,0.250,-0.360,0.442
1727525176242,2024-09-28T15.06.16.242,0.410,0.213,-0.275,0.382
1727525176252,2024-09-28T15.06.16.252,0.420,0.208,-0.146,0.360
1727525176262,2024-09-28T15.06.16.262,0.430,0.301,-0.098,0.503
1727525176272,2024-09-28T15.06.16.272,0.440,0.425,-0.144,0.718
1727525176282,2024-09-28T15.06.16.282,0.450,0.506,-0.157,0.888
1727525176292,2024-09-28T15.06.16.292,0.460,0.652,-0.176,1.003
1727525176302,2024-09-28T15.06.16.302,0.470,0.704,-0.170,1.019
1727525176312,2024-09-28T15.06.16.312,0.480,0.562,-0.159,0.960
1727525176322,2024-09-28T15.06.16.322,0.490,0.396,-0.134,0.878
1727525176332,2024-09-28T15.06.16.332,0.500,0.345,-0.089,0.815
1727525176342,2024-09-28T15.06.16.342,0.510,0.365,-0.038,0.760
1727525176352,2024-09-28T15.06.16.352,0.520,0.300,0.026,0.701
1727525176362,2024-09-28T15.06.16.362,0.530,0.225,0.094,0.676
1727525176372,2024-09-28T15.06.16.372,0.540,0.279,0.156,0.791
1727525176382,2024-09-28T15.06.16.382,0.550,0.378,0.179,0.954
1727525176392,2024-09-28T15.06.16.392,0.560,0.411,0.201,1.073
1727525176402,2024-09-28T15.06.16.402,0.570,0.344,0.249,1.235
1727525176412,2024-09-28T15.06.16.412,0.580,0.247,0.290,1.326
1727525176422,2024-09-28T15.06.16.422,0.590,0.170,0.373,1.317
1727525176432,2024-09-28T15.06.16.432,0.600,0.106,0.434,1.281
1727525176442,2024-09-28T15.06.16.442,0.610,0.201,0.484,1.271
1727525176452,2024-09-28T15.06.16.452,0.620,0.485,0.487,1.349
1727525176462,2024-09-28T15.06.16.462,0.630,0.781,0.430,1.533
1727525176472,2024-09-28T15.06.16.472,0.640,0.808,0.358,1.649
1727525176482,2024-09-28T15.06.16.482,0.650,0.532,0.304,1.627
1727525176492,2024-09-28T15.06.16.492,0.660,0.214,0.282,1.572
1727525176502,2024-09-28T15.06.16.502,0.670,0.090,0.312,1.540
1727525176512,2024-09-28T15.06.16.512,0.680,0.141,0.381,1.495
1727525176522,2024-09-28T15.06.16.522,0.690,0.226,0.432,1.466
1727525176532,2024-09-28T15.06.16.532,0.700,0.230,0.453,1.443
1727525176542,2024-09-28T15.06.16.542,0.710,0.148,0.472,1.356
1727525176552,2024-09-28T15.06.16.552,0.720,0.050,0.508,1.294
1727525176562,2024-09-28T15.06.16.562,0.730,0.182,0.515,1.347
1727525176572,2024-09-28T15.06.16.572,0.740,0.339,0.497,1.472
1727525176582,2024-09-28T15.06.16.582,0.750,0.292,0.463,1.605
1727525176592,2024-09-28T15.06.16.592,0.760,0.213,0.477,1.658
1727525176602,2024-09-28T15.06.16.602,0.770,0.236,0.533,1.655
1727525176612,2024-09-28T15.06.16.612,0.780,0.246,0.589,1.639
1727525176622,2024-09-28T15.06.16.622,0.790,0.201,0.638,1.579
1727525176632,2024-09-28T15.06.16.632,0.800,0.194,0.673,1.514
1727525176642,2024-09-28T15.06.16.642,0.810,0.262,0.668,1.498
1727525176652,2024-09-28T15.06.16.652,0.820,0.328,0.627,1.518
1727525176662,2024-09-28T15.06.16.662,0.830,0.359,0.569,1.544
1727525176672,2024-09-28T15.06.16.672,0.840,0.426,0.519,1.593
1727525176682,2024-09-28T15.06.16.682,0.850,0.469,0.490,1.648
1727525176692,2024-09-28T15.06.16.692,0.860,0.451,0.485,1.611
1727525176702,2024-09-28T15.06.16.702,0.870,0.428,0.485,1.561
1727525176712,2024-09-28T15.06.16.712,0.880,0.413,0.481,1.507
1727525176722,2024-09-28T15.06.16.722,0.890,0.447,0.476,1.409
1727525176732,2024-09-28T15.06.16.732,0.900,0.518,0.465,1.294
1727525176742,2024-09-28T15.06.16.742,0.910,0.517,0.424,1.210
1727525176752,2024-09-28T15.06.16.752,0.920,0.428,0.337,1.170
1727525176762,2024-09-28T15.06.16.762,0.930,0.369,0.248,1.168
1727525176772,2024-09-28T15.06.16.772,0.940,0.346,0.171,1.203
1727525176782,2024-09-28T15.06.16.782,0.950,0.364,0.135,1.182
1727525176792,2024-09-28T15.06.16.792,0.960,0.439,0.122,1.117
1727525176802,2024-09-28T15.06.16.802,0.970,0.493,0.105,1.071
1727525176812,2024-09-28T15.06.16.812,0.980,0.512,0.071,1.018
1727525176822,2024-09-28T15.06.16.822,0.990,0.505,0.044,0.967
1727525176832,2024-09-28T15.06.16.832,1.000,0.517,0.004,0.900
1727525176842,2024-09-28T15.06.16.842,1.010,0.545,-0.020,0.820
1727525176852,2024-09-28T15.06.16.852,1.020,0.506,-0.072,0.763
1727525176862,2024-09-28T15.06.16.862,1.030,0.406,-0.119,0.713
1727525176872,2024-09-28T15.06.16.872,1.040,0.311,-0.141,0.648
1727525176882,2024-09-28T15.06.16.882,1.050,0.268,-0.173,0.613
1727525176892,2024-09-28T15.06.16.892,1.060,0.274,-0.202,0.646
1727525176902,2024-09-28T15.06.16.902,1.070,0.310,-0.208,0.660
1727525176912,2024-09-28T15.06.16.912,1.080,0.335,-0.189,0.590
1727525176922,2024-09-28T15.06.16.922,1.090,0.344,-0.191,0.509
1727525176932,2024-09-28T15.06.16.932,1.100,0.303,-0.209,0.407
1727525176942,2024-09-28T15.06.16.942,1.110,0.244,-0.238,0.319
1727525176952,2024-09-28T15.06.16.952,1.120,0.111,-0.318,0.260
1727525176962,2024-09-28T15.06.16.962,1.130,-0.074,-0.398,0.194
1727525176972,2024-09-28T15.06.16.972,1.140,-0.170,-0.443,0.096
1727525176982,2024-09-28T15.06.16.982,1.150,-0.079,-0.491,0.005
1727525176992,2024-09-28T15.06.16.992,1.160,0.103,-0.559,-0.020
1727525177002,2024-09-28T15.06.17.002,1.170,0.212,-0.627,-0.007
1727525177012,2024-09-28T15.06.17.012,1.180,0.229,-0.689,0.035
1727525177022,2024-09-28T15.06.17.022,1.190,0.180,-0.734,0.066
1727525177032,2024-09-28T15.06.17.032,1.200,0.100,-0.750,0.025
1727525177042,2024-09-28T15.06.17.042,1.210,0.047,-0.753,-0.074
1727525177052,2024-09-28T15.06.17.052,1.220,-0.017,-0.765,-0.159
1727525177062,2024-09-28T15.06.17.062,1.230,-0.103,-0.787,-0.225
1727525177072,2024-09-28T15.06.17.072,1.240,-0.156,-0.826,-0.255
1727525177082,2024-09-28T15.06.17.082,1.250,-0.184,-0.864,-0.277
1727525177092,2024-09-28T15.06.17.092,1.260,-0.199,-0.900,-0.293
1727525177102,2024-09-28T15.06.17.102,1.270,-0.200,-0.925,-0.316
1727525177112,2024-09-28T15.06.17.112,1.280,-0.196,-0.944,-0.330
1727525177122,2024-09-28T15.06.17.122,1.290,-0.180,-0.960,-0.345
1727525177132,2024-09-28T15.06.17.132,1.300,-0.171,-0.978,-0.348
1727525177142,2024-09-28T15.06.17.142,1.310,-0.187,-0.987,-0.340
1727525177152,2024-09-28T15.06.17.152,1.320,-0.198,-0.996,-0.329
1727525177162,2024-09-28T15.06.17.162,1.330,-0.181,-0.993,-0.321
1727525177172,2024-09-28T15.06.17.172,1.340,-0.166,-0.990,-0.305
1727525177182,2024-09-28T15.06.17.182,1.350,-0.158,-0.984,-0.279
1727525177192,2024-09-28T15.06.17.192,1.360,-0.151,-0.969,-0.256
1727525177202,2024-09-28T15.06.17.202,1.370,-0.146,-0.953,-0.241
1727525177212,2024-09-28T15.06.17.212,1.380,-0.141,-0.937,-0.223
1727525177222,2024-09-28T15.06.17.222,1.390,-0.149,-0.920,-0.207
1727525177232,2024-09-28T15.06.17.232,1.400,-0.151,-0.888,-0.195
1727525177242,2024-09-28T15.06.17.242,1.410,-0.139,-0.859,-0.181
1727525177252,2024-09-28T15.06.17.252,1.420,-0.118,-0.834,-0.150
1727525177262,2024-09-28T15.06.17.262,1.430,-0.110,-0.813,-0.102
1727525177272,2024-09-28T15.06.17.272,1.440,-0.136,-0.781,-0.048
1727525177282,2024-09-28T15.06.17.282,1.450,-0.139,-0.745,-0.014
1727525177292,2024-09-28T15.06.17.292,1.460,-0.105,-0.711,-0.002
1727525177302,2024-09-28T15.06.17.302,1.470,-0.082,-0.659,-0.009
1727525177312,2024-09-28T15.06.17.312,1.480,-0.055,-0.599,0.005
1727525177322,2024-09-28T15.06.17.322,1.490,-0.023,-0.545,0.079
1727525177332,2024-09-28T15.06.17.332,1.500,0.042,-0.502,0.245
1727525177342,2024-09-28T15.06.17.342,1.510,0.177,-0.488,0.418
1727525177352,2024-09-28T15.06.17.352,1.520,0.303,-0.475,0.506
1727525177362,2024-09-28T15.06.17.362,1.530,0.349,-0.446,0.515
1727525177372,2024-09-28T15.06.17.372,1.540,0.316,-0.429,0.477
1727525177382,2024-09-28T15.06.17.382,1.550,0.213,-0.405,0.430
1727525177392,2024-09-28T15.06.17.392,1.560,0.073,-0.374,0.385
1727525177402,2024-09-28T15.06.17.402,1.570,-0.011,-0.336,0.405
1727525177412,2024-09-28T15.06.17.412,1.580,0.061,-0.319,0.515
1727525177422,2024-09-28T15.06.17.422,1.590,0.180,-0.312,0.657
1727525177432,2024-09-28T15.06.17.432,1.600,0.264,-0.307,0.820
1727525177442,2024-09-28T15.06.17.442,1.610,0.296,-0.308,0.938
1727525177452,2024-09-28T15.06.17.452,1.620,0.266,-0.283,0.982
1727525177462,2024-09-28T15.06.17.462,1.630,0.248,-0.214,0.974
1727525177472,2024-09-28T15.06.17.472,1.640,0.155,-0.110,0.856
1727525177482,2024-09-28T15.06.17.482,1.650,-0.111,0.008,0.688
1727525177492,2024-09-28T15.06.17.492,1.660,-0.154,0.132,0.658
1727525177502,2024-09-28T15.06.17.502,1.670,0.219,0.203,0.853
1727525177512,2024-09-28T15.06.17.512,1.680,0.641,0.140,1.120
1727525177522,2024-09-28T15.06.17.522,1.690,0.772,0.085,1.284
1727525177532,2024-09-28T15.06.17.532,1.700,0.616,0.063,1.325
1727525177542,2024-09-28T15.06.17.542,1.710,0.361,0.046,1.269
1727525177552,2024-09-28T15.06.17.552,1.720,0.170,0.056,1.185
1727525177562,2024-09-28T15.06.17.562,1.730,0.065,0.092,1.117
1727525177572,2024-09-28T15.06.17.572,1.740,0.021,0.169,1.064
1727525177582,2024-09-28T15.06.17.582,1.750,0.023,0.277,0.981
1727525177592,2024-09-28T15.06.17.592,1.760,0.078,0.410,0.891
1727525177602,2024-09-28T15.06.17.602,1.770,0.292,0.517,0.909
1727525177612,2024-09-28T15.06.17.612,1.780,0.570,0.582,1.021
1727525177622,2024-09-28T15.06.17.622,1.790,0.698,0.576,1.177
1727525177632,2024-09-28T15.06.17.632,1.800,0.598,0.531,1.311
1727525177642,2024-09-28T15.06.17.642,1.810,0.304,0.496,1.387
1727525177652,2024-09-28T15.06.17.652,1.820,0.003,0.506,1.410
1727525177662,2024-09-28T15.06.17.662,1.830,-0.120,0.538,1.419
1727525177672,2024-09-28T15.06.17.672,1.840,-0.098,0.612,1.419
1727525177682,2024-09-28T15.06.17.682,1.850,-0.087,0.706,1.395
1727525177692,2024-09-28T15.06.17.692,1.860,-0.125,0.789,1.397
1727525177702,2024-09-28T15.06.17.702,1.870,-0.061,0.828,1.508
1727525177712,2024-09-28T15.06.17.712,1.880,0.047,0.822,1.661
1727525177722,2024-09-28T15.06.17.722,1.890,0.065,0.769,1.777
1727525177732,2024-09-28T15.06.17.732,1.900,0.005,0.732,1.830
1727525177742,2024-09-28T15.06.17.742,1.910,-0.059,0.709,1.816
