epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727524878830,2024-09-28T15.01.18.830,0.000,0.304,0.277,1.294
1727524878840,2024-09-28T15.01.18.840,0.010,0.144,0.340,1.117
1727524878850,2024-09-28T15.01.18.850,0.020,0.046,0.397,0.941
1727524878860,2024-09-28T15.01.18.860,0.030,0.122,0.460,0.865
1727524878870,2024-09-28T15.01.18.870,0.040,0.215,0.462,0.943
1727524878880,2024-09-28T15.01.18.880,0.050,0.302,0.389,1.242
1727524878890,2024-09-28T15.01.18.890,0.060,0.413,0.343,1.608
1727524878900,2024-09-28T15.01.18.900,0.070,0.665,0.409,1.824
1727524878910,2024-09-28T15.01.18.910,0.080,0.907,0.561,1.848
1727524878920,2024-09-28T15.01.18.920,0.090,0.851,0.591,1.764
1727524878930,2024-09-28T15.01.18.930,0.100,0.541,0.580,1.568
1727524878940,2024-09-28T15.01.18.940,0.110,0.167,0.602,1.406
1727524878950,2024-09-28T15.01.18.950,0.120,-0.011,0.570,1.369
1727524878960,2024-09-28T15.01.18.960,0.130,-0.038,0.528,1.426
1727524878970,2024-09-28T15.01.18.970,0.140,0.016,0.457,1.497
1727524878980,2024-09-28T15.01.18.980,0.150,0.168,0.406,1.532
1727524878990,2024-09-28T15.01.18.990,0.160,0.355,0.421,1.555
1727524879000,2024-09-28T15.01.19.000,0.170,0.486,0.433,1.562
1727524879010,2024-09-28T15.01.19.010,0.180,0.515,0.441,1.539
1727524879020,2024-09-28T15.01.19.020,0.190,0.445,0.441,1.480
1727524879030,2024-09-28T15.01.19.030,0.200,0.296,0.419,1.397
1727524879040,2024-09-28T15.01.19.040,0.210,0.174,0.397,1.321
1727524879050,2024-09-28T15.01.19.050,0.220,0.139,0.391,1.278
1727524879060,2024-09-28T15.01.19.060,0.230,0.167,0.383,1.282
1727524879070,2024-09-28T15.01.19.070,0.240,0.211,0.379,1.302
