epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525333842,2024-09-28T15.08.53.842,0.000,-0.111,-0.822,-0.278
1727525333852,2024-09-28T15.08.53.852,0.010,-0.065,-0.833,-0.223
1727525333862,2024-09-28T15.08.53.862,0.020,0.041,-0.880,-0.158
1727525333872,2024-09-28T15.08.53.872,0.030,0.119,-0.909,-0.146
1727525333882,2024-09-28T15.08.53.882,0.040,0.031,-0.937,-0.186
1727525333892,2024-09-28T15.08.53.892,0.050,-0.140,-0.935,-0.232
1727525333902,2024-09-28T15.08.53.902,0.060,-0.234,-0.892,-0.288
1727525333912,2024-09-28T15.08.53.912,0.070,-0.253,-0.851,-0.339
1727525333922,2024-09-28T15.08.53.922,0.080,-0.226,-0.797,-0.336
1727525333932,2024-09-28T15.08.53.932,0.090,-0.129,-0.747,-0.263
1727525333942,2024-09-28T15.08.53.942,0.100,-0.021,-0.699,-0.137
1727525333952,2024-09-28T15.08.53.952,0.110,0.058,-0.660,0.040
1727525333962,2024-09-28T15.08.53.962,0.120,0.112,-0.615,0.214
1727525333972,2024-09-28T15.08.53.972,0.130,0.105,-0.592,0.332
1727525333982,2024-09-28T15.08.53.982,0.140,0.040,-0.589,0.392
1727525333992,2024-09-28T15.08.53.992,0.150,-0.092,-0.573,0.354
1727525334002,2024-09-28T15.08.54.002,0.160,-0.295,-0.533,0.229
1727525334012,2024-09-28T15.08.54.012,0.170,-0.463,-0.435,0.112
1727525334022,2024-09-28T15.08.54.022,0.180,-0.407,-0.320,0.048
1727525334032,2024-09-28T15.08.54.032,0.190,-0.153,-0.235,0.073
1727525334042,2024-09-28T15.08.54.042,0.200,0.180,-0.190,0.259
1727525334052,2024-09-28T15.08.54.052,0.210,0.539,-0.213,0.565
1727525334062,2024-09-28T15.08.54.062,0.220,0.826,-0.231,0.861
1727525334072,2024-09-28T15.08.54.072,0.230,0.886,-0.204,1.030
1727525334082,2024-09-28T15.08.54.082,0.240,0.681,-0.210,1.027
1727525334092,2024-09-28T15.08.54.092,0.250,0.352,-0.203,0.919
1727525334102,2024-09-28T15.08.54.102,0.260,0.053,-0.101,0.738
1727525334112,2024-09-28T15.08.54.112,0.270,-0.187,0.033,0.577
1727525334122,2024-09-28T15.08.54.122,0.280,-0.154,0.170,0.601
1727525334132,2024-09-28T15.08.54.132,0.290,0.228,0.240,0.832
1727525334142,2024-09-28T15.08.54.142,0.300,0.720,0.207,1.101
1727525334152,2024-09-28T15.08.54.152,0.310,1.100,0.177,1.290
1727525334162,2024-09-28T15.08.54.162,0.320,1.183,0.198,1.361
1727525334172,2024-09-28T15.08.54.172,0.330,0.973,0.181,1.323
1727525334182,2024-09-28T15.08.54.182,0.340,0.649,0.145,1.216
1727525334192,2024-09-28T15.08.54.192,0.350,0.296,0.170,1.045
