epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727524915251,2024-09-28T15.01.55.251,0.000,121.890,-3.232,-5.305
1727524915261,2024-09-28T15.01.55.261,0.010,124.817,-3.415,-5.366
1727524915271,2024-09-28T15.01.55.271,0.020,138.354,-3.232,-8.049
1727524915281,2024-09-28T15.01.55.281,0.030,153.841,-5.549,-11.220
1727524915291,2024-09-28T15.01.55.291,0.040,166.037,-7.927,-13.354
1727524915301,2024-09-28T15.01.55.301,0.050,177.744,-8.232,-16.037
1727524915311,2024-09-28T15.01.55.311,0.060,189.451,-7.866,-18.415
1727524915321,2024-09-28T15.01.55.321,0.070,200.366,-10.549,-19.878
1727524915331,2024-09-28T15.01.55.331,0.080,210.427,-15.976,-20.976
1727524915341,2024-09-28T15.01.55.341,0.090,219.695,-17.073,-19.451
1727524915351,2024-09-28T15.01.55.351,0.100,227.988,-11.768,-17.317
1727524915361,2024-09-28T15.01.55.361,0.110,234.268,-0.915,-18.902
1727524915371,2024-09-28T15.01.55.371,0.120,237.012,8.659,-21.341
1727524915381,2024-09-28T15.01.55.381,0.130,236.890,5.671,-20.244
1727524915391,2024-09-28T15.01.55.391,0.140,234.451,-11.646,-19.634
1727524915401,2024-09-28T15.01.55.401,0.150,231.341,-35.488,-20.610
1727524915411,2024-09-28T15.01.55.411,0.160,231.159,-59.329,-20.549
1727524915421,2024-09-28T15.01.55.421,0.170,233.171,-71.402,-22.683
1727524915431,2024-09-28T15.01.55.431,0.180,233.537,-67.439,-25.000
1727524915441,2024-09-28T15.01.55.441,0.190,230.793,-48.537,-26.524
1727524915451,2024-09-28T15.01.55.451,0.200,223.537,-16.707,-26.951
1727524915461,2024-09-28T15.01.55.461,0.210,215.549,17.866,-26.402
1727524915471,2024-09-28T15.01.55.471,0.220,210.183,45.366,-29.451
1727524915481,2024-09-28T15.01.55.481,0.230,207.988,59.268,-33.110
1727524915491,2024-09-28T15.01.55.491,0.240,210.122,51.341,-30.122
1727524915501,2024-09-28T15.01.55.501,0.250,212.683,25.732,-25.061
1727524915511,2024-09-28T15.01.55.511,0.260,208.780,3.720,-25.122
1727524915521,2024-09-28T15.01.55.521,0.270,198.537,-2.378,-23.902
1727524915531,2024-09-28T15.01.55.531,0.280,186.890,4.451,-20.854
1727524915541,2024-09-28T15.01.55.541,0.290,175.427,20.915,-21.159
1727524915551,2024-09-28T15.01.55.551,0.300,166.768,35.610,-21.220
1727524915561,2024-09-28T15.01.55.561,0.310,161.220,37.683,-23.415
1727524915571,2024-09-28T15.01.55.571,0.320,156.280,26.098,-25.671
1727524915581,2024-09-28T15.01.55.581,0.330,153.720,1.707,-23.841
1727524915591,2024-09-28T15.01.55.591,0.340,152.134,-22.256,-19.817
1727524915601,2024-09-28T15.01.55.601,0.350,149.024,-26.098,-14.207
1727524915611,2024-09-28T15.01.55.611,0.360,141.829,-8.171,-6.890
1727524915621,2024-09-28T15.01.55.621,0.370,131.402,16.402,-1.768
1727524915631,2024-09-28T15.01.55.631,0.380,118.293,34.817,-0.854
1727524915641,2024-09-28T15.01.55.641,0.390,102.927,40.183,1.159
1727524915651,2024-09-28T15.01.55.651,0.400,88.659,31.768,5.549
1727524915661,2024-09-28T15.01.55.661,0.410,75.915,17.866,7.134
1727524915671,2024-09-28T15.01.55.671,0.420,65.183,4.878,6.524
1727524915681,2024-09-28T15.01.55.681,0.430,57.561,-3.720,7.195
1727524915691,2024-09-28T15.01.55.691,0.440,52.500,-5.732,8.720
1727524915701,2024-09-28T15.01.55.701,0.450,49.024,0.610,9.390
1727524915711,2024-09-28T15.01.55.711,0.460,44.512,13.415,8.720
1727524915721,2024-09-28T15.01.55.721,0.470,36.159,25.305,8.293
1727524915731,2024-09-28T15.01.55.731,0.480,24.146,29.451,6.280
1727524915741,2024-09-28T15.01.55.741,0.490,7.073,23.110,3.537
1727524915751,2024-09-28T15.01.55.751,0.500,-11.890,6.098,1.890
1727524915761,2024-09-28T15.01.55.761,0.510,-29.939,-19.085,1.402
1727524915771,2024-09-28T15.01.55.771,0.520,-47.683,-43.841,4.878
1727524915781,2024-09-28T15.01.55.781,0.530,-63.354,-58.902,10.061
1727524915791,2024-09-28T15.01.55.791,0.540,-76.280,-61.890,12.683
