epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727524878830,2024-09-28T15.01.18.830,0.000,246.524,-23.049,-37.683
1727524878840,2024-09-28T15.01.18.840,0.010,241.402,-25.549,-33.293
1727524878850,2024-09-28T15.01.18.850,0.020,212.988,-44.390,-13.780
1727524878860,2024-09-28T15.01.18.860,0.030,172.988,-77.195,0.183
1727524878870,2024-09-28T15.01.18.870,0.040,140.244,-99.329,-4.756
1727524878880,2024-09-28T15.01.18.880,0.050,129.329,-94.146,-13.232
1727524878890,2024-09-28T15.01.18.890,0.060,140.122,-61.585,-17.317
1727524878900,2024-09-28T15.01.18.900,0.070,159.451,-18.841,-26.890
1727524878910,2024-09-28T15.01.18.910,0.080,169.573,37.866,-46.829
1727524878920,2024-09-28T15.01.18.920,0.090,163.902,92.744,-50.915
1727524878930,2024-09-28T15.01.18.930,0.100,144.024,104.268,-37.439
1727524878940,2024-09-28T15.01.18.940,0.110,109.512,74.329,-18.476
1727524878950,2024-09-28T15.01.18.950,0.120,77.134,15.305,-0.793
1727524878960,2024-09-28T15.01.18.960,0.130,54.390,-46.707,4.817
1727524878970,2024-09-28T15.01.18.970,0.140,40.732,-86.524,4.817
1727524878980,2024-09-28T15.01.18.980,0.150,33.171,-96.341,5.122
1727524878990,2024-09-28T15.01.18.990,0.160,27.988,-76.951,0.488
1727524879000,2024-09-28T15.01.19.000,0.170,23.232,-39.024,-6.524
1727524879010,2024-09-28T15.01.19.010,0.180,17.500,0.427,-11.890
1727524879020,2024-09-28T15.01.19.020,0.190,10.854,24.451,-13.293
1727524879030,2024-09-28T15.01.19.030,0.200,2.378,26.768,-10.671
1727524879040,2024-09-28T15.01.19.040,0.210,-8.902,11.768,-6.341
1727524879050,2024-09-28T15.01.19.050,0.220,-21.341,-7.866,-1.524
1727524879060,2024-09-28T15.01.19.060,0.230,-31.159,-24.451,4.390
1727524879070,2024-09-28T15.01.19.070,0.240,-37.744,-34.329,8.293
1727524879080,2024-09-28T15.01.19.080,0.250,-43.780,-33.841,9.939
1727524879090,2024-09-28T15.01.19.090,0.260,-49.085,-21.524,10.488
1727524879100,2024-09-28T15.01.19.100,0.270,-53.110,-3.537,10.427
1727524879110,2024-09-28T15.01.19.110,0.280,-58.171,12.012,10.244
