epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525207451,2024-09-28T15.06.47.451,0.000,0.278,0.519,1.620
1727525207461,2024-09-28T15.06.47.461,0.010,0.282,0.510,1.557
1727525207471,2024-09-28T15.06.47.471,0.020,0.333,0.485,1.510
1727525207481,2024-09-28T15.06.47.481,0.030,0.396,0.455,1.484
1727525207491,2024-09-28T15.06.47.491,0.040,0.427,0.432,1.452
1727525207501,2024-09-28T15.06.47.501,0.050,0.441,0.416,1.399
1727525207511,2024-09-28T15.06.47.511,0.060,0.494,0.389,1.328
1727525207521,2024-09-28T15.06.47.521,0.070,0.553,0.358,1.256
1727525207531,2024-09-28T15.06.47.531,0.080,0.547,0.310,1.177
1727525207541,2024-09-28T15.06.47.541,0.090,0.502,0.249,1.108
1727525207551,2024-09-28T15.06.47.551,0.100,0.445,0.200,1.043
1727525207561,2024-09-28T15.06.47.561,0.110,0.352,0.148,0.960
1727525207571,2024-09-28T15.06.47.571,0.120,0.244,0.102,0.889
1727525207581,2024-09-28T15.06.47.581,0.130,0.219,0.065,0.838
1727525207591,2024-09-28T15.06.47.591,0.140,0.278,0.043,0.782
1727525207601,2024-09-28T15.06.47.601,0.150,0.406,0.033,0.756
1727525207611,2024-09-28T15.06.47.611,0.160,0.546,0.031,0.742
1727525207621,2024-09-28T15.06.47.621,0.170,0.622,0.026,0.695
1727525207631,2024-09-28T15.06.47.631,0.180,0.547,-0.022,0.652
1727525207641,2024-09-28T15.06.47.641,0.190,0.404,-0.099,0.570
1727525207651,2024-09-28T15.06.47.651,0.200,0.277,-0.152,0.514
1727525207661,2024-09-28T15.06.47.661,0.210,0.184,-0.219,0.516
1727525207671,2024-09-28T15.06.47.671,0.220,0.137,-0.292,0.495
1727525207681,2024-09-28T15.06.47.681,0.230,0.125,-0.330,0.468
1727525207691,2024-09-28T15.06.47.691,0.240,0.156,-0.347,0.416
1727525207701,2024-09-28T15.06.47.701,0.250,0.213,-0.358,0.340
1727525207711,2024-09-28T15.06.47.711,0.260,0.293,-0.366,0.276
1727525207721,2024-09-28T15.06.47.721,0.270,0.329,-0.385,0.214
1727525207731,2024-09-28T15.06.47.731,0.280,0.254,-0.435,0.171
1727525207741,2024-09-28T15.06.47.741,0.290,0.131,-0.499,0.147
1727525207751,2024-09-28T15.06.47.751,0.300,0.035,-0.554,0.151
1727525207761,2024-09-28T15.06.47.761,0.310,-0.027,-0.606,0.169
1727525207771,2024-09-28T15.06.47.771,0.320,-0.113,-0.651,0.201
1727525207781,2024-09-28T15.06.47.781,0.330,-0.174,-0.683,0.208
1727525207791,2024-09-28T15.06.47.791,0.340,-0.170,-0.692,0.193
1727525207801,2024-09-28T15.06.47.801,0.350,-0.124,-0.696,0.129
1727525207811,2024-09-28T15.06.47.811,0.360,-0.086,-0.695,0.059
1727525207821,2024-09-28T15.06.47.821,0.370,-0.114,-0.706,0.002
1727525207831,2024-09-28T15.06.47.831,0.380,-0.201,-0.725,-0.042
1727525207841,2024-09-28T15.06.47.841,0.390,-0.262,-0.740,-0.067
1727525207851,2024-09-28T15.06.47.851,0.400,-0.274,-0.758,-0.043
1727525207861,2024-09-28T15.06.47.861,0.410,-0.255,-0.779,0.029
1727525207871,2024-09-28T15.06.47.871,0.420,-0.224,-0.786,0.132
1727525207881,2024-09-28T15.06.47.881,0.430,-0.183,-0.781,0.241
1727525207891,2024-09-28T15.06.47.891,0.440,-0.154,-0.774,0.294
1727525207901,2024-09-28T15.06.47.901,0.450,-0.133,-0.778,0.308
1727525207911,2024-09-28T15.06.47.911,0.460,-0.109,-0.773,0.330
1727525207921,2024-09-28T15.06.47.921,0.470,-0.098,-0.762,0.346
1727525207931,2024-09-28T15.06.47.931,0.480,-0.123,-0.748,0.320
1727525207941,2024-09-28T15.06.47.941,0.490,-0.175,-0.724,0.260
1727525207951,2024-09-28T15.06.47.951,0.500,-0.234,-0.699,0.186
1727525207961,2024-09-28T15.06.47.961,0.510,-0.260,-0.671,0.134
1727525207971,2024-09-28T15.06.47.971,0.520,-0.250,-0.646,0.122
1727525207981,2024-09-28T15.06.47.981,0.530,-0.215,-0.619,0.147
1727525207991,2024-09-28T15.06.47.991,0.540,-0.150,-0.592,0.195
1727525208001,2024-09-28T15.06.48.001,0.550,-0.086,-0.575,0.259
1727525208011,2024-09-28T15.06.48.011,0.560,-0.038,-0.545,0.405
1727525208021,2024-09-28T15.06.48.021,0.570,-0.004,-0.510,0.592
1727525208031,2024-09-28T15.06.48.031,0.580,0.014,-0.486,0.698
1727525208041,2024-09-28T15.06.48.041,0.590,-0.009,-0.442,0.660
1727525208051,2024-09-28T15.06.48.051,0.600,-0.089,-0.349,0.536
1727525208061,2024-09-28T15.06.48.061,0.610,-0.102,-0.209,0.419
1727525208071,2024-09-28T15.06.48.071,0.620,0.027,-0.044,0.397
1727525208081,2024-09-28T15.06.48.081,0.630,0.229,0.017,0.501
1727525208091,2024-09-28T15.06.48.091,0.640,0.376,-0.077,0.707
1727525208101,2024-09-28T15.06.48.101,0.650,0.466,-0.224,0.920
1727525208111,2024-09-28T15.06.48.111,0.660,0.562,-0.267,1.099
1727525208121,2024-09-28T15.06.48.121,0.670,0.680,-0.249,1.202
1727525208131,2024-09-28T15.06.48.131,0.680,0.795,-0.194,1.188
1727525208141,2024-09-28T15.06.48.141,0.690,0.676,-0.099,1.054
1727525208151,2024-09-28T15.06.48.151,0.700,0.308,0.019,0.832
1727525208161,2024-09-28T15.06.48.161,0.710,0.024,0.149,0.710
1727525208171,2024-09-28T15.06.48.171,0.720,0.115,0.203,0.780
1727525208181,2024-09-28T15.06.48.181,0.730,0.311,0.143,0.906
1727525208191,2024-09-28T15.06.48.191,0.740,0.335,0.066,0.980
1727525208201,2024-09-28T15.06.48.201,0.750,0.252,0.027,1.064
1727525208211,2024-09-28T15.06.48.211,0.760,0.262,-0.013,1.213
1727525208221,2024-09-28T15.06.48.221,0.770,0.513,0.020,1.376
1727525208231,2024-09-28T15.06.48.231,0.780,0.845,0.143,1.426
1727525208241,2024-09-28T15.06.48.241,0.790,0.799,0.259,1.339
1727525208251,2024-09-28T15.06.48.251,0.800,0.541,0.366,1.209
1727525208261,2024-09-28T15.06.48.261,0.810,0.311,0.445,1.114
1727525208271,2024-09-28T15.06.48.271,0.820,0.327,0.479,1.183
1727525208281,2024-09-28T15.06.48.281,0.830,0.490,0.429,1.342
1727525208291,2024-09-28T15.06.48.291,0.840,0.559,0.361,1.453
1727525208301,2024-09-28T15.06.48.301,0.850,0.507,0.323,1.488
1727525208311,2024-09-28T15.06.48.311,0.860,0.431,0.301,1.478
1727525208321,2024-09-28T15.06.48.321,0.870,0.376,0.291,1.458
1727525208331,2024-09-28T15.06.48.331,0.880,0.312,0.281,1.435
1727525208341,2024-09-28T15.06.48.341,0.890,0.215,0.269,1.385
1727525208351,2024-09-28T15.06.48.351,0.900,0.068,0.271,1.306
1727525208361,2024-09-28T15.06.48.361,0.910,-0.037,0.297,1.208
1727525208371,2024-09-28T15.06.48.371,0.920,-0.050,0.345,1.142
1727525208381,2024-09-28T15.06.48.381,0.930,0.007,0.399,1.152
1727525208391,2024-09-28T15.06.48.391,0.940,0.120,0.408,1.268
1727525208401,2024-09-28T15.06.48.401,0.950,0.267,0.397,1.392
1727525208411,2024-09-28T15.06.48.411,0.960,0.315,0.385,1.482
1727525208421,2024-09-28T15.06.48.421,0.970,0.246,0.372,1.525
1727525208431,2024-09-28T15.06.48.431,0.980,0.178,0.349,1.529
1727525208441,2024-09-28T15.06.48.441,0.990,0.180,0.341,1.526
1727525208451,2024-09-28T15.06.48.451,1.000,0.242,0.347,1.519
1727525208461,2024-09-28T15.06.48.461,1.010,0.368,0.358,1.513
1727525208471,2024-09-28T15.06.48.471,1.020,0.535,0.376,1.530
1727525208481,2024-09-28T15.06.48.481,1.030,0.721,0.371,1.592
1727525208491,2024-09-28T15.06.48.491,1.040,0.843,0.344,1.641
1727525208501,2024-09-28T15.06.48.501,1.050,0.872,0.346,1.636
1727525208511,2024-09-28T15.06.48.511,1.060,0.847,0.350,1.574
1727525208521,2024-09-28T15.06.48.521,1.070,0.779,0.354,1.476
1727525208531,2024-09-28T15.06.48.531,1.080,0.659,0.344,1.361
1727525208541,2024-09-28T15.06.48.541,1.090,0.507,0.320,1.292
1727525208551,2024-09-28T15.06.48.551,1.100,0.415,0.272,1.278
1727525208561,2024-09-28T15.06.48.561,1.110,0.376,0.252,1.285
1727525208571,2024-09-28T15.06.48.571,1.120,0.361,0.257,1.293
1727525208581,2024-09-28T15.06.48.581,1.130,0.402,0.262,1.284
1727525208591,2024-09-28T15.06.48.591,1.140,0.483,0.263,1.299
1727525208601,2024-09-28T15.06.48.601,1.150,0.551,0.239,1.284
1727525208611,2024-09-28T15.06.48.611,1.160,0.553,0.204,1.192
1727525208621,2024-09-28T15.06.48.621,1.170,0.507,0.159,1.097
1727525208631,2024-09-28T15.06.48.631,1.180,0.507,0.100,1.054
1727525208641,2024-09-28T15.06.48.641,1.190,0.525,0.060,1.037
1727525208651,2024-09-28T15.06.48.651,1.200,0.494,0.035,1.002
1727525208661,2024-09-28T15.06.48.661,1.210,0.450,0.033,0.935
1727525208671,2024-09-28T15.06.48.671,1.220,0.450,0.024,0.857
1727525208681,2024-09-28T15.06.48.681,1.230,0.459,-0.001,0.798
1727525208691,2024-09-28T15.06.48.691,1.240,0.470,-0.044,0.743
1727525208701,2024-09-28T15.06.48.701,1.250,0.476,-0.099,0.677
1727525208711,2024-09-28T15.06.48.711,1.260,0.452,-0.144,0.653
1727525208721,2024-09-28T15.06.48.721,1.270,0.434,-0.175,0.641
1727525208731,2024-09-28T15.06.48.731,1.280,0.452,-0.193,0.609
1727525208741,2024-09-28T15.06.48.741,1.290,0.485,-0.216,0.614
1727525208751,2024-09-28T15.06.48.751,1.300,0.483,-0.240,0.611
1727525208761,2024-09-28T15.06.48.761,1.310,0.433,-0.263,0.558
1727525208771,2024-09-28T15.06.48.771,1.320,0.341,-0.293,0.479
1727525208781,2024-09-28T15.06.48.781,1.330,0.246,-0.330,0.401
1727525208791,2024-09-28T15.06.48.791,1.340,0.221,-0.354,0.314
1727525208801,2024-09-28T15.06.48.801,1.350,0.193,-0.387,0.253
1727525208811,2024-09-28T15.06.48.811,1.360,0.144,-0.438,0.237
1727525208821,2024-09-28T15.06.48.821,1.370,0.155,-0.468,0.222
1727525208831,2024-09-28T15.06.48.831,1.380,0.210,-0.501,0.250
1727525208841,2024-09-28T15.06.48.841,1.390,0.285,-0.543,0.268
1727525208851,2024-09-28T15.06.48.851,1.400,0.296,-0.574,0.227
1727525208861,2024-09-28T15.06.48.861,1.410,0.209,-0.618,0.159
1727525208871,2024-09-28T15.06.48.871,1.420,0.111,-0.647,0.088
1727525208881,2024-09-28T15.06.48.881,1.430,0.039,-0.668,0.021
1727525208891,2024-09-28T15.06.48.891,1.440,-0.023,-0.695,-0.023
1727525208901,2024-09-28T15.06.48.901,1.450,-0.115,-0.707,-0.073
1727525208911,2024-09-28T15.06.48.911,1.460,-0.221,-0.709,-0.126
1727525208921,2024-09-28T15.06.48.921,1.470,-0.300,-0.708,-0.158
1727525208931,2024-09-28T15.06.48.931,1.480,-0.352,-0.744,-0.152
1727525208941,2024-09-28T15.06.48.941,1.490,-0.341,-0.842,-0.124
1727525208951,2024-09-28T15.06.48.951,1.500,-0.253,-0.897,-0.125
1727525208961,2024-09-28T15.06.48.961,1.510,-0.133,-0.922,-0.126
1727525208971,2024-09-28T15.06.48.971,1.520,-0.021,-0.946,-0.103
1727525208981,2024-09-28T15.06.48.981,1.530,0.027,-0.956,-0.068
1727525208991,2024-09-28T15.06.48.991,1.540,-0.064,-0.978,-0.025
1727525209001,2024-09-28T15.06.49.001,1.550,-0.264,-0.998,-0.005
1727525209011,2024-09-28T15.06.49.011,1.560,-0.395,-0.984,-0.025
1727525209021,2024-09-28T15.06.49.021,1.570,-0.384,-0.967,-0.055
1727525209031,2024-09-28T15.06.49.031,1.580,-0.332,-0.954,-0.073
1727525209041,2024-09-28T15.06.49.041,1.590,-0.344,-0.930,-0.086
1727525209051,2024-09-28T15.06.49.051,1.600,-0.381,-0.910,-0.107
1727525209061,2024-09-28T15.06.49.061,1.610,-0.382,-0.889,-0.118
1727525209071,2024-09-28T15.06.49.071,1.620,-0.350,-0.866,-0.103
1727525209081,2024-09-28T15.06.49.081,1.630,-0.298,-0.848,-0.055
1727525209091,2024-09-28T15.06.49.091,1.640,-0.245,-0.824,0.012
1727525209101,2024-09-28T15.06.49.101,1.650,-0.192,-0.790,0.064
1727525209111,2024-09-28T15.06.49.111,1.660,-0.102,-0.739,0.101
1727525209121,2024-09-28T15.06.49.121,1.670,0.012,-0.688,0.172
1727525209131,2024-09-28T15.06.49.131,1.680,0.093,-0.646,0.280
1727525209141,2024-09-28T15.06.49.141,1.690,0.112,-0.609,0.364
1727525209151,2024-09-28T15.06.49.151,1.700,0.059,-0.575,0.381
1727525209161,2024-09-28T15.06.49.161,1.710,-0.055,-0.518,0.349
1727525209171,2024-09-28T15.06.49.171,1.720,-0.168,-0.454,0.304
1727525209181,2024-09-28T15.06.49.181,1.730,-0.244,-0.383,0.307
1727525209191,2024-09-28T15.06.49.191,1.740,-0.235,-0.338,0.422
1727525209201,2024-09-28T15.06.49.201,1.750,-0.130,-0.342,0.565
1727525209211,2024-09-28T15.06.49.211,1.760,-0.008,-0.341,0.676
1727525209221,2024-09-28T15.06.49.221,1.770,0.085,-0.340,0.765
1727525209231,2024-09-28T15.06.49.231,1.780,0.150,-0.317,0.796
1727525209241,2024-09-28T15.06.49.241,1.790,0.185,-0.253,0.760
1727525209251,2024-09-28T15.06.49.251,1.800,0.141,-0.179,0.674
1727525209261,2024-09-28T15.06.49.261,1.810,0.010,-0.082,0.588
1727525209271,2024-09-28T15.06.49.271,1.820,-0.071,0.039,0.597
1727525209281,2024-09-28T15.06.49.281,1.830,0.061,0.112,0.717
