epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727521215269,2024-09-28T14.00.15.269,0.000,251.890,-89.695,-99.451
1727521215279,2024-09-28T14.00.15.279,0.010,252.988,-91.585,-99.756
1727521215288,2024-09-28T14.00.15.288,0.019,257.073,-93.598,-102.866
1727521215298,2024-09-28T14.00.15.298,0.029,257.073,-70.549,-117.439
1727521215308,2024-09-28T14.00.15.308,0.039,236.585,-17.500,-138.780
1727521215319,2024-09-28T14.00.15.319,0.050,190.305,41.220,-148.720
1727521215329,2024-09-28T14.00.15.329,0.060,149.756,90.732,-140.000
1727521215338,2024-09-28T14.00.15.338,0.069,142.988,105.122,-120.976
1727521215348,2024-09-28T14.00.15.348,0.079,158.049,71.402,-95.061
1727521215358,2024-09-28T14.00.15.358,0.089,167.195,6.707,-63.415
1727521215368,2024-09-28T14.00.15.368,0.099,166.646,-74.939,-33.110
1727521215377,2024-09-28T14.00.15.377,0.108,177.683,-149.085,-12.622
1727521215387,2024-09-28T14.00.15.387,0.118,199.756,-171.768,-13.902
1727521215398,2024-09-28T14.00.15.398,0.129,200.549,-123.293,-40.366
1727521215408,2024-09-28T14.00.15.408,0.139,160.061,-20.732,-74.268
1727521215418,2024-09-28T14.00.15.418,0.149,105.732,94.634,-90.061
1727521215427,2024-09-28T14.00.15.427,0.158,65.915,177.500,-79.756
1727521215437,2024-09-28T14.00.15.437,0.168,46.159,194.207,-60.183
1727521215447,2024-09-28T14.00.15.447,0.178,44.634,145.793,-46.220
1727521215458,2024-09-28T14.00.15.458,0.189,54.939,53.476,-31.707
1727521215467,2024-09-28T14.00.15.467,0.198,66.951,-53.841,-6.890
1727521215477,2024-09-28T14.00.15.477,0.208,69.024,-142.622,23.293
1727521215487,2024-09-28T14.00.15.487,0.218,65.244,-189.146,44.329
1727521215497,2024-09-28T14.00.15.497,0.228,62.134,-186.890,45.854
1727521215506,2024-09-28T14.00.15.506,0.237,53.171,-145.244,30.122
1727521215516,2024-09-28T14.00.15.516,0.247,34.817,-82.012,8.293
1727521215527,2024-09-28T14.00.15.527,0.258,16.585,-14.817,-10.854
1727521215537,2024-09-28T14.00.15.537,0.268,2.561,37.683,-23.232
1727521215547,2024-09-28T14.00.15.547,0.278,-8.354,60.793,-27.927
1727521215556,2024-09-28T14.00.15.556,0.287,-12.683,56.098,-25.610
1727521215566,2024-09-28T14.00.15.566,0.297,-14.329,35.183,-19.512
1727521215576,2024-09-28T14.00.15.576,0.307,-17.439,6.402,-9.878
1727521215587,2024-09-28T14.00.15.587,0.318,-21.280,-20.244,1.829
1727521215595,2024-09-28T14.00.15.595,0.326,-28.963,-37.073,11.890
1727521215606,2024-09-28T14.00.15.606,0.337,-40.000,-41.037,18.902
1727521215616,2024-09-28T14.00.15.616,0.347,-52.500,-35.183,22.683
1727521215626,2024-09-28T14.00.15.626,0.357,-65.976,-22.927,24.878
1727521215635,2024-09-28T14.00.15.635,0.366,-78.841,-6.829,27.805
1727521215645,2024-09-28T14.00.15.645,0.376,-93.598,8.963,32.195
1727521215655,2024-09-28T14.00.15.655,0.386,-109.695,20.366,39.512
1727521215666,2024-09-28T14.00.15.666,0.397,-124.085,25.976,47.500
1727521215676,2024-09-28T14.00.15.676,0.407,-139.329,24.268,54.939
1727521215685,2024-09-28T14.00.15.685,0.416,-151.098,14.695,64.268
1727521215695,2024-09-28T14.00.15.695,0.426,-161.037,-0.488,75.732
1727521215705,2024-09-28T14.00.15.705,0.436,-171.463,-16.707,85.610
1727521215716,2024-09-28T14.00.15.716,0.447,-178.659,-27.378,91.768
1727521215724,2024-09-28T14.00.15.724,0.455,-184.817,-33.780,95.549
1727521215735,2024-09-28T14.00.15.735,0.466,-190.000,-37.256,99.573
1727521215745,2024-09-28T14.00.15.745,0.476,-192.744,-35.732,103.537
1727521215755,2024-09-28T14.00.15.755,0.486,-196.220,-25.488,106.890
1727521215765,2024-09-28T14.00.15.765,0.496,-202.683,-5.488,109.756
1727521215774,2024-09-28T14.00.15.774,0.505,-208.659,24.329,111.707
1727521215784,2024-09-28T14.00.15.784,0.515,-214.878,57.500,112.988
1727521215795,2024-09-28T14.00.15.795,0.526,-221.159,87.500,115.732
1727521215805,2024-09-28T14.00.15.805,0.536,-228.720,110.976,119.146
1727521215814,2024-09-28T14.00.15.814,0.545,-241.098,122.500,119.512
1727521215824,2024-09-28T14.00.15.824,0.555,-251.463,117.195,117.317
1727521215834,2024-09-28T14.00.15.834,0.565,-252.988,96.951,117.134
1727521215844,2024-09-28T14.00.15.844,0.575,-248.902,69.390,119.817
1727521215853,2024-09-28T14.00.15.853,0.584,-238.659,43.659,121.585
1727521215863,2024-09-28T14.00.15.863,0.594,-224.817,27.012,121.768
1727521215874,2024-09-28T14.00.15.874,0.605,-219.024,24.268,123.659
1727521215884,2024-09-28T14.00.15.884,0.615,-222.561,33.841,126.220
1727521215894,2024-09-28T14.00.15.894,0.625,-222.378,48.537,125.793
1727521215903,2024-09-28T14.00.15.903,0.634,-214.878,68.659,121.707
1727521215913,2024-09-28T14.00.15.913,0.644,-214.024,82.195,115.183
1727521215924,2024-09-28T14.00.15.924,0.655,-219.451,87.805,107.073
1727521215934,2024-09-28T14.00.15.934,0.665,-224.390,82.866,99.451
1727521215943,2024-09-28T14.00.15.943,0.674,-217.683,74.207,93.963
1727521215953,2024-09-28T14.00.15.953,0.684,-201.463,59.207,91.280
1727521215963,2024-09-28T14.00.15.963,0.694,-181.829,33.537,89.085
1727521215973,2024-09-28T14.00.15.973,0.704,-162.073,0.793,86.463
1727521215984,2024-09-28T14.00.15.984,0.715,-139.390,-26.524,85.183
1727521215992,2024-09-28T14.00.15.992,0.723,-116.951,-40.000,85.000
1727521216003,2024-09-28T14.00.16.003,0.734,-101.159,-40.000,81.829
1727521216013,2024-09-28T14.00.16.013,0.744,-82.927,-20.854,73.963
1727521216023,2024-09-28T14.00.16.023,0.754,-66.829,11.220,64.024
1727521216032,2024-09-28T14.00.16.032,0.763,-63.110,39.451,52.744
1727521216042,2024-09-28T14.00.16.042,0.773,-60.366,52.866,40.244
1727521216052,2024-09-28T14.00.16.052,0.783,-51.585,49.085,28.171
1727521216063,2024-09-28T14.00.16.063,0.794,-38.902,33.232,17.134
1727521216072,2024-09-28T14.00.16.072,0.803,-21.402,10.671,7.317
1727521216082,2024-09-28T14.00.16.082,0.813,0.610,-13.902,-1.463
1727521216092,2024-09-28T14.00.16.092,0.823,25.305,-37.622,-9.756
1727521216102,2024-09-28T14.00.16.102,0.833,47.683,-53.598,-18.841
1727521216113,2024-09-28T14.00.16.113,0.844,64.817,-58.354,-28.049
1727521216121,2024-09-28T14.00.16.121,0.852,77.927,-53.049,-37.256
1727521216132,2024-09-28T14.00.16.132,0.863,91.037,-40.183,-47.012
1727521216142,2024-09-28T14.00.16.142,0.873,101.829,-26.707,-56.280
1727521216152,2024-09-28T14.00.16.152,0.883,109.329,-18.598,-64.146
1727521216161,2024-09-28T14.00.16.161,0.892,117.378,-17.561,-69.085
1727521216171,2024-09-28T14.00.16.171,0.902,128.659,-21.829,-71.951
1727521216181,2024-09-28T14.00.16.181,0.912,145.976,-28.415,-74.573
1727521216192,2024-09-28T14.00.16.192,0.923,168.171,-33.415,-77.378
1727521216200,2024-09-28T14.00.16.200,0.931,192.012,-35.610,-80.000
1727521216211,2024-09-28T14.00.16.211,0.942,216.341,-33.537,-82.927
1727521216221,2024-09-28T14.00.16.221,0.952,233.902,-26.829,-88.415
1727521216231,2024-09-28T14.00.16.231,0.962,237.134,-19.329,-94.939
1727521216241,2024-09-28T14.00.16.241,0.972,222.256,-14.207,-102.439
1727521216250,2024-09-28T14.00.16.250,0.981,198.659,-11.402,-108.110
1727521216260,2024-09-28T14.00.16.260,0.991,184.085,-11.402,-109.451
1727521216271,2024-09-28T14.00.16.271,1.002,185.549,-16.341,-107.500
1727521216281,2024-09-28T14.00.16.281,1.012,195.610,-27.988,-102.927
1727521216290,2024-09-28T14.00.16.290,1.021,209.573,-46.707,-96.402
1727521216300,2024-09-28T14.00.16.300,1.031,226.890,-65.061,-90.366
1727521216310,2024-09-28T14.00.16.310,1.041,249.512,-68.780,-87.195
1727521216321,2024-09-28T14.00.16.321,1.052,268.476,-55.732,-87.378
1727521216331,2024-09-28T14.00.16.331,1.062,272.134,-31.463,-92.378
1727521216340,2024-09-28T14.00.16.340,1.071,255.976,-0.427,-101.646
1727521216350,2024-09-28T14.00.16.350,1.081,227.073,27.988,-106.220
1727521216360,2024-09-28T14.00.16.360,1.091,202.317,38.720,-101.951
1727521216370,2024-09-28T14.00.16.370,1.101,194.390,28.354,-96.159
1727521216379,2024-09-28T14.00.16.379,1.110,207.927,6.463,-90.610
1727521216389,2024-09-28T14.00.16.389,1.120,232.622,-25.915,-77.927
1727521216400,2024-09-28T14.00.16.400,1.131,252.683,-65.854,-62.073
1727521216410,2024-09-28T14.00.16.410,1.141,263.841,-101.341,-51.585
1727521216419,2024-09-28T14.00.16.419,1.150,273.415,-113.841,-50.061
1727521216429,2024-09-28T14.00.16.429,1.160,277.378,-93.537,-64.634
1727521216439,2024-09-28T14.00.16.439,1.170,253.902,-56.707,-88.659
1727521216449,2024-09-28T14.00.16.449,1.180,210.366,-12.439,-109.695
1727521216460,2024-09-28T14.00.16.460,1.191,179.573,29.451,-117.927
1727521216468,2024-09-28T14.00.16.468,1.199,167.378,42.927,-115.854
1727521216479,2024-09-28T14.00.16.479,1.210,166.463,23.841,-114.329
1727521216489,2024-09-28T14.00.16.489,1.220,176.646,-10.793,-112.317
1727521216499,2024-09-28T14.00.16.499,1.230,197.317,-49.634,-103.841
1727521216508,2024-09-28T14.00.16.508,1.239,214.390,-75.610,-93.049
1727521216518,2024-09-28T14.00.16.518,1.249,208.049,-71.707,-88.293
