epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727525139081,2024-09-28T15.05.39.081,0.000,0.551,0.391,1.621
1727525139091,2024-09-28T15.05.39.091,0.010,0.566,0.459,1.540
1727525139101,2024-09-28T15.05.39.101,0.020,0.607,0.506,1.398
1727525139111,2024-09-28T15.05.39.111,0.030,0.711,0.458,1.344
1727525139121,2024-09-28T15.05.39.121,0.040,0.713,0.336,1.362
1727525139131,2024-09-28T15.05.39.131,0.050,0.587,0.192,1.362
1727525139141,2024-09-28T15.05.39.141,0.060,0.491,0.082,1.306
1727525139151,2024-09-28T15.05.39.151,0.070,0.464,0.040,1.214
1727525139161,2024-09-28T15.05.39.161,0.080,0.461,0.011,1.056
1727525139171,2024-09-28T15.05.39.171,0.090,0.437,0.008,0.893
1727525139181,2024-09-28T15.05.39.181,0.100,0.432,-0.003,0.780
1727525139191,2024-09-28T15.05.39.191,0.110,0.477,-0.019,0.703
1727525139201,2024-09-28T15.05.39.201,0.120,0.508,-0.052,0.659
1727525139211,2024-09-28T15.05.39.211,0.130,0.484,-0.101,0.603
1727525139221,2024-09-28T15.05.39.221,0.140,0.382,-0.107,0.479
1727525139231,2024-09-28T15.05.39.231,0.150,0.313,-0.140,0.378
1727525139241,2024-09-28T15.05.39.241,0.160,0.336,-0.197,0.338
1727525139251,2024-09-28T15.05.39.251,0.170,0.312,-0.273,0.303
1727525139261,2024-09-28T15.05.39.261,0.180,0.234,-0.363,0.304
1727525139271,2024-09-28T15.05.39.271,0.190,0.162,-0.438,0.338
1727525139281,2024-09-28T15.05.39.281,0.200,0.127,-0.486,0.343
1727525139291,2024-09-28T15.05.39.291,0.210,0.138,-0.512,0.314
1727525139301,2024-09-28T15.05.39.301,0.220,0.168,-0.521,0.290
1727525139311,2024-09-28T15.05.39.311,0.230,0.157,-0.542,0.238
1727525139321,2024-09-28T15.05.39.321,0.240,0.099,-0.558,0.176
1727525139331,2024-09-28T15.05.39.331,0.250,0.066,-0.566,0.122
1727525139341,2024-09-28T15.05.39.341,0.260,0.060,-0.591,0.076
1727525139351,2024-09-28T15.05.39.351,0.270,0.062,-0.625,0.053
1727525139361,2024-09-28T15.05.39.361,0.280,0.049,-0.647,0.086
1727525139371,2024-09-28T15.05.39.371,0.290,0.052,-0.667,0.098
1727525139381,2024-09-28T15.05.39.381,0.300,0.054,-0.678,0.052
1727525139391,2024-09-28T15.05.39.391,0.310,0.045,-0.700,0.021
1727525139401,2024-09-28T15.05.39.401,0.320,0.020,-0.727,-0.003
1727525139411,2024-09-28T15.05.39.411,0.330,-0.029,-0.748,-0.052
1727525139421,2024-09-28T15.05.39.421,0.340,-0.080,-0.775,-0.111
1727525139431,2024-09-28T15.05.39.431,0.350,-0.120,-0.805,-0.148
1727525139441,2024-09-28T15.05.39.441,0.360,-0.135,-0.828,-0.165
1727525139451,2024-09-28T15.05.39.451,0.370,-0.151,-0.847,-0.198
1727525139461,2024-09-28T15.05.39.461,0.380,-0.167,-0.863,-0.195
1727525139471,2024-09-28T15.05.39.471,0.390,-0.156,-0.876,-0.148
1727525139481,2024-09-28T15.05.39.481,0.400,-0.155,-0.881,-0.142
1727525139491,2024-09-28T15.05.39.491,0.410,-0.176,-0.865,-0.187
1727525139501,2024-09-28T15.05.39.501,0.420,-0.189,-0.850,-0.240
1727525139511,2024-09-28T15.05.39.511,0.430,-0.209,-0.855,-0.260
1727525139521,2024-09-28T15.05.39.521,0.440,-0.247,-0.863,-0.264
1727525139531,2024-09-28T15.05.39.531,0.450,-0.285,-0.869,-0.267
1727525139541,2024-09-28T15.05.39.541,0.460,-0.284,-0.880,-0.244
1727525139551,2024-09-28T15.05.39.551,0.470,-0.258,-0.895,-0.191
1727525139561,2024-09-28T15.05.39.561,0.480,-0.241,-0.902,-0.142
1727525139571,2024-09-28T15.05.39.571,0.490,-0.238,-0.896,-0.125
1727525139581,2024-09-28T15.05.39.581,0.500,-0.217,-0.885,-0.133
1727525139591,2024-09-28T15.05.39.591,0.510,-0.199,-0.876,-0.134
1727525139601,2024-09-28T15.05.39.601,0.520,-0.197,-0.862,-0.119
1727525139611,2024-09-28T15.05.39.611,0.530,-0.164,-0.836,-0.080
1727525139621,2024-09-28T15.05.39.621,0.540,-0.099,-0.819,-0.012
1727525139631,2024-09-28T15.05.39.631,0.550,-0.049,-0.798,0.042
1727525139641,2024-09-28T15.05.39.641,0.560,-0.024,-0.764,0.080
1727525139651,2024-09-28T15.05.39.651,0.570,0.012,-0.722,0.134
1727525139661,2024-09-28T15.05.39.661,0.580,0.034,-0.687,0.160
1727525139671,2024-09-28T15.05.39.671,0.590,0.023,-0.664,0.196
1727525139681,2024-09-28T15.05.39.681,0.600,0.031,-0.637,0.292
1727525139691,2024-09-28T15.05.39.691,0.610,0.075,-0.617,0.421
1727525139701,2024-09-28T15.05.39.701,0.620,0.106,-0.609,0.487
1727525139711,2024-09-28T15.05.39.711,0.630,0.105,-0.579,0.466
1727525139721,2024-09-28T15.05.39.721,0.640,0.110,-0.526,0.397
1727525139731,2024-09-28T15.05.39.731,0.650,0.083,-0.456,0.354
1727525139741,2024-09-28T15.05.39.741,0.660,0.007,-0.375,0.382
1727525139751,2024-09-28T15.05.39.751,0.670,-0.029,-0.300,0.446
1727525139761,2024-09-28T15.05.39.761,0.680,0.052,-0.222,0.597
1727525139771,2024-09-28T15.05.39.771,0.690,0.284,-0.201,0.739
1727525139781,2024-09-28T15.05.39.781,0.700,0.555,-0.201,0.774
1727525139791,2024-09-28T15.05.39.791,0.710,0.689,-0.174,0.783
1727525139801,2024-09-28T15.05.39.801,0.720,0.638,-0.155,0.823
1727525139811,2024-09-28T15.05.39.811,0.730,0.454,-0.141,0.877
1727525139821,2024-09-28T15.05.39.821,0.740,0.251,-0.111,0.955
1727525139831,2024-09-28T15.05.39.831,0.750,0.146,-0.070,0.987
1727525139841,2024-09-28T15.05.39.841,0.760,0.149,-0.014,0.999
1727525139851,2024-09-28T15.05.39.851,0.770,0.178,0.044,1.002
1727525139861,2024-09-28T15.05.39.861,0.780,0.201,0.104,0.953
1727525139871,2024-09-28T15.05.39.871,0.790,0.223,0.123,0.921
1727525139881,2024-09-28T15.05.39.881,0.800,0.243,0.117,0.932
1727525139891,2024-09-28T15.05.39.891,0.810,0.223,0.087,0.993
1727525139901,2024-09-28T15.05.39.901,0.820,0.178,0.097,1.074
1727525139911,2024-09-28T15.05.39.911,0.830,0.164,0.132,1.071
1727525139921,2024-09-28T15.05.39.921,0.840,0.258,0.206,1.047
1727525139931,2024-09-28T15.05.39.931,0.850,0.321,0.277,1.115
1727525139941,2024-09-28T15.05.39.941,0.860,0.243,0.309,1.156
1727525139951,2024-09-28T15.05.39.951,0.870,0.229,0.380,1.153
1727525139961,2024-09-28T15.05.39.961,0.880,0.251,0.416,1.196
1727525139971,2024-09-28T15.05.39.971,0.890,0.260,0.393,1.261
1727525139981,2024-09-28T15.05.39.981,0.900,0.407,0.410,1.340
1727525139991,2024-09-28T15.05.39.991,0.910,0.602,0.401,1.430
1727525140001,2024-09-28T15.05.40.001,0.920,0.674,0.419,1.477
1727525140011,2024-09-28T15.05.40.011,0.930,0.591,0.444,1.516
1727525140021,2024-09-28T15.05.40.021,0.940,0.433,0.431,1.560
1727525140031,2024-09-28T15.05.40.031,0.950,0.313,0.440,1.577
1727525140041,2024-09-28T15.05.40.041,0.960,0.226,0.472,1.559
1727525140051,2024-09-28T15.05.40.051,0.970,0.225,0.510,1.502
1727525140061,2024-09-28T15.05.40.061,0.980,0.332,0.533,1.468
1727525140071,2024-09-28T15.05.40.071,0.990,0.437,0.507,1.497
1727525140081,2024-09-28T15.05.40.081,1.000,0.511,0.473,1.543
1727525140091,2024-09-28T15.05.40.091,1.010,0.559,0.450,1.548
1727525140101,2024-09-28T15.05.40.101,1.020,0.574,0.447,1.534
1727525140111,2024-09-28T15.05.40.111,1.030,0.550,0.444,1.537
1727525140121,2024-09-28T15.05.40.121,1.040,0.465,0.435,1.530
1727525140131,2024-09-28T15.05.40.131,1.050,0.409,0.440,1.498
1727525140141,2024-09-28T15.05.40.141,1.060,0.407,0.455,1.418
1727525140151,2024-09-28T15.05.40.151,1.070,0.471,0.476,1.320
1727525140161,2024-09-28T15.05.40.161,1.080,0.517,0.468,1.278
1727525140171,2024-09-28T15.05.40.171,1.090,0.467,0.416,1.284
1727525140181,2024-09-28T15.05.40.181,1.100,0.409,0.378,1.361
1727525140191,2024-09-28T15.05.40.191,1.110,0.439,0.393,1.473
1727525140201,2024-09-28T15.05.40.201,1.120,0.541,0.437,1.518
1727525140211,2024-09-28T15.05.40.211,1.130,0.582,0.481,1.476
1727525140221,2024-09-28T15.05.40.221,1.140,0.520,0.488,1.396
1727525140231,2024-09-28T15.05.40.231,1.150,0.432,0.454,1.336
1727525140241,2024-09-28T15.05.40.241,1.160,0.320,0.410,1.312
1727525140251,2024-09-28T15.05.40.251,1.170,0.273,0.375,1.302
1727525140261,2024-09-28T15.05.40.261,1.180,0.351,0.341,1.299
1727525140271,2024-09-28T15.05.40.271,1.190,0.417,0.293,1.318
1727525140281,2024-09-28T15.05.40.281,1.200,0.454,0.251,1.321
1727525140291,2024-09-28T15.05.40.291,1.210,0.449,0.234,1.294
1727525140301,2024-09-28T15.05.40.301,1.220,0.418,0.212,1.244
1727525140311,2024-09-28T15.05.40.311,1.230,0.432,0.197,1.154
1727525140321,2024-09-28T15.05.40.321,1.240,0.412,0.167,1.021
1727525140331,2024-09-28T15.05.40.331,1.250,0.353,0.107,0.907
1727525140341,2024-09-28T15.05.40.341,1.260,0.326,0.032,0.846
1727525140351,2024-09-28T15.05.40.351,1.270,0.333,-0.049,0.863
1727525140361,2024-09-28T15.05.40.361,1.280,0.321,-0.114,0.879
1727525140371,2024-09-28T15.05.40.371,1.290,0.310,-0.142,0.823
1727525140381,2024-09-28T15.05.40.381,1.300,0.362,-0.125,0.745
1727525140391,2024-09-28T15.05.40.391,1.310,0.459,-0.095,0.688
1727525140401,2024-09-28T15.05.40.401,1.320,0.487,-0.119,0.631
1727525140411,2024-09-28T15.05.40.411,1.330,0.424,-0.180,0.550
1727525140421,2024-09-28T15.05.40.421,1.340,0.316,-0.214,0.453
1727525140431,2024-09-28T15.05.40.431,1.350,0.230,-0.261,0.361
1727525140441,2024-09-28T15.05.40.441,1.360,0.150,-0.351,0.287
1727525140451,2024-09-28T15.05.40.451,1.370,0.111,-0.437,0.251
1727525140461,2024-09-28T15.05.40.461,1.380,0.129,-0.500,0.282
1727525140471,2024-09-28T15.05.40.471,1.390,0.181,-0.563,0.325
1727525140481,2024-09-28T15.05.40.481,1.400,0.237,-0.592,0.346
1727525140491,2024-09-28T15.05.40.491,1.410,0.288,-0.593,0.335
1727525140501,2024-09-28T15.05.40.501,1.420,0.301,-0.594,0.263
1727525140511,2024-09-28T15.05.40.511,1.430,0.239,-0.590,0.175
1727525140521,2024-09-28T15.05.40.521,1.440,0.119,-0.595,0.107
1727525140531,2024-09-28T15.05.40.531,1.450,-0.024,-0.614,0.037
1727525140541,2024-09-28T15.05.40.541,1.460,-0.122,-0.642,0.016
1727525140551,2024-09-28T15.05.40.551,1.470,-0.140,-0.683,0.021
1727525140561,2024-09-28T15.05.40.561,1.480,-0.140,-0.721,0.053
1727525140571,2024-09-28T15.05.40.571,1.490,-0.128,-0.763,0.113
1727525140581,2024-09-28T15.05.40.581,1.500,-0.092,-0.808,0.116
1727525140591,2024-09-28T15.05.40.591,1.510,-0.053,-0.829,0.103
1727525140601,2024-09-28T15.05.40.601,1.520,-0.017,-0.845,0.083
1727525140611,2024-09-28T15.05.40.611,1.530,-0.015,-0.846,0.046
1727525140621,2024-09-28T15.05.40.621,1.540,-0.031,-0.842,-0.010
1727525140631,2024-09-28T15.05.40.631,1.550,-0.068,-0.844,-0.039
1727525140641,2024-09-28T15.05.40.641,1.560,-0.172,-0.860,-0.047
1727525140651,2024-09-28T15.05.40.651,1.570,-0.310,-0.881,-0.070
1727525140661,2024-09-28T15.05.40.661,1.580,-0.359,-0.893,-0.134
1727525140671,2024-09-28T15.05.40.671,1.590,-0.263,-0.893,-0.172
1727525140681,2024-09-28T15.05.40.681,1.600,-0.105,-0.889,-0.180
1727525140691,2024-09-28T15.05.40.691,1.610,0.024,-0.896,-0.168
1727525140701,2024-09-28T15.05.40.701,1.620,-0.009,-0.925,-0.142
1727525140711,2024-09-28T15.05.40.711,1.630,-0.231,-0.967,-0.137
1727525140721,2024-09-28T15.05.40.721,1.640,-0.376,-0.960,-0.158
1727525140731,2024-09-28T15.05.40.731,1.650,-0.356,-0.921,-0.181
1727525140741,2024-09-28T15.05.40.741,1.660,-0.305,-0.897,-0.180
1727525140751,2024-09-28T15.05.40.751,1.670,-0.327,-0.868,-0.182
1727525140761,2024-09-28T15.05.40.761,1.680,-0.386,-0.826,-0.195
1727525140771,2024-09-28T15.05.40.771,1.690,-0.360,-0.789,-0.189
1727525140781,2024-09-28T15.05.40.781,1.700,-0.255,-0.765,-0.142
1727525140791,2024-09-28T15.05.40.791,1.710,-0.169,-0.760,-0.085
1727525140801,2024-09-28T15.05.40.801,1.720,-0.137,-0.759,-0.022
1727525140811,2024-09-28T15.05.40.811,1.730,-0.115,-0.742,0.036
1727525140821,2024-09-28T15.05.40.821,1.740,-0.062,-0.720,0.096
1727525140831,2024-09-28T15.05.40.831,1.750,0.001,-0.691,0.150
1727525140841,2024-09-28T15.05.40.841,1.760,0.039,-0.661,0.221
1727525140851,2024-09-28T15.05.40.851,1.770,0.038,-0.646,0.265
1727525140861,2024-09-28T15.05.40.861,1.780,0.009,-0.611,0.266
1727525140871,2024-09-28T15.05.40.871,1.790,-0.016,-0.549,0.266
1727525140881,2024-09-28T15.05.40.881,1.800,-0.006,-0.485,0.273
1727525140891,2024-09-28T15.05.40.891,1.810,0.010,-0.439,0.286
1727525140901,2024-09-28T15.05.40.901,1.820,-0.019,-0.405,0.339
1727525140911,2024-09-28T15.05.40.911,1.830,-0.020,-0.374,0.467
1727525140921,2024-09-28T15.05.40.921,1.840,0.081,-0.357,0.637
1727525140931,2024-09-28T15.05.40.931,1.850,0.263,-0.332,0.881
1727525140941,2024-09-28T15.05.40.941,1.860,0.456,-0.282,1.092
1727525140951,2024-09-28T15.05.40.951,1.870,0.573,-0.192,1.142
1727525140961,2024-09-28T15.05.40.961,1.880,0.432,-0.092,0.920
1727525140971,2024-09-28T15.05.40.971,1.890,0.160,0.006,0.659
1727525140981,2024-09-28T15.05.40.981,1.900,0.187,0.114,0.598
