epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727521215269,2024-09-28T14.00.15.269,0.000,0.331,-0.040,0.715
1727521215279,2024-09-28T14.00.15.279,0.010,0.600,0.075,0.800
1727521215288,2024-09-28T14.00.15.288,0.019,0.960,0.227,0.999
1727521215298,2024-09-28T14.00.15.298,0.029,1.322,0.430,1.261
1727521215308,2024-09-28T14.00.15.308,0.039,1.385,0.635,1.319
1727521215319,2024-09-28T14.00.15.319,0.050,0.875,0.607,1.118
1727521215329,2024-09-28T14.00.15.329,0.060,0.348,0.336,0.857
1727521215338,2024-09-28T14.00.15.338,0.069,0.172,0.155,0.666
1727521215348,2024-09-28T14.00.15.348,0.079,0.122,0.152,0.649
1727521215358,2024-09-28T14.00.15.358,0.089,0.092,0.209,0.739
1727521215368,2024-09-28T14.00.15.368,0.099,0.145,0.192,0.865
1727521215377,2024-09-28T14.00.15.377,0.108,0.429,0.196,1.045
1727521215387,2024-09-28T14.00.15.387,0.118,0.971,0.401,1.307
1727521215398,2024-09-28T14.00.15.398,0.129,1.484,0.795,1.568
1727521215408,2024-09-28T14.00.15.408,0.139,1.650,1.094,1.653
1727521215417,2024-09-28T14.00.15.417,0.148,1.385,1.024,1.536
1727521215427,2024-09-28T14.00.15.427,0.158,0.866,0.725,1.318
1727521215437,2024-09-28T14.00.15.437,0.168,0.335,0.448,1.118
1727521215447,2024-09-28T14.00.15.447,0.178,-0.019,0.293,0.996
1727521215458,2024-09-28T14.00.15.458,0.189,-0.121,0.256,0.955
1727521215467,2024-09-28T14.00.15.467,0.198,-0.015,0.309,0.975
1727521215477,2024-09-28T14.00.15.477,0.208,0.188,0.371,1.022
1727521215487,2024-09-28T14.00.15.487,0.218,0.435,0.374,1.111
1727521215497,2024-09-28T14.00.15.497,0.228,0.693,0.402,1.199
1727521215506,2024-09-28T14.00.15.506,0.237,0.872,0.472,1.278
1727521215516,2024-09-28T14.00.15.516,0.247,0.898,0.518,1.300
1727521215527,2024-09-28T14.00.15.527,0.258,0.806,0.497,1.274
1727521215537,2024-09-28T14.00.15.537,0.268,0.683,0.468,1.221
1727521215546,2024-09-28T14.00.15.546,0.277,0.526,0.435,1.158
1727521215556,2024-09-28T14.00.15.556,0.287,0.392,0.405,1.116
1727521215566,2024-09-28T14.00.15.566,0.297,0.360,0.416,1.114
1727521215576,2024-09-28T14.00.15.576,0.307,0.393,0.449,1.153
1727521215587,2024-09-28T14.00.15.587,0.318,0.489,0.498,1.215
1727521215595,2024-09-28T14.00.15.595,0.326,0.590,0.544,1.271
1727521215606,2024-09-28T14.00.15.606,0.337,0.683,0.573,1.312
1727521215616,2024-09-28T14.00.15.616,0.347,0.739,0.600,1.334
1727521215626,2024-09-28T14.00.15.626,0.357,0.760,0.613,1.350
1727521215635,2024-09-28T14.00.15.635,0.366,0.791,0.617,1.360
1727521215645,2024-09-28T14.00.15.645,0.376,0.801,0.623,1.348
1727521215655,2024-09-28T14.00.15.655,0.386,0.730,0.598,1.331
1727521215666,2024-09-28T14.00.15.666,0.397,0.630,0.562,1.287
1727521215676,2024-09-28T14.00.15.676,0.407,0.578,0.519,1.224
1727521215685,2024-09-28T14.00.15.685,0.416,0.602,0.474,1.202
1727521215695,2024-09-28T14.00.15.695,0.426,0.652,0.441,1.193
1727521215705,2024-09-28T14.00.15.705,0.436,0.653,0.395,1.184
1727521215716,2024-09-28T14.00.15.716,0.447,0.639,0.346,1.195
1727521215724,2024-09-28T14.00.15.724,0.455,0.610,0.322,1.205
1727521215735,2024-09-28T14.00.15.735,0.466,0.630,0.310,1.183
