epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530174407,2024-09-28T16.29.34.407,0.000,0.593,-0.010,0.615
1727530174417,2024-09-28T16.29.34.417,0.010,0.600,-0.002,0.546
1727530174427,2024-09-28T16.29.34.427,0.020,0.611,0.001,0.468
1727530174437,2024-09-28T16.29.34.437,0.030,0.688,-0.004,0.393
1727530174447,2024-09-28T16.29.34.447,0.040,0.796,-0.001,0.300
1727530174457,2024-09-28T16.29.34.457,0.050,0.870,0.000,0.206
1727530174467,2024-09-28T16.29.34.467,0.060,0.865,0.000,0.074
1727530174477,2024-09-28T16.29.34.477,0.070,0.822,0.008,-0.076
1727530174487,2024-09-28T16.29.34.487,0.080,0.792,0.006,-0.239
1727530174497,2024-09-28T16.29.34.497,0.090,0.767,0.002,-0.439
1727530174507,2024-09-28T16.29.34.507,0.100,0.808,0.044,-0.618
1727530174517,2024-09-28T16.29.34.517,0.110,0.950,0.053,-0.747
1727530174527,2024-09-28T16.29.34.527,0.120,1.078,0.032,-0.817
1727530174537,2024-09-28T16.29.34.537,0.130,1.105,0.027,-0.830
1727530174547,2024-09-28T16.29.34.547,0.140,1.073,0.008,-0.806
1727530174557,2024-09-28T16.29.34.557,0.150,1.037,0.008,-0.771
1727530174567,2024-09-28T16.29.34.567,0.160,0.984,0.009,-0.721
1727530174577,2024-09-28T16.29.34.577,0.170,0.841,-0.016,-0.757
1727530174587,2024-09-28T16.29.34.587,0.180,0.668,-0.032,-0.812
1727530174597,2024-09-28T16.29.34.597,0.190,0.517,0.002,-0.876
1727530174607,2024-09-28T16.29.34.607,0.200,0.436,0.034,-0.953
1727530174617,2024-09-28T16.29.34.617,0.210,0.461,0.043,-1.004
1727530174627,2024-09-28T16.29.34.627,0.220,0.493,0.022,-1.024
1727530174637,2024-09-28T16.29.34.637,0.230,0.470,0.010,-1.041
1727530174647,2024-09-28T16.29.34.647,0.240,0.478,0.016,-1.059
1727530174657,2024-09-28T16.29.34.657,0.250,0.477,0.016,-1.067
1727530174667,2024-09-28T16.29.34.667,0.260,0.423,0.017,-1.077
1727530174677,2024-09-28T16.29.34.677,0.270,0.342,0.032,-1.088
1727530174687,2024-09-28T16.29.34.687,0.280,0.289,0.039,-1.085
1727530174697,2024-09-28T16.29.34.697,0.290,0.245,0.039,-1.087
1727530174707,2024-09-28T16.29.34.707,0.300,0.247,0.053,-1.098
1727530174717,2024-09-28T16.29.34.717,0.310,0.293,0.056,-1.106
1727530174727,2024-09-28T16.29.34.727,0.320,0.343,0.051,-1.116
1727530174737,2024-09-28T16.29.34.737,0.330,0.374,0.061,-1.139
1727530174747,2024-09-28T16.29.34.747,0.340,0.417,0.075,-1.166
1727530174757,2024-09-28T16.29.34.757,0.350,0.472,0.076,-1.172
1727530174767,2024-09-28T16.29.34.767,0.360,0.521,0.068,-1.160
1727530174777,2024-09-28T16.29.34.777,0.370,0.571,0.061,-1.149
1727530174787,2024-09-28T16.29.34.787,0.380,0.638,0.064,-1.146
1727530174797,2024-09-28T16.29.34.797,0.390,0.707,0.070,-1.146
1727530174807,2024-09-28T16.29.34.807,0.400,0.752,0.077,-1.151
1727530174817,2024-09-28T16.29.34.817,0.410,0.766,0.089,-1.160
1727530174827,2024-09-28T16.29.34.827,0.420,0.770,0.101,-1.158
1727530174837,2024-09-28T16.29.34.837,0.430,0.766,0.093,-1.114
1727530174847,2024-09-28T16.29.34.847,0.440,0.747,0.105,-1.031
1727530174857,2024-09-28T16.29.34.857,0.450,0.818,0.140,-0.899
1727530174867,2024-09-28T16.29.34.867,0.460,0.927,0.086,-0.883
1727530174877,2024-09-28T16.29.34.877,0.470,0.994,0.088,-0.819
1727530174887,2024-09-28T16.29.34.887,0.480,1.105,0.122,-0.778
1727530174897,2024-09-28T16.29.34.897,0.490,1.206,0.126,-0.728
1727530174907,2024-09-28T16.29.34.907,0.500,1.279,0.160,-0.669
1727530174917,2024-09-28T16.29.34.917,0.510,1.279,0.147,-0.625
1727530174927,2024-09-28T16.29.34.927,0.520,1.107,0.116,-0.562
1727530174937,2024-09-28T16.29.34.937,0.530,0.831,0.086,-0.436
1727530174947,2024-09-28T16.29.34.947,0.540,0.682,0.035,-0.196
1727530174957,2024-09-28T16.29.34.957,0.550,0.682,0.012,-0.015
1727530174967,2024-09-28T16.29.34.967,0.560,0.577,-0.003,0.135
1727530174977,2024-09-28T16.29.34.977,0.570,0.301,-0.055,0.277
1727530174987,2024-09-28T16.29.34.987,0.580,-0.092,-0.080,0.453
1727530174997,2024-09-28T16.29.34.997,0.590,-0.329,-0.095,0.646
1727530175007,2024-09-28T16.29.35.007,0.600,-0.286,-0.111,0.756
1727530175017,2024-09-28T16.29.35.017,0.610,-0.163,-0.097,0.781
1727530175027,2024-09-28T16.29.35.027,0.620,-0.017,-0.081,0.778
1727530175037,2024-09-28T16.29.35.037,0.630,0.195,-0.045,0.798
1727530175047,2024-09-28T16.29.35.047,0.640,0.337,-0.007,0.849
1727530175057,2024-09-28T16.29.35.057,0.650,0.314,-0.004,0.915
1727530175067,2024-09-28T16.29.35.067,0.660,0.151,-0.042,0.952
1727530175077,2024-09-28T16.29.35.077,0.670,-0.024,-0.091,0.963
1727530175087,2024-09-28T16.29.35.087,0.680,-0.078,-0.097,0.975
1727530175097,2024-09-28T16.29.35.097,0.690,-0.036,-0.086,0.992
1727530175107,2024-09-28T16.29.35.107,0.700,0.037,-0.093,1.006
1727530175117,2024-09-28T16.29.35.117,0.710,0.090,-0.089,1.020
1727530175127,2024-09-28T16.29.35.127,0.720,0.103,-0.068,1.020
1727530175137,2024-09-28T16.29.35.137,0.730,0.099,-0.048,1.002
1727530175147,2024-09-28T16.29.35.147,0.740,0.081,-0.026,0.976
1727530175157,2024-09-28T16.29.35.157,0.750,0.061,-0.010,0.952
1727530175167,2024-09-28T16.29.35.167,0.760,0.058,0.000,0.942
1727530175177,2024-09-28T16.29.35.177,0.770,0.066,-0.005,0.956
1727530175187,2024-09-28T16.29.35.187,0.780,0.080,-0.014,0.996
1727530175197,2024-09-28T16.29.35.197,0.790,0.093,-0.022,1.035
1727530175207,2024-09-28T16.29.35.207,0.800,0.100,-0.031,1.048
1727530175217,2024-09-28T16.29.35.217,0.810,0.103,-0.029,1.045
