epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727529796678,2024-09-28T16.23.16.678,0.000,0.104,0.047,0.892
1727529796688,2024-09-28T16.23.16.688,0.010,0.158,0.050,0.947
1727529796698,2024-09-28T16.23.16.698,0.020,0.183,0.048,0.985
1727529796708,2024-09-28T16.23.16.708,0.030,0.176,0.034,1.017
1727529796718,2024-09-28T16.23.16.718,0.040,0.123,0.030,1.020
1727529796728,2024-09-28T16.23.16.728,0.050,0.051,0.010,1.015
1727529796738,2024-09-28T16.23.16.738,0.060,-0.010,-0.002,1.013
1727529796748,2024-09-28T16.23.16.748,0.070,-0.015,-0.001,1.008
1727529796758,2024-09-28T16.23.16.758,0.080,0.006,0.004,0.997
1727529796768,2024-09-28T16.23.16.768,0.090,0.021,0.017,0.974
1727529796778,2024-09-28T16.23.16.778,0.100,0.042,0.028,0.965
1727529796788,2024-09-28T16.23.16.788,0.110,0.084,0.035,0.955
1727529796798,2024-09-28T16.23.16.798,0.120,0.102,0.038,0.964
1727529796808,2024-09-28T16.23.16.808,0.130,0.086,0.033,0.968
1727529796818,2024-09-28T16.23.16.818,0.140,0.091,0.019,0.964
1727529796828,2024-09-28T16.23.16.828,0.150,0.077,0.010,0.967
1727529796838,2024-09-28T16.23.16.838,0.160,0.057,-0.001,0.968
1727529796848,2024-09-28T16.23.16.848,0.170,0.048,-0.009,0.970
1727529796858,2024-09-28T16.23.16.858,0.180,0.044,-0.013,0.968
1727529796868,2024-09-28T16.23.16.868,0.190,0.057,-0.012,0.967
1727529796878,2024-09-28T16.23.16.878,0.200,0.089,-0.004,0.964
1727529796888,2024-09-28T16.23.16.888,0.210,0.131,0.002,0.964
1727529796898,2024-09-28T16.23.16.898,0.220,0.160,0.014,0.971
1727529796908,2024-09-28T16.23.16.908,0.230,0.166,0.010,0.974
1727529796918,2024-09-28T16.23.16.918,0.240,0.140,0.006,0.983
1727529796928,2024-09-28T16.23.16.928,0.250,0.096,-0.002,0.997
1727529796938,2024-09-28T16.23.16.938,0.260,0.072,-0.003,1.010
1727529796948,2024-09-28T16.23.16.948,0.270,0.080,0.000,1.007
1727529796958,2024-09-28T16.23.16.958,0.280,0.090,-0.002,1.002
1727529796968,2024-09-28T16.23.16.968,0.290,0.116,0.004,1.005
1727529796978,2024-09-28T16.23.16.978,0.300,0.159,0.010,1.009
1727529796988,2024-09-28T16.23.16.988,0.310,0.194,0.012,1.007
1727529796998,2024-09-28T16.23.16.998,0.320,0.191,0.014,0.998
1727529797008,2024-09-28T16.23.17.008,0.330,0.138,0.011,0.994
1727529797018,2024-09-28T16.23.17.018,0.340,0.083,0.003,0.994
1727529797028,2024-09-28T16.23.17.028,0.350,0.060,-0.002,0.990
1727529797038,2024-09-28T16.23.17.038,0.360,0.071,-0.001,0.990
1727529797048,2024-09-28T16.23.17.048,0.370,0.077,-0.001,0.987
1727529797058,2024-09-28T16.23.17.058,0.380,0.086,0.005,0.983
1727529797068,2024-09-28T16.23.17.068,0.390,0.161,0.012,0.961
1727529797078,2024-09-28T16.23.17.078,0.400,0.223,0.018,0.955
1727529797088,2024-09-28T16.23.17.088,0.410,0.227,0.014,0.955
1727529797098,2024-09-28T16.23.17.098,0.420,0.180,0.009,0.938
1727529797108,2024-09-28T16.23.17.108,0.430,0.106,-0.002,0.922
1727529797118,2024-09-28T16.23.17.118,0.440,0.050,-0.011,0.910
1727529797128,2024-09-28T16.23.17.128,0.450,0.079,-0.006,0.890
1727529797138,2024-09-28T16.23.17.138,0.460,0.121,0.001,0.865
1727529797148,2024-09-28T16.23.17.148,0.470,0.172,0.008,0.832
1727529797158,2024-09-28T16.23.17.158,0.480,0.281,0.010,0.783
1727529797168,2024-09-28T16.23.17.168,0.490,0.396,0.024,0.744
1727529797178,2024-09-28T16.23.17.178,0.500,0.632,0.068,0.730
1727529797188,2024-09-28T16.23.17.188,0.510,0.961,0.077,0.735
1727529797198,2024-09-28T16.23.17.198,0.520,0.971,0.043,0.743
1727529797208,2024-09-28T16.23.17.208,0.530,0.701,0.003,0.716
