epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.17.04.287;0.000;0.625;-0.066;0.426;-29.390;614.573;13.049
1,72753E+12;2024-09-28T16.17.04.297;0.010;0.506;-0.082;0.502;-28.476;610.976;12.317
1,72753E+12;2024-09-28T16.17.04.307;0.020;0.362;-0.095;0.581;-24.634;586.646;10.671
1,72753E+12;2024-09-28T16.17.04.317;0.030;0.216;-0.113;0.680;-19.573;538.781;7.927
1,72753E+12;2024-09-28T16.17.04.327;0.040;0.041;-0.138;0.777;-12.439;469.207;6.890
1,72753E+12;2024-09-28T16.17.04.337;0.050;-0.116;-0.156;0.872;-3.841;378.171;7.988
1,72753E+12;2024-09-28T16.17.04.347;0.060;-0.186;-0.136;0.956;5.366;284.573;5.488
1,72753E+12;2024-09-28T16.17.04.357;0.070;-0.177;-0.125;1.017;14.329;201.341;1.402
1,72753E+12;2024-09-28T16.17.04.367;0.080;-0.172;-0.117;1.047;22.134;135.549;-2.134
1,72753E+12;2024-09-28T16.17.04.377;0.090;-0.159;-0.112;1.052;29.085;90.244;-5.183
1,72753E+12;2024-09-28T16.17.04.387;0.100;-0.107;-0.093;1.024;31.037;66.646;-9.451
1,72753E+12;2024-09-28T16.17.04.397;0.110;-0.074;-0.074;0.969;26.646;61.585;-13.049
1,72753E+12;2024-09-28T16.17.04.407;0.120;-0.042;-0.054;0.938;15.793;66.159;-10.671
1,72753E+12;2024-09-28T16.17.04.417;0.130;-0.013;-0.038;0.938;4.146;67.317;-5.000
1,72753E+12;2024-09-28T16.17.04.427;0.140;-0.028;-0.022;0.980;-5.061;63.171;-2.561
1,72753E+12;2024-09-28T16.17.04.437;0.150;-0.075;-0.039;1.034;-10.061;51.890;0.610
1,72753E+12;2024-09-28T16.17.04.447;0.160;-0.113;-0.062;1.058;-9.756;36.402;3.476
1,72753E+12;2024-09-28T16.17.04.457;0.170;-0.116;-0.068;1.064;-7.744;21.159;3.232
1,72753E+12;2024-09-28T16.17.04.467;0.180;-0.093;-0.079;1.079;-4.817;7.500;0.732
1,72753E+12;2024-09-28T16.17.04.477;0.190;-0.088;-0.083;1.076;-0.915;-3.841;-2.073
1,72753E+12;2024-09-28T16.17.04.487;0.200;-0.064;-0.083;1.059;2.195;-8.902;-3.110
1,72753E+12;2024-09-28T16.17.04.497;0.210;0.002;-0.072;1.041;3.049;-6.280;-4.268
1,72753E+12;2024-09-28T16.17.04.507;0.220;0.042;-0.062;1.022;2.378;0.366;-6.159
1,72753E+12;2024-09-28T16.17.04.517;0.230;0.027;-0.062;0.991;0.427;6.159;-7.256
1,72753E+12;2024-09-28T16.17.04.527;0.240;-0.014;-0.067;0.966;-2.500;8.902;-6.463
1,72753E+12;2024-09-28T16.17.04.537;0.250;-0.042;-0.070;0.963;-5.061;7.622;-4.634
1,72753E+12;2024-09-28T16.17.04.547;0.260;-0.055;-0.075;0.976;-6.341;1.890;-3.232
1,72753E+12;2024-09-28T16.17.04.557;0.270;-0.065;-0.081;1.002;-4.939;-7.073;-2.378
1,72753E+12;2024-09-28T16.17.04.567;0.280;-0.054;-0.086;1.031;-1.585;-15.122;-2.805
1,72753E+12;2024-09-28T16.17.04.577;0.290;-0.027;-0.084;1.039;1.280;-17.073;-3.720
1,72753E+12;2024-09-28T16.17.04.587;0.300;0.001;-0.087;1.030;2.988;-13.720;-3.293
1,72753E+12;2024-09-28T16.17.04.597;0.310;0.015;-0.084;1.013;3.537;-8.902;-2.439
1,72753E+12;2024-09-28T16.17.04.607;0.320;0.020;-0.079;1.000;3.476;-5.854;-2.256
1,72753E+12;2024-09-28T16.17.04.617;0.330;0.009;-0.074;0.988;3.171;-5.793;-2.134
1,72753E+12;2024-09-28T16.17.04.627;0.340;-0.004;-0.076;0.976;2.744;-8.537;-1.768
1,72753E+12;2024-09-28T16.17.04.637;0.350;-0.009;-0.073;0.982;2.683;-10.305;-2.073
1,72753E+12;2024-09-28T16.17.04.647;0.360;-0.000;-0.067;0.993;2.439;-10.732;-1.646
1,72753E+12;2024-09-28T16.17.04.657;0.370;0.007;-0.069;1.010;2.500;-10.000;-1.159
1,72753E+12;2024-09-28T16.17.04.667;0.380;0.009;-0.072;1.016;2.927;-6.037;-1.707
1,72753E+12;2024-09-28T16.17.04.677;0.390;0.033;-0.074;1.020;2.744;-0.122;-1.646
1,72753E+12;2024-09-28T16.17.04.687;0.400;0.032;-0.074;1.025;2.683;3.841;-1.037
1,72753E+12;2024-09-28T16.17.04.697;0.410;0.005;-0.074;1.021;3.049;3.232;-0.305
1,72753E+12;2024-09-28T16.17.04.707;0.420;-0.016;-0.073;1.011;3.537;-1.585;-0.244
1,72753E+12;2024-09-28T16.17.04.717;0.430;-0.025;-0.071;1.010;4.024;-7.927;-0.122
1,72753E+12;2024-09-28T16.17.04.727;0.440;-0.029;-0.071;1.014;4.695;-13.476;0.671
1,72753E+12;2024-09-28T16.17.04.737;0.450;-0.013;-0.064;1.021;4.634;-16.220;1.220
1,72753E+12;2024-09-28T16.17.04.747;0.460;0.012;-0.058;1.025;4.024;-17.500;1.220
1,72753E+12;2024-09-28T16.17.04.757;0.470;0.003;-0.058;1.025;3.293;-21.585;1.159
1,72753E+12;2024-09-28T16.17.04.767;0.480;-0.031;-0.064;1.021;3.598;-32.012;1.829
1,72753E+12;2024-09-28T16.17.04.777;0.490;-0.067;-0.069;1.009;3.841;-51.037;3.049
1,72753E+12;2024-09-28T16.17.04.787;0.500;-0.107;-0.073;0.982;3.232;-86.768;6.341
1,72753E+12;2024-09-28T16.17.04.797;0.510;-0.200;-0.083;0.962;4.085;-152.988;13.110
1,72753E+12;2024-09-28T16.17.04.807;0.520;-0.346;-0.107;0.947;10.244;-253.598;21.220
1,72753E+12;2024-09-28T16.17.04.817;0.530;-0.417;-0.107;0.896;19.085;-369.329;24.451
1,72753E+12;2024-09-28T16.17.04.827;0.540;-0.305;-0.091;0.829;26.890;-471.890;23.902
1,72753E+12;2024-09-28T16.17.04.837;0.550;-0.044;-0.067;0.782;32.927;-534.268;19.817
1,72753E+12;2024-09-28T16.17.04.847;0.560;0.288;-0.062;0.754;35.122;-555.488;11.890
1,72753E+12;2024-09-28T16.17.04.857;0.570;0.528;-0.053;0.729;33.293;-551.463;-0.183
1,72753E+12;2024-09-28T16.17.04.867;0.580;0.585;-0.054;0.727;34.024;-536.524;-8.354
1,72753E+12;2024-09-28T16.17.04.877;0.590;0.593;-0.063;0.694;36.037;-521.890;-6.951
1,72753E+12;2024-09-28T16.17.04.887;0.600;0.643;-0.047;0.614;35.000;-514.939;-1.159
1,72753E+12;2024-09-28T16.17.04.897;0.610;0.717;-0.034;0.548;31.463;-514.451;0.671
1,72753E+12;2024-09-28T16.17.04.907;0.620;0.799;-0.002;0.486;28.171;-524.451;-2.439
1,72753E+12;2024-09-28T16.17.04.917;0.630;0.814;-0.027;0.439;28.780;-556.524;-2.195
1,72753E+12;2024-09-28T16.17.04.927;0.640;0.704;-0.022;0.348;28.232;-602.622;-3.232
1,72753E+12;2024-09-28T16.17.04.937;0.650;0.703;0.009;0.192;27.317;-651.159;-6.585
1,72753E+12;2024-09-28T16.17.04.947;0.660;0.825;0.005;0.039;25.976;-683.171;-7.561
1,72753E+12;2024-09-28T16.17.04.957;0.670;0.930;0.023;-0.120;20.610;-689.329;-9.024
1,72753E+12;2024-09-28T16.17.04.967;0.680;1.054;0.066;-0.272;11.159;-662.561;-13.171
1,72753E+12;2024-09-28T16.17.04.977;0.690;1.254;0.088;-0.380;0.793;-595.427;-17.927
1,72753E+12;2024-09-28T16.17.04.987;0.700;1.455;0.079;-0.400;-7.805;-487.378;-18.415
1,72753E+12;2024-09-28T16.17.04.997;0.710;1.556;0.065;-0.391;-15.671;-357.866;-13.537
