epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727529965488,2024-09-28T16.26.05.488,0.000,85.000,-750.122,-40.122
1727529965498,2024-09-28T16.26.05.498,0.010,84.146,-752.378,-39.390
1727529965508,2024-09-28T16.26.05.508,0.020,75.793,-757.988,-39.634
1727529965518,2024-09-28T16.26.05.518,0.030,61.159,-737.805,-42.805
1727529965528,2024-09-28T16.26.05.528,0.040,45.183,-662.622,-44.390
1727529965538,2024-09-28T16.26.05.538,0.050,32.561,-543.171,-39.085
1727529965548,2024-09-28T16.26.05.548,0.060,22.256,-415.610,-28.476
1727529965558,2024-09-28T16.26.05.558,0.070,10.671,-300.854,-18.232
1727529965568,2024-09-28T16.26.05.568,0.080,1.768,-205.122,-10.183
1727529965578,2024-09-28T16.26.05.578,0.090,-2.134,-134.268,-3.049
1727529965588,2024-09-28T16.26.05.588,0.100,-1.829,-100.854,2.195
1727529965598,2024-09-28T16.26.05.598,0.110,-1.220,-99.756,3.171
1727529965608,2024-09-28T16.26.05.608,0.120,0.000,-110.122,-1.951
1727529965618,2024-09-28T16.26.05.618,0.130,3.598,-113.110,-8.659
1727529965628,2024-09-28T16.26.05.628,0.140,7.988,-103.049,-11.585
1727529965638,2024-09-28T16.26.05.638,0.150,11.098,-82.256,-9.085
1727529965648,2024-09-28T16.26.05.648,0.160,11.768,-57.500,-4.756
1727529965658,2024-09-28T16.26.05.658,0.170,9.939,-35.244,-0.061
1727529965668,2024-09-28T16.26.05.668,0.180,6.890,-20.427,3.841
1727529965678,2024-09-28T16.26.05.678,0.190,4.207,-7.927,5.549
1727529965688,2024-09-28T16.26.05.688,0.200,2.500,7.988,5.732
1727529965698,2024-09-28T16.26.05.698,0.210,1.524,27.805,6.402
1727529965708,2024-09-28T16.26.05.708,0.220,-0.183,53.354,7.378
1727529965718,2024-09-28T16.26.05.718,0.230,-2.500,88.902,8.902
1727529965728,2024-09-28T16.26.05.728,0.240,-5.793,135.244,11.890
1727529965738,2024-09-28T16.26.05.738,0.250,-10.122,191.463,15.976
1727529965748,2024-09-28T16.26.05.748,0.260,-15.793,257.012,21.037
1727529965758,2024-09-28T16.26.05.758,0.270,-21.768,326.159,26.707
1727529965768,2024-09-28T16.26.05.768,0.280,-28.049,389.512,33.720
1727529965778,2024-09-28T16.26.05.778,0.290,-34.024,440.427,40.549
1727529965788,2024-09-28T16.26.05.788,0.300,-40.976,483.232,45.000
1727529965798,2024-09-28T16.26.05.798,0.310,-48.171,520.244,49.329
1727529965808,2024-09-28T16.26.05.808,0.320,-53.780,554.939,51.768
1727529965818,2024-09-28T16.26.05.818,0.330,-58.476,586.829,52.561
1727529965828,2024-09-28T16.26.05.828,0.340,-62.134,614.817,52.927
1727529965838,2024-09-28T16.26.05.838,0.350,-65.671,640.976,52.622
1727529965848,2024-09-28T16.26.05.848,0.360,-69.451,662.622,52.805
1727529965858,2024-09-28T16.26.05.858,0.370,-72.073,673.537,51.951
1727529965868,2024-09-28T16.26.05.868,0.380,-74.817,667.988,48.841
1727529965878,2024-09-28T16.26.05.878,0.390,-79.451,647.012,43.902
1727529965888,2024-09-28T16.26.05.888,0.400,-83.415,623.841,37.866
1727529965898,2024-09-28T16.26.05.898,0.410,-81.951,602.683,33.963
1727529965908,2024-09-28T16.26.05.908,0.420,-75.732,581.341,33.354
1727529965918,2024-09-28T16.26.05.918,0.430,-64.634,559.390,33.659
1727529965928,2024-09-28T16.26.05.928,0.440,-51.280,535.671,33.232
1727529965938,2024-09-28T16.26.05.938,0.450,-38.659,493.354,31.646
1727529965948,2024-09-28T16.26.05.948,0.460,-28.354,426.707,26.707
1727529965958,2024-09-28T16.26.05.958,0.470,-22.744,349.329,20.671
1727529965968,2024-09-28T16.26.05.968,0.480,-18.780,276.524,18.476
1727529965978,2024-09-28T16.26.05.978,0.490,-14.207,219.390,17.378
1727529965988,2024-09-28T16.26.05.988,0.500,-10.854,179.085,14.451
1727529965998,2024-09-28T16.26.05.998,0.510,-9.634,150.061,12.500
1727529966008,2024-09-28T16.26.06.008,0.520,-9.390,128.720,11.890
1727529966018,2024-09-28T16.26.06.018,0.530,-10.122,114.573,11.280
1727529966028,2024-09-28T16.26.06.028,0.540,-12.256,103.049,10.183
1727529966038,2024-09-28T16.26.06.038,0.550,-13.476,89.329,9.085
1727529966048,2024-09-28T16.26.06.048,0.560,-12.805,69.207,8.293
1727529966058,2024-09-28T16.26.06.058,0.570,-10.427,45.549,6.341
1727529966068,2024-09-28T16.26.06.068,0.580,-7.256,23.963,5.061
1727529966078,2024-09-28T16.26.06.078,0.590,-4.512,8.780,4.268
1727529966088,2024-09-28T16.26.06.088,0.600,-3.598,0.976,3.720
1727529966098,2024-09-28T16.26.06.098,0.610,-3.232,-2.256,2.927
1727529966108,2024-09-28T16.26.06.108,0.620,-2.805,-1.951,2.195
1727529966118,2024-09-28T16.26.06.118,0.630,-3.110,4.329,1.402
1727529966128,2024-09-28T16.26.06.128,0.640,-4.329,14.146,1.463
1727529966138,2024-09-28T16.26.06.138,0.650,-5.305,19.695,1.341
1727529966148,2024-09-28T16.26.06.148,0.660,-3.780,12.561,1.159
1727529966158,2024-09-28T16.26.06.158,0.670,0.793,-3.963,0.915
1727529966168,2024-09-28T16.26.06.168,0.680,5.549,-17.805,0.000
1727529966178,2024-09-28T16.26.06.178,0.690,8.110,-20.610,-1.890
1727529966188,2024-09-28T16.26.06.188,0.700,8.720,-15.000,-2.744
1727529966198,2024-09-28T16.26.06.198,0.710,7.927,-7.439,-2.134
1727529966208,2024-09-28T16.26.06.208,0.720,5.488,-1.098,-1.463
1727529966218,2024-09-28T16.26.06.218,0.730,3.537,2.012,-1.585
1727529966228,2024-09-28T16.26.06.228,0.740,2.805,-0.122,-0.671
1727529966238,2024-09-28T16.26.06.238,0.750,3.354,-6.951,-1.098
1727529966248,2024-09-28T16.26.06.248,0.760,4.878,-16.463,-2.134
1727529966258,2024-09-28T16.26.06.258,0.770,7.134,-27.012,-2.012
1727529966268,2024-09-28T16.26.06.268,0.780,8.780,-35.976,-1.951
1727529966278,2024-09-28T16.26.06.278,0.790,8.659,-41.037,-2.378
1727529966288,2024-09-28T16.26.06.288,0.800,7.500,-45.061,-2.073
1727529966298,2024-09-28T16.26.06.298,0.810,6.890,-49.756,-1.951
1727529966308,2024-09-28T16.26.06.308,0.820,7.073,-54.146,-2.378
1727529966318,2024-09-28T16.26.06.318,0.830,8.110,-52.012,-2.073
1727529966328,2024-09-28T16.26.06.328,0.840,6.585,-38.354,-1.768
1727529966338,2024-09-28T16.26.06.338,0.850,2.988,-21.585,-1.585
1727529966348,2024-09-28T16.26.06.348,0.860,0.244,-13.780,-1.402
1727529966358,2024-09-28T16.26.06.358,0.870,-0.671,-19.451,-1.768
1727529966368,2024-09-28T16.26.06.368,0.880,-0.305,-35.488,-2.439
1727529966378,2024-09-28T16.26.06.378,0.890,0.549,-56.037,-3.232
