epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727529827308,2024-09-28T16.23.47.308,0.000,0.367,-0.052,0.586
1727529827318,2024-09-28T16.23.47.318,0.010,0.339,-0.045,0.669
1727529827328,2024-09-28T16.23.47.328,0.020,0.354,-0.029,0.744
1727529827338,2024-09-28T16.23.47.338,0.030,0.351,-0.021,0.798
1727529827348,2024-09-28T16.23.47.348,0.040,0.315,-0.025,0.844
1727529827358,2024-09-28T16.23.47.358,0.050,0.302,-0.011,0.878
1727529827368,2024-09-28T16.23.47.368,0.060,0.342,0.006,0.911
1727529827378,2024-09-28T16.23.47.378,0.070,0.363,0.016,0.945
1727529827388,2024-09-28T16.23.47.388,0.080,0.310,0.008,0.980
1727529827398,2024-09-28T16.23.47.398,0.090,0.258,0.006,1.019
1727529827408,2024-09-28T16.23.47.408,0.100,0.245,0.017,1.041
1727529827418,2024-09-28T16.23.47.418,0.110,0.248,0.029,1.041
1727529827428,2024-09-28T16.23.47.428,0.120,0.215,0.034,1.039
1727529827438,2024-09-28T16.23.47.438,0.130,0.156,0.036,1.034
1727529827448,2024-09-28T16.23.47.448,0.140,0.125,0.040,1.023
1727529827458,2024-09-28T16.23.47.458,0.150,0.131,0.041,1.023
1727529827468,2024-09-28T16.23.47.468,0.160,0.156,0.043,1.022
1727529827478,2024-09-28T16.23.47.478,0.170,0.195,0.044,1.011
1727529827488,2024-09-28T16.23.47.488,0.180,0.219,0.042,1.000
1727529827498,2024-09-28T16.23.47.498,0.190,0.232,0.038,0.986
1727529827508,2024-09-28T16.23.47.508,0.200,0.234,0.034,0.969
1727529827518,2024-09-28T16.23.47.518,0.210,0.212,0.032,0.955
1727529827528,2024-09-28T16.23.47.528,0.220,0.195,0.028,0.945
1727529827538,2024-09-28T16.23.47.538,0.230,0.194,0.024,0.940
1727529827548,2024-09-28T16.23.47.548,0.240,0.188,0.014,0.943
1727529827558,2024-09-28T16.23.47.558,0.250,0.190,0.009,0.937
1727529827568,2024-09-28T16.23.47.568,0.260,0.232,0.011,0.934
1727529827578,2024-09-28T16.23.47.578,0.270,0.264,0.012,0.935
1727529827588,2024-09-28T16.23.47.588,0.280,0.276,0.017,0.933
1727529827598,2024-09-28T16.23.47.598,0.290,0.261,0.015,0.935
1727529827608,2024-09-28T16.23.47.608,0.300,0.226,0.008,0.945
1727529827618,2024-09-28T16.23.47.618,0.310,0.203,0.005,0.948
1727529827628,2024-09-28T16.23.47.628,0.320,0.209,0.005,0.957
1727529827638,2024-09-28T16.23.47.638,0.330,0.226,0.004,0.970
1727529827648,2024-09-28T16.23.47.648,0.340,0.242,0.012,0.978
1727529827658,2024-09-28T16.23.47.658,0.350,0.248,0.010,0.979
1727529827668,2024-09-28T16.23.47.668,0.360,0.247,0.012,0.973
1727529827678,2024-09-28T16.23.47.678,0.370,0.256,0.017,0.975
1727529827688,2024-09-28T16.23.47.688,0.380,0.273,0.022,0.979
1727529827698,2024-09-28T16.23.47.698,0.390,0.281,0.025,0.985
1727529827708,2024-09-28T16.23.47.708,0.400,0.266,0.022,0.989
1727529827718,2024-09-28T16.23.47.718,0.410,0.240,0.018,0.988
1727529827728,2024-09-28T16.23.47.728,0.420,0.231,0.013,0.988
1727529827738,2024-09-28T16.23.47.738,0.430,0.238,0.013,0.982
1727529827748,2024-09-28T16.23.47.748,0.440,0.249,0.014,0.980
1727529827758,2024-09-28T16.23.47.758,0.450,0.244,0.017,0.967
1727529827768,2024-09-28T16.23.47.768,0.460,0.222,0.016,0.949
1727529827778,2024-09-28T16.23.47.778,0.470,0.203,0.015,0.940
1727529827788,2024-09-28T16.23.47.788,0.480,0.225,0.016,0.939
1727529827798,2024-09-28T16.23.47.798,0.490,0.263,0.021,0.948
1727529827808,2024-09-28T16.23.47.808,0.500,0.270,0.016,0.940
1727529827818,2024-09-28T16.23.47.818,0.510,0.265,0.010,0.926
1727529827828,2024-09-28T16.23.47.828,0.520,0.281,0.007,0.905
1727529827838,2024-09-28T16.23.47.838,0.530,0.282,0.004,0.882
1727529827848,2024-09-28T16.23.47.848,0.540,0.256,0.000,0.860
1727529827858,2024-09-28T16.23.47.858,0.550,0.273,0.001,0.843
1727529827868,2024-09-28T16.23.47.868,0.560,0.319,-0.002,0.822
1727529827878,2024-09-28T16.23.47.878,0.570,0.352,-0.009,0.790
1727529827888,2024-09-28T16.23.47.888,0.580,0.368,0.004,0.745
