epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530174408,2024-09-28T16.29.34.408,0.000,0.976,-289.451,14.207
1727530174418,2024-09-28T16.29.34.418,0.010,1.098,-301.402,13.598
1727530174428,2024-09-28T16.29.34.428,0.020,0.915,-357.317,11.707
1727530174438,2024-09-28T16.29.34.438,0.030,1.220,-422.073,10.305
1727530174448,2024-09-28T16.29.34.448,0.040,1.402,-470.854,10.549
1727530174458,2024-09-28T16.29.34.458,0.050,1.829,-508.963,10.061
1727530174468,2024-09-28T16.29.34.468,0.060,1.890,-547.561,8.598
1727530174478,2024-09-28T16.29.34.478,0.070,1.646,-591.281,6.159
1727530174488,2024-09-28T16.29.34.488,0.080,0.549,-641.037,4.939
1727530174498,2024-09-28T16.29.34.498,0.090,-0.793,-697.134,8.354
1727530174508,2024-09-28T16.29.34.508,0.100,-3.902,-750.976,12.439
1727530174518,2024-09-28T16.29.34.518,0.110,-10.915,-780.305,10.305
1727530174528,2024-09-28T16.29.34.528,0.120,-17.073,-773.720,7.134
1727530174538,2024-09-28T16.29.34.538,0.130,-21.646,-734.085,6.585
1727530174548,2024-09-28T16.29.34.548,0.140,-25.122,-669.939,7.744
1727530174558,2024-09-28T16.29.34.558,0.150,-24.817,-592.073,9.390
1727530174568,2024-09-28T16.29.34.568,0.160,-23.476,-508.720,6.951
1727530174578,2024-09-28T16.29.34.578,0.170,-20.183,-431.037,3.049
1727530174588,2024-09-28T16.29.34.588,0.180,-13.720,-368.110,3.598
1727530174598,2024-09-28T16.29.34.598,0.190,-6.768,-329.573,5.732
1727530174608,2024-09-28T16.29.34.608,0.200,-5.244,-310.122,5.976
1727530174618,2024-09-28T16.29.34.618,0.210,-8.598,-293.963,2.500
1727530174628,2024-09-28T16.29.34.628,0.220,-14.268,-268.841,-1.707
1727530174638,2024-09-28T16.29.34.638,0.230,-19.512,-233.659,-0.549
1727530174648,2024-09-28T16.29.34.648,0.240,-24.390,-188.232,0.000
1727530174658,2024-09-28T16.29.34.658,0.250,-29.024,-141.707,-0.061
1727530174668,2024-09-28T16.29.34.668,0.260,-31.829,-100.366,2.195
1727530174678,2024-09-28T16.29.34.678,0.270,-33.293,-69.817,5.671
1727530174688,2024-09-28T16.29.34.688,0.280,-35.000,-50.244,7.073
1727530174698,2024-09-28T16.29.34.698,0.290,-35.671,-38.963,7.744
