epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.17.38.545;0.000;-0.044;-0.115;1.032;8.659;-21.585;-5.854
1,72753E+12;2024-09-28T16.17.38.555;0.010;-0.031;-0.115;1.038;8.780;-22.500;-5.732
1,72753E+12;2024-09-28T16.17.38.565;0.020;-0.024;-0.109;1.033;9.451;-24.390;-5.610
1,72753E+12;2024-09-28T16.17.38.575;0.030;0.019;-0.102;1.022;8.902;-19.817;-5.671
1,72753E+12;2024-09-28T16.17.38.585;0.040;0.074;-0.088;1.004;5.366;-8.293;-6.524
1,72753E+12;2024-09-28T16.17.38.595;0.050;0.076;-0.083;1.003;0.976;3.659;-6.402
1,72753E+12;2024-09-28T16.17.38.605;0.060;0.039;-0.093;1.025;-0.976;8.049;-4.817
1,72753E+12;2024-09-28T16.17.38.615;0.070;0.006;-0.104;1.043;-0.549;4.939;-3.963
1,72753E+12;2024-09-28T16.17.38.625;0.080;0.004;-0.109;1.043;0.305;-0.610;-4.085
1,72753E+12;2024-09-28T16.17.38.635;0.090;0.005;-0.107;1.041;1.402;-6.220;-4.329
1,72753E+12;2024-09-28T16.17.38.645;0.100;-0.001;-0.107;1.036;2.378;-11.280;-4.207
1,72753E+12;2024-09-28T16.17.38.655;0.110;0.004;-0.100;1.024;2.805;-15.305;-3.720
1,72753E+12;2024-09-28T16.17.38.665;0.120;0.017;-0.097;1.017;2.683;-17.683;-2.988
1,72753E+12;2024-09-28T16.17.38.675;0.130;0.037;-0.093;1.010;1.890;-14.451;-3.049
1,72753E+12;2024-09-28T16.17.38.685;0.140;0.062;-0.088;1.001;0.183;-7.012;-2.561
1,72753E+12;2024-09-28T16.17.38.695;0.150;0.057;-0.089;1.003;-1.220;-0.305;-1.341
1,72753E+12;2024-09-28T16.17.38.705;0.160;0.038;-0.095;1.005;-1.768;1.829;-0.427
1,72753E+12;2024-09-28T16.17.38.715;0.170;0.017;-0.100;1.007;-1.524;-0.488;-0.122
1,72753E+12;2024-09-28T16.17.38.725;0.180;0.015;-0.103;1.005;-0.976;-5.549;-0.061
1,72753E+12;2024-09-28T16.17.38.735;0.190;0.008;-0.100;1.002;-0.854;-12.561;-0.488
1,72753E+12;2024-09-28T16.17.38.745;0.200;-0.015;-0.103;1.000;-0.488;-22.622;-0.610
1,72753E+12;2024-09-28T16.17.38.755;0.210;-0.013;-0.105;1.001;0.549;-34.390;-1.707
1,72753E+12;2024-09-28T16.17.38.765;0.220;-0.007;-0.107;1.003;1.463;-50.793;-3.415
1,72753E+12;2024-09-28T16.17.38.775;0.230;-0.051;-0.110;0.994;2.744;-81.890;-4.390
1,72753E+12;2024-09-28T16.17.38.785;0.240;-0.119;-0.121;0.990;5.976;-133.476;-5.915
1,72753E+12;2024-09-28T16.17.38.795;0.250;-0.172;-0.126;0.983;11.829;-203.720;-9.268
1,72753E+12;2024-09-28T16.17.38.805;0.260;-0.169;-0.124;0.969;20.061;-283.232;-15.854
1,72753E+12;2024-09-28T16.17.38.815;0.270;-0.114;-0.119;0.948;28.841;-358.720;-25.793
1,72753E+12;2024-09-28T16.17.38.825;0.280;-0.024;-0.113;0.916;36.402;-422.134;-34.756
1,72753E+12;2024-09-28T16.17.38.835;0.290;0.083;-0.105;0.875;43.049;-475.915;-41.524
1,72753E+12;2024-09-28T16.17.38.845;0.300;0.159;-0.095;0.836;51.341;-532.256;-47.805
1,72753E+12;2024-09-28T16.17.38.855;0.310;0.147;-0.122;0.800;63.293;-612.439;-49.878
1,72753E+12;2024-09-28T16.17.38.865;0.320;0.084;-0.116;0.716;76.768;-718.354;-52.439
1,72753E+12;2024-09-28T16.17.38.875;0.330;0.137;-0.062;0.548;85.427;-830.122;-60.366
1,72753E+12;2024-09-28T16.17.38.885;0.340;0.286;0.012;0.319;88.720;-920.122;-77.805
1,72753E+12;2024-09-28T16.17.38.895;0.350;0.476;0.061;0.096;87.622;-958.293;-95.488
1,72753E+12;2024-09-28T16.17.38.905;0.360;0.764;0.134;-0.115;76.829;-898.659;-104.878
1,72753E+12;2024-09-28T16.17.38.915;0.370;1.335;0.201;-0.239;66.951;-726.768;-103.963
1,72753E+12;2024-09-28T16.17.38.925;0.380;1.871;0.125;-0.159;59.024;-473.659;-79.756
1,72753E+12;2024-09-28T16.17.38.935;0.390;1.984;0.095;-0.036;46.280;-228.354;-33.537
1,72753E+12;2024-09-28T16.17.38.945;0.400;1.660;0.139;-0.087;26.646;-75.915;0.305
1,72753E+12;2024-09-28T16.17.38.955;0.410;1.229;0.224;-0.185;0.610;-21.829;12.744
1,72753E+12;2024-09-28T16.17.38.965;0.420;0.995;0.221;-0.163;-19.268;-23.537;7.744
1,72753E+12;2024-09-28T16.17.38.975;0.430;0.971;0.142;-0.058;-27.134;-40.244;-0.854
1,72753E+12;2024-09-28T16.17.38.985;0.440;0.971;0.086;0.011;-25.000;-53.963;-5.732
1,72753E+12;2024-09-28T16.17.38.995;0.450;0.977;0.070;0.007;-18.476;-62.439;-11.159
1,72753E+12;2024-09-28T16.17.39.005;0.460;1.013;0.061;-0.029;-11.524;-63.049;-16.707
