epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727529685380,2024-09-28T16.21.25.380,0.000,-10.122,-355.671,4.390
1727529685390,2024-09-28T16.21.25.390,0.010,-9.451,-371.585,2.439
1727529685400,2024-09-28T16.21.25.400,0.020,-9.329,-430.305,-5.671
1727529685410,2024-09-28T16.21.25.410,0.030,-12.439,-474.085,-12.134
1727529685420,2024-09-28T16.21.25.420,0.040,-17.622,-487.622,-14.329
1727529685430,2024-09-28T16.21.25.430,0.050,-22.439,-503.354,-17.805
1727529685440,2024-09-28T16.21.25.440,0.060,-23.476,-535.854,-22.500
1727529685450,2024-09-28T16.21.25.450,0.070,-22.744,-575.854,-27.683
1727529685460,2024-09-28T16.21.25.460,0.080,-23.902,-612.866,-32.134
1727529685470,2024-09-28T16.21.25.470,0.090,-26.585,-647.195,-34.329
1727529685480,2024-09-28T16.21.25.480,0.100,-29.085,-675.732,-38.476
1727529685490,2024-09-28T16.21.25.490,0.110,-31.098,-699.146,-40.000
1727529685500,2024-09-28T16.21.25.500,0.120,-33.293,-709.085,-39.146
1727529685510,2024-09-28T16.21.25.510,0.130,-34.695,-703.963,-36.402
1727529685520,2024-09-28T16.21.25.520,0.140,-34.695,-681.829,-33.902
1727529685530,2024-09-28T16.21.25.530,0.150,-32.927,-658.659,-29.573
1727529685540,2024-09-28T16.21.25.540,0.160,-34.329,-645.854,-24.024
1727529685550,2024-09-28T16.21.25.550,0.170,-38.598,-631.281,-23.476
1727529685560,2024-09-28T16.21.25.560,0.180,-42.805,-608.415,-22.683
1727529685570,2024-09-28T16.21.25.570,0.190,-47.256,-570.671,-17.866
1727529685580,2024-09-28T16.21.25.580,0.200,-51.646,-514.878,-14.756
1727529685590,2024-09-28T16.21.25.590,0.210,-55.244,-443.902,-13.598
1727529685600,2024-09-28T16.21.25.600,0.220,-56.341,-355.549,-12.195
1727529685610,2024-09-28T16.21.25.610,0.230,-54.390,-262.317,-9.329
1727529685620,2024-09-28T16.21.25.620,0.240,-50.244,-182.012,-6.341
1727529685630,2024-09-28T16.21.25.630,0.250,-45.671,-117.378,-4.268
1727529685640,2024-09-28T16.21.25.640,0.260,-41.341,-69.146,-0.732
1727529685650,2024-09-28T16.21.25.650,0.270,-37.622,-39.268,2.744
1727529685660,2024-09-28T16.21.25.660,0.280,-34.268,-24.268,2.805
1727529685670,2024-09-28T16.21.25.670,0.290,-31.159,-21.220,2.134
1727529685680,2024-09-28T16.21.25.680,0.300,-28.476,-23.780,0.732
1727529685690,2024-09-28T16.21.25.690,0.310,-26.341,-25.915,-2.805
1727529685700,2024-09-28T16.21.25.700,0.320,-23.963,-21.585,-5.671
1727529685710,2024-09-28T16.21.25.710,0.330,-20.732,-9.817,-6.159
1727529685720,2024-09-28T16.21.25.720,0.340,-15.549,2.317,-5.610
1727529685730,2024-09-28T16.21.25.730,0.350,-9.268,8.537,-3.963
1727529685740,2024-09-28T16.21.25.740,0.360,-2.012,10.732,-2.805
1727529685750,2024-09-28T16.21.25.750,0.370,4.695,10.732,-0.488
1727529685760,2024-09-28T16.21.25.760,0.380,9.451,9.878,0.549
1727529685770,2024-09-28T16.21.25.770,0.390,12.195,12.378,0.122
1727529685780,2024-09-28T16.21.25.780,0.400,12.866,22.195,0.122
1727529685790,2024-09-28T16.21.25.790,0.410,12.195,42.256,0.732
1727529685800,2024-09-28T16.21.25.800,0.420,11.402,71.280,2.622
1727529685810,2024-09-28T16.21.25.810,0.430,10.915,104.085,5.305
1727529685820,2024-09-28T16.21.25.820,0.440,10.915,138.354,8.110
1727529685830,2024-09-28T16.21.25.830,0.450,11.646,171.280,11.463
1727529685840,2024-09-28T16.21.25.840,0.460,12.744,200.000,15.366
1727529685850,2024-09-28T16.21.25.850,0.470,13.720,221.951,18.720
1727529685860,2024-09-28T16.21.25.860,0.480,14.451,238.415,20.854
1727529685870,2024-09-28T16.21.25.870,0.490,15.000,250.915,22.195
1727529685880,2024-09-28T16.21.25.880,0.500,15.305,260.915,22.561
1727529685890,2024-09-28T16.21.25.890,0.510,15.061,272.866,21.646
1727529685900,2024-09-28T16.21.25.900,0.520,14.329,287.866,21.524
1727529685910,2024-09-28T16.21.25.910,0.530,13.598,305.427,21.707
1727529685920,2024-09-28T16.21.25.920,0.540,12.561,330.427,21.768
1727529685930,2024-09-28T16.21.25.930,0.550,11.890,357.744,24.329
1727529685940,2024-09-28T16.21.25.940,0.560,12.866,376.585,28.476
1727529685950,2024-09-28T16.21.25.950,0.570,14.207,384.512,32.073
1727529685960,2024-09-28T16.21.25.960,0.580,16.951,387.134,34.329
1727529685970,2024-09-28T16.21.25.970,0.590,19.451,388.598,35.244
1727529685980,2024-09-28T16.21.25.980,0.600,23.110,396.098,33.476
1727529685990,2024-09-28T16.21.25.990,0.610,27.073,407.439,32.073
1727529686000,2024-09-28T16.21.26.000,0.620,30.915,414.329,31.037
1727529686010,2024-09-28T16.21.26.010,0.630,33.963,418.415,27.256
1727529686020,2024-09-28T16.21.26.020,0.640,33.354,430.366,22.927
1727529686030,2024-09-28T16.21.26.030,0.650,28.110,454.390,23.720
1727529686040,2024-09-28T16.21.26.040,0.660,21.037,493.171,26.402
1727529686050,2024-09-28T16.21.26.050,0.670,15.488,530.915,29.329
1727529686060,2024-09-28T16.21.26.060,0.680,10.549,560.244,31.098
1727529686070,2024-09-28T16.21.26.070,0.690,9.451,578.963,32.561
1727529686080,2024-09-28T16.21.26.080,0.700,12.744,582.317,37.195
1727529686090,2024-09-28T16.21.26.090,0.710,16.402,574.329,38.841
1727529686100,2024-09-28T16.21.26.100,0.720,20.061,560.061,40.061
1727529686110,2024-09-28T16.21.26.110,0.730,22.012,532.500,41.220
1727529686120,2024-09-28T16.21.26.120,0.740,24.390,482.500,39.634
1727529686130,2024-09-28T16.21.26.130,0.750,27.927,410.305,36.646
1727529686140,2024-09-28T16.21.26.140,0.760,31.402,324.268,32.561
1727529686150,2024-09-28T16.21.26.150,0.770,33.659,240.732,27.439
1727529686160,2024-09-28T16.21.26.160,0.780,33.841,171.768,22.500
1727529686170,2024-09-28T16.21.26.170,0.790,30.610,123.232,15.061
1727529686180,2024-09-28T16.21.26.180,0.800,23.049,94.512,11.768
1727529686190,2024-09-28T16.21.26.190,0.810,15.610,80.183,10.732
1727529686200,2024-09-28T16.21.26.200,0.820,8.476,75.366,11.463
1727529686210,2024-09-28T16.21.26.210,0.830,3.232,70.305,12.317
1727529686220,2024-09-28T16.21.26.220,0.840,1.037,56.524,12.073
1727529686230,2024-09-28T16.21.26.230,0.850,1.098,32.256,11.098
1727529686240,2024-09-28T16.21.26.240,0.860,2.744,1.159,10.183
1727529686250,2024-09-28T16.21.26.250,0.870,5.183,-28.720,8.598
1727529686260,2024-09-28T16.21.26.260,0.880,7.500,-46.524,5.854
1727529686270,2024-09-28T16.21.26.270,0.890,7.744,-44.451,3.049
1727529686280,2024-09-28T16.21.26.280,0.900,5.732,-25.366,2.744
1727529686290,2024-09-28T16.21.26.290,0.910,2.195,0.915,2.988
1727529686300,2024-09-28T16.21.26.300,0.920,-1.463,20.366,3.902
1727529686310,2024-09-28T16.21.26.310,0.930,-2.561,25.000,5.732
1727529686320,2024-09-28T16.21.26.320,0.940,-1.707,15.488,5.549
1727529686330,2024-09-28T16.21.26.330,0.950,-0.122,-1.585,3.841
1727529686340,2024-09-28T16.21.26.340,0.960,2.012,-18.720,2.744
