epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.23.47.308;0.000;0.367;-0.052;0.586;24.512;298.537;17.561
1,72753E+12;2024-09-28T16.23.47.318;0.010;0.339;-0.045;0.669;25.244;289.390;16.951
1,72753E+12;2024-09-28T16.23.47.328;0.020;0.354;-0.029;0.744;28.720;252.500;14.451
1,72753E+12;2024-09-28T16.23.47.338;0.030;0.351;-0.021;0.798;30.366;212.439;12.683
1,72753E+12;2024-09-28T16.23.47.348;0.040;0.315;-0.025;0.844;30.671;181.037;11.646
1,72753E+12;2024-09-28T16.23.47.358;0.050;0.302;-0.011;0.878;30.183;156.280;10.183
1,72753E+12;2024-09-28T16.23.47.368;0.060;0.342;0.006;0.911;27.622;144.085;7.073
1,72753E+12;2024-09-28T16.23.47.378;0.070;0.363;0.016;0.945;22.622;138.171;4.695
1,72753E+12;2024-09-28T16.23.47.388;0.080;0.310;0.008;0.980;19.085;129.268;4.207
1,72753E+12;2024-09-28T16.23.47.398;0.090;0.258;0.006;1.019;18.415;116.646;3.841
1,72753E+12;2024-09-28T16.23.47.408;0.100;0.245;0.017;1.041;17.561;107.805;1.402
1,72753E+12;2024-09-28T16.23.47.418;0.110;0.248;0.029;1.041;13.110;100.793;0.000
1,72753E+12;2024-09-28T16.23.47.428;0.120;0.215;0.034;1.039;8.841;88.476;1.098
1,72753E+12;2024-09-28T16.23.47.438;0.130;0.156;0.036;1.034;5.793;70.671;1.707
1,72753E+12;2024-09-28T16.23.47.448;0.140;0.125;0.040;1.023;2.256;49.817;2.622
1,72753E+12;2024-09-28T16.23.47.458;0.150;0.131;0.041;1.023;-0.610;29.817;3.354
1,72753E+12;2024-09-28T16.23.47.468;0.160;0.156;0.043;1.022;-2.500;15.366;2.378
1,72753E+12;2024-09-28T16.23.47.478;0.170;0.195;0.044;1.011;-4.329;8.415;0.671
1,72753E+12;2024-09-28T16.23.47.488;0.180;0.219;0.042;1.000;-6.280;7.988;-0.671
1,72753E+12;2024-09-28T16.23.47.498;0.190;0.232;0.038;0.986;-7.805;10.122;-1.159
1,72753E+12;2024-09-28T16.23.47.508;0.200;0.234;0.034;0.969;-8.902;11.890;-1.524
1,72753E+12;2024-09-28T16.23.47.518;0.210;0.212;0.032;0.955;-9.451;10.305;-0.732
1,72753E+12;2024-09-28T16.23.47.528;0.220;0.195;0.028;0.945;-9.085;4.878;0.183
1,72753E+12;2024-09-28T16.23.47.538;0.230;0.194;0.024;0.940;-8.171;-3.659;-0.122
1,72753E+12;2024-09-28T16.23.47.548;0.240;0.188;0.014;0.943;-5.488;-13.232;-0.854
1,72753E+12;2024-09-28T16.23.47.558;0.250;0.190;0.009;0.937;-2.622;-18.110;-1.220
1,72753E+12;2024-09-28T16.23.47.568;0.260;0.232;0.011;0.934;-1.585;-16.402;-1.037
