epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530032658,2024-09-28T16.27.12.658,0.000,-28.415,-130.793,-6.646
1727530032668,2024-09-28T16.27.12.668,0.010,-27.866,-130.488,-6.890
1727530032678,2024-09-28T16.27.12.678,0.020,-24.939,-125.854,-7.073
1727530032688,2024-09-28T16.27.12.688,0.030,-20.549,-114.634,-6.768
1727530032698,2024-09-28T16.27.12.698,0.040,-15.915,-94.146,-5.366
1727530032708,2024-09-28T16.27.12.708,0.050,-11.341,-65.305,-3.293
1727530032718,2024-09-28T16.27.12.718,0.060,-7.012,-35.671,-0.549
1727530032728,2024-09-28T16.27.12.728,0.070,-3.720,-11.768,2.561
1727530032738,2024-09-28T16.27.12.738,0.080,-1.341,4.817,5.000
1727530032748,2024-09-28T16.27.12.748,0.090,1.280,14.146,6.646
1727530032758,2024-09-28T16.27.12.758,0.100,3.720,17.012,7.622
1727530032768,2024-09-28T16.27.12.768,0.110,5.183,17.073,7.256
1727530032778,2024-09-28T16.27.12.778,0.120,5.976,19.878,6.220
1727530032788,2024-09-28T16.27.12.788,0.130,6.585,27.073,5.793
1727530032798,2024-09-28T16.27.12.798,0.140,6.341,38.049,6.341
1727530032808,2024-09-28T16.27.12.808,0.150,4.817,53.902,7.561
1727530032818,2024-09-28T16.27.12.818,0.160,2.378,78.415,9.512
1727530032828,2024-09-28T16.27.12.828,0.170,-1.524,116.829,12.317
1727530032838,2024-09-28T16.27.12.838,0.180,-6.098,166.829,16.280
1727530032848,2024-09-28T16.27.12.848,0.190,-11.159,228.049,22.317
1727530032858,2024-09-28T16.27.12.858,0.200,-15.732,296.341,30.366
1727530032868,2024-09-28T16.27.12.868,0.210,-18.110,362.622,40.732
1727530032878,2024-09-28T16.27.12.878,0.220,-18.293,419.634,51.159
1727530032888,2024-09-28T16.27.12.888,0.230,-17.683,465.244,60.915
1727530032898,2024-09-28T16.27.12.898,0.240,-17.256,501.341,69.817
1727530032908,2024-09-28T16.27.12.908,0.250,-17.317,533.049,76.463
1727530032918,2024-09-28T16.27.12.918,0.260,-19.329,569.329,81.159
1727530032928,2024-09-28T16.27.12.928,0.270,-22.195,610.671,86.159
1727530032938,2024-09-28T16.27.12.938,0.280,-25.793,658.293,91.098
1727530032948,2024-09-28T16.27.12.948,0.290,-31.524,701.524,99.085
1727530032958,2024-09-28T16.27.12.958,0.300,-39.451,726.402,108.902
1727530032968,2024-09-28T16.27.12.968,0.310,-47.195,730.183,112.927
1727530032978,2024-09-28T16.27.12.978,0.320,-51.402,714.512,112.561
1727530032988,2024-09-28T16.27.12.988,0.330,-51.159,681.159,109.634
