epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727529685378,2024-09-28T16.21.25.378,0.000,-0.159,-0.050,0.916
1727529685388,2024-09-28T16.21.25.388,0.010,-0.135,-0.043,0.891
1727529685398,2024-09-28T16.21.25.398,0.020,-0.015,-0.028,0.849
1727529685408,2024-09-28T16.21.25.408,0.030,0.230,-0.014,0.810
1727529685418,2024-09-28T16.21.25.418,0.040,0.448,-0.032,0.790
1727529685428,2024-09-28T16.21.25.428,0.050,0.523,-0.061,0.761
1727529685438,2024-09-28T16.21.25.438,0.060,0.504,-0.070,0.710
1727529685448,2024-09-28T16.21.25.448,0.070,0.497,-0.049,0.637
1727529685458,2024-09-28T16.21.25.458,0.080,0.596,-0.023,0.534
1727529685468,2024-09-28T16.21.25.468,0.090,0.721,-0.028,0.434
1727529685478,2024-09-28T16.21.25.478,0.100,0.783,-0.015,0.321
1727529685488,2024-09-28T16.21.25.488,0.110,0.824,-0.013,0.186
1727529685498,2024-09-28T16.21.25.498,0.120,0.856,-0.005,0.052
1727529685508,2024-09-28T16.21.25.508,0.130,0.921,-0.002,-0.084
1727529685518,2024-09-28T16.21.25.518,0.140,0.990,0.002,-0.193
1727529685528,2024-09-28T16.21.25.528,0.150,1.042,-0.001,-0.296
1727529685538,2024-09-28T16.21.25.538,0.160,0.978,0.007,-0.416
1727529685548,2024-09-28T16.21.25.548,0.170,0.856,0.069,-0.558
1727529685558,2024-09-28T16.21.25.558,0.180,0.874,0.086,-0.670
1727529685568,2024-09-28T16.21.25.568,0.190,0.927,0.066,-0.725
1727529685578,2024-09-28T16.21.25.578,0.200,0.919,0.067,-0.783
1727529685588,2024-09-28T16.21.25.588,0.210,0.932,0.083,-0.791
1727529685598,2024-09-28T16.21.25.598,0.220,0.979,0.080,-0.787
1727529685608,2024-09-28T16.21.25.608,0.230,0.968,0.035,-0.784
1727529685618,2024-09-28T16.21.25.618,0.240,0.881,0.021,-0.808
1727529685628,2024-09-28T16.21.25.628,0.250,0.756,0.031,-0.861
1727529685638,2024-09-28T16.21.25.638,0.260,0.705,0.036,-0.905
1727529685648,2024-09-28T16.21.25.648,0.270,0.661,0.047,-0.950
1727529685658,2024-09-28T16.21.25.658,0.280,0.596,0.069,-0.989
1727529685668,2024-09-28T16.21.25.668,0.290,0.585,0.073,-1.017
1727529685678,2024-09-28T16.21.25.678,0.300,0.569,0.073,-1.034
1727529685688,2024-09-28T16.21.25.688,0.310,0.565,0.081,-1.050
1727529685698,2024-09-28T16.21.25.698,0.320,0.598,0.085,-1.055
1727529685708,2024-09-28T16.21.25.708,0.330,0.639,0.078,-1.049
1727529685718,2024-09-28T16.21.25.718,0.340,0.652,0.072,-1.026
1727529685728,2024-09-28T16.21.25.728,0.350,0.597,0.062,-1.000
1727529685738,2024-09-28T16.21.25.738,0.360,0.554,0.073,-0.973
1727529685748,2024-09-28T16.21.25.748,0.370,0.555,0.073,-0.939
1727529685758,2024-09-28T16.21.25.758,0.380,0.543,0.077,-0.926
1727529685768,2024-09-28T16.21.25.768,0.390,0.551,0.098,-0.921
1727529685778,2024-09-28T16.21.25.778,0.400,0.587,0.109,-0.920
1727529685788,2024-09-28T16.21.25.788,0.410,0.620,0.115,-0.906
1727529685798,2024-09-28T16.21.25.798,0.420,0.660,0.115,-0.899
1727529685808,2024-09-28T16.21.25.808,0.430,0.698,0.112,-0.883
1727529685818,2024-09-28T16.21.25.818,0.440,0.720,0.103,-0.858
1727529685828,2024-09-28T16.21.25.828,0.450,0.745,0.092,-0.828
1727529685838,2024-09-28T16.21.25.838,0.460,0.757,0.083,-0.805
1727529685848,2024-09-28T16.21.25.848,0.470,0.755,0.077,-0.790
1727529685858,2024-09-28T16.21.25.858,0.480,0.759,0.077,-0.768
1727529685868,2024-09-28T16.21.25.868,0.490,0.786,0.076,-0.736
1727529685878,2024-09-28T16.21.25.878,0.500,0.812,0.072,-0.711
1727529685888,2024-09-28T16.21.25.888,0.510,0.833,0.071,-0.685
1727529685898,2024-09-28T16.21.25.898,0.520,0.880,0.068,-0.661
1727529685908,2024-09-28T16.21.25.908,0.530,0.925,0.061,-0.634
1727529685918,2024-09-28T16.21.25.918,0.540,0.948,0.061,-0.608
1727529685928,2024-09-28T16.21.25.928,0.550,1.008,0.056,-0.574
1727529685938,2024-09-28T16.21.25.938,0.560,1.041,0.042,-0.522
1727529685948,2024-09-28T16.21.25.948,0.570,0.981,0.030,-0.467
1727529685958,2024-09-28T16.21.25.958,0.580,0.948,0.036,-0.412
1727529685968,2024-09-28T16.21.25.968,0.590,1.010,0.034,-0.336
1727529685978,2024-09-28T16.21.25.978,0.600,1.065,0.029,-0.263
1727529685988,2024-09-28T16.21.25.988,0.610,1.092,0.017,-0.200
1727529685998,2024-09-28T16.21.25.998,0.620,1.094,-0.001,-0.132
1727529686008,2024-09-28T16.21.26.008,0.630,1.043,-0.008,-0.073
1727529686018,2024-09-28T16.21.26.018,0.640,0.996,-0.002,-0.054
1727529686028,2024-09-28T16.21.26.028,0.650,0.998,0.018,-0.033
1727529686038,2024-09-28T16.21.26.038,0.660,1.052,0.032,0.018
1727529686048,2024-09-28T16.21.26.048,0.670,1.082,0.018,0.080
1727529686058,2024-09-28T16.21.26.058,0.680,0.982,0.007,0.141
1727529686068,2024-09-28T16.21.26.068,0.690,0.865,0.014,0.210
1727529686078,2024-09-28T16.21.26.078,0.700,0.791,-0.024,0.322
1727529686088,2024-09-28T16.21.26.088,0.710,0.677,-0.016,0.410
1727529686098,2024-09-28T16.21.26.098,0.720,0.611,-0.023,0.496
1727529686108,2024-09-28T16.21.26.108,0.730,0.568,-0.043,0.587
1727529686118,2024-09-28T16.21.26.118,0.740,0.427,-0.058,0.658
1727529686128,2024-09-28T16.21.26.128,0.750,0.240,-0.079,0.735
1727529686138,2024-09-28T16.21.26.138,0.760,0.117,-0.059,0.822
1727529686148,2024-09-28T16.21.26.148,0.770,0.053,-0.039,0.886
1727529686158,2024-09-28T16.21.26.158,0.780,0.058,-0.032,0.932
1727529686168,2024-09-28T16.21.26.168,0.790,0.103,0.004,0.948
1727529686178,2024-09-28T16.21.26.178,0.800,0.126,0.008,0.962
1727529686188,2024-09-28T16.21.26.188,0.810,0.109,0.020,0.995
1727529686198,2024-09-28T16.21.26.198,0.820,0.118,0.032,1.032
1727529686208,2024-09-28T16.21.26.208,0.830,0.120,0.022,1.053
1727529686218,2024-09-28T16.21.26.218,0.840,0.068,0.012,1.058
