epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727529796679,2024-09-28T16.23.16.679,0.000,3.049,131.585,19.146
1727529796689,2024-09-28T16.23.16.689,0.010,2.012,130.976,19.390
1727529796699,2024-09-28T16.23.16.699,0.020,-3.110,128.476,17.988
1727529796709,2024-09-28T16.23.16.709,0.030,-6.220,126.341,16.707
1727529796719,2024-09-28T16.23.16.719,0.040,-8.110,119.268,14.390
1727529796729,2024-09-28T16.23.16.729,0.050,-8.232,98.902,14.390
1727529796739,2024-09-28T16.23.16.739,0.060,-5.305,69.695,12.561
1727529796749,2024-09-28T16.23.16.749,0.070,-2.500,42.378,10.061
1727529796759,2024-09-28T16.23.16.759,0.080,-0.427,21.341,8.415
1727529796769,2024-09-28T16.23.16.769,0.090,0.183,7.927,7.012
1727529796779,2024-09-28T16.23.16.779,0.100,-0.976,3.049,5.976
1727529796789,2024-09-28T16.23.16.789,0.110,-3.110,3.476,4.878
1727529796799,2024-09-28T16.23.16.799,0.120,-4.634,7.378,2.561
1727529796809,2024-09-28T16.23.16.809,0.130,-5.915,14.634,0.366
1727529796819,2024-09-28T16.23.16.819,0.140,-7.073,19.939,1.220
1727529796829,2024-09-28T16.23.16.829,0.150,-6.585,18.659,0.976
1727529796839,2024-09-28T16.23.16.839,0.160,-4.817,10.854,0.305
1727529796849,2024-09-28T16.23.16.849,0.170,-1.951,-0.854,-0.305
1727529796859,2024-09-28T16.23.16.859,0.180,1.220,-11.890,-0.793
1727529796869,2024-09-28T16.23.16.869,0.190,3.415,-20.549,-1.280
1727529796879,2024-09-28T16.23.16.879,0.200,4.756,-22.988,-2.256
1727529796889,2024-09-28T16.23.16.889,0.210,4.512,-16.037,-3.110
1727529796899,2024-09-28T16.23.16.899,0.220,2.683,-1.768,-3.354
1727529796909,2024-09-28T16.23.16.909,0.230,0.366,9.451,-1.463
1727529796919,2024-09-28T16.23.16.919,0.240,-0.122,11.341,-0.427
1727529796929,2024-09-28T16.23.16.929,0.250,0.854,3.902,-0.488
1727529796939,2024-09-28T16.23.16.939,0.260,2.988,-8.598,-0.793
1727529796949,2024-09-28T16.23.16.949,0.270,4.146,-21.646,-1.280
1727529796959,2024-09-28T16.23.16.959,0.280,5.122,-30.549,-1.707
1727529796969,2024-09-28T16.23.16.969,0.290,5.122,-30.427,-1.707
1727529796979,2024-09-28T16.23.16.979,0.300,3.780,-20.183,-1.159
1727529796989,2024-09-28T16.23.16.989,0.310,0.976,-5.244,-0.488
1727529796999,2024-09-28T16.23.16.999,0.320,-2.012,3.232,0.732
1727529797009,2024-09-28T16.23.17.009,0.330,-2.927,-0.366,1.585
1727529797019,2024-09-28T16.23.17.019,0.340,-2.256,-14.695,2.134
1727529797029,2024-09-28T16.23.17.029,0.350,-0.671,-35.793,1.890
1727529797039,2024-09-28T16.23.17.039,0.360,0.732,-59.573,0.488
1727529797049,2024-09-28T16.23.17.049,0.370,2.988,-82.500,-1.402
1727529797059,2024-09-28T16.23.17.059,0.380,5.549,-93.841,-3.537
1727529797069,2024-09-28T16.23.17.069,0.390,4.939,-92.439,-3.659
1727529797079,2024-09-28T16.23.17.079,0.400,3.110,-86.037,-3.537
1727529797089,2024-09-28T16.23.17.089,0.410,1.585,-84.085,-4.329
1727529797099,2024-09-28T16.23.17.099,0.420,0.427,-98.354,-4.085
1727529797109,2024-09-28T16.23.17.109,0.430,1.768,-136.098,-1.768
1727529797119,2024-09-28T16.23.17.119,0.440,6.768,-188.720,-2.805
1727529797129,2024-09-28T16.23.17.129,0.450,10.793,-248.476,-6.951
1727529797139,2024-09-28T16.23.17.139,0.460,15.549,-307.012,-12.317
1727529797149,2024-09-28T16.23.17.149,0.470,19.146,-353.963,-17.988
1727529797159,2024-09-28T16.23.17.159,0.480,21.220,-388.415,-19.878
1727529797169,2024-09-28T16.23.17.169,0.490,25.183,-388.232,-24.207
1727529797179,2024-09-28T16.23.17.179,0.500,25.793,-324.451,-29.268
1727529797189,2024-09-28T16.23.17.189,0.510,12.805,-234.451,-21.524
1727529797199,2024-09-28T16.23.17.199,0.520,4.695,-177.866,-8.598
1727529797209,2024-09-28T16.23.17.209,0.530,10.183,-179.817,-4.268
1727529797219,2024-09-28T16.23.17.219,0.540,18.110,-247.866,-0.549
1727529797229,2024-09-28T16.23.17.229,0.550,26.037,-351.098,-3.598
1727529797239,2024-09-28T16.23.17.239,0.560,33.049,-452.256,-14.634
1727529797249,2024-09-28T16.23.17.249,0.570,37.134,-518.354,-27.927
1727529797259,2024-09-28T16.23.17.259,0.580,37.378,-540.671,-36.341
1727529797269,2024-09-28T16.23.17.269,0.590,35.366,-534.756,-39.207
1727529797279,2024-09-28T16.23.17.279,0.600,34.085,-541.707,-36.280
1727529797289,2024-09-28T16.23.17.289,0.610,29.878,-576.098,-32.683
1727529797299,2024-09-28T16.23.17.299,0.620,20.610,-620.305,-36.524
1727529797309,2024-09-28T16.23.17.309,0.630,8.476,-656.768,-37.744
1727529797319,2024-09-28T16.23.17.319,0.640,-5.305,-645.549,-39.146
1727529797329,2024-09-28T16.23.17.329,0.650,-18.659,-573.902,-40.000
1727529797339,2024-09-28T16.23.17.339,0.660,-29.512,-467.256,-31.341
1727529797349,2024-09-28T16.23.17.349,0.670,-37.317,-357.561,-20.915
1727529797359,2024-09-28T16.23.17.359,0.680,-36.220,-290.854,-10.061
1727529797369,2024-09-28T16.23.17.369,0.690,-30.305,-284.451,0.671
1727529797379,2024-09-28T16.23.17.379,0.700,-25.488,-318.963,4.878
1727529797389,2024-09-28T16.23.17.389,0.710,-24.573,-359.268,0.732
1727529797399,2024-09-28T16.23.17.399,0.720,-27.683,-379.451,-3.537
1727529797409,2024-09-28T16.23.17.409,0.730,-30.366,-359.390,-8.476
1727529797419,2024-09-28T16.23.17.419,0.740,-33.841,-297.988,-11.707
1727529797429,2024-09-28T16.23.17.429,0.750,-35.122,-208.110,-10.976
1727529797439,2024-09-28T16.23.17.439,0.760,-33.415,-105.122,-6.341
1727529797449,2024-09-28T16.23.17.449,0.770,-28.902,-5.610,0.732
1727529797459,2024-09-28T16.23.17.459,0.780,-23.293,82.927,9.024
1727529797469,2024-09-28T16.23.17.469,0.790,-18.415,162.561,16.341
1727529797479,2024-09-28T16.23.17.479,0.800,-15.000,227.317,23.537
1727529797489,2024-09-28T16.23.17.489,0.810,-11.768,252.378,32.744
1727529797499,2024-09-28T16.23.17.499,0.820,-7.805,225.183,37.195
1727529797509,2024-09-28T16.23.17.509,0.830,-5.305,166.341,33.476
1727529797519,2024-09-28T16.23.17.519,0.840,-5.244,100.671,27.622
1727529797529,2024-09-28T16.23.17.529,0.850,-3.841,46.524,21.524
1727529797539,2024-09-28T16.23.17.539,0.860,0.000,17.256,13.780
1727529797549,2024-09-28T16.23.17.549,0.870,3.902,14.146,6.220
1727529797559,2024-09-28T16.23.17.559,0.880,8.049,33.780,2.012
1727529797569,2024-09-28T16.23.17.569,0.890,10.793,69.512,3.537
1727529797579,2024-09-28T16.23.17.579,0.900,11.463,113.537,8.110
1727529797589,2024-09-28T16.23.17.589,0.910,10.183,159.756,14.634
1727529797599,2024-09-28T16.23.17.599,0.920,7.622,202.256,21.951
1727529797609,2024-09-28T16.23.17.609,0.930,4.756,234.268,27.866
1727529797619,2024-09-28T16.23.17.619,0.940,2.927,253.293,30.549
1727529797629,2024-09-28T16.23.17.629,0.950,1.463,266.646,30.366
1727529797639,2024-09-28T16.23.17.639,0.960,-0.671,288.415,28.415
1727529797649,2024-09-28T16.23.17.649,0.970,-3.110,319.329,27.744
1727529797659,2024-09-28T16.23.17.659,0.980,-3.232,355.000,26.280
1727529797669,2024-09-28T16.23.17.669,0.990,-1.890,392.439,26.829
1727529797679,2024-09-28T16.23.17.679,1.000,-1.341,430.305,32.012
1727529797689,2024-09-28T16.23.17.689,1.010,-3.598,468.049,40.915
1727529797699,2024-09-28T16.23.17.699,1.020,-6.707,506.402,50.915
1727529797709,2024-09-28T16.23.17.709,1.030,-13.110,548.232,56.951
1727529797719,2024-09-28T16.23.17.719,1.040,-22.317,594.085,59.390
1727529797729,2024-09-28T16.23.17.729,1.050,-30.915,630.915,62.012
1727529797739,2024-09-28T16.23.17.739,1.060,-38.110,650.488,63.963
1727529797749,2024-09-28T16.23.17.749,1.070,-42.744,650.732,68.354
1727529797759,2024-09-28T16.23.17.759,1.080,-40.366,635.000,72.561
1727529797769,2024-09-28T16.23.17.769,1.090,-29.573,609.573,75.183
1727529797779,2024-09-28T16.23.17.779,1.100,-17.012,580.671,70.671
1727529797789,2024-09-28T16.23.17.789,1.110,-5.122,544.817,66.707
1727529797799,2024-09-28T16.23.17.799,1.120,0.610,490.244,61.341
1727529797809,2024-09-28T16.23.17.809,1.130,2.317,419.207,55.000
1727529797819,2024-09-28T16.23.17.819,1.140,1.341,340.976,46.951
1727529797829,2024-09-28T16.23.17.829,1.150,-1.159,274.878,38.110
1727529797839,2024-09-28T16.23.17.839,1.160,-6.098,223.415,28.415
1727529797849,2024-09-28T16.23.17.849,1.170,-9.512,184.817,21.463
1727529797859,2024-09-28T16.23.17.859,1.180,-11.463,160.000,18.049
1727529797869,2024-09-28T16.23.17.869,1.190,-14.024,140.549,18.232
1727529797879,2024-09-28T16.23.17.879,1.200,-13.232,121.280,15.610
1727529797889,2024-09-28T16.23.17.889,1.210,-10.793,99.451,13.171
1727529797899,2024-09-28T16.23.17.899,1.220,-7.195,76.159,11.524
1727529797909,2024-09-28T16.23.17.909,1.230,-4.695,55.976,10.366
1727529797919,2024-09-28T16.23.17.919,1.240,-4.390,39.695,9.512
1727529797929,2024-09-28T16.23.17.929,1.250,-4.939,26.280,8.232
1727529797939,2024-09-28T16.23.17.939,1.260,-6.341,18.049,5.793
1727529797949,2024-09-28T16.23.17.949,1.270,-7.134,12.622,4.207
1727529797959,2024-09-28T16.23.17.959,1.280,-6.280,6.585,4.146
1727529797969,2024-09-28T16.23.17.969,1.290,-4.024,1.037,3.232
1727529797979,2024-09-28T16.23.17.979,1.300,-1.524,-1.341,1.159
1727529797989,2024-09-28T16.23.17.989,1.310,0.915,-0.183,0.061
1727529797999,2024-09-28T16.23.17.999,1.320,2.683,1.524,-0.366
1727529798009,2024-09-28T16.23.18.009,1.330,4.451,1.463,-1.768
1727529798019,2024-09-28T16.23.18.019,1.340,6.280,-0.061,-2.805
1727529798029,2024-09-28T16.23.18.029,1.350,7.927,-4.024,-2.683
1727529798039,2024-09-28T16.23.18.039,1.360,9.146,-9.329,-3.598
1727529798049,2024-09-28T16.23.18.049,1.370,9.878,-13.659,-4.146
1727529798059,2024-09-28T16.23.18.059,1.380,9.878,-12.866,-4.939
1727529798069,2024-09-28T16.23.18.069,1.390,9.024,-5.000,-5.732
1727529798079,2024-09-28T16.23.18.079,1.400,7.195,3.720,-4.939
1727529798089,2024-09-28T16.23.18.089,1.410,6.098,6.829,-4.146
1727529798099,2024-09-28T16.23.18.099,1.420,5.427,2.073,-3.598
1727529798109,2024-09-28T16.23.18.109,1.430,5.549,-7.012,-3.293
1727529798119,2024-09-28T16.23.18.119,1.440,5.488,-13.720,-3.415
1727529798129,2024-09-28T16.23.18.129,1.450,4.878,-17.073,-3.598
1727529798139,2024-09-28T16.23.18.139,1.460,4.451,-17.439,-3.780
1727529798149,2024-09-28T16.23.18.149,1.470,3.537,-16.463,-3.415
1727529798159,2024-09-28T16.23.18.159,1.480,2.622,-17.073,-2.378
1727529798169,2024-09-28T16.23.18.169,1.490,2.073,-21.585,-1.220
1727529798179,2024-09-28T16.23.18.179,1.500,1.951,-30.671,-1.098
1727529798189,2024-09-28T16.23.18.189,1.510,2.439,-45.610,-0.854
1727529798199,2024-09-28T16.23.18.199,1.520,3.171,-70.122,0.061
1727529798209,2024-09-28T16.23.18.209,1.530,4.268,-110.732,1.463
1727529798219,2024-09-28T16.23.18.219,1.540,7.012,-172.073,2.988
1727529798229,2024-09-28T16.23.18.229,1.550,13.415,-246.829,2.134
1727529798239,2024-09-28T16.23.18.239,1.560,20.488,-315.671,-3.659
1727529798249,2024-09-28T16.23.18.249,1.570,22.805,-372.256,-9.390
1727529798259,2024-09-28T16.23.18.259,1.580,23.476,-412.927,-16.707
1727529798269,2024-09-28T16.23.18.269,1.590,21.951,-434.756,-23.963
1727529798279,2024-09-28T16.23.18.279,1.600,17.378,-455.244,-23.598
1727529798289,2024-09-28T16.23.18.289,1.610,14.756,-482.317,-23.537
1727529798299,2024-09-28T16.23.18.299,1.620,13.171,-507.317,-28.598
1727529798309,2024-09-28T16.23.18.309,1.630,11.890,-528.781,-33.476
1727529798319,2024-09-28T16.23.18.319,1.640,12.256,-545.366,-38.780
1727529798329,2024-09-28T16.23.18.329,1.650,13.171,-556.951,-44.207
1727529798339,2024-09-28T16.23.18.339,1.660,14.512,-574.756,-46.341
1727529798349,2024-09-28T16.23.18.349,1.670,16.037,-601.524,-47.256
1727529798359,2024-09-28T16.23.18.359,1.680,15.488,-632.561,-49.268
1727529798369,2024-09-28T16.23.18.369,1.690,13.963,-666.951,-48.841
1727529798379,2024-09-28T16.23.18.379,1.700,10.122,-692.134,-49.207
1727529798389,2024-09-28T16.23.18.389,1.710,4.085,-695.915,-49.878
1727529798399,2024-09-28T16.23.18.399,1.720,-4.512,-666.951,-47.012
1727529798409,2024-09-28T16.23.18.409,1.730,-12.622,-606.341,-40.366
1727529798419,2024-09-28T16.23.18.419,1.740,-19.756,-527.988,-30.366
1727529798429,2024-09-28T16.23.18.429,1.750,-25.793,-443.415,-21.341
1727529798439,2024-09-28T16.23.18.439,1.760,-28.720,-379.207,-9.939
1727529798449,2024-09-28T16.23.18.449,1.770,-29.024,-343.171,2.134
1727529798459,2024-09-28T16.23.18.459,1.780,-30.000,-313.780,2.561
1727529798469,2024-09-28T16.23.18.469,1.790,-32.134,-277.256,0.793
1727529798479,2024-09-28T16.23.18.479,1.800,-33.659,-226.280,2.012
1727529798489,2024-09-28T16.23.18.489,1.810,-33.963,-170.305,3.171
1727529798499,2024-09-28T16.23.18.499,1.820,-32.805,-129.573,5.610
1727529798509,2024-09-28T16.23.18.509,1.830,-31.098,-97.683,5.671
1727529798519,2024-09-28T16.23.18.519,1.840,-28.476,-75.549,5.610
1727529798529,2024-09-28T16.23.18.529,1.850,-23.963,-65.244,7.866
