epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530012108,2024-09-28T16.26.52.108,0.000,0.181,-0.097,0.963
1727530012118,2024-09-28T16.26.52.118,0.010,0.174,-0.099,0.963
1727530012128,2024-09-28T16.26.52.128,0.020,0.176,-0.104,0.953
1727530012138,2024-09-28T16.26.52.138,0.030,0.157,-0.107,0.952
1727530012148,2024-09-28T16.26.52.148,0.040,0.135,-0.111,0.952
1727530012158,2024-09-28T16.26.52.158,0.050,0.130,-0.120,0.952
1727530012168,2024-09-28T16.26.52.168,0.060,0.127,-0.125,0.949
1727530012178,2024-09-28T16.26.52.178,0.070,0.106,-0.128,0.942
1727530012188,2024-09-28T16.26.52.188,0.080,0.086,-0.131,0.923
1727530012198,2024-09-28T16.26.52.198,0.090,0.080,-0.130,0.903
1727530012208,2024-09-28T16.26.52.208,0.100,0.070,-0.128,0.879
1727530012218,2024-09-28T16.26.52.218,0.110,0.052,-0.126,0.854
1727530012228,2024-09-28T16.26.52.228,0.120,0.078,-0.110,0.817
1727530012238,2024-09-28T16.26.52.238,0.130,0.179,-0.091,0.777
1727530012248,2024-09-28T16.26.52.248,0.140,0.307,-0.090,0.732
1727530012258,2024-09-28T16.26.52.258,0.150,0.344,-0.082,0.669
1727530012268,2024-09-28T16.26.52.268,0.160,0.339,-0.060,0.601
1727530012278,2024-09-28T16.26.52.278,0.170,0.367,-0.026,0.516
1727530012288,2024-09-28T16.26.52.288,0.180,0.457,0.025,0.398
1727530012298,2024-09-28T16.26.52.298,0.190,0.557,0.073,0.236
1727530012308,2024-09-28T16.26.52.308,0.200,0.670,0.123,0.027
1727530012318,2024-09-28T16.26.52.318,0.210,0.808,0.161,-0.186
1727530012328,2024-09-28T16.26.52.328,0.220,0.951,0.174,-0.389
1727530012338,2024-09-28T16.26.52.338,0.230,1.073,0.167,-0.558
1727530012348,2024-09-28T16.26.52.348,0.240,1.120,0.174,-0.683
1727530012358,2024-09-28T16.26.52.358,0.250,1.168,0.177,-0.781
1727530012368,2024-09-28T16.26.52.368,0.260,1.256,0.174,-0.820
1727530012378,2024-09-28T16.26.52.378,0.270,1.277,0.151,-0.798
1727530012388,2024-09-28T16.26.52.388,0.280,1.205,0.148,-0.801
1727530012398,2024-09-28T16.26.52.398,0.290,1.106,0.154,-0.851
1727530012408,2024-09-28T16.26.52.408,0.300,0.967,0.159,-0.897
1727530012418,2024-09-28T16.26.52.418,0.310,0.797,0.159,-0.932
1727530012428,2024-09-28T16.26.52.428,0.320,0.658,0.152,-0.947
1727530012438,2024-09-28T16.26.52.438,0.330,0.562,0.145,-0.946
1727530012448,2024-09-28T16.26.52.448,0.340,0.533,0.127,-0.932
1727530012458,2024-09-28T16.26.52.458,0.350,0.526,0.124,-0.920
1727530012468,2024-09-28T16.26.52.468,0.360,0.557,0.123,-0.924
1727530012478,2024-09-28T16.26.52.478,0.370,0.611,0.117,-0.933
1727530012488,2024-09-28T16.26.52.488,0.380,0.630,0.124,-0.951
1727530012498,2024-09-28T16.26.52.498,0.390,0.647,0.138,-0.968
1727530012508,2024-09-28T16.26.52.508,0.400,0.656,0.149,-0.983
1727530012518,2024-09-28T16.26.52.518,0.410,0.669,0.158,-0.980
1727530012528,2024-09-28T16.26.52.528,0.420,0.645,0.152,-0.950
1727530012538,2024-09-28T16.26.52.538,0.430,0.565,0.147,-0.911
1727530012548,2024-09-28T16.26.52.548,0.440,0.557,0.143,-0.867
1727530012558,2024-09-28T16.26.52.558,0.450,0.574,0.136,-0.825
1727530012568,2024-09-28T16.26.52.568,0.460,0.576,0.127,-0.799
1727530012578,2024-09-28T16.26.52.578,0.470,0.598,0.124,-0.780
1727530012588,2024-09-28T16.26.52.588,0.480,0.640,0.129,-0.770
1727530012598,2024-09-28T16.26.52.598,0.490,0.676,0.136,-0.771
1727530012608,2024-09-28T16.26.52.608,0.500,0.719,0.145,-0.771
1727530012618,2024-09-28T16.26.52.618,0.510,0.763,0.147,-0.778
1727530012628,2024-09-28T16.26.52.628,0.520,0.818,0.152,-0.793
1727530012638,2024-09-28T16.26.52.638,0.530,0.883,0.155,-0.794
1727530012648,2024-09-28T16.26.52.648,0.540,0.933,0.155,-0.793
1727530012658,2024-09-28T16.26.52.658,0.550,0.969,0.159,-0.792
1727530012668,2024-09-28T16.26.52.668,0.560,1.007,0.167,-0.772
1727530012678,2024-09-28T16.26.52.678,0.570,1.055,0.171,-0.740
1727530012688,2024-09-28T16.26.52.688,0.580,1.087,0.173,-0.709
1727530012698,2024-09-28T16.26.52.698,0.590,1.114,0.176,-0.671
1727530012708,2024-09-28T16.26.52.708,0.600,1.161,0.174,-0.618
1727530012718,2024-09-28T16.26.52.718,0.610,1.202,0.168,-0.550
1727530012728,2024-09-28T16.26.52.728,0.620,1.208,0.165,-0.484
1727530012738,2024-09-28T16.26.52.738,0.630,1.191,0.169,-0.440
1727530012748,2024-09-28T16.26.52.748,0.640,1.170,0.170,-0.367
