epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727529458545,2024-09-28T16.17.38.545,0.000,-0.044,-0.115,1.032
1727529458555,2024-09-28T16.17.38.555,0.010,-0.031,-0.115,1.038
1727529458565,2024-09-28T16.17.38.565,0.020,-0.024,-0.109,1.033
1727529458575,2024-09-28T16.17.38.575,0.030,0.019,-0.102,1.022
1727529458585,2024-09-28T16.17.38.585,0.040,0.074,-0.088,1.004
1727529458595,2024-09-28T16.17.38.595,0.050,0.076,-0.083,1.003
1727529458605,2024-09-28T16.17.38.605,0.060,0.039,-0.093,1.025
1727529458615,2024-09-28T16.17.38.615,0.070,0.006,-0.104,1.043
1727529458625,2024-09-28T16.17.38.625,0.080,0.004,-0.109,1.043
1727529458635,2024-09-28T16.17.38.635,0.090,0.005,-0.107,1.041
1727529458645,2024-09-28T16.17.38.645,0.100,-0.001,-0.107,1.036
1727529458655,2024-09-28T16.17.38.655,0.110,0.004,-0.100,1.024
1727529458665,2024-09-28T16.17.38.665,0.120,0.017,-0.097,1.017
1727529458675,2024-09-28T16.17.38.675,0.130,0.037,-0.093,1.010
1727529458685,2024-09-28T16.17.38.685,0.140,0.062,-0.088,1.001
1727529458695,2024-09-28T16.17.38.695,0.150,0.057,-0.089,1.003
1727529458705,2024-09-28T16.17.38.705,0.160,0.038,-0.095,1.005
1727529458715,2024-09-28T16.17.38.715,0.170,0.017,-0.100,1.007
1727529458725,2024-09-28T16.17.38.725,0.180,0.015,-0.103,1.005
1727529458735,2024-09-28T16.17.38.735,0.190,0.008,-0.100,1.002
1727529458745,2024-09-28T16.17.38.745,0.200,-0.015,-0.103,1.000
1727529458755,2024-09-28T16.17.38.755,0.210,-0.013,-0.105,1.001
1727529458765,2024-09-28T16.17.38.765,0.220,-0.007,-0.107,1.003
1727529458775,2024-09-28T16.17.38.775,0.230,-0.051,-0.110,0.994
1727529458785,2024-09-28T16.17.38.785,0.240,-0.119,-0.121,0.990
