epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727529827309,2024-09-28T16.23.47.309,0.000,24.512,298.537,17.561
1727529827319,2024-09-28T16.23.47.319,0.010,25.244,289.390,16.951
1727529827329,2024-09-28T16.23.47.329,0.020,28.720,252.500,14.451
1727529827339,2024-09-28T16.23.47.339,0.030,30.366,212.439,12.683
1727529827349,2024-09-28T16.23.47.349,0.040,30.671,181.037,11.646
1727529827359,2024-09-28T16.23.47.359,0.050,30.183,156.280,10.183
1727529827369,2024-09-28T16.23.47.369,0.060,27.622,144.085,7.073
1727529827379,2024-09-28T16.23.47.379,0.070,22.622,138.171,4.695
1727529827389,2024-09-28T16.23.47.389,0.080,19.085,129.268,4.207
1727529827399,2024-09-28T16.23.47.399,0.090,18.415,116.646,3.841
1727529827409,2024-09-28T16.23.47.409,0.100,17.561,107.805,1.402
1727529827419,2024-09-28T16.23.47.419,0.110,13.110,100.793,0.000
1727529827429,2024-09-28T16.23.47.429,0.120,8.841,88.476,1.098
1727529827439,2024-09-28T16.23.47.439,0.130,5.793,70.671,1.707
1727529827449,2024-09-28T16.23.47.449,0.140,2.256,49.817,2.622
1727529827459,2024-09-28T16.23.47.459,0.150,-0.610,29.817,3.354
1727529827469,2024-09-28T16.23.47.469,0.160,-2.500,15.366,2.378
1727529827479,2024-09-28T16.23.47.479,0.170,-4.329,8.415,0.671
1727529827489,2024-09-28T16.23.47.489,0.180,-6.280,7.988,-0.671
1727529827499,2024-09-28T16.23.47.499,0.190,-7.805,10.122,-1.159
1727529827509,2024-09-28T16.23.47.509,0.200,-8.902,11.890,-1.524
1727529827519,2024-09-28T16.23.47.519,0.210,-9.451,10.305,-0.732
1727529827529,2024-09-28T16.23.47.529,0.220,-9.085,4.878,0.183
1727529827539,2024-09-28T16.23.47.539,0.230,-8.171,-3.659,-0.122
1727529827549,2024-09-28T16.23.47.549,0.240,-5.488,-13.232,-0.854
1727529827559,2024-09-28T16.23.47.559,0.250,-2.622,-18.110,-1.220
1727529827569,2024-09-28T16.23.47.569,0.260,-1.585,-16.402,-1.037
1727529827579,2024-09-28T16.23.47.579,0.270,-0.610,-9.268,-2.073
1727529827589,2024-09-28T16.23.47.589,0.280,-0.976,-0.488,-2.561
