epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727529965487,2024-09-28T16.26.05.487,0.000,0.823,0.174,-0.250
1727529965497,2024-09-28T16.26.05.497,0.010,0.849,0.223,-0.414
1727529965507,2024-09-28T16.26.05.507,0.020,0.820,0.241,-0.583
1727529965517,2024-09-28T16.26.05.517,0.030,0.844,0.287,-0.758
1727529965527,2024-09-28T16.26.05.527,0.040,1.113,0.322,-0.858
1727529965537,2024-09-28T16.26.05.537,0.050,1.405,0.306,-0.853
1727529965547,2024-09-28T16.26.05.547,0.060,1.417,0.268,-0.808
1727529965557,2024-09-28T16.26.05.557,0.070,1.256,0.256,-0.811
1727529965567,2024-09-28T16.26.05.567,0.080,1.160,0.240,-0.814
1727529965577,2024-09-28T16.26.05.577,0.090,1.069,0.224,-0.801
1727529965587,2024-09-28T16.26.05.587,0.100,0.894,0.197,-0.790
1727529965597,2024-09-28T16.26.05.597,0.110,0.685,0.194,-0.792
1727529965607,2024-09-28T16.26.05.607,0.120,0.622,0.203,-0.808
1727529965617,2024-09-28T16.26.05.617,0.130,0.688,0.214,-0.826
1727529965627,2024-09-28T16.26.05.627,0.140,0.725,0.205,-0.850
1727529965637,2024-09-28T16.26.05.637,0.150,0.707,0.198,-0.876
1727529965647,2024-09-28T16.26.05.647,0.160,0.746,0.217,-0.916
1727529965657,2024-09-28T16.26.05.657,0.170,0.755,0.227,-0.926
1727529965667,2024-09-28T16.26.05.667,0.180,0.690,0.222,-0.915
1727529965677,2024-09-28T16.26.05.677,0.190,0.659,0.221,-0.893
1727529965687,2024-09-28T16.26.05.687,0.200,0.701,0.213,-0.867
1727529965697,2024-09-28T16.26.05.697,0.210,0.712,0.207,-0.846
1727529965707,2024-09-28T16.26.05.707,0.220,0.721,0.206,-0.835
1727529965717,2024-09-28T16.26.05.717,0.230,0.782,0.211,-0.834
1727529965727,2024-09-28T16.26.05.727,0.240,0.847,0.216,-0.833
1727529965737,2024-09-28T16.26.05.737,0.250,0.902,0.221,-0.829
1727529965747,2024-09-28T16.26.05.747,0.260,0.973,0.232,-0.833
1727529965757,2024-09-28T16.26.05.757,0.270,1.052,0.237,-0.833
1727529965767,2024-09-28T16.26.05.767,0.280,1.077,0.236,-0.811
1727529965777,2024-09-28T16.26.05.777,0.290,1.044,0.231,-0.787
1727529965787,2024-09-28T16.26.05.787,0.300,1.004,0.233,-0.748
1727529965797,2024-09-28T16.26.05.797,0.310,1.041,0.237,-0.667
1727529965807,2024-09-28T16.26.05.807,0.320,1.081,0.229,-0.602
1727529965817,2024-09-28T16.26.05.817,0.330,1.095,0.223,-0.527
1727529965827,2024-09-28T16.26.05.827,0.340,1.091,0.213,-0.456
1727529965837,2024-09-28T16.26.05.837,0.350,1.063,0.209,-0.389
1727529965847,2024-09-28T16.26.05.847,0.360,1.043,0.204,-0.317
1727529965857,2024-09-28T16.26.05.857,0.370,1.000,0.186,-0.238
1727529965867,2024-09-28T16.26.05.867,0.380,0.905,0.178,-0.154
1727529965877,2024-09-28T16.26.05.877,0.390,0.785,0.173,-0.068
