epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.34.13.332;0.000;0.260;0.155;0.886;1.280;-40.732;6.524
1,72753E+12;2024-09-28T16.34.13.342;0.010;0.276;0.157;0.901;0.488;-45.427;6.524
1,72753E+12;2024-09-28T16.34.13.352;0.020;0.339;0.148;0.924;0.732;-59.390;4.573
1,72753E+12;2024-09-28T16.34.13.362;0.030;0.416;0.129;0.913;0.488;-62.256;1.890
1,72753E+12;2024-09-28T16.34.13.372;0.040;0.463;0.137;0.895;-0.854;-47.866;-0.244
1,72753E+12;2024-09-28T16.34.13.382;0.050;0.487;0.150;0.874;-3.598;-25.610;-3.476
1,72753E+12;2024-09-28T16.34.13.392;0.060;0.512;0.148;0.871;-7.073;0.671;-6.585
1,72753E+12;2024-09-28T16.34.13.402;0.070;0.494;0.140;0.886;-9.024;26.646;-6.890
1,72753E+12;2024-09-28T16.34.13.412;0.080;0.375;0.129;0.876;-7.378;37.866;-3.720
1,72753E+12;2024-09-28T16.34.13.422;0.090;0.281;0.141;0.859;-3.963;24.756;-0.244
1,72753E+12;2024-09-28T16.34.13.432;0.100;0.315;0.144;0.872;-1.585;-0.183;0.732
1,72753E+12;2024-09-28T16.34.13.442;0.110;0.398;0.137;0.901;0.244;-15.000;0.793
1,72753E+12;2024-09-28T16.34.13.452;0.120;0.432;0.132;0.921;1.951;-12.683;1.524
1,72753E+12;2024-09-28T16.34.13.462;0.130;0.451;0.136;0.915;2.988;0.549;1.402
1,72753E+12;2024-09-28T16.34.13.472;0.140;0.449;0.139;0.898;2.988;16.341;-1.037
1,72753E+12;2024-09-28T16.34.13.482;0.150;0.432;0.145;0.892;1.524;30.549;-3.354
1,72753E+12;2024-09-28T16.34.13.492;0.160;0.393;0.141;0.901;-0.427;39.390;-4.146
1,72753E+12;2024-09-28T16.34.13.502;0.170;0.318;0.120;0.909;-1.037;36.768;-2.500
1,72753E+12;2024-09-28T16.34.13.512;0.180;0.273;0.127;0.911;-0.183;18.902;-0.183
1,72753E+12;2024-09-28T16.34.13.522;0.190;0.309;0.140;0.919;0.793;-5.366;-0.488
1,72753E+12;2024-09-28T16.34.13.532;0.200;0.385;0.134;0.934;1.098;-19.085;-1.768
1,72753E+12;2024-09-28T16.34.13.542;0.210;0.429;0.134;0.946;1.280;-16.829;-1.646
1,72753E+12;2024-09-28T16.34.13.552;0.220;0.436;0.137;0.944;0.976;-4.024;-2.073
1,72753E+12;2024-09-28T16.34.13.562;0.230;0.425;0.133;0.937;0.427;10.244;-2.134
1,72753E+12;2024-09-28T16.34.13.572;0.240;0.404;0.141;0.926;-0.183;20.305;-2.012
1,72753E+12;2024-09-28T16.34.13.582;0.250;0.363;0.135;0.916;-1.220;23.537;-2.378
1,72753E+12;2024-09-28T16.34.13.592;0.260;0.318;0.131;0.911;-1.646;16.646;-1.220
