epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530410701,2024-09-28T16.33.30.701,0.000,-0.039,0.152,0.880
1727530410711,2024-09-28T16.33.30.711,0.010,0.100,0.199,0.854
1727530410721,2024-09-28T16.33.30.721,0.020,0.319,0.181,0.864
1727530410731,2024-09-28T16.33.30.731,0.030,0.514,0.169,0.879
1727530410741,2024-09-28T16.33.30.741,0.040,0.628,0.187,0.879
1727530410751,2024-09-28T16.33.30.751,0.050,0.671,0.197,0.871
1727530410761,2024-09-28T16.33.30.761,0.060,0.676,0.208,0.857
1727530410771,2024-09-28T16.33.30.771,0.070,0.643,0.213,0.861
1727530410781,2024-09-28T16.33.30.781,0.080,0.505,0.186,0.869
1727530410791,2024-09-28T16.33.30.791,0.090,0.299,0.180,0.852
1727530410801,2024-09-28T16.33.30.801,0.100,0.228,0.201,0.843
1727530410811,2024-09-28T16.33.30.811,0.110,0.307,0.210,0.859
1727530410821,2024-09-28T16.33.30.821,0.120,0.411,0.209,0.891
1727530410831,2024-09-28T16.33.30.831,0.130,0.482,0.202,0.910
1727530410841,2024-09-28T16.33.30.841,0.140,0.499,0.196,0.915
1727530410851,2024-09-28T16.33.30.851,0.150,0.476,0.195,0.915
1727530410861,2024-09-28T16.33.30.861,0.160,0.402,0.181,0.906
1727530410871,2024-09-28T16.33.30.871,0.170,0.282,0.178,0.903
1727530410881,2024-09-28T16.33.30.881,0.180,0.223,0.178,0.893
1727530410891,2024-09-28T16.33.30.891,0.190,0.287,0.198,0.888
1727530410901,2024-09-28T16.33.30.901,0.200,0.396,0.198,0.905
1727530410911,2024-09-28T16.33.30.911,0.210,0.454,0.182,0.911
1727530410921,2024-09-28T16.33.30.921,0.220,0.471,0.190,0.906
1727530410931,2024-09-28T16.33.30.931,0.230,0.474,0.195,0.901
1727530410941,2024-09-28T16.33.30.941,0.240,0.472,0.191,0.907
1727530410951,2024-09-28T16.33.30.951,0.250,0.397,0.182,0.914
1727530410961,2024-09-28T16.33.30.961,0.260,0.296,0.172,0.903
1727530410971,2024-09-28T16.33.30.971,0.270,0.279,0.177,0.891
1727530410981,2024-09-28T16.33.30.981,0.280,0.342,0.186,0.911
1727530410991,2024-09-28T16.33.30.991,0.290,0.407,0.179,0.927
1727530411001,2024-09-28T16.33.31.001,0.300,0.442,0.170,0.912
1727530411011,2024-09-28T16.33.31.011,0.310,0.459,0.192,0.898
1727530411021,2024-09-28T16.33.31.021,0.320,0.446,0.194,0.896
1727530411031,2024-09-28T16.33.31.031,0.330,0.401,0.173,0.893
1727530411041,2024-09-28T16.33.31.041,0.340,0.320,0.173,0.885
1727530411051,2024-09-28T16.33.31.051,0.350,0.256,0.182,0.878
1727530411061,2024-09-28T16.33.31.061,0.360,0.284,0.180,0.887
1727530411071,2024-09-28T16.33.31.071,0.370,0.362,0.180,0.902
1727530411081,2024-09-28T16.33.31.081,0.380,0.422,0.176,0.926
1727530411091,2024-09-28T16.33.31.091,0.390,0.442,0.172,0.928
1727530411101,2024-09-28T16.33.31.101,0.400,0.433,0.181,0.901
1727530411111,2024-09-28T16.33.31.111,0.410,0.444,0.196,0.892
