epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530453333,2024-09-28T16.34.13.333,0.000,1.280,-40.732,6.524
1727530453343,2024-09-28T16.34.13.343,0.010,0.488,-45.427,6.524
1727530453353,2024-09-28T16.34.13.353,0.020,0.732,-59.390,4.573
1727530453363,2024-09-28T16.34.13.363,0.030,0.488,-62.256,1.890
1727530453373,2024-09-28T16.34.13.373,0.040,-0.854,-47.866,-0.244
1727530453383,2024-09-28T16.34.13.383,0.050,-3.598,-25.610,-3.476
1727530453393,2024-09-28T16.34.13.393,0.060,-7.073,0.671,-6.585
1727530453403,2024-09-28T16.34.13.403,0.070,-9.024,26.646,-6.890
1727530453413,2024-09-28T16.34.13.413,0.080,-7.378,37.866,-3.720
1727530453423,2024-09-28T16.34.13.423,0.090,-3.963,24.756,-0.244
1727530453433,2024-09-28T16.34.13.433,0.100,-1.585,-0.183,0.732
1727530453443,2024-09-28T16.34.13.443,0.110,0.244,-15.000,0.793
1727530453453,2024-09-28T16.34.13.453,0.120,1.951,-12.683,1.524
1727530453463,2024-09-28T16.34.13.463,0.130,2.988,0.549,1.402
1727530453473,2024-09-28T16.34.13.473,0.140,2.988,16.341,-1.037
1727530453483,2024-09-28T16.34.13.483,0.150,1.524,30.549,-3.354
1727530453493,2024-09-28T16.34.13.493,0.160,-0.427,39.390,-4.146
1727530453503,2024-09-28T16.34.13.503,0.170,-1.037,36.768,-2.500
1727530453513,2024-09-28T16.34.13.513,0.180,-0.183,18.902,-0.183
1727530453523,2024-09-28T16.34.13.523,0.190,0.793,-5.366,-0.488
1727530453533,2024-09-28T16.34.13.533,0.200,1.098,-19.085,-1.768
1727530453543,2024-09-28T16.34.13.543,0.210,1.280,-16.829,-1.646
1727530453553,2024-09-28T16.34.13.553,0.220,0.976,-4.024,-2.073
1727530453563,2024-09-28T16.34.13.563,0.230,0.427,10.244,-2.134
1727530453573,2024-09-28T16.34.13.573,0.240,-0.183,20.305,-2.012
1727530453583,2024-09-28T16.34.13.583,0.250,-1.220,23.537,-2.378
1727530453593,2024-09-28T16.34.13.593,0.260,-1.646,16.646,-1.220
1727530453603,2024-09-28T16.34.13.603,0.270,-2.012,2.378,-0.244
1727530453613,2024-09-28T16.34.13.613,0.280,-2.561,-8.110,-1.098
1727530453623,2024-09-28T16.34.13.623,0.290,-2.256,-7.439,-1.829
1727530453633,2024-09-28T16.34.13.633,0.300,-1.707,0.488,-1.220
1727530453643,2024-09-28T16.34.13.643,0.310,-1.402,8.841,-1.646
1727530453653,2024-09-28T16.34.13.653,0.320,-1.524,14.634,-2.744
1727530453663,2024-09-28T16.34.13.663,0.330,-2.195,18.598,-2.683
1727530453673,2024-09-28T16.34.13.673,0.340,-2.683,21.768,-2.195
1727530453683,2024-09-28T16.34.13.683,0.350,-1.707,20.122,-0.732
1727530453693,2024-09-28T16.34.13.693,0.360,0.305,9.085,0.549
1727530453703,2024-09-28T16.34.13.703,0.370,1.585,-3.476,0.183
1727530453713,2024-09-28T16.34.13.713,0.380,2.378,-5.183,-0.122
1727530453723,2024-09-28T16.34.13.723,0.390,2.744,5.793,-1.159
1727530453733,2024-09-28T16.34.13.733,0.400,2.683,22.012,-2.500
1727530453743,2024-09-28T16.34.13.743,0.410,3.171,41.098,-2.988
1727530453753,2024-09-28T16.34.13.753,0.420,4.756,63.049,-2.927
1727530453763,2024-09-28T16.34.13.763,0.430,6.890,80.549,-2.195
1727530453773,2024-09-28T16.34.13.773,0.440,7.683,94.390,-0.183
1727530453783,2024-09-28T16.34.13.783,0.450,5.976,120.000,1.890
1727530453793,2024-09-28T16.34.13.793,0.460,2.439,167.622,2.988
1727530453803,2024-09-28T16.34.13.803,0.470,-5.244,247.256,1.768
1727530453813,2024-09-28T16.34.13.813,0.480,-16.768,366.098,-1.220
1727530453823,2024-09-28T16.34.13.823,0.490,-26.220,506.159,-6.707
1727530453833,2024-09-28T16.34.13.833,0.500,-32.927,636.463,-10.427
1727530453843,2024-09-28T16.34.13.843,0.510,-40.183,737.378,-3.293
1727530453853,2024-09-28T16.34.13.853,0.520,-47.622,808.476,16.159
1727530453863,2024-09-28T16.34.13.863,0.530,-53.841,856.402,36.037
1727530453873,2024-09-28T16.34.13.873,0.540,-56.280,871.768,51.646
1727530453883,2024-09-28T16.34.13.883,0.550,-57.500,837.378,63.476
1727530453893,2024-09-28T16.34.13.893,0.560,-57.988,751.768,69.756
1727530453903,2024-09-28T16.34.13.903,0.570,-55.610,637.927,68.476
1727530453913,2024-09-28T16.34.13.913,0.580,-50.854,527.622,61.890
1727530453923,2024-09-28T16.34.13.923,0.590,-44.512,436.707,53.232
1727530453933,2024-09-28T16.34.13.933,0.600,-37.256,357.439,42.439
1727530453943,2024-09-28T16.34.13.943,0.610,-28.537,280.000,29.451
1727530453953,2024-09-28T16.34.13.953,0.620,-20.793,206.829,19.817
1727530453963,2024-09-28T16.34.13.963,0.630,-13.659,149.756,10.793
1727530453973,2024-09-28T16.34.13.973,0.640,-6.890,112.622,3.659
1727530453983,2024-09-28T16.34.13.983,0.650,-2.317,86.585,1.341
1727530453993,2024-09-28T16.34.13.993,0.660,-0.793,63.902,2.622
1727530454003,2024-09-28T16.34.14.003,0.670,-0.915,46.524,5.549
1727530454013,2024-09-28T16.34.14.013,0.680,-2.622,41.341,8.110
1727530454023,2024-09-28T16.34.14.023,0.690,-5.488,46.890,9.146
1727530454033,2024-09-28T16.34.14.033,0.700,-7.866,51.524,8.963
1727530454043,2024-09-28T16.34.14.043,0.710,-9.756,46.220,7.500
1727530454053,2024-09-28T16.34.14.053,0.720,-10.305,32.256,5.061
1727530454063,2024-09-28T16.34.14.063,0.730,-7.439,15.000,3.476
1727530454073,2024-09-28T16.34.14.073,0.740,-2.561,-2.012,1.159
1727530454083,2024-09-28T16.34.14.083,0.750,3.232,-15.976,-1.768
1727530454093,2024-09-28T16.34.14.093,0.760,7.561,-25.671,-3.293
1727530454103,2024-09-28T16.34.14.103,0.770,9.329,-32.256,-2.561
1727530454113,2024-09-28T16.34.14.113,0.780,8.537,-37.622,-1.524
1727530454123,2024-09-28T16.34.14.123,0.790,6.463,-42.134,0.305
1727530454133,2024-09-28T16.34.14.133,0.800,3.232,-45.671,1.951
1727530454143,2024-09-28T16.34.14.143,0.810,0.122,-48.780,2.439
1727530454153,2024-09-28T16.34.14.153,0.820,-1.646,-55.732,2.683
1727530454163,2024-09-28T16.34.14.163,0.830,-1.890,-71.707,0.732
1727530454173,2024-09-28T16.34.14.173,0.840,-1.037,-96.524,-3.598
1727530454183,2024-09-28T16.34.14.183,0.850,1.037,-127.683,-8.110
1727530454193,2024-09-28T16.34.14.193,0.860,3.293,-162.988,-10.976
1727530454203,2024-09-28T16.34.14.203,0.870,4.451,-197.683,-13.780
1727530454213,2024-09-28T16.34.14.213,0.880,3.659,-230.915,-15.305
1727530454223,2024-09-28T16.34.14.223,0.890,2.073,-272.439,-16.402
1727530454233,2024-09-28T16.34.14.233,0.900,0.671,-321.037,-20.610
1727530454243,2024-09-28T16.34.14.243,0.910,-1.159,-368.537,-23.659
1727530454253,2024-09-28T16.34.14.253,0.920,-1.585,-413.049,-24.695
1727530454263,2024-09-28T16.34.14.263,0.930,-1.463,-450.305,-30.122
1727530454273,2024-09-28T16.34.14.273,0.940,-2.622,-470.244,-35.061
1727530454283,2024-09-28T16.34.14.283,0.950,-4.573,-469.329,-31.890
1727530454293,2024-09-28T16.34.14.293,0.960,-6.341,-451.341,-26.159
1727530454303,2024-09-28T16.34.14.303,0.970,-7.195,-422.805,-20.854
1727530454313,2024-09-28T16.34.14.313,0.980,-6.220,-390.427,-15.671
1727530454323,2024-09-28T16.34.14.323,0.990,-2.683,-358.780,-11.829
1727530454333,2024-09-28T16.34.14.333,1.000,3.171,-338.963,-7.378
1727530454343,2024-09-28T16.34.14.343,1.010,8.598,-336.890,-4.512
1727530454353,2024-09-28T16.34.14.353,1.020,12.805,-344.207,-3.902
1727530454363,2024-09-28T16.34.14.363,1.030,12.439,-341.951,-5.427
1727530454373,2024-09-28T16.34.14.373,1.040,8.963,-319.146,-7.805
1727530454383,2024-09-28T16.34.14.383,1.050,6.037,-280.610,-7.012
1727530454393,2024-09-28T16.34.14.393,1.060,2.134,-234.695,-6.037
1727530454403,2024-09-28T16.34.14.403,1.070,-1.890,-190.427,-5.122
1727530454413,2024-09-28T16.34.14.413,1.080,-3.598,-171.402,0.244
1727530454423,2024-09-28T16.34.14.423,1.090,-6.951,-177.866,2.012
