epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530432392,2024-09-28T16.33.52.392,0.000,30.122,-475.610,-9.512
1727530432402,2024-09-28T16.33.52.402,0.010,28.841,-472.561,-7.988
1727530432412,2024-09-28T16.33.52.412,0.020,26.646,-459.207,0.183
1727530432422,2024-09-28T16.33.52.422,0.030,22.988,-449.817,10.122
1727530432432,2024-09-28T16.33.52.432,0.040,13.598,-436.220,9.756
1727530432442,2024-09-28T16.33.52.442,0.050,-2.073,-398.476,2.073
1727530432452,2024-09-28T16.33.52.452,0.060,-16.463,-331.098,-0.915
1727530432462,2024-09-28T16.33.52.462,0.070,-25.244,-246.890,0.183
1727530432472,2024-09-28T16.33.52.472,0.080,-28.659,-161.159,-1.159
1727530432482,2024-09-28T16.33.52.482,0.090,-25.610,-86.829,-4.024
1727530432492,2024-09-28T16.33.52.492,0.100,-18.293,-33.293,-4.329
1727530432502,2024-09-28T16.33.52.502,0.110,-10.183,-5.183,-2.134
1727530432512,2024-09-28T16.33.52.512,0.120,-3.415,-1.585,1.159
1727530432522,2024-09-28T16.33.52.522,0.130,0.610,-17.622,3.659
1727530432532,2024-09-28T16.33.52.532,0.140,1.098,-39.512,3.110
1727530432542,2024-09-28T16.33.52.542,0.150,-0.915,-51.768,0.122
1727530432552,2024-09-28T16.33.52.552,0.160,-4.268,-45.976,-2.195
1727530432562,2024-09-28T16.33.52.562,0.170,-6.341,-25.305,-2.073
1727530432572,2024-09-28T16.33.52.572,0.180,-6.463,5.122,-1.159
1727530432582,2024-09-28T16.33.52.582,0.190,-5.610,40.366,-1.829
1727530432592,2024-09-28T16.33.52.592,0.200,-3.232,71.037,-2.012
1727530432602,2024-09-28T16.33.52.602,0.210,1.463,76.646,1.585
1727530432612,2024-09-28T16.33.52.612,0.220,5.305,53.780,3.293
1727530432622,2024-09-28T16.33.52.622,0.230,6.220,20.366,1.768
1727530432632,2024-09-28T16.33.52.632,0.240,4.939,-3.354,-0.610
1727530432642,2024-09-28T16.33.52.642,0.250,2.683,-9.390,-2.317
1727530432652,2024-09-28T16.33.52.652,0.260,0.793,-0.671,-1.646
1727530432662,2024-09-28T16.33.52.662,0.270,0.732,15.000,-0.061
1727530432672,2024-09-28T16.33.52.672,0.280,1.707,32.744,-0.488
1727530432682,2024-09-28T16.33.52.682,0.290,4.329,43.841,0.488
1727530432692,2024-09-28T16.33.52.692,0.300,7.927,38.963,2.012
1727530432702,2024-09-28T16.33.52.702,0.310,9.390,20.488,-0.183
1727530432712,2024-09-28T16.33.52.712,0.320,8.720,-0.366,-3.415
1727530432722,2024-09-28T16.33.52.722,0.330,6.463,-12.012,-4.817
1727530432732,2024-09-28T16.33.52.732,0.340,2.317,-9.451,-4.756
1727530432742,2024-09-28T16.33.52.742,0.350,-1.098,2.683,-3.659
1727530432752,2024-09-28T16.33.52.752,0.360,-2.561,14.268,-2.683
1727530432762,2024-09-28T16.33.52.762,0.370,-2.805,20.305,-1.829
1727530432772,2024-09-28T16.33.52.772,0.380,-1.707,22.500,-1.098
1727530432782,2024-09-28T16.33.52.782,0.390,-0.061,21.707,-1.341
1727530432792,2024-09-28T16.33.52.792,0.400,2.134,16.951,-1.768
1727530432802,2024-09-28T16.33.52.802,0.410,3.537,9.146,-1.585
1727530432812,2024-09-28T16.33.52.812,0.420,2.866,4.451,-1.463
1727530432822,2024-09-28T16.33.52.822,0.430,1.159,7.256,-1.280
1727530432832,2024-09-28T16.33.52.832,0.440,-0.854,16.707,-1.951
1727530432842,2024-09-28T16.33.52.842,0.450,-2.744,29.939,-3.110
1727530432852,2024-09-28T16.33.52.852,0.460,-2.927,45.366,-3.780
1727530432862,2024-09-28T16.33.52.862,0.470,-1.585,61.159,-3.049
1727530432872,2024-09-28T16.33.52.872,0.480,-0.366,79.390,-2.744
1727530432882,2024-09-28T16.33.52.882,0.490,-0.915,105.305,-4.024
1727530432892,2024-09-28T16.33.52.892,0.500,-2.378,140.549,-6.220
1727530432902,2024-09-28T16.33.52.902,0.510,-4.390,183.720,-8.415
1727530432912,2024-09-28T16.33.52.912,0.520,-6.951,233.963,-9.207
1727530432922,2024-09-28T16.33.52.922,0.530,-10.305,298.415,-8.720
1727530432932,2024-09-28T16.33.52.932,0.540,-13.902,385.122,-6.890
1727530432942,2024-09-28T16.33.52.942,0.550,-13.476,481.402,1.585
1727530432952,2024-09-28T16.33.52.952,0.560,-9.573,572.317,12.744
1727530432962,2024-09-28T16.33.52.962,0.570,-6.585,658.049,24.573
1727530432972,2024-09-28T16.33.52.972,0.580,-2.256,729.390,44.146
1727530432982,2024-09-28T16.33.52.982,0.590,3.476,775.427,60.793
1727530432992,2024-09-28T16.33.52.992,0.600,5.976,785.610,68.780
1727530433002,2024-09-28T16.33.53.002,0.610,7.683,755.793,68.537
1727530433012,2024-09-28T16.33.53.012,0.620,6.585,694.146,62.256
